nm_titulo,vl_media_taxa_homicidios,vl_avaliacao_media_ativos_fundo,vl_quantidade_imoveis,nm_setor,vl_valor,vl_liquidez_media_diaria,vl_pvp,vl_dividendo,vl_yeld,vl_soma_yield_3m,vl_soma_yield_6m,vl_soma_yield_12m,vl_media_yield_3m,vl_media_yield_6m,vl_media_yield_12m,vl_soma_yield_ano_corrente,vl_variacao_cotacao_mes,vl_rentabilidade_mes,vl_rentabilidade,vl_patrimonio,vl_vpa,vl_pvpa,vl_vpa_yield,vl_vpa_change,vl_vpa_rent_m,vl_vpa_rent,vl_ativos,vl_volatility,vl_numero_cotista,dt_inclusao,vl_vacancia_fisica,vl_vacancia_financeira
MXRF11,,,,Híbrido,"R$ 10,22",,,"R$ 0,07","0,69%","2,10%","4,37%","8,11%","0,70%","0,73%","0,68%","4,37%","-3,97%","-3,31%","-0,18%","R$ 2.260.292.862,71","R$ 10,00","1,02",,,,,0,,,2021-07-01,,
FPAB11,,,,Lajes Corporativas,"R$ 247,00",,,"R$ 1,60","0,59%","1,46%","2,73%","6,29%","0,49%","0,46%","0,52%","2,73%","1,91%","2,51%","-5,96%","R$ 335.907.327,52","R$ 447,88","0,55",,,,,1,,,2021-07-01,,
EURO11,,,,Logística,"R$ 205,99",,,"R$ 1,40","0,68%","1,97%","3,86%","7,11%","0,66%","0,64%","0,59%","3,86%","-0,94%","-0,27%","-1,64%","R$ 108.916.955,34","R$ 283,69","0,73",,,,,6,,,2021-07-01,,
BBRC11,,,,Outros,"R$ 112,78",,,"R$ 0,85","0,75%","2,30%","4,61%","8,59%","0,77%","0,77%","0,72%","4,61%","-3,22%","-2,49%","-6,74%","R$ 179.470.745,81","R$ 112,87","1,00",,,,,20,,,2021-07-01,,
BNFS11,,,,Outros,"R$ 126,30",,,"R$ 1,02","0,80%","2,63%","5,05%","9,70%","0,88%","0,84%","0,81%","5,05%","2,38%","3,20%","5,64%","R$ 72.845.514,53","R$ 104,07","1,21",,,,,18,,,2021-07-01,,
FIIB11,,,,Híbrido,"R$ 490,01",,,"R$ 3,72","0,77%","2,07%","3,79%","6,67%","0,69%","0,63%","0,56%","3,25%","-3,91%","-3,17%","-5,52%","R$ 302.576.317,04","R$ 441,72","1,11",,,,,1,,,2021-07-01,,
KISU11,,,,Títulos e Val. Mob.,"R$ 10,00",,,"R$ 0,70","0,63%","1,70%","3,64%","0,00%","0,57%","0,61%","0,00%","3,64%","-7,19%","-6,61%","6,91%","R$ 424.947.504,11","R$ 96,15","0,10",,,,,0,,,2021-07-01,,
BPFF11,,,,Títulos e Val. Mob.,"R$ 77,03",,,"R$ 0,57","0,75%","2,20%","4,37%","8,11%","0,73%","0,73%","0,68%","4,37%","-4,03%","-3,31%","-0,79%","R$ 363.414.679,16","R$ 80,90","0,95",,,,,0,,,2021-07-01,,
BBFO11,,,,Títulos e Val. Mob.,"R$ 82,01",,,"R$ 0,54","0,68%","1,76%","0,00%","0,00%","0,59%","0,00%","0,00%","3,21%","-10,61%","-10,01%","-12,41%","R$ 360.330.864,40","R$ 89,99","0,91",,,,,0,,,2021-07-01,,
LUGG11,,,,Residencial,"R$ 93,32",,,"R$ 0,59","0,62%","1,72%","3,19%","5,80%","0,57%","0,53%","0,48%","3,19%","-0,56%","0,06%","-2,48%","R$ 112.212.711,59","R$ 124,68","0,75",,,,,4,,,2021-07-01,,
PLRI11,,,,Títulos e Val. Mob.,"R$ 48,00",,,"R$ 0,32","0,67%","1,80%","3,26%","6,58%","0,60%","0,54%","0,55%","3,26%","4,28%","4,99%","5,69%","R$ 48.975.327,25","R$ 51,32","0,94",,,,,0,,,2021-07-01,,
SHPH11,,,,Shoppings,"R$ 810,24",,,"R$ 1,95","0,24%","0,75%","2,23%","3,35%","0,25%","0,37%","0,28%","1,27%","0,00%","0,24%","-0,33%","R$ 501.304.789,65","R$ 823,23","0,98",,,,,1,,,2021-07-01,,
STRX11,,,,Híbrido,,,,"R$ 60,12","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,"0,00%","0,00%","0,00%","R$ 295.213.506,58","R$ 18.295,80",,,,,,0,,,2021-07-01,,
AIEC11,,,,Lajes Corporativas,"R$ 84,98",,,"R$ 0,57","0,69%","1,97%","3,81%","0,00%","0,66%","0,64%","0,00%","3,81%","-6,63%","-5,98%","-8,70%","R$ 483.563.218,73","R$ 100,22","0,85",,,,,2,,,2021-07-01,,
LGCP11,,,,Logística,"R$ 89,97",,,"R$ 0,54","0,61%","1,79%","3,37%","6,24%","0,60%","0,56%","0,52%","3,37%","-5,48%","-4,91%","-6,80%","R$ 270.064.177,99","R$ 98,82","0,91",,,,,5,,,2021-07-01,,
BBPO11,,,,Lajes Corporativas,"R$ 115,21",,,"R$ 1,08","0,94%","2,81%","5,64%","10,40%","0,94%","0,94%","0,87%","5,64%","-0,25%","0,69%","5,87%","R$ 1.531.018.537,44","R$ 96,17","1,20",,,,,64,,,2021-07-01,,
AFCR11,,,,Híbrido,"R$ 109,00",,,"R$ 1,55","1,40%","3,29%","5,94%","10,57%","1,10%","0,99%","0,88%","5,94%","-0,91%","0,47%","2,38%","R$ 121.528.154,28","R$ 102,36","1,06",,,,,0,,,2021-07-01,,
RRCI11,,,,Títulos e Val. Mob.,"R$ 84,71",,,"R$ 0,73","0,86%","2,43%","0,00%","0,00%","0,81%","0,00%","0,00%","3,88%","-2,84%","-2,01%","-0,18%","R$ 46.285.089,70","R$ 96,08","0,88",,,,,0,,,2021-07-01,,
RBED11,,,,Outros,"R$ 144,77",,,"R$ 1,03","0,73%","2,15%","4,20%","7,94%","0,72%","0,70%","0,66%","4,20%","-4,11%","-3,41%","-4,20%","R$ 303.858.209,87","R$ 150,30","0,96",,,,,5,,,2021-07-01,,
FIIP11B,,,,Logística,"R$ 193,13",,,"R$ 1,26","0,65%","1,78%","3,58%","5,90%","0,59%","0,60%","0,49%","3,58%","-4,69%","-4,06%","-2,60%","R$ 184.974.107,19","R$ 199,51","0,97",,,,,7,,,2021-07-01,,
YUFI11B,,,,Residencial,,,,"R$ 0,40","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,"0,00%","0,00%","0,00%","R$ 37.581.481,17","R$ 95,11",,,,,,0,,,2021-07-01,,
SARE11,,,,Híbrido,"R$ 93,99",,,"R$ 0,62","0,63%","1,90%","3,78%","5,20%","0,63%","0,63%","0,43%","3,78%","-2,57%","-1,96%","7,10%","R$ 535.790.101,03","R$ 100,06","0,94",,,,,3,,,2021-07-01,,
HBRH11,,,,Híbrido,"R$ 97,00",,,"R$ 0,66","0,71%","2,06%","0,00%","0,00%","0,69%","0,00%","0,00%","2,73%","-1,71%","-1,01%","-4,98%","R$ 245.681.971,26","R$ 109,40","0,89",,,,,3,,,2021-07-01,,
BARI11,,,,Títulos e Val. Mob.,"R$ 106,90",,,"R$ 1,07","1,02%","2,93%","7,10%","13,24%","0,98%","1,18%","1,10%","7,10%","-2,40%","-1,40%","-1,98%","R$ 471.004.814,65","R$ 101,64","1,05",,,,,0,,,2021-07-01,,
ABCP11,,,,Shoppings,"R$ 74,98",,,"R$ 0,51","0,74%","1,27%","2,58%","0,00%","0,42%","0,43%","0,00%","2,58%","-5,11%","-4,41%","-9,06%","R$ 1.080.029.904,46","R$ 88,50","0,85",,,,,1,,,2021-07-01,,
BBFI11B,,,,Lajes Corporativas,"R$ 2.500,05",,,"R$ 19,03","0,73%","3,02%","6,85%","12,84%","1,01%","1,14%","1,07%","6,85%","-0,19%","0,54%","22,92%","R$ 327.841.152,42","R$ 2.521,86","0,99","1,19%","-0,10%","1,09%","4,50%",2,,,2021-07-01,,
BICR11,,,,Títulos e Val. Mob.,"R$ 97,04",,,"R$ 0,30","0,32%","1,03%","1,78%","3,15%","0,34%","0,30%","0,26%","1,78%","-0,94%","-0,62%","-4,55%","R$ 49.536.739,30","R$ 99,07","0,98",,,,,0,,,2021-07-01,,
CBOP11,,,,Lajes Corporativas,"R$ 72,50",,,"R$ 0,50","0,67%","2,00%","3,96%","8,35%","0,67%","0,66%","0,70%","3,96%","4,18%","4,88%","7,63%","R$ 128.289.370,64","R$ 90,66","0,80",,,,,1,,,2021-07-01,,
CTXT11,,,,Lajes Corporativas,"R$ 22,99",,,"R$ 0,09","0,39%","0,78%","1,36%","5,53%","0,26%","0,23%","0,46%","1,36%","-2,58%","-2,20%","-39,31%","R$ 125.384.663,85","R$ 48,33","0,48",,,,,1,,,2021-07-01,,
CXCE11B,,,,Outros,"R$ 89,00",,,"R$ 0,91","1,01%","3,09%","6,14%","11,22%","1,03%","1,02%","0,93%","6,14%","7,00%","8,08%","-7,26%","R$ 138.989.389,34","R$ 81,14","1,10",,,,,1,,,2021-07-01,,
EDFO11B,,,,Lajes Corporativas,"R$ 256,00",,,"R$ 1,35","0,55%","1,64%","3,34%","6,73%","0,55%","0,56%","0,56%","3,34%","-2,00%","-1,46%","1,26%","R$ 50.091.327,59","R$ 212,25","1,21",,,,,1,,,2021-07-01,,
HGFF11,,,,Títulos e Val. Mob.,"R$ 82,38",,,"R$ 0,50","0,62%","1,81%","3,56%","7,36%","0,60%","0,59%","0,61%","3,56%","-5,54%","-4,96%","-13,61%","R$ 266.183.939,08","R$ 92,95","0,89",,,,,0,,,2021-07-01,,
ARRI11,,,,Títulos e Val. Mob.,"R$ 110,93",,,"R$ 1,77","1,72%","3,76%","7,25%","11,87%","1,25%","1,21%","0,99%","7,25%","1,81%","3,56%","15,94%","R$ 64.588.915,01","R$ 95,89","1,16",,,,,0,,,2021-07-01,,
HGRU11,,,,Híbrido,"R$ 119,25",,,"R$ 0,90","0,77%","1,91%","3,52%","6,73%","0,64%","0,59%","0,56%","3,52%","-2,62%","-1,87%","-5,83%","R$ 2.163.884.197,45","R$ 117,56","1,01",,,,,16,,,2021-07-01,,
HREC11,,,,Títulos e Val. Mob.,"R$ 100,20",,,"R$ 1,08","1,07%","2,92%","4,42%","0,00%","0,97%","0,74%","0,00%","4,42%","-0,82%","0,25%","1,68%","R$ 115.420.822,18","R$ 98,11","1,02",,,,,0,,,2021-07-01,,
HSAF11,,,,Títulos e Val. Mob.,"R$ 99,35",,,"R$ 1,00","0,99%","3,16%","6,13%","0,00%","1,05%","1,02%","0,00%","6,13%","-0,91%","0,07%","14,07%","R$ 170.907.618,09","R$ 96,36","1,03",,,,,0,,,2021-07-01,,
JPPA11,,,,Títulos e Val. Mob.,"R$ 98,40",,,"R$ 1,05","1,07%","3,16%","5,83%","9,63%","1,05%","0,97%","0,80%","5,83%","-1,50%","-0,45%","4,96%","R$ 63.016.274,70","R$ 104,34","0,94",,,,,0,,,2021-07-01,,
JSRE11,,,,Híbrido,"R$ 90,04",,,"R$ 0,53","0,59%","1,73%","3,36%","6,58%","0,58%","0,56%","0,55%","3,36%","-2,15%","-1,57%","-7,46%","R$ 2.354.869.865,71","R$ 113,39","0,79",,,,,5,,,2021-07-01,,
KNHY11,,,,Títulos e Val. Mob.,"R$ 108,03",,,"R$ 1,10","0,99%","3,00%","6,34%","10,69%","1,00%","1,06%","0,89%","6,34%","-0,60%","0,38%","5,45%","R$ 1.083.254.957,10","R$ 101,33","1,07",,,,,0,,,2021-07-01,,
KFOF11,,,,Títulos e Val. Mob.,"R$ 89,33",,,"R$ 0,88","1,02%","2,20%","3,80%","6,38%","0,73%","0,63%","0,53%","3,80%","-6,75%","-5,80%","-12,69%","R$ 455.204.278,12","R$ 100,41","0,89",,,,,0,,,2021-07-01,,
KNRI11,,,,Híbrido,"R$ 140,00",,,"R$ 0,69","0,50%","1,44%","2,76%","5,18%","0,48%","0,46%","0,43%","2,76%","-3,56%","-3,08%","-10,84%","R$ 3.833.230.862,74","R$ 158,68","0,88",,,,,20,,,2021-07-01,,
KNSC11,,,,Títulos e Val. Mob.,"R$ 102,80",,,"R$ 0,95","0,93%","2,80%","5,89%","0,00%","0,93%","0,98%","0,00%","5,89%","-1,52%","-0,61%","4,91%","R$ 609.038.202,35","R$ 94,72","1,09",,,,,0,,,2021-07-01,,
OUJP11,,,,Títulos e Val. Mob.,"R$ 99,80",,,"R$ 0,83","0,85%","2,11%","4,10%","7,76%","0,70%","0,68%","0,65%","4,10%","-4,18%","-3,36%","-5,59%","R$ 335.816.504,46","R$ 103,25","0,97",,,,,0,,,2021-07-01,,
PLCR11,,,,Híbrido,"R$ 92,81",,,"R$ 0,85","0,91%","2,75%","5,33%","9,02%","0,92%","0,89%","0,75%","5,33%","-0,60%","0,31%","3,89%","R$ 205.804.632,29","R$ 97,58","0,95","0,82%","-0,99%","-0,18%","1,67%",0,,,2021-07-01,,
PQAG11,,,,Logística,"R$ 59,00",,,"R$ 0,37","0,61%","1,72%","3,25%","0,00%","0,57%","0,54%","0,00%","3,25%","-4,31%","-3,73%","-10,62%","R$ 761.036.339,46","R$ 54,39","1,08",,,,,1,,,2021-07-01,,
HGCR11,,,,Títulos e Val. Mob.,"R$ 104,69",,,"R$ 1,45","1,39%","2,75%","4,57%","7,73%","0,92%","0,76%","0,64%","4,57%","-3,41%","-2,06%","4,77%","R$ 1.278.167.991,36","R$ 103,31","1,01",,,,,0,,,2021-07-01,,
RBHY11,,,,Títulos e Val. Mob.,"R$ 104,97",,,"R$ 1,25","1,22%","1,22%","0,00%","0,00%","0,41%","0,00%","0,00%","1,22%","0,00%","1,22%","1,22%","R$ 61.862.338,69","R$ 103,10","1,02",,,,,0,,,2021-07-01,,
PVBI11,,,,Lajes Corporativas,"R$ 95,50",,,"R$ 0,56","0,59%","1,68%","3,22%","0,00%","0,56%","0,54%","0,00%","2,71%","-0,69%","-0,11%","-0,72%","R$ 937.403.918,87","R$ 96,44","0,99",,,,,3,,,2021-07-01,,
MALL11,,,,Shoppings,"R$ 98,50",,,"R$ 0,50","0,52%","1,39%","3,05%","5,66%","0,46%","0,51%","0,47%","3,05%","-1,70%","-1,18%","-6,70%","R$ 791.439.572,44","R$ 104,68","0,94","0,38%","-0,33%","0,05%","1,12%",7,,,2021-07-01,,
RBVO11,,,,Outros,"R$ 12,01",,,"R$ 0,05","0,38%","0,70%","1,43%","4,50%","0,23%","0,24%","0,38%","0,74%","0,00%","0,38%","-20,24%","R$ 11.050.429,66","R$ 21,42","0,56",,,,,0,,,2021-07-01,,
RFOF11,,,,Títulos e Val. Mob.,"R$ 81,50",,,"R$ 0,61","0,74%","2,25%","4,42%","8,13%","0,75%","0,74%","0,68%","4,42%","0,54%","1,28%","-4,31%","R$ 96.126.586,08","R$ 89,16","0,91",,,,,0,,,2021-07-01,,
RNGO11,,,,Lajes Corporativas,"R$ 63,15",,,"R$ 0,37","0,60%","1,79%","3,59%","7,32%","0,60%","0,60%","0,61%","3,59%","-2,04%","-1,46%","-8,98%","R$ 270.865.817,47","R$ 101,22","0,62",,,,,3,,,2021-07-01,,
SADI11,,,,Títulos e Val. Mob.,"R$ 84,50",,,"R$ 0,32","0,38%","0,94%","1,68%","3,09%","0,31%","0,28%","0,26%","1,68%","1,07%","1,45%","12,25%","R$ 319.406.825,28","R$ 100,44","0,84",,,,,0,,,2021-07-01,,
PQDP11,,,,Shoppings,"R$ 2.299,99",,,"R$ 0,80","0,03%","0,14%","1,39%","0,00%","0,05%","0,23%","0,00%","1,10%","-16,45%","-16,42%","-14,96%","R$ 867.195.308,31","R$ 3.636,39","0,63",,,,,1,,,2021-07-01,,
SPTW11,,,,Lajes Corporativas,"R$ 60,77",,,"R$ 2,52","4,63%","6,80%","15,22%","21,06%","2,27%","2,54%","1,75%","15,22%","11,52%","16,69%","-27,43%","R$ 93.568.201,37","R$ 52,04","1,17",,,,,1,,,2021-07-01,,
VCJR11,,,,Títulos e Val. Mob.,"R$ 98,07",,,"R$ 0,75","0,79%","2,29%","4,25%","8,69%","0,76%","0,71%","0,72%","4,25%","-6,62%","-5,88%","-5,81%","R$ 1.152.165.501,35","R$ 99,29","0,99",,,,,0,,,2021-07-01,,
VILG11,,,,Logística,"R$ 117,38",,,"R$ 0,60","0,55%","1,46%","2,82%","5,46%","0,49%","0,47%","0,45%","2,82%","-6,82%","-6,31%","-7,31%","R$ 1.712.539.409,11","R$ 114,19","1,03",,,,,15,,,2021-07-01,,
VISC11,,,,Shoppings,"R$ 111,93",,,"R$ 0,42","0,39%","0,94%","2,09%","3,80%","0,31%","0,35%","0,32%","2,09%","-1,93%","-1,55%","-6,46%","R$ 1.705.672.539,20","R$ 119,52","0,94",,,,,15,,,2021-07-01,,
XPSF11,,,,Outros,"R$ 94,41",,,"R$ 0,75","0,80%","2,50%","4,81%","9,28%","0,83%","0,80%","0,77%","4,81%","-4,38%","-3,62%","2,39%","R$ 401.337.388,51","R$ 92,68","1,02",,,,,0,,,2021-07-01,,
RZTR11,,,,Híbrido,"R$ 97,00",,,"R$ 0,77","0,79%","1,93%","4,28%","0,00%","0,64%","0,71%","0,00%","4,28%","-4,21%","-3,46%","-5,39%","R$ 1.083.824.159,24","R$ 98,10","0,99",,,,,10,,,2021-07-01,,
SCPF11,,,,Shoppings,"R$ 8,98",,,"R$ 0,01","0,06%","0,20%","1,59%","0,00%","0,07%","0,26%","0,00%","0,74%","0,00%","0,06%","-9,09%","R$ 53.208.330,75","R$ 12,67","0,71",,,,,1,,,2021-07-01,,
BCRI11,,,,Títulos e Val. Mob.,"R$ 115,30",,,"R$ 1,31","1,17%","3,81%","6,46%","11,53%","1,27%","1,08%","0,96%","6,46%","-2,86%","-1,73%","1,10%","R$ 464.020.207,02","R$ 105,46","1,09",,,,,0,,,2021-07-01,,
BRCO11,,,,Logística,"R$ 106,48",,,"R$ 0,54","0,54%","1,52%","2,97%","5,66%","0,51%","0,49%","0,47%","2,97%","-8,29%","-7,80%","-9,35%","R$ 1.602.620.953,09","R$ 108,44","0,98",,,,,10,,,2021-07-01,,
FVPQ11,,,,Shoppings,"R$ 130,50",,,"R$ 0,43","0,34%","1,72%","0,00%","0,00%","0,57%","0,00%","0,00%","1,72%","0,00%","0,34%","-1,44%","R$ 548.434.490,15","R$ 195,86","0,67",,,,,1,,,2021-07-01,,
HAAA11,,,,Lajes Corporativas,"R$ 99,90",,,"R$ 0,52","0,52%","1,55%","0,00%","0,00%","0,52%","0,00%","0,00%","2,06%","-1,02%","-0,51%","0,44%","R$ 260.433.878,31","R$ 96,10","1,04",,,,,1,,,2021-07-01,,
HLOG11,,,,Logística,"R$ 111,35",,,"R$ 0,63","0,56%","1,65%","3,25%","6,52%","0,55%","0,54%","0,54%","3,25%","-0,84%","-0,28%","-2,15%","R$ 507.453.457,78","R$ 119,40","0,93",,,,,3,,,2021-07-01,,
CARE11,,,,Híbrido,"R$ 0,73",,,"R$ 0,00","0,22%","0,66%","0,91%","1,60%","0,22%","0,15%","0,13%","0,91%","-1,27%","-1,05%","10,86%","R$ 288.226.960,59","R$ 1,61","0,45",,,,,0,,,2021-07-01,,
MBRF11,,,,Outros,"R$ 891,94",,,"R$ 7,20","0,83%","2,46%","4,90%","0,00%","0,82%","0,82%","0,00%","5,59%","-1,74%","-0,93%","-7,45%","R$ 116.103.986,52","R$ 1.142,04","0,78",,,,,2,,,2021-07-01,,
RCRB11,,,,Lajes Corporativas,"R$ 152,99",,,"R$ 0,75","0,52%","1,56%","3,07%","6,04%","0,52%","0,51%","0,50%","3,55%","-5,52%","-5,03%","-9,64%","R$ 730.924.305,45","R$ 198,05","0,77",,,,,10,,,2021-07-01,,
ONEF11,,,,Lajes Corporativas,"R$ 142,63",,,"R$ 0,73","0,52%","1,43%","2,76%","0,00%","0,48%","0,46%","0,00%","3,20%","-0,07%","0,45%","-0,83%","R$ 146.317.021,91","R$ 160,61","0,89",,,,,1,,,2021-07-01,,
QIFF11,,,,Títulos e Val. Mob.,"R$ 98,70",,,"R$ 0,56","0,55%","1,96%","4,14%","0,00%","0,65%","0,69%","0,00%","4,14%","-2,78%","-2,25%","5,50%","R$ 14.008.814,72","R$ 93,39","1,06",,,,,0,,,2021-07-01,,
RBCO11,,,,Lajes Corporativas,"R$ 57,86",,,"R$ 0,37","0,65%","1,90%","3,83%","7,21%","0,63%","0,64%","0,60%","3,83%","-2,40%","-1,77%","-30,04%","R$ 380.688.536,33","R$ 100,74","0,57",,,,,4,,,2021-07-01,,
RBRS11,,,,Híbrido,"R$ 71,57",,,"R$ 0,40","0,56%","1,63%","3,00%","0,00%","0,54%","0,50%","0,00%","3,00%","-3,45%","-2,91%","-20,27%","R$ 100.766.448,42","R$ 96,46","0,74",,,,,0,,,2021-07-01,,
RDPD11,,,,Títulos e Val. Mob.,"R$ 68,50",,,"R$ 0,70","1,13%","2,26%","3,60%","6,18%","0,75%","0,60%","0,51%","3,60%","-26,39%","-25,56%","-24,17%","R$ 76.735.767,54","R$ 71,18","0,96",,,,,0,,,2021-07-01,,
XPLG11,,,,Logística,"R$ 110,40",,,"R$ 0,61","0,58%","1,63%","3,10%","5,83%","0,54%","0,52%","0,49%","3,10%","-7,00%","-6,46%","-10,13%","R$ 2.995.160.101,69","R$ 110,52","1,00",,,,,13,,,2021-07-01,,
QAGR11,,,,Outros,"R$ 52,69",,,"R$ 0,38","0,73%","2,17%","4,27%","6,88%","0,72%","0,71%","0,57%","3,78%","-2,27%","-1,55%","0,08%","R$ 301.152.498,61","R$ 59,75","0,88",,,,,12,,,2021-07-01,,
RBRD11,,,,Híbrido,"R$ 57,20",,,"R$ 0,05","0,08%","0,19%","0,30%","5,37%","0,06%","0,05%","0,45%","0,30%","-1,65%","-1,56%","-19,88%","R$ 132.625.901,91","R$ 71,62","0,80",,,,,4,,,2021-07-01,,
GGRC11,,,,Logística,"R$ 124,49",,,"R$ 0,88","0,75%","1,86%","3,52%","6,50%","0,62%","0,59%","0,54%","3,52%","-2,46%","-1,72%","-13,92%","R$ 966.425.568,63","R$ 124,56","1,00",,,,,15,,,2021-07-01,,
CRFF11,,,,Títulos e Val. Mob.,"R$ 73,65",,,"R$ 0,37","0,51%","1,78%","3,53%","6,56%","0,59%","0,59%","0,55%","3,53%","-1,36%","-0,86%","-8,97%","R$ 61.365.398,38","R$ 88,93","0,83",,,,,0,,,2021-07-01,,
CXRI11,,,,Híbrido,"R$ 74,30",,,"R$ 0,36","0,43%","1,62%","3,33%","6,08%","0,54%","0,56%","0,51%","3,33%","-13,12%","-12,75%","-24,35%","R$ 143.766.078,73","R$ 91,24","0,81",,,,,0,,,2021-07-01,,
BLMR11,,,,Títulos e Val. Mob.,"R$ 82,79",,,"R$ 0,65","0,81%","2,34%","0,00%","0,00%","0,78%","0,00%","0,00%","3,45%","-3,46%","-2,68%","-9,26%","R$ 232.833.007,62","R$ 91,16","0,91",,,,,0,,,2021-07-01,,
FATN11,,,,Híbrido,"R$ 100,36",,,"R$ 0,67","0,67%","1,98%","3,91%","7,26%","0,66%","0,65%","0,61%","3,91%","-2,35%","-1,70%","3,86%","R$ 70.356.059,44","R$ 107,78","0,93",,,,,7,,,2021-07-01,,
BREV11,,,,Híbrido,"R$ 115,99",,,"R$ 0,74","0,64%","1,67%","2,69%","0,00%","0,56%","0,45%","0,00%","2,69%","8,90%","9,60%","3,60%","R$ 98.185.654,03","R$ 105,20","1,10",,,,,12,,,2021-07-01,,
FLMA11,,,,Híbrido,"R$ 135,00",,,"R$ 0,50","0,37%","0,89%","2,09%","3,56%","0,30%","0,35%","0,30%","2,09%","-2,41%","-2,05%","4.533,54%","R$ 214.739.933,89","R$ 155,53","0,87",,,,,2,,,2021-07-01,,
MAXR11,,,,Outros,"R$ 86,34",,,"R$ 0,40","0,48%","1,50%","3,39%","7,75%","0,50%","0,56%","0,65%","2,76%","-10,52%","-10,09%","-95,48%","R$ 132.504.820,48","R$ 117,71","0,73",,,,,8,,,2021-07-01,,
BRCR11,,,,Híbrido,"R$ 81,00",,,"R$ 0,46","0,57%","1,66%","3,32%","6,48%","0,55%","0,55%","0,54%","2,77%","-3,23%","-2,68%","-2,41%","R$ 2.860.888.100,33","R$ 107,40","0,75",,,,,14,,,2021-07-01,,
SEQR11,,,,Outros,"R$ 83,39",,,"R$ 0,67","0,81%","2,38%","0,00%","0,00%","0,79%","0,00%","0,00%","3,12%","3,53%","4,36%","-6,30%","R$ 157.879.312,00","R$ 106,53","0,78",,,,,0,,,2021-07-01,,
BLMG11,,,,Outros,"R$ 101,79",,,"R$ 0,90","0,90%","2,70%","0,00%","0,00%","0,90%","0,00%","0,00%","4,08%","-1,07%","-0,18%","-0,80%","R$ 379.648.621,85","R$ 99,63","1,02",,,,,1,,,2021-07-01,,
HCTR11,,,,Outros,"R$ 133,88",,,"R$ 1,70","1,24%","4,01%","8,11%","17,33%","1,34%","1,35%","1,44%","8,11%","-0,77%","0,45%","-4,14%","R$ 1.697.282.920,93","R$ 116,57","1,15",,,,,0,,,2021-07-01,,
DEVA11,,,,Títulos e Val. Mob.,"R$ 103,40",,,"R$ 1,11","1,05%","3,29%","7,03%","0,00%","1,10%","1,17%","0,00%","7,03%","-3,81%","-2,80%","-21,18%","R$ 1.094.095.062,23","R$ 99,94","1,03",,,,,0,,,2021-07-01,,
RBRL11,,,,Logística,"R$ 106,38",,,"R$ 0,76","0,73%","1,97%","3,69%","7,48%","0,66%","0,62%","0,62%","3,69%","-2,90%","-2,19%","-0,39%","R$ 720.207.810,79","R$ 107,70","0,99",,,,,7,,,2021-07-01,,
MGFF11,,,,Títulos e Val. Mob.,"R$ 77,80",,,"R$ 0,55","0,71%","2,07%","4,31%","7,84%","0,69%","0,72%","0,65%","4,31%","-7,37%","-6,72%","-6,59%","R$ 749.842.707,48","R$ 82,85","0,94",,,,,0,,,2021-07-01,,
RBRP11,,,,Outros,"R$ 79,52",,,"R$ 0,35","0,44%","1,14%","2,78%","6,42%","0,38%","0,46%","0,53%","2,78%","-6,40%","-6,00%","-15,81%","R$ 1.042.431.997,69","R$ 85,59","0,93",,,,,15,,,2021-07-01,,
FAED11,,,,Outros,"R$ 162,50",,,"R$ 1,13","0,77%","2,18%","4,20%","7,87%","0,73%","0,70%","0,66%","4,20%","-4,81%","-4,07%","-22,39%","R$ 137.369.055,33","R$ 213,91","0,76",,,,,3,,,2021-07-01,,
CEOC11,,,,Lajes Corporativas,"R$ 69,00",,,"R$ 0,46","0,67%","1,96%","3,89%","7,44%","0,65%","0,65%","0,62%","3,89%","0,59%","1,26%","-0,16%","R$ 156.996.079,15","R$ 86,47","0,80",,,,,1,,,2021-07-01,,
BCFF11,,,,Títulos e Val. Mob.,"R$ 80,19",,,"R$ 0,45","0,56%","1,72%","3,59%","6,82%","0,57%","0,60%","0,57%","3,59%","-6,98%","-6,45%","-10,37%","R$ 2.130.516.253,11","R$ 84,48","0,95","0,59%","1,53%","2,13%","2,32%",0,,,2021-07-01,,
FEXC11,,,,Títulos e Val. Mob.,"R$ 89,52",,,"R$ 0,66","0,73%","2,50%","5,19%","8,35%","0,83%","0,86%","0,70%","5,19%","-6,74%","-6,07%","0,98%","R$ 567.938.321,66","R$ 93,05","0,96",,,,,0,,,2021-07-01,,
BTCR11,,,,Títulos e Val. Mob.,"R$ 95,00",,,"R$ 0,73","0,77%","2,23%","4,24%","7,16%","0,74%","0,71%","0,60%","4,24%","0,83%","1,61%","10,18%","R$ 468.152.081,69","R$ 97,33","0,98",,,,,0,,,2021-07-01,,
RECT11,,,,Híbrido,"R$ 80,46",,,"R$ 0,60","0,76%","2,26%","4,52%","9,06%","0,75%","0,75%","0,75%","4,52%","-2,66%","-1,92%","-14,25%","R$ 761.018.357,05","R$ 93,04","0,86",,,,,8,,,2021-07-01,,
TORD11,,,,Outros,"R$ 10,23",,,"R$ 0,08","0,81%","2,42%","5,32%","11,72%","0,81%","0,89%","0,98%","5,32%","-4,15%","-3,38%","-10,74%","R$ 368.897.889,28","R$ 10,52","0,97",,,,,0,,,2021-07-01,,
