,Título,Ativos,CEPs,Ratings,estado_localidade
15,ARRI11,[],[],[],[]
16,ARXD11,[],[],[],[]
17,ASMT11,"['EDIFÍCIO SOUZA ARANHA II', 'IMÓVEL PORTO ALEGRE', 'EDIFÍCIO SOUZA ARANHA I']","['04726170', '91770001', '04726170']","[None, 4.9, None]","[{'estado': 'SP', 'localidade': 'Vila Cruzeiro'}, {'estado': 'RS', 'localidade': 'Cavalhada'}, {'estado': 'SP', 'localidade': 'Vila Cruzeiro'}]"
18,ASRF11,[],[],[],[]
19,ATSA11,['ATRIUM SHOPPING SANTO ANDRÉ'],['09111340'],[4.3],"[{'estado': 'SP', 'localidade': 'Vila Homero Thon'}]"
20,AURB11,"['URBANHUB MAUÁ', 'URBANHUB GUARULHOS']","['07271360', '07271360']","[3.5, 3.5]","[{'estado': 'SP', 'localidade': 'Vila Pires'}, {'estado': 'SP', 'localidade': 'Vila Pires'}]"
21,AZPL11,[],[],[],[]
22,BARI11,[],[],[],[]
23,BBFI11B,"['AGÊNCIA BANCO DO BRASIL', 'CENTRO ADMINISTRATIVO DO ANDARAÍ']","['01327001', '20560120']","[2.9, 3]","[{'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'RJ', 'localidade': 'Vila Isabel'}]"
24,BBFO11,[],[],[],[]
25,BBGO11,[],[],[],[]
26,BBIG11,[],[],[],[]
27,BBIM11,[],[],[],[]
28,BBPO11,"['AGÊNCIA AFONSO PENA', 'AGÊNCIA MOEMA', 'AGÊNCIA NITERÓI', 'AGÊNCIA NOSSA SENHORA DA LAPA', 'AGÊNCIA ANA ROSA', 'AGÊNCIA PARAÍSO', 'AGÊNCIA ARAÇATUBA', 'AGÊNCIA PASSO FUNDO', 'AGÊNCIA ALDEOTA', 'AGÊNCIA ASA NORTE 504', 'AGÊNCIA PÇA. DA ÁRVORE', 'AGÊNCIA ASA SUL 507', 'AGÊNCIA RUI BARBOSA', 'AGÊNCIA BELÉM CENTRO', 'AGÊNCIA PRAÇA. XV NOVEMBRO BESC', 'AGÊNCIA BELO HORIZONTE', 'AGÊNCIA PENHA DE FRANCA', 'AGÊNCIA BOM RETIRO', 'AGÊNCIA PINHEIROS', 'AGÊNCIA BONFIM', 'AGÊNCIA PONTA GROSSA', 'AGÊNCIA BRÁS', 'AGÊNCIA RIBEIRÃO PRETO', 'AGÊNCIA BROOKLIN PAULISTA', 'AGÊNCIA SANTANA', 'AGÊNCIA CAMPINAS', 'AGÊNCIA SANTO AMARO PAULISTA', 'AGÊNCIA CAMPOS ELÍSEOS', 'AGÊNCIA SÃO CAETANO DO SUL', 'AGÊNCIA CAMPOS GOYTACAZES', 'AGÊNCIA SÃO JOSÉ DOS CAMPOS', 'AGÊNCIA CARIJÓS', 'AGÊNCIA SÃO JOSÉ RIO PRETO', 'AGÊNCIA CASA VERDE', 'AGÊNCIA TAMOIOS', 'AGÊNCIA CATEDRAL SOROCABA', 'AGÊNCIA TIJUCA', 'AGÊNCIA CAXIAS DO SUL', 'AGÊNCIA TOLEDO', 'AGÊNCIA CENTRO', 'AGÊNCIA UBERLÂNDIA', 'AGÊNCIA CINELÂNDIA', 'AGÊNCIA VILA CARRÃO', 'AGÊNCIA CONJUNTO NACIONAL', 'AGÊNCIA ZONA SUL', 'AGÊNCIA DUQUE DE CAXIAS', 'CSL BELO HORIZONTE', 'AGÊNCIA FLORIANÓPOLIS', 'CSL BRASÍLIA', 'AGÊNCIA FREGUESIA DO Ó', 'CSL CURITIBA', 'AGÊNCIA GENERAL VALADÃO', 'CSL SÃO PAULO', 'AGÊNCIA IPIRANGA', 'AGÊNCIA JACAREPAGUÁ', 'EDIFÍCIO SEDE III', 'AGÊNCIA JUIZ DE FORA', 'PSO PIRACICABA', 'AGÊNCIA LEBLON', 'SUPER VAR E GOV MATO GROSSO', 'AGÊNCIA MANAUS', 'SUPER VAR E GOV RIO GRANDE DO SUL', 'AGÊNCIA MARINGÁ', 'EDIFÍCIO CACEX']","['13026410', '04521005', '24020072', '05072000', '04009001', '01333010', '88780000', '99010040', '60150165', '70730522', '04046000', '70351530', '01326010', '03062000', '01013000', '30710480', '03606010', '01126000', '05422012', '05110020', '84010010', '03002000', '14025480', '04621002', '02010400', '13010061', '04752010', '01205001', '09510005', '28010460', '12242840', 'SP', '15015700', '02515000', '30120054', '18010170', '20540003', '95020450', '01311000', '01047020', '38400160', '20031007', '03402002', '01311300', '04718010', '25070005', '30295250', '71675290', '02732040', '80520170', '49010520', '03404060', '04209001', '22775090', '70073901', '36010030', '13400070', '22431002', '78048250', '69010150', '01046911', '01310100']","[3.3, 3.9, 3, 4.8, 3.1, 4.1, 4.7, 5, 3.4, 3.1, 2, 2.7, 2.2, 3.4, 2.3, 5, 2.9, 3.7, 2.4, 5, 4.1, 3.6, 4.9, 2.2, 2.6, 3.6, 3.2, 2.8, 4.6, 5, 4.8, None, 4.9, 2.5, 3.6, 4.9, 4, 4.3, 5, 4, 4.8, 4, 2.8, 4.5, 4.6, 2.5, 5, 5, 2.9, 4.6, 2, 3.9, 3.9, None, 4.4, 4.7, None, 3.5, 3.3, 4.8, 4.8, 4.3]","[{'estado': 'SP', 'localidade': 'Jardim Primavera'}, {'estado': 'SP', 'localidade': 'Moema'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Lapa'}, {'estado': 'SP', 'localidade': 'Vila Mariana'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SC', 'localidade': ''}, {'estado': 'RS', 'localidade': 'Centro'}, {'estado': 'CE', 'localidade': 'Aldeota'}, {'estado': 'DF', 'localidade': 'Asa Norte'}, {'estado': 'SP', 'localidade': 'Mirandópolis'}, {'estado': 'DF', 'localidade': 'Asa Sul'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Belenzinho'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'MG', 'localidade': 'Carlos Prates'}, {'estado': 'SP', 'localidade': 'Penha de França'}, {'estado': 'SP', 'localidade': 'Bom Retiro'}, {'estado': 'SP', 'localidade': 'Pinheiros'}, {'estado': 'SP', 'localidade': 'Vila Piauí'}, {'estado': 'PR', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Brás'}, {'estado': 'SP', 'localidade': 'Alto da Boa Vista'}, {'estado': 'SP', 'localidade': 'Brooklin Paulista'}, {'estado': 'SP', 'localidade': 'Santana'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Santo Amaro'}, {'estado': 'SP', 'localidade': 'Campos Elíseos'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Jardim Esplanada'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Casa Verde'}, {'estado': 'MG', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Tijuca'}, {'estado': 'RS', 'localidade': 'Nossa Senhora de Lourdes'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'República'}, {'estado': 'MG', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Vila Carrão'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Chácara Santo Antônio (Zona Sul)'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'MG', 'localidade': 'Taquaril'}, {'estado': 'DF', 'localidade': 'Setor de Habitações Individuais Sul'}, {'estado': 'SP', 'localidade': 'Vila Albertina'}, {'estado': 'PR', 'localidade': 'Bom Retiro'}, {'estado': 'SE', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Chácara Califórnia'}, {'estado': 'SP', 'localidade': 'Ipiranga'}, {'estado': 'RJ', 'localidade': 'Jacarepaguá'}, {'estado': 'DF', 'localidade': 'Asa Sul'}, {'estado': 'MG', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Leblon'}, {'estado': 'MT', 'localidade': 'Residencial Paiaguás'}, {'estado': 'AM', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Bela Vista'}]"
