,Título,Ativos,CEPs,Ratings,estado_localidade
297,NEWU11,"['EDIFÍCIO SUÁREZ TRADE', 'EDIFÍCIO EMPRESARIAL CENTER I', 'EDIFÍCIO EMPRESARIAL CENTER II']","['01418000', '04003000', '51020280']","[4, 3.5, 4.6]","[{'estado': 'SP', 'localidade': 'Cerqueira César'}, {'estado': 'SP', 'localidade': 'Paraíso'}, {'estado': 'PE', 'localidade': 'Boa Viagem'}]"
298,NEXG11,[],[],[],[]
299,NSLU11,['HOSPITAL NOSSA SENHORA DE LOURDES'],['04321120'],[4],"[{'estado': 'SP', 'localidade': 'Vila Parque Jabaquara'}]"
300,NUIF11,[],[],[],[]
301,NVHO11,['HOSPITAL SÃO LUIZ'],['04544000'],[4.2],"[{'estado': 'SP', 'localidade': 'Vila Nova Conceição'}]"
302,NVIF11B,[],[],[],[]
303,OBAL11,[],[],[],[]
304,OCRE11,[],[],[],[]
305,OGHY11,[],[],[],[]
306,OGIN11,[],[],[],[]
307,OIAG11,[],[],[],[]
308,ONEF11,['EDIFÍCIO THE ONE'],['04544051'],[4.4],"[{'estado': 'SP', 'localidade': 'Vila Nova Conceição'}]"
309,OPTM11,[],[],[],[]
310,ORPD11,[],[],[],[]
311,OUFF11,[],[],[],[]
312,OUJP11,[],[],[],[]
313,OULG11,"['GALPÃO BRASKEM', 'IMÓVEL JUIZ DE FORA']","['05501050', '36080570']","[4.5, 5]","[{'estado': 'SP', 'localidade': 'Butantã'}, {'estado': 'MG', 'localidade': 'Fábrica'}]"
314,OURE11,"['CONDOMÍNIO BANDEIRA PAULICEIA', 'CONDOMÍNIO MASSIMO PARQUE DA MOOCA', 'ALPHA HOUSES I', 'EDIFÍCIO GIBRAN', 'LOJA IPANEMA', 'IMÓVEIS BARRA DA TIJUCA']","['01315001', '03124050', '06532020', '79002160', '03009000', '22631470']","[4.9, 5, 4.8, None, 4.1, 5]","[{'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Parque da Mooca'}, {'estado': 'SP', 'localidade': 'Tanquinho'}, {'estado': 'MS', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Brás'}, {'estado': 'RJ', 'localidade': 'Barra da Tijuca'}]"
315,PABY11,[],[],[],[]
316,PATA11,[],[],[],[]
317,PATB11,[],[],[],[]
318,PATC11,"['EDIFÍCIO SKY CORPORATE', 'EDIFÍCIO CENTRAL VILA OLÍMPIA', 'CETENCO PLAZA', 'EDIFÍCIO ROBERTO MARINHO SQUARE']","['04547006', '04547130', '01311200', '04581060']","[4.7, 4.6, 4.6, 4.7]","[{'estado': 'SP', 'localidade': 'Vila Olímpia'}, {'estado': 'SP', 'localidade': 'Vila Olímpia'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Vila Cordeiro'}]"
319,PATL11,"['COMPLEXO LOGÍSTICO ITATIAIA', 'GALPÃO RIBEIRÃO DAS NEVES', 'GALPÃO SOLÍSTICA', 'GALPÃO POSTALL']","['27580000', '33944240', '03022030', '06711250']","[4.4, 5, 3.4, 4.5]","[{'estado': 'RJ', 'localidade': ''}, {'estado': 'MG', 'localidade': 'Viena (Justinópolis)'}, {'estado': 'SP', 'localidade': 'Alto do Pari'}, {'estado': 'SP', 'localidade': 'Jardim da Glória'}]"
320,PCAS11,[],[],[],[]
321,PEMA11,[],[],[],[]
322,PFIN11,[],[],[],[]
323,PICE11,[],[],[],[]
324,PLCA11,[],[],[],[]
325,PLCR11,[],[],[],[]
326,PLOG11,['PARQUE LOGÍSTICO PERNAMBUCO'],['54325440'],[2.8],"[{'estado': 'PE', 'localidade': 'Guararapes'}]"
327,PLRI11,[],[],[],[]
328,PMFO11,[],[],[],[]
329,PMIS11,[],[],[],[]
330,PNCR11,[],[],[],[]
331,PNDL11,"['URDI BARUERI', 'URDI CASTELLO BRANCO']","['06422122', '06523240']","[5, None]","[{'estado': 'SP', 'localidade': 'Jardim Belval'}, {'estado': 'SP', 'localidade': 'Portal das Acácias'}]"
332,PNPR11,"['BRIGADEIRO 3595', 'GALPÃO GUARULHOS', 'GALPÃO JANDIRA']","['01401000', '06620340']","[4, 3]","[{'estado': 'SP', 'localidade': 'Jardim Paulista'}, {'estado': 'SP', 'localidade': 'Parque Nova Jandira'}]"
333,PNRC11,[],[],[],[]
334,PORD11,[],[],[],[]
335,PPEI11,[],[],[],[]
336,PQAG11,['NASP NATURA'],['05106000'],[4.7],"[{'estado': 'SP', 'localidade': 'Parque Anhangüera'}]"
337,PQDP11,['SHOPPING PARQUE DOM PEDRO'],['13080000'],[4.6],"[{'estado': 'SP', 'localidade': 'Jardim Santa Genebra'}]"
338,PRSV11,['EDIFÍCIO TORRE BOA VISTA'],['20071001'],[None],"[{'estado': 'RJ', 'localidade': 'Centro'}]"
339,PRTS11,"['SHOPPING GERMÂNIA', 'SHOPPING BENTO GONÇALVES']","['96810016', '95700010']","[3.7, 4]","[{'estado': 'RS', 'localidade': 'Centro'}, {'estado': 'RS', 'localidade': 'Centro'}]"
340,PULV11,[],[],[],[]
341,PVBI11,"['FL 4440', 'VILA OLIMPIA CORPORATE', 'PARK TOWER', 'UNION FARIA LIMA', 'THE ONE', 'VERA CRUZ II', 'CIDADE JARDIM']","['04538132', '04551010', '05679010', '04542000', '01419002', '04538133', '05502001']","[4.4, 4.6, 4.2, None, 4.9, 4.6, 4.5]","[{'estado': 'SP', 'localidade': 'Itaim Bibi'}, {'estado': 'SP', 'localidade': 'Vila Olímpia'}, {'estado': 'SP', 'localidade': 'Jardim Panorama'}, {'estado': 'SP', 'localidade': 'Itaim Bibi'}, {'estado': 'SP', 'localidade': 'Cerqueira César'}, {'estado': 'SP', 'localidade': 'Itaim Bibi'}, {'estado': 'SP', 'localidade': 'Butantã'}]"
342,QAGR11,"['MEDIANEIRA', 'ASSAÍ', 'NOVA PONTE', 'BELA VISTA DO PARAÍSO', 'PARANAGUÁ', 'CAMBÉ', 'PATO BRANCO', 'CAMPO ERÊ', 'SABÁUDIA', 'FRANCISCO BELTRÃO', 'UBERLÂNDIA', 'JATAÍ']","['85884000', '03112100', '38160000', '86130000', 'Paraná', 'Paraná', 'Paraná', '89980000', '86720000', 'Paraná', 'Gerais', 'Goiás']","[None, 4.2, None, None, None, None, None, None, None, None, None, None]","[{'estado': 'PR', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Mooca'}, {'estado': 'MG', 'localidade': ''}, {'estado': 'PR', 'localidade': ''}, {'estado': None, 'localidade': None}, {'estado': None, 'localidade': None}, {'estado': None, 'localidade': None}, {'estado': 'SC', 'localidade': ''}, {'estado': 'PR', 'localidade': ''}, {'estado': None, 'localidade': None}, {'estado': None, 'localidade': None}, {'estado': None, 'localidade': None}]"
343,QAMI11,[],[],[],[]
344,QIRI11,[],[],[],[]
345,RBCO11,"['EDIFÍCIO BIRMANN 20', 'EDIFÍCIO ALAMEDAS', 'EDIFÍCIO RACHID SALIBA', 'EDIFÍCIO MORUMBI']","['04723002', '01418000', '01415002', '05690050']","[4.5, None, None, 4.4]","[{'estado': 'SP', 'localidade': 'Santo Amaro'}, {'estado': 'SP', 'localidade': 'Cerqueira César'}, {'estado': 'SP', 'localidade': 'Consolação'}, {'estado': 'SP', 'localidade': 'Vila Tramontano'}]"
346,RBDS11,[],[],[],[]
347,RBED11,"['CAMPUS PITÁGORAS', 'CAMPUS PITÁGORAS TIMBIRAS BELO HORIZONTE', 'CAMPUS PITÁGORAS BETIM', 'CAMPUS UNIC', 'CAMPUS SANTO ANDRÉ', 'CAMPUS CONSOLAÇÃO', 'ANHANGUERA SÃO BERNARDO DO CAMPO']","['03342000', '30140060', '32600226', '01311100', '09280560', '01303050', '09750480']","[3.7, 3.4, 3.2, 1, 4.9, 4.5, 3.4]","[{'estado': 'SP', 'localidade': 'Vila Regente Feijó'}, {'estado': 'MG', 'localidade': 'Funcionários'}, {'estado': 'MG', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Bangú'}, {'estado': 'SP', 'localidade': 'Consolação'}, {'estado': 'SP', 'localidade': 'Jardim do Mar'}]"
348,RBFF11,[],[],[],[]
349,RBGS11,['SHOPPING SULACAP'],['21740001'],[4.4],"[{'estado': 'RJ', 'localidade': 'Campo dos Afonsos'}]"
350,RBHG11,[],[],[],[]
351,RBHY11,[],[],[],[]
352,RBIF11,[],[],[],[]
353,RBIR11,[],[],[],[]
354,RBLG11,"['ATIVO YAZAKI', 'SORTEQ PARAUAPEBAS']","['04040030', '68515000']","[5, 4.5]","[{'estado': 'SP', 'localidade': 'Vila Clementino'}, {'estado': 'PA', 'localidade': ''}]"
355,RBOP11,"['EDIFÍCIO VICENTE DE ARAÚJO', 'LOJA - EDIFÍCIO MANHATTHAN TOWER']","['30170130', '02033']","[None, 4.6]","[{'estado': 'MG', 'localidade': 'Centro'}, {'estado': None, 'localidade': None}]"
356,RBRD11,"['LOJA LEADER', 'CERVEJARIA AMBEV', 'LOJA LEADER', 'AMPLA']","['01207000', '04090010', '01207000', '01011000']","[4, 3.7, 4, 2.7]","[{'estado': 'SP', 'localidade': 'Santa Efigênia'}, {'estado': 'SP', 'localidade': 'Indianópolis'}, {'estado': 'SP', 'localidade': 'Santa Efigênia'}, {'estado': 'SP', 'localidade': 'Centro'}]"
357,RBRF11,"['NUN VILA NOVA', 'NYC BERRINI', 'PARQUE JOCKEY']","['04532060', '04571090', '05520300']","[3.5, 4.2, 4.2]","[{'estado': 'SP', 'localidade': 'Itaim Bibi'}, {'estado': 'SP', 'localidade': 'Cidade Monções'}, {'estado': 'SP', 'localidade': 'Vila Sônia'}]"
358,RBRI11,[],[],[],[]
359,RBRL11,"['GALPÃO HORTOLÂNDIA I', 'WT RBR LOG', 'GALPÃO HORTOLÂNDIA II', 'GALPÃO EXTREMA I', 'GALPÃO EXTREMA II']","['13186546', '07852', '13184889', '37640000', '37640000']","[4.2, 4.8, 5, 4.5, 4.6]","[{'estado': 'SP', 'localidade': 'Jardim Santa Esmeralda'}, {'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Jardim Nova Europa'}, {'estado': 'MG', 'localidade': ''}, {'estado': 'MG', 'localidade': ''}]"
360,RBRM11,[],[],[],[]
361,RBRP11,"['EDIFÍCIO RIVER ONE', 'EDIFÍCIO DELTA PLAZA', 'CE MÁRIO GARNERO - TORRE SUL', 'EDIFÍCIO CELEBRATION', 'EDIFÍCIO VENEZUELA 43', 'EDIFÍCIO CASTELLO BRANCO']","['05501030', '01333010', '01452002', '01455010', '01240001', '06460040']","[4.7, 5, 4.5, 3.7, 4.1, 4.5]","[{'estado': 'SP', 'localidade': 'Butantã'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Jardim Paulistano'}, {'estado': 'SP', 'localidade': 'Jardim Europa'}, {'estado': 'SP', 'localidade': 'Higienópolis'}, {'estado': 'SP', 'localidade': 'Tamboré'}]"
362,RBRR11,[],[],[],[]
363,RBRS11,"['URBIC VILA MARIANA', 'URBIC SABIA', 'CYRELA FOR YOU']","['04017070', '04515001', '04110000']","[4, 3.1, 3.2]","[{'estado': 'SP', 'localidade': 'Vila Mariana'}, {'estado': 'SP', 'localidade': 'Indianópolis'}, {'estado': 'SP', 'localidade': 'Vila Mariana'}]"
364,RBRX11,[],[],[],[]
365,RBRY11,[],[],[],[]
366,RBTS11,"['OXY ALTO DA LAPA', 'DOMUM PERDIZES', 'VERITAS', 'L KLABIN', 'V.A. 433', 'PEDROSO 737', 'HANDY PARAÍSO']","['05054180', '05002000', '01228200', '04116280', '05024040', '05419000', '04013003']","[4.6, 3.7, 4.9, 4.5, 4.8, 4.6, 5]","[{'estado': 'SP', 'localidade': 'Vila Ipojuca'}, {'estado': 'SP', 'localidade': 'Água Branca'}, {'estado': 'SP', 'localidade': 'Consolação'}, {'estado': 'SP', 'localidade': 'Jardim Vila Mariana'}, {'estado': 'SP', 'localidade': 'Vila Pompéia'}, {'estado': 'SP', 'localidade': 'Pinheiros'}, {'estado': 'SP', 'localidade': 'Vila Mariana'}]"
367,RBVA11,"['AG 14 BIS', 'AG SÃO GONÇALO', 'AG SENADOR QUEIROS', 'AG AV CHILE', 'AG AV. PRES. WILSON', 'AG VIA ANCHIETA', 'AG BANDEIRA', 'AG VILA MASCOTE', 'AG BARRA FUNDA', 'COCO BAMBU', 'SANTANDER - AVENIDA PAULISTA', 'SANTANDER - BARÃO DE JUNDIAÍ', 'AG CIPÓ GUAÇU', 'SANTANDER - BELO HORIZONTE', 'AG ESTRADA RIO DO A', 'SANTANDER - BERRINI', 'AG GUAIANASES', 'AG GUARAPIRANGA', 'SANTANDER - CANDELÁRIA', 'SANTANDER - DUQUE DE CAXIAS', 'AG IPANEMA', 'SANTANDER - LIBERDADE', 'SANTANDER - MARECHAL DEODORO', 'AG JARDIM DA SAÚDE', 'SANTANDER - MONÇÕES', 'SANTANDER - MONSENHOR CELSO', 'AG LEME', 'SANTANDER - NOVA PAULISTA', 'AG MEIER', 'AG NOVA IGUACU', 'SANTANDER - OUVIDOR', 'AG OSASCO', 'SANTANDER - PEDRO I', 'AG PAES LEME', 'SANTANDER - PORTO ALEGRE', 'SANTANDER - PRAÇA PIO X', 'AG PEDRO VICENTE', 'SANTANDER - RECIFE', 'AG PIRITUBA', 'AG PLANALTO PAULISTA', 'SANTANDER - SANTO ANDRÉ', 'AG PQ. MARIA HELENA', 'SANTANDER - SANTOS', 'SANTANDER - SÃO GONÇALO - ALCÂNTARA', 'AG R. DOS ITALIANOS', 'SANTANDER - SÃO GONÇALO - CENTRO', 'AG REC BANDEIRANTES', 'SANTANDER - SÃO MATEUS', 'SANTANDER - VOLTA REDONDA', 'AG SANTA CECILIA', 'CAIXA ECONÔMICA SÃO MATEUS', 'SANTANDER - FORTALEZA - CENTRO', 'CENTAURO', 'CAIXA ECONÔMICA TAIPAS', 'GPA PINHEIROS', 'GPA BRASÍLIA', 'AG IMPERADOR', 'ED. OLIVETTI', 'GPA SÃO PAULO', 'GPA TATUAPÉ', 'RENNER OSCAR FREIRE', 'ASSAÍ GUARULHOS', 'GPA SÃO BERNARDO DO CAMPO', 'ASSAÍ SÃO JOSÉ DOS CAMPOS', 'GPA CAMPINAS', 'GPA GUARUJÁ', 'ITAÚ LEBLON', 'AG PÁTEO DO COLÉGIO', 'IMÓVEL CENTRO', 'AG NILO PEÇANHA', 'GPA RECIFE', 'PORTOBELLO JARDINS']","['20020080', '24451640', '01026001', '20031912', '03107002', '04246001', '04855620', '04378400', '01152000', '01327001', '01310000', '05073010', '06900000', '30190001', '23080300', '04571936', '08412000', '04902005', '04004000', '25010010', '04773010', '01503000', '09710000', '04132000', '04576080', '03063000', '03974050', '01310000', '20720012', '26221030', '20040030', '06093008', '09110000', '05424010', '90020090', '04004070', '01109010', '50010922', '02937040', '04063004', '09010160', '05849440', '01310000', '24710450', '01131000', '24440440', '01423001', '03949300', '27213270', '01226010', '03949011', '60025100', '01405200', '02995145', '05405200', '04001130', '08050000', '01311907', '01402001', '01120001', '01411001', '07115000', '09822250', '12237823', '01402001', '11705750', '22440032', '01016040', '01219011', '07011040', '51160290', '01442000']","[2.4, 4.8, 2.3, 5, 1, 3, None, 3.8, 2.2, 4.9, 2.6, 2.8, 4, 3.4, 2.5, 2.8, 2.2, 3.1, 4.5, 2.5, 5, 2.3, 3.1, 2.3, 3, 2.6, None, 2.6, 2.7, 3.4, 5, 3.1, 2.6, 2, 4, 3.5, 3.5, 3, 2, 3.8, 3, 3, 2.6, 2.6, 3.9, 3.4, 4.5, 3.2, 3.3, 2.1, 1.9, 2.8, 4.4, 1.4, 4.1, 3.8, 2.8, 3.8, 4.4, 3, 4.4, 4.4, None, 4.4, 4.4, 4.4, 4.3, 4.4, 4.3, None, 4.6, 4.5]","[{'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Colubande'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Parque da Mooca'}, {'estado': 'SP', 'localidade': 'Vila Moinho Velho'}, {'estado': 'SP', 'localidade': 'Jardim Colibri'}, {'estado': 'SP', 'localidade': 'Vila Mascote'}, {'estado': 'SP', 'localidade': 'Barra Funda'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Lapa'}, {'estado': 'SP', 'localidade': ''}, {'estado': 'MG', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Campo Grande'}, {'estado': 'SP', 'localidade': 'Cidade Monções'}, {'estado': 'SP', 'localidade': 'Guaianazes'}, {'estado': 'SP', 'localidade': 'Parque Alves de Lima'}, {'estado': 'SP', 'localidade': 'Paraíso'}, {'estado': 'RJ', 'localidade': 'Jardim Vinte e Cinco de Agosto'}, {'estado': 'SP', 'localidade': 'Veleiros'}, {'estado': 'SP', 'localidade': 'Liberdade'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Saúde'}, {'estado': 'SP', 'localidade': 'Cidade Monções'}, {'estado': 'SP', 'localidade': 'Tatuapé'}, {'estado': 'SP', 'localidade': 'Jardim Santa Adélia'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'RJ', 'localidade': 'Méier'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Silveira'}, {'estado': 'SP', 'localidade': 'Pinheiros'}, {'estado': 'RS', 'localidade': 'Centro Histórico'}, {'estado': 'SP', 'localidade': 'Paraíso'}, {'estado': 'SP', 'localidade': 'Luz'}, {'estado': 'PE', 'localidade': 'Santo Antônio'}, {'estado': 'SP', 'localidade': 'Vila Barreto'}, {'estado': 'SP', 'localidade': 'Indianópolis'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Jardim Germânia'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'RJ', 'localidade': 'Alcântara'}, {'estado': 'SP', 'localidade': 'Bom Retiro'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Jardim Paulista'}, {'estado': 'SP', 'localidade': 'São Mateus'}, {'estado': 'RJ', 'localidade': 'Aterrado'}, {'estado': 'SP', 'localidade': 'Vila Buarque'}, {'estado': 'SP', 'localidade': 'São Mateus'}, {'estado': 'CE', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Jardim Paulista'}, {'estado': 'SP', 'localidade': 'Jardim São João (Jaraguá)'}, {'estado': 'SP', 'localidade': 'Pinheiros'}, {'estado': 'SP', 'localidade': 'Paraíso'}, {'estado': 'SP', 'localidade': 'Jardim São Sebastião'}, {'estado': 'SP', 'localidade': 'Bela Vista'}, {'estado': 'SP', 'localidade': 'Jardim Paulista'}, {'estado': 'SP', 'localidade': 'Bom Retiro'}, {'estado': 'SP', 'localidade': 'Cerqueira César'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Balneária'}, {'estado': 'SP', 'localidade': 'Palmeiras de São José'}, {'estado': 'SP', 'localidade': 'Jardim Paulista'}, {'estado': 'SP', 'localidade': 'Maracanã'}, {'estado': 'RJ', 'localidade': 'Leblon'}, {'estado': 'SP', 'localidade': 'Sé'}, {'estado': 'SP', 'localidade': 'República'}, {'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'PE', 'localidade': 'Imbiribeira'}, {'estado': 'SP', 'localidade': 'Jardim América'}]"
368,RBVO11,[],[],[],[]
369,RCFF11,[],[],[],[]
370,RCRB11,"['CONDOMÍNIO JATOBÁ', 'CANDELÁRIA CORPORATE', 'JK FINANCIAL CENTER', 'PARQUE CULTURAL PAULISTA', 'CONDOMÍNIO CONTINENTAL SQUARE FARIA LIMA', 'GIRASOL 555', 'PARQUE SANTOS', 'EDIFÍCIO INTERNACIONAL RIO', 'BRAVO! PAULISTA']","['01307001', '20091906', '04542010', '01419001', '04546004', '05433001', '11065201', '22210906', '01418102']","[4.9, 4.5, 4.6, 4.5, 4.6, None, 4.6, 4.5, 5]","[{'estado': 'SP', 'localidade': 'Consolação'}, {'estado': 'RJ', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Itaim Bibi'}, {'estado': 'SP', 'localidade': 'Cerqueira César'}, {'estado': 'SP', 'localidade': 'Vila Olímpia'}, {'estado': 'SP', 'localidade': 'Vila Madalena'}, {'estado': 'SP', 'localidade': 'José Menino'}, {'estado': 'RJ', 'localidade': 'Flamengo'}, {'estado': 'SP', 'localidade': 'Cerqueira César'}]"
371,RDPD11,[],[],[],[]
372,RECR11,[],[],[],[]
373,RECT11,"['EDIFÍCIO EVOLUTION CORPORATE', 'EDIFÍCIO AGAXTUR', 'EDIFÍCIO PARQUE ANA COSTA', 'EDIFÍCIO CANOPUS', 'EDIFÍCIO PARQUE DA CIDADE', 'EDIFÍCIO COMPLEXO MADEIRA', 'IMÓVEL BARRA DA TIJUCA', 'EDIFÍCIO CORPORATE EMILIANO', 'CIDADE MATARAZZO']","['06455030', '01307002', '11060003', '01414001', '03210001', '06454020', '22795006', '80420080', '01332000']","[4.4, 4.3, 4.4, 4.6, 4.4, 4.7, 5, 4.5, 4.9]","[{'estado': 'SP', 'localidade': 'Alphaville Centro Industrial e Empresarial/Alphaville.'}, {'estado': 'SP', 'localidade': 'Consolação'}, {'estado': 'SP', 'localidade': 'Gonzaga'}, {'estado': 'SP', 'localidade': 'Cerqueira César'}, {'estado': 'SP', 'localidade': 'Sítio Pinheirinho'}, {'estado': 'SP', 'localidade': 'Alphaville Centro Industrial e Empresarial/Alphaville.'}, {'estado': 'RJ', 'localidade': 'Barra da Tijuca'}, {'estado': 'PR', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Bela Vista'}]"
374,RECX11,[],[],[],[]
375,REIT11,[],[],[],[]
376,RELG11,"['FORMA BENS EXTREMA', 'NEW SPACE - COTIA', 'LOG CAMAÇARI', 'REC LOG QUEIMADOS', 'REC LOG CONTAGEM']","['37640000', '06707050', '42800970', '26320270', '32210110']","[4, 4.3, 4.3, 4.4, 4.1]","[{'estado': 'MG', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Granja Viana II'}, {'estado': 'BA', 'localidade': 'Centro'}, {'estado': 'RJ', 'localidade': 'Belmonte'}, {'estado': 'MG', 'localidade': 'Cidade Industrial'}]"
377,RFOF11,[],[],[],[]
378,RIFF11,[],[],[],[]
379,RINV11,[],[],[],[]
380,RMAI11,"['DOMO CORPORATE', 'GALPÃO INDUSTRIAL', 'ATLÂNTICA MALL']","['09750730', '01144000', '09015000']","[4.8, 1, 4.3]","[{'estado': 'SP', 'localidade': 'Centro'}, {'estado': 'SP', 'localidade': 'Parque Industrial Tomas Edson'}, {'estado': 'SP', 'localidade': 'Centro'}]"
381,RNDP11,[],[],[],[]
382,RNGO11,"['EDIFÍCIO PADAUIRI', 'EDIFÍCIO DEMINI']","['06454000', '03641040']","[None, 4.2]","[{'estado': 'SP', 'localidade': 'Alphaville Centro Industrial e Empresarial/Alphaville.'}, {'estado': 'SP', 'localidade': 'Penha de França'}]"
383,ROOF11,[],[],[],[]
384,RPRI11,[],[],[],[]
385,RRCI11,[],[],[],[]
386,RSPD11,[],[],[],[]
387,RURA11,[],[],[],[]
388,RVBI11,[],[],[],[]
389,RZAG11,[],[],[],[]
390,RZAK11,[],[],[],[]
391,RZAT11,"['POLI-GYN', 'IMÓVEL MIRASSOL', 'IMÓVEL ANDORINHA', 'GALPÃO VOAR', 'IMÓVEL ANDORINHA', 'IMÓVEL CORUMBATAÍ', 'COMFRIO', 'CERVEJARIA CIDADE IMPERIAL', 'SPLICE INDÚSTRIA', 'ATACADÃO DIA A DIA']","['74470260', '15130000', '02611001', '05319010', '02611001', '13540000', 'SP', '25665132', '01504010', '04209000']","[4.5, 4.6, 4.6, 4.5, 4.6, 4.8, 4.2, 4.7, None, 4.2]","[{'estado': 'GO', 'localidade': 'Chácaras de Recreio São Joaquim'}, {'estado': 'SP', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Vila Nova Cachoeirinha'}, {'estado': 'SP', 'localidade': 'Vila Hamburguesa'}, {'estado': 'SP', 'localidade': 'Vila Nova Cachoeirinha'}, {'estado': 'SP', 'localidade': ''}, {'estado': None, 'localidade': None}, {'estado': 'RJ', 'localidade': 'Bingen'}, {'estado': 'SP', 'localidade': 'Liberdade'}, {'estado': 'SP', 'localidade': 'Ipiranga'}]"
392,RZEO11,[],[],[],[]
393,RZTR11,"['FAZENDA PORANGA II', 'FAZENDA SÃO TOMAZ', 'FAZENDAS BACURI E BURITI', 'FAZENDAS ÁGUA FUNDA E SÃO FRANCISCO', 'FAZENDAS MORANGAS, BONITO E PONTE DAS PEDRAS', 'FAZENDA SANTA CLARA', 'FAZENDAS SÃO MARTINHO: X-1, X-2, VII-1, VII-4', 'FAZENDA SANTO ANTÔNIO DO OURO', 'FAZENDAS SÃO JOSÉ, SORRISO, VALE DO RIO CELESTE, MATTOS E RANCHO ALEGRE', 'FAZENDA RIO BONITO', 'FAZENDA NOSSA SENHORA DA APARECIDA', 'FAZENDA PARANATINGA 1', 'FAZENDA CRISTALINA', 'FAZENDA CLARÃO DA LUA', 'FAZENDA BOM JARDIM', 'FAZENDA FLÓRIDA', 'FAZENDA BACURI', 'FAZENDA CHAPADÃO DA SERRA', 'FAZENDA TREVISAN', 'FAZENDA NORICUM']","['GO', '13295000', '01005010', '35364000', '36135000', '13290000', '05318030', '12928000', '78870000', '37275000', '17960000', '35628000', '04565001', '04534040', '13930000', '95184970', '85108000']","[4.3, 5, 4.4, None, 4.4, 4.7, None, None, 3.3, 4.7, 5, 4.9, 4.4, None, 4, 5, 4.6]","[{'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Sé'}, {'estado': 'MG', 'localidade': ''}, {'estado': 'MG', 'localidade': ''}, {'estado': 'SP', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Vila Hamburguesa'}, {'estado': 'SP', 'localidade': 'Morro Grande da Boa Vista'}, {'estado': 'MT', 'localidade': ''}, {'estado': 'MG', 'localidade': ''}, {'estado': 'SP', 'localidade': ''}, {'estado': 'MG', 'localidade': ''}, {'estado': 'SP', 'localidade': 'Cidade Monções'}, {'estado': 'SP', 'localidade': 'Itaim Bibi'}, {'estado': 'SP', 'localidade': ''}, {'estado': 'RS', 'localidade': 'Jansen'}, {'estado': 'PR', 'localidade': 'Entre Rios'}]"
394,SADI11,[],[],[],[]
395,SAPI11,[],[],[],[]
396,SARE11,"['GALPÃO LOGÍSTICO BARUERI', 'CONDOMÍNIO WORK BELA CINTRA', 'CONDOMÍNIO WT MORUMBI', 'SANTO ANDRÉ']","['06465', '01415001', '04794000', 'Paulo']","[1, 4.6, 4.6, None]","[{'estado': None, 'localidade': None}, {'estado': 'SP', 'localidade': 'Consolação'}, {'estado': 'SP', 'localidade': 'Vila Gertrudes'}, {'estado': None, 'localidade': None}]"
397,SCPF11,['SHOPPING CENTER PIEDADE'],['40070080'],[4.3],"[{'estado': 'BA', 'localidade': 'Barris'}]"
