Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-07-01,CPTS11B,Títulos e Val. Mob.,"99,25",2543.0,"R$ 0,8000","0,8030%","2,3093%","4,5095%","9,1753%","0,7698%","0,7516%","0,7646%","4,5095%","-0,0502%","0,7524%","5,6877%","R$ 96.671.119,4700","R$ 96,6711","1,0267","0,7241%","-2,3329%","-1,6257%","1,7309%",N/A,N/A,0
2018-07-01,CBOP11,Lajes Corporativas,"69,10",1668.0,"R$ 0,4700","0,6963%","1,9757%","3,7712%","7,6109%","0,6586%","0,6285%","0,6342%","3,7712%","-6,2500%","-5,5972%","-9,5667%","R$ 101.107.581,1200","R$ 71,4541","0,9671","0,6578%","-0,0043%","0,6534%","-89,6073%","7,0000%",N/A,1
2018-07-01,ATSA11B,Shoppings,"1.134,99",48.0,"R$ 1,2000","0,1053%","0,3684%","0,7138%","1,4356%","0,1228%","0,1190%","0,1196%","0,7138%","-0,0088%","0,0965%","-4,3283%","R$ 214.718.797,1100","R$ 1.251,8587","0,9066","0,1198%","-0,0176%","0,1022%","0,7193%","23,0000%",N/A,1
2018-07-01,HGBS11,Shoppings,"196,00",6933.0,"R$ 1,2000","0,5871%","1,6041%","3,1020%","6,1114%","0,5347%","0,5170%","0,5093%","3,1020%","-10,5470%","-10,0219%","-10,0969%","R$ 1.238.534.074,2100","R$ 230,4284","0,8506","0,5208%","-0,2529%","0,2665%","-89,6689%","6,7300%",N/A,8
2018-07-01,GRLV11,Logística,"112,00",1736.0,"R$ 0,7500","0,6729%","1,8081%","3,5211%","7,4004%","0,6027%","0,5868%","0,6167%","3,5211%","-10,9184%","-10,3189%","-4,9925%","R$ 126.630.336,4800","R$ 117,9570","0,9495","0,6358%","-0,0245%","0,6111%","-89,6128%","7,2800%",N/A,1
2018-07-01,HGJH11,Lajes Corporativas,"144,00",1916.0,"R$ 0,7500","0,5000%","1,4068%","2,8359%","6,1297%","0,4689%","0,4726%","0,5108%","2,8359%","-5,3628%","-4,8896%","1,6688%","R$ 192.545.518,9600","R$ 116,6943","1,2340","0,6427%","-0,0686%","0,5736%","-89,6402%","4,1000%",N/A,2
2018-07-01,HGLG11,Logística,"125,90",20867.0,"R$ 0,7500","0,5962%","1,8580%","3,7291%","7,7752%","0,6193%","0,6215%","0,6479%","3,7291%","-6,8148%","-6,2593%","-0,6377%","R$ 912.198.911,6900","R$ 115,7416","1,0878","0,6480%","-0,5829%","0,0613%","-89,4082%","17,3000%","14,1000%",8
2018-07-01,HGRE11,Lajes Corporativas,"121,40",9866.0,"R$ 0,8000","0,6623%","1,7718%","3,3631%","7,1156%","0,5906%","0,5605%","0,5930%","3,3631%","-12,1455%","-11,5636%","-16,7173%","R$ 1.091.912.258,5400","R$ 147,8935","0,8209","0,5409%","-0,4943%","0,0440%","-89,7981%","18,5000%","17,1000%",19
2018-07-01,HGCR11,Títulos e Val. Mob.,"106,98",1708.0,"R$ 1,0600","0,9824%","2,3762%","4,5083%","8,7190%","0,7921%","0,7514%","0,7266%","4,5083%","-3,4452%","-2,4966%","10,6435%","R$ 106.065.943,3500","R$ 101,2959","1,0561","1,0464%","-0,7524%","0,2862%","4,0450%",N/A,N/A,0
2018-07-01,DOMC11,Lajes Corporativas,"432,00",36.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-8,1631%","-8,1631%","-13,3929%","R$ 234.883.607,4300","R$ 984,8369","0,4387","0,0000%","-0,7896%","-0,7896%","-3,3124%",N/A,N/A,1
2018-07-01,FIXX11,Títulos e Val. Mob.,"80,30",375.0,"R$ 0,4200","0,5251%","1,7453%","3,1707%","7,3120%","0,5818%","0,5285%","0,6093%","3,1707%","-2,4393%","-1,9271%","-12,1704%","R$ 31.183.622,3200","R$ 85,2077","0,9424","0,4929%","-4,3912%","-3,9199%","-5,5939%",N/A,N/A,0
2018-07-01,VRTA11,Títulos e Val. Mob.,"106,97",3690.0,"R$ 0,8100","0,7584%","2,1485%","4,0089%","8,0033%","0,7162%","0,6682%","0,6669%","4,0089%","0,7547%","1,5189%","0,3825%","R$ 222.329.855,4600","R$ 99,1748","1,0786","0,8167%","-0,9978%","-0,1892%","-1,0505%",N/A,N/A,0
2018-07-01,BRCR11,Híbrido,"90,45",28268.0,"R$ 0,3500","0,3677%","1,0302%","2,1190%","4,5712%","0,3434%","0,3532%","0,3809%","1,6493%","9,0763%","9,4774%","-8,0664%","R$ 2.413.966.331,7000","R$ 125,5669","0,7203","0,2787%","0,4172%","0,6971%","1,8755%","34,4000%","31,0000%",11
2018-07-01,FAMB11B,Lajes Corporativas,"3.428,00",47.0,"R$ 36,5342","1,1224%","3,3692%","6,0485%","11,2050%","1,1231%","1,0081%","0,9337%","6,0485%","9,2649%","10,4912%","-15,2723%","R$ 484.540.763,9100","R$ 4.623,4806","0,7414","0,7902%","0,0409%","0,8314%","5,0066%","0,0000%",N/A,1
2018-07-01,PQDP11,Shoppings,"2.800,00",34.0,"R$ 14,2303","0,4808%","1,3172%","2,5108%","5,2129%","0,4391%","0,4185%","0,4344%","2,0612%","-1,0364%","-0,5607%","-8,2722%","R$ 659.983.543,4500","R$ 2.767,4935","1,0117",,,,,"2,2000%",N/A,1
2018-07-01,PRSV11,Lajes Corporativas,"330,00",44.0,"R$ 0,8200","0,2216%","0,5928%","1,0763%","3,1779%","0,1976%","0,1794%","0,2648%","0,8827%","-2,6316%","-2,4158%","-8,0212%","R$ 78.982.585,5100","R$ 405,0389","0,8147",,,,,N/A,N/A,2
2018-07-01,TBOF11,Lajes Corporativas,"73,75",13826.0,"R$ 0,1766","0,2370%","0,6319%","1,2648%","2,7949%","0,2106%","0,2108%","0,2329%","1,0699%","-9,6860%","-9,4719%","-8,7267%","R$ 799.483.908,5000","R$ 79,5506","0,9271","0,2220%","0,1049%","0,3272%","1,0769%","28,2000%",N/A,1
2018-07-01,VLOL11,Lajes Corporativas,"82,00",2255.0,"R$ 0,3884","0,4467%","1,2367%","2,3293%","5,0523%","0,4122%","0,3882%","0,4210%","2,3293%","-5,4891%","-5,0669%","-1,1166%","R$ 132.665.196,3300","R$ 74,3294","1,1032","0,4268%","0,0729%","0,5000%","2,4270%","3,9400%",N/A,1
2018-07-01,AGCX11,Outros,"1.035,13",278.0,"R$ 7,2500","0,6840%","1,8958%","3,6077%","7,3540%","0,6319%","0,6013%","0,6128%","3,6077%","-8,3045%","-7,6773%","-13,6826%","R$ 432.219.514,7100","R$ 1.067,2087","0,9699","0,6793%","0,0181%","0,6976%","3,5050%",N/A,N/A,41
2018-07-01,BBVJ11,Lajes Corporativas,"48,45",1275.0,"R$ 0,0130","0,0258%","0,0258%","0,0258%","1,4621%","0,0086%","0,0043%","0,1218%","0,0258%","-1,3140%","-1,2885%","-16,1117%","R$ 162.383.661,1100","R$ 59,9202","0,8086","0,0217%","0,1032%","0,1249%","0,2878%","49,2900%",N/A,1
2018-07-01,BMLC11B,Lajes Corporativas,"78,00",514.0,"R$ 0,3895","0,5032%","1,5261%","2,7578%","6,5221%","0,5087%","0,4596%","0,5435%","2,7578%","-3,3346%","-2,8481%","-5,6352%","R$ 84.258.578,1600","R$ 84,3932","0,9242","0,6278%","0,0071%","0,6350%","2,3024%","19,0000%",N/A,2
2018-07-01,BPFF11,Títulos e Val. Mob.,"92,80",1704.0,"R$ 0,6700","0,7503%","2,0311%","3,9448%","8,1879%","0,6770%","0,6575%","0,6823%","3,9448%","-13,1323%","-12,4805%","-8,1750%","R$ 176.025.627,4000","R$ 88,0128","1,0544","0,7613%","-5,0402%","-4,3173%","-6,4042%",N/A,N/A,0
2018-07-01,CXCE11B,Outros,"2.180,00",15.0,"R$ 17,6445","0,8020%","2,3196%","4,4971%","8,9843%","0,7732%","0,7495%","0,7487%","4,4971%","0,6865%","1,4940%","-5,7043%","R$ 157.938.800,6300","R$ 2.305,0702","0,9457","0,7655%","0,0502%","0,8160%","4,9275%",N/A,N/A,1
2018-07-01,CXTL11,Logística,"515,00",46.0,"R$ 0,5741","0,1094%","0,5159%","1,0455%","3,0992%","0,1720%","0,1743%","0,2583%","1,0455%","-7,1043%","-7,0027%","-7,2531%","R$ 51.530.757,0500","R$ 961,4485","0,5357","0,0597%","-0,0027%","0,0570%","-0,0885%",N/A,N/A,4
2018-07-01,CTXT11,Lajes Corporativas,"4,06",7579.0,"R$ 0,0274","0,6732%","1,9712%","3,3494%","7,8273%","0,6571%","0,5582%","0,6523%","3,3494%","-0,9732%","-0,3066%","-6,4842%","R$ 124.717.308,9700","R$ 3,4339","1,1823","0,7979%","-0,0477%","0,7498%","3,6405%","5,5000%",N/A,1
2018-07-01,FLMA11,Híbrido,"2,38",15698.0,"R$ 0,0139","0,5840%","1,6286%","2,8338%","5,5911%","0,5429%","0,4723%","0,4659%","2,8338%","-2,4590%","-1,8893%","-4,7376%","R$ 183.545.815,6000","R$ 2,6588","0,8951","0,5228%","-0,0264%","0,4962%","2,8430%",N/A,N/A,1
2018-07-01,EDFO11B,Lajes Corporativas,"270,05",137.0,"R$ 1,5824","0,5860%","1,7644%","3,5179%","7,3017%","0,5881%","0,5863%","0,6085%","3,5179%","2,2917%","2,8910%","-0,1106%","R$ 42.082.942,2700","R$ 178,3176","1,5144","0,9088%","0,0629%","0,9722%","4,8967%",N/A,N/A,1
2018-07-01,EURO11,Logística,"173,31",168.0,"R$ 0,9000","0,5056%","1,7667%","3,2643%","6,3242%","0,5889%","0,5440%","0,5270%","3,2643%","2,2989%","2,8161%","-8,0551%","R$ 119.121.458,5500","R$ 310,2638","0,5586","0,3868%","-0,0639%","0,3227%","1,9299%","5,3600%",N/A,6
2018-07-01,FIGS11,Shoppings,"70,79",12291.0,"R$ 0,8333","1,2077%","3,1773%","5,7712%","11,6005%","1,0591%","0,9619%","0,9667%","5,7712%","-8,0000%","-6,8889%","-23,4778%","R$ 242.899.813,2500","R$ 93,7294","0,7553","0,8891%","0,3366%","1,2287%","12,0321%",N/A,N/A,2
2018-07-01,ABCP11,Shoppings,"15,29",30435.0,"R$ 0,0850","0,5903%","1,6363%","3,3082%","6,1974%","0,5454%","0,5514%","0,5164%","3,3082%","-6,9767%","-6,4276%","-12,2983%","R$ 781.790.198,3500","R$ 12,8122","1,1934","0,6634%","-0,3922%","0,2686%","3,8163%","1,8000%",N/A,1
2018-07-01,GWIR11,Híbrido,"195,00",502.0,"R$ 1,3600","0,6366%","1,7699%","3,7573%","7,1946%","0,5900%","0,6262%","0,5995%","2,8744%","-0,1682%","0,4673%","-9,1521%","R$ 79.761.391,3700","R$ 208,7902","0,9340","0,6514%","0,0314%","0,6830%","3,1059%",N/A,N/A,2
2018-07-01,FIIB11,Híbrido,"392,00",1000.0,"R$ 2,5000","0,6412%","1,8490%","3,5876%","7,2949%","0,6163%","0,5979%","0,6079%","3,0229%","-4,4363%","-3,8235%","-4,3263%","R$ 266.996.832,0400","R$ 389,7764","1,0057","0,6414%","0,1003%","0,7423%","3,4242%","0,9500%",N/A,1
2018-07-01,FMOF11,Lajes Corporativas,"80,00",208.0,"R$ 0,2700","0,2935%","0,7771%","1,4731%","2,9886%","0,2590%","0,2455%","0,2490%","1,4731%","-8,0000%","-7,7300%","-19,5072%","R$ 66.937.377,4800","R$ 131,7644","0,6071","0,1897%","0,0142%","0,2040%","1,0152%","47,8000%",N/A,1
2018-07-01,MBRF11,Outros,"1.001,00",92.0,"R$ 8,0000","0,8008%","2,3248%","4,5280%","7,4262%","0,7749%","0,7547%","0,6189%","4,5280%","-0,0990%","0,7010%","-4,2074%","R$ 116.135.338,8000","R$ 1.142,3448","0,8763","0,7003%","0,0085%","0,7089%","4,3149%","0,0000%",N/A,2
2018-07-01,PABY11,Híbrido,"20,00",25.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","16,0465%","16,0465%","-14,7009%","R$ 186.021.313,9900","R$ 245,2813","0,0815","0,0000%","2,2367%","2,2367%","2,9162%",N/A,N/A,1
2018-07-01,FPAB11,Lajes Corporativas,"310,62",28.0,"R$ 1,7500","0,5469%","1,5666%","3,1488%","6,4948%","0,5222%","0,5248%","0,5412%","3,1488%","-8,0431%","-7,5402%","-6,9804%","R$ 259.754.362,2900","R$ 346,3392","0,8969","0,5342%","-0,0147%","0,5194%","3,0423%","19,3200%",N/A,1
2018-07-01,FFCI11,Lajes Corporativas,"158,00",1266.0,"R$ 0,7300","0,4534%","1,3032%","2,3096%","5,7896%","0,4344%","0,3849%","0,4825%","2,3096%","-8,0525%","-7,6356%","-4,5778%","R$ 383.881.554,8700","R$ 176,9039","0,8931","0,3957%","-0,0265%","0,3691%","1,8648%","5,6000%",N/A,8
2018-07-01,RNGO11,Lajes Corporativas,"79,60",4187.0,"R$ 0,5400","0,6752%","1,9234%","3,6481%","7,1308%","0,6411%","0,6080%","0,5942%","3,6481%","-3,0545%","-2,4000%","-11,2915%","R$ 248.411.829,0500","R$ 92,8295","0,8575","0,5817%","-0,0267%","0,5548%","2,9460%","14,5000%",N/A,2
2018-07-01,SCPF11,Shoppings,"11,99",502.0,"R$ 0,0575","0,4642%","1,4369%","3,2869%","6,8636%","0,4790%","0,5478%","0,5720%","3,2869%","0,6504%","1,1176%","-8,6259%","R$ 47.090.405,7800","R$ 11,2120","1,0694","0,5126%","0,0655%","0,5784%","4,6696%",N/A,N/A,1
2018-07-01,SHPH11,Shoppings,"985,00",64.0,"R$ 3,5500","0,3736%","1,0581%","2,2875%","4,5551%","0,3527%","0,3812%","0,3796%","2,2875%","-6,4376%","-6,0881%","-2,7857%","R$ 423.798.328,0800","R$ 695,9493","1,4153","0,5101%","0,0061%","0,5162%","-2,8135%","1,5000%",N/A,1
2018-07-01,ONEF11,Lajes Corporativas,"124,85",696.0,"R$ 0,6700","0,5583%","1,5700%","3,2271%","6,5497%","0,5233%","0,5379%","0,5458%","3,2271%","-7,6923%","-7,1769%","2,4173%","R$ 99.189.904,1400","R$ 108,8802","1,1467","0,6154%","0,0039%","0,6192%","-89,6236%","0,0000%",N/A,1
2018-07-01,FIVN11,Shoppings,"3,50",85.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 156.087.008,9900","R$ 16,5827","0,2111",,,,,N/A,N/A,1
2018-07-01,RBBV11,Títulos e Val. Mob.,"62,85",855.0,"R$ 0,4833","0,7858%","1,5332%","3,3682%","5,7978%","0,5111%","0,5614%","0,4832%","3,3682%","-2,3810%","-1,6138%","-2,0633%","R$ 125.686.591,6000","R$ 100,2154","0,6271","0,3025%","0,1142%","0,4170%","1,5384%",N/A,N/A,1
2018-07-01,JSRE11,Híbrido,"101,66",10897.0,"R$ 0,5400","0,5285%","1,5348%","3,1165%","6,9517%","0,5116%","0,5194%","0,5793%","3,1165%","-1,7500%","-1,2308%","-1,3975%","R$ 694.793.098,7100","R$ 107,6707","0,9442","0,5015%","-0,9437%","-0,4469%","1,1346%","0,0000%",N/A,2
2018-07-01,KNRE11,Residencial,"10,00",5448.0,"R$ 0,0000","0,0000%","8,0875%","8,0875%","11,2184%","2,6958%","1,3479%","0,9349%","8,0875%","0,0000%","0,0000%","2,5498%","R$ 163.531.287,7500","R$ 8,8171","1,1342","0,0000%","-11,0384%","-11,0384%","803,1539%",N/A,N/A,0
2018-07-01,KNRI11,Híbrido,"148,70",11153.0,"R$ 0,9200","0,6457%","1,6560%","2,9952%","6,4121%","0,5520%","0,4992%","0,5343%","2,9952%","-9,7593%","-9,1767%","-9,3758%","R$ 2.240.694.076,7300","R$ 144,3355","1,0302","0,6374%","3,3254%","3,9840%","4,3259%","8,9800%","13,0200%",15
2018-07-01,KNCR11,Títulos e Val. Mob.,"106,59",35397.0,"R$ 0,6300","0,5888%","1,6985%","3,4132%","7,2851%","0,5662%","0,5689%","0,6071%","3,4132%","0,9339%","1,5282%","3,4620%","R$ 2.917.625.200,0500","R$ 103,8341","1,0265","0,6067%","-0,1381%","0,4678%","2,9156%",N/A,N/A,0
2018-07-01,MXRF11,Híbrido,"10,11",54421.0,"R$ 0,1000","1,0309%","2,4071%","4,3415%","8,2096%","0,8024%","0,7236%","0,6841%","4,3415%","0,0000%","1,0309%","5,6177%","R$ 298.942.886,4900","R$ 9,4954","1,0647","0,8425%","-0,6584%","0,1786%","3,6540%",N/A,N/A,0
2018-07-01,MFII11,Híbrido,"119,00",8161.0,"R$ 1,1800","1,0172%","2,8905%","5,5796%","11,1146%","0,9635%","0,9299%","0,9262%","5,5796%","-3,4138%","-2,4313%","-14,0804%","R$ 222.468.575,8700","R$ 111,0892","1,0712","1,0622%","-0,9770%","0,0748%","7,6582%",N/A,N/A,9
2018-07-01,DRIT11B,Lajes Corporativas,"120,00",18.0,"R$ 0,7000","0,5600%","1,5759%","4,8057%","7,5531%","0,5253%","0,8010%","0,6294%","4,8057%","2,4590%","3,0328%","9,2610%","R$ 56.250.800,1100","R$ 121,4194","0,9883","0,5765%","-0,2684%","0,3065%","1,6629%","0,0000%",N/A,6
2018-07-01,PLRI11,Títulos e Val. Mob.,"80,99",594.0,"R$ 0,6800","0,8222%","2,0841%","3,9863%","14,7463%","0,6947%","0,6644%","1,2289%","3,9863%","-6,0120%","-5,2392%","-5,9551%","R$ 84.719.091,1000","R$ 88,7758","0,9123","0,4280%","-0,9391%","-0,5151%","-4,0043%",N/A,N/A,0
2018-07-01,PORD11,Títulos e Val. Mob.,"98,80",592.0,"R$ 5,0000","4,9087%","4,9087%","4,9087%","8,0854%","1,6362%","0,8181%","0,6738%","4,9087%","1,4542%","6,4343%","6,8600%","R$ 106.691.094,8700","R$ 106,6911","0,9260","0,0000%","0,7365%","0,7365%","3,4540%",N/A,N/A,0
2018-07-01,RBDS11,Residencial,"376,50",70.0,"R$ 3,8415","0,9850%","3,8817%","7,7971%","15,2168%","1,2939%","1,2995%","1,2681%","7,7971%","-4,3344%","-3,3921%","5,3406%","R$ 58.940.197,6100","R$ 465,8457","0,8082","0,4760%","-2,5618%","-2,0980%","-9,6806%",N/A,N/A,0
2018-07-01,RBGS11,Shoppings,"45,52",822.0,"R$ 0,0857","0,1768%","0,7926%","2,5459%","4,3395%","0,2642%","0,4243%","0,3616%","2,5459%","-3,0000%","-2,8285%","7,3290%","R$ 107.066.972,2000","R$ 99,3200","0,4583","0,1930%","0,0130%","0,2061%","1,2980%","13,7000%",N/A,1
2018-07-01,FIIP11B,Logística,"186,01",500.0,"R$ 1,2485","0,6713%","1,9597%","5,0800%","8,9994%","0,6532%","0,8467%","0,7499%","5,0800%","-5,0587%","-4,4214%","-4,4314%","R$ 164.933.699,6000","R$ 177,8909","1,0456","0,7302%","0,1555%","0,8867%","4,2980%",N/A,N/A,7
2018-07-01,RBRD11,Híbrido,"83,71",846.0,"R$ 0,5399","0,6596%","1,9620%","3,6101%","10,2448%","0,6540%","0,6017%","0,8537%","3,6101%","-1,7407%","-1,0926%","2,9103%","R$ 139.961.308,8900","R$ 75,5818","1,1075","0,7143%","0,3143%","1,0309%","5,9524%","0,0000%",N/A,4
2018-07-01,RDES11,Lajes Corporativas,"72,00",184.0,"R$ 0,5200","0,7441%","1,2674%","2,2554%","4,7989%","0,4225%","0,3759%","0,3999%","2,2554%","-2,9444%","-2,2222%","6,6403%","R$ 67.105.450,6700","R$ 90,4386","0,7961","0,1645%","-0,1606%","0,0037%","1,3309%","50,5300%",N/A,4
2018-07-01,RBCB11,Outros,"218,00",35.0,"R$ 3,6600","1,4077%","2,5918%","3,9746%","8,8239%","0,8639%","0,6624%","0,7353%","3,9746%","-35,3259%","-34,4154%","-57,6703%","R$ 8.648.437,3000","R$ 162,8708","1,3385","2,2472%","-8,1658%","-6,1021%","-23,2936%",N/A,N/A,0
2018-07-01,RBVO11,,"57,03",278.0,"R$ 0,3000","0,5000%","1,4959%","3,1818%","8,3946%","0,4986%","0,5303%","0,6995%","3,1818%","0,0000%","0,5000%","-0,9048%","R$ 30.269.618,4200","R$ 58,6821","0,9718","0,5112%","-0,3839%","0,1253%","2,3254%",N/A,N/A,0
2018-07-01,SAAG11,Outros,"114,90",4540.0,"R$ 0,8600","0,7413%","2,0551%","3,9660%","7,8134%","0,6850%","0,6610%","0,6511%","3,9660%","-7,2662%","-6,5787%","-6,5886%","R$ 494.948.975,0700","R$ 87,8892","1,3073","0,9785%","-0,0067%","0,9718%","6,0265%",N/A,N/A,28
2018-07-01,SDIL11,Logística,"89,38",2368.0,"R$ 0,6300","0,7590%","2,0841%","3,9103%","7,7041%","0,6947%","0,6517%","0,6420%","3,9103%","-8,7912%","-8,0989%","-12,9613%","R$ 133.886.499,9500","R$ 93,0509","0,9606","0,6770%","0,0429%","0,7202%","3,9370%","14,2000%",N/A,1
2018-07-01,SPTW11,Lajes Corporativas,"73,90",2175.0,"R$ 0,5500","0,7618%","2,2114%","4,2664%","8,6451%","0,7371%","0,7111%","0,7204%","4,2664%","-1,0959%","-0,3425%","-4,6988%","R$ 133.493.929,0800","R$ 74,2458","0,9953","0,7408%","0,0610%","0,8022%","4,7926%",N/A,N/A,2
2018-07-01,XTED11,Lajes Corporativas,"18,79",1337.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-4,2105%","-4,2105%","-31,8352%","R$ 51.011.768,8400","R$ 28,4575","0,6603","0,0000%","-0,3591%","-0,3591%","-1,9434%","96,8000%","94,6000%",2
2018-07-01,TRXL11,Logística,"69,40",803.0,"R$ 0,3376","0,4689%","1,3518%","2,6480%","5,4719%","0,4506%","0,4413%","0,4560%","1,7745%","-1,3699%","-0,9074%","-8,1397%","R$ 174.396.201,0800","R$ 104,4297","0,6646","0,3341%","0,0365%","0,3707%","1,5661%","50,7000%","33,8000%",6
2018-07-01,XPCM11,Lajes Corporativas,"91,01",4290.0,"R$ 0,7800","0,8512%","2,4567%","4,8364%","9,7383%","0,8189%","0,8061%","0,8115%","4,8364%","-4,4227%","-3,6091%","-2,3839%","R$ 194.088.919,1400","R$ 80,3824","1,1322","0,9704%","0,0809%","1,0520%","6,0004%","0,0000%",N/A,1
2018-07-01,KNIP11,Títulos e Val. Mob.,"106,81",8780.0,"R$ 0,6500","0,6078%","1,7111%","3,8868%","7,4272%","0,5704%","0,6478%","0,6189%","3,8868%","-0,3819%","0,2236%","2,9489%","R$ 1.769.404.196,1700","R$ 101,3934","1,0534","0,6411%","-0,4069%","0,2316%","2,1371%",N/A,N/A,0
2018-07-01,FAED11,Outros,"200,60",0.0,"R$ 1,6290","0,8054%","2,2477%","4,2185%","8,3448%","0,7492%","0,7031%","0,6954%","4,2185%","1,1250%","1,9395%","-6,2455%","R$ 103.288.360,6500","R$ 160,8432","1,2472","1,4628%","0,0005%","1,4633%","4,6457%","0,0000%",N/A,3
2018-07-01,CNES11,Lajes Corporativas,"79,50",0.0,"R$ 0,2022","0,2647%","0,8644%","1,7737%","4,0296%","0,2881%","0,2956%","0,3358%","1,4803%","-3,6570%","-3,4020%","-22,8481%","R$ 291.400.578,5300","R$ 98,8050","0,8046","0,2047%","-4,9514%","-4,7569%","-3,7334%","50,3000%",N/A,1
