Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-09-01,BPFF11,Títulos e Val. Mob.,"87,69",2148.0,"R$ 0,6000","0,6472%","2,1211%","4,0252%","8,1221%","0,7070%","0,6709%","0,6768%","5,3156%","0,1080%","0,7559%","-3,3677%","R$ 174.972.729,3400","R$ 87,4864","1,0023","0,6858%","-1,6318%","-0,9572%","-5,6203%",N/A,N/A,0
2018-09-01,CXCE11B,Outros,"2.039,92",13.0,"R$ 17,9848","0,8300%","2,4383%","4,6945%","9,0495%","0,8128%","0,7824%","0,7541%","6,1333%","-3,6987%","-2,8993%","-5,6023%","R$ 158.028.346,6400","R$ 2.306,3771","0,8845","0,7798%","0,0351%","0,8151%","6,6381%",N/A,N/A,1
2018-09-01,CXTL11,Logística,"555,00",25.0,"R$ 0,0000","0,0000%","0,3102%","0,9607%","2,4306%","0,1034%","0,1601%","0,2026%","1,2464%","11,0080%","11,0080%","-1,7492%","R$ 51.355.151,5300","R$ 958,1721","0,5792","0,0000%","-0,3308%","-0,3308%","-0,3250%",N/A,N/A,4
2018-09-01,CTXT11,Lajes Corporativas,"4,07",4219.0,"R$ 0,0274","0,6765%","2,0230%","3,9877%","7,5925%","0,6743%","0,6646%","0,6327%","4,6991%","-0,4914%","0,1818%","-5,6835%","R$ 124.645.325,8300","R$ 3,4319","1,1859","0,7984%","-0,0295%","0,7687%","6,0809%","5,5000%",N/A,1
2018-09-01,FLMA11,Híbrido,"2,31",23128.0,"R$ 0,0122","0,5281%","1,6720%","3,1323%","5,7588%","0,5573%","0,5221%","0,4799%","3,9218%","-1,2821%","-0,7607%","-6,5308%","R$ 183.833.849,4500","R$ 2,6630","0,8675","0,4581%","0,1772%","0,6362%","3,9863%",N/A,N/A,1
2018-09-01,EDFO11B,Lajes Corporativas,"279,00",60.0,"R$ 1,7374","0,6556%","1,8338%","3,5460%","7,2393%","0,6113%","0,5910%","0,6033%","4,7658%","-7,3427%","-6,7352%","-0,7516%","R$ 42.122.562,7500","R$ 178,4854","1,5632","0,9734%","-0,0022%","0,9712%","7,9726%",N/A,N/A,1
2018-09-01,EURO11,Logística,"156,01",156.0,"R$ 0,9000","0,5232%","1,5487%","3,3123%","6,5292%","0,5162%","0,5520%","0,5441%","4,3073%","-0,6354%","-0,1155%","-10,2148%","R$ 119.300.327,4200","R$ 310,7297","0,5021","0,2896%","0,0917%","0,3817%","2,9730%","24,4600%",N/A,6
2018-09-01,FIGS11,Shoppings,"67,00",6868.0,"R$ 0,8333","1,2210%","3,6111%","6,4336%","11,8886%","1,2037%","1,0723%","0,9907%","8,1746%","-3,1640%","-1,9816%","-22,4795%","R$ 242.918.075,5800","R$ 93,7365","0,7148","0,8890%","0,0498%","0,9392%","14,0420%","10,3600%",N/A,2
2018-09-01,ABCP11,Shoppings,"16,16",37563.0,"R$ 0,0850","0,5208%","1,6508%","3,1846%","6,3016%","0,5503%","0,5308%","0,5251%","4,3688%","3,6190%","4,1587%","0,4521%","R$ 785.121.428,9900","R$ 12,8668","1,2559","0,6606%","0,0649%","0,7259%","5,6412%","1,8000%",N/A,1
2018-09-01,GWIR11,Híbrido,"173,00",5921.0,"R$ 1,3600","0,6366%","1,7699%","3,7573%","7,1946%","0,5900%","0,6262%","0,5995%","2,8744%","-0,1682%","0,4673%","-9,1521%","R$ 65.550.024,6800","R$ 171,5893","1,0082",,,,,N/A,N/A,2
2018-09-01,FIIB11,Híbrido,"399,00",840.0,"R$ 2,6800","0,6700%","1,9914%","3,8017%","7,3725%","0,6638%","0,6336%","0,6144%","4,3731%","1,5228%","2,2030%","-0,5182%","R$ 267.555.938,5000","R$ 390,5926","1,0215",,,,,"0,9500%",N/A,1
2018-09-01,FMOF11,Lajes Corporativas,"87,00",208.0,"R$ 0,2500","0,2874%","0,9013%","1,6327%","3,1559%","0,3004%","0,2721%","0,2630%","2,0810%","11,5385%","11,8590%","-23,4184%","R$ 66.952.231,3700","R$ 131,7937","0,6601","0,1897%","0,0160%","0,2057%","1,6291%","47,8000%",N/A,1
2018-09-01,MBRF11,Outros,"1.005,15",53.0,"R$ 8,0000","0,7790%","2,3790%","4,6302%","7,5434%","0,7930%","0,7717%","0,6286%","6,1062%","2,5964%","3,3956%","0,0377%","R$ 116.173.386,8600","R$ 1.142,7190","0,8796","0,7001%","0,0155%","0,7157%","5,8154%","0,0000%",N/A,2
2018-09-01,PABY11,Híbrido,"24,95",2.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-19,8397%","-19,8397%","-31,6239%","R$ 187.410.894,7400","R$ 247,1135","0,1010",,,,,N/A,N/A,1
2018-09-01,FPAB11,Lajes Corporativas,"308,00",31.0,"R$ 1,6500","0,5158%","1,5915%","3,1347%","6,3520%","0,5305%","0,5224%","0,5293%","4,1934%","2,5288%","3,0577%","-6,0414%","R$ 260.085.834,9500","R$ 346,7811","0,8882","0,4758%","0,0390%","0,5150%","4,6843%","19,3200%",N/A,1
2018-09-01,FFCI11,Lajes Corporativas,"146,47",983.0,"R$ 0,6300","0,4236%","1,3222%","2,6254%","5,1091%","0,4407%","0,4376%","0,4258%","3,6318%","-6,4469%","-6,0507%","-10,6734%","R$ 384.247.746,4200","R$ 177,0727","0,8272","0,3840%","0,0147%","0,3988%","3,1994%","5,6000%",N/A,8
2018-09-01,RNGO11,Lajes Corporativas,"79,79",3215.0,"R$ 0,5200","0,6670%","1,9129%","3,7308%","7,1559%","0,6376%","0,6218%","0,5963%","4,8858%","1,1154%","1,7899%","-12,4584%","R$ 248.424.969,3800","R$ 92,8344","0,8595","0,5601%","-0,0508%","0,5090%","4,6240%","11,7000%",N/A,3
2018-09-01,SCPF11,Shoppings,"11,42",610.0,"R$ 0,0680","0,5935%","1,6407%","3,0039%","6,8952%","0,5469%","0,5007%","0,5746%","4,4634%","-2,1368%","-1,5559%","-14,4929%","R$ 47.067.130,5700","R$ 11,2065","1,0191","0,6064%","0,0205%","0,6271%","5,8930%",N/A,N/A,1
2018-09-01,SHPH11,Shoppings,"932,50",52.0,"R$ 3,5500","0,3888%","1,1303%","2,1529%","4,5447%","0,3768%","0,3588%","0,3787%","3,0442%","-5,3896%","-5,0217%","-5,8845%","R$ 423.807.836,5800","R$ 695,9649","1,3399","0,5101%","-0,0124%","0,4977%","-1,3141%","1,7000%",N/A,1
2018-09-01,ONEF11,Lajes Corporativas,"125,60",696.0,"R$ 0,6700","0,5255%","1,6073%","3,1596%","6,3972%","0,5358%","0,5266%","0,5331%","4,2761%","-0,3906%","0,1328%","9,9629%","R$ 99.204.350,8400","R$ 108,8961","1,1534","0,6153%","0,0159%","0,6312%","5,0858%","0,0000%",N/A,1
2018-09-01,FIVN11,Shoppings,"3,17",323.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 87.486.529,1600","R$ 9,2946","0,3411",,,,,N/A,N/A,1
2018-09-01,RBBV11,Títulos e Val. Mob.,"66,43",393.0,"R$ 0,4212","0,6424%","3,5494%","4,8273%","8,2550%","1,1831%","0,8046%","0,6879%","6,1318%","3,1629%","3,8256%","7,3015%","R$ 125.829.584,1800","R$ 100,3295","0,6621","0,4198%","-0,1408%","0,2784%","3,9482%",N/A,N/A,1
2018-09-01,JSRE11,Híbrido,"101,00",9858.0,"R$ 0,5100","0,4952%","1,5549%","3,0646%","6,5738%","0,5183%","0,5108%","0,5478%","4,1429%","-0,5216%","-0,0290%","0,4068%","R$ 863.053.416,2000","R$ 106,7899","0,9458","0,4776%","-0,6906%","-0,2163%","1,3018%","0,0000%",N/A,2
2018-09-01,KNRE11,Residencial,"9,75",3481.0,"R$ 0,0261","0,2659%","8,3534%","8,3534%","11,4843%","2,7845%","1,3922%","0,9570%","8,3534%","-2,0000%","-1,7394%","0,7660%","R$ 146.943.309,3900","R$ 7,9227","1,2306",,,,,N/A,N/A,0
2018-09-01,KNRI11,Híbrido,"135,90",14675.0,"R$ 0,8200","0,5882%","1,7875%","3,2656%","6,3308%","0,5958%","0,5443%","0,5276%","4,1370%","-5,8935%","-5,3399%","-10,3259%","R$ 2.237.689.679,0000","R$ 144,1420","0,9428","0,5689%","-0,0772%","0,4913%","5,3744%","8,5200%","11,8800%",15
2018-09-01,KNCR11,Títulos e Val. Mob.,"105,98",32011.0,"R$ 0,6900","0,6461%","1,8758%","3,5533%","7,1724%","0,6253%","0,5922%","0,5977%","4,7002%","0,6692%","1,3196%","4,6020%","R$ 2.913.842.469,9100","R$ 103,6994","1,0220","0,6654%","-0,2307%","0,4331%","4,1430%",N/A,N/A,0
2018-09-01,MXRF11,Híbrido,"9,94",77965.0,"R$ 0,0700","0,6883%","2,5137%","4,4679%","8,3171%","0,8379%","0,7447%","0,6931%","5,8243%","0,9930%","1,6882%","12,3832%","R$ 302.614.960,5200","R$ 9,6121","1,0341","0,7283%","0,4590%","1,1906%","8,4614%",N/A,N/A,0
2018-09-01,MFII11,Híbrido,"119,00",8161.0,"R$ 1,1800","1,0172%","2,8905%","5,5796%","11,1146%","0,9635%","0,9299%","0,9262%","5,5796%","-3,4138%","-2,4313%","-14,0804%","R$ 198.323.830,3700","R$ 99,0325","1,2016",,,,,N/A,N/A,9
2018-09-01,DRIT11B,Lajes Corporativas,"118,59",13.0,"R$ 0,7000","0,6087%","1,7337%","4,9718%","7,8474%","0,5779%","0,8286%","0,6540%","5,9794%","-7,1832%","-6,6182%","1,7033%","R$ 56.003.288,1500","R$ 120,8851","0,9810","0,5791%","-0,2384%","0,3393%","2,9827%","0,0000%",N/A,6
2018-09-01,PLRI11,Títulos e Val. Mob.,"79,96",442.0,"R$ 0,7745","0,9792%","2,6044%","4,7329%","7,7691%","0,8681%","0,7888%","0,6474%","5,7685%","-2,2854%","-1,3285%","-8,4388%","R$ 82.136.910,8300","R$ 86,0700","0,9290","0,8999%","-0,3074%","0,5897%","-6,5185%",N/A,N/A,0
2018-09-01,PORD11,Títulos e Val. Mob.,"96,80",122.0,"R$ 5,0000","4,9087%","4,9087%","4,9087%","8,0854%","1,6362%","0,8181%","0,6738%","4,9087%","1,4542%","6,4343%","6,8600%","R$ 105.694.640,1700","R$ 105,6946","0,9158",,,,,N/A,N/A,0
2018-09-01,RBDS11,Residencial,"312,01",78.0,"R$ 8,5369","2,4672%","6,7996%","11,3006%","20,3427%","2,2665%","1,8834%","1,6952%","13,6116%","-9,4188%","-7,1841%","-1,0271%","R$ 45.648.176,2100","R$ 360,7896","0,8648","2,3662%","-9,8469%","-7,7137%","-25,4612%",N/A,N/A,0
2018-09-01,RBGS11,Shoppings,"42,30",822.0,"R$ 0,1203","0,2899%","0,8369%","1,7174%","4,3436%","0,2790%","0,2862%","0,3620%","3,2060%","-9,2321%","-8,9690%","-7,5768%","R$ 107.115.416,7500","R$ 99,3650","0,4257","0,1210%","0,0078%","0,1288%","1,7270%","12,8000%",N/A,1
2018-09-01,FIIP11B,Logística,"182,90",455.0,"R$ 1,2466","0,6841%","2,0125%","3,9378%","9,0459%","0,6708%","0,6563%","0,7538%","6,4212%","-2,0215%","-1,3513%","-5,0981%","R$ 176.138.283,4400","R$ 189,9757","0,9628","0,6562%","0,1808%","0,8382%","13,5830%",N/A,N/A,7
2018-09-01,RBRD11,Híbrido,"84,77",624.0,"R$ 0,5131","0,5988%","1,8581%","3,6355%","10,2533%","0,6194%","0,6059%","0,8544%","4,8085%","0,5161%","1,1180%","9,0334%","R$ 140.925.925,9200","R$ 76,1027","1,1139","0,6742%","0,3286%","1,0050%","8,1257%","0,0000%",N/A,4
2018-09-01,RDES11,Lajes Corporativas,"72,00",79.0,"R$ 0,1385","0,1979%","1,2473%","2,0849%","4,4380%","0,4158%","0,3475%","0,3698%","2,7586%","-2,7778%","-2,5854%","7,3616%","R$ 67.010.425,8800","R$ 90,3105","0,7972","0,1534%","0,3784%","0,5324%","2,1755%","50,5300%",N/A,4
2018-09-01,RBCB11,Outros,"215,00",65.0,"R$ 3,8000","1,7674%","5,0013%","6,7344%","10,7676%","1,6671%","1,1224%","0,8973%","7,5681%","-6,5217%","-4,8696%","-63,7261%","R$ 7.138.453,9800","R$ 134,4342","1,5993","2,8267%","-9,8058%","-7,2564%","-33,0621%",N/A,N/A,0
2018-09-01,RBVO11,Outros,"59,00",129.0,"R$ 0,3300","0,5703%","1,6120%","3,1724%","8,4701%","0,5373%","0,5287%","0,7058%","4,2938%","1,1008%","1,6774%","-3,3736%","R$ 30.567.458,3800","R$ 59,2595","0,9956","0,5569%","-0,2728%","0,2825%","4,4498%",N/A,N/A,0
2018-09-01,SAAG11,Outros,"108,63",6115.0,"R$ 0,8700","0,7733%","2,2494%","4,1816%","7,9795%","0,7498%","0,6969%","0,6650%","5,4741%","-4,9831%","-4,2483%","-8,0435%","R$ 495.106.121,0100","R$ 87,9171","1,2356","0,9896%","0,0154%","1,0052%","8,1698%",N/A,N/A,28
2018-09-01,SDIL11,Logística,"91,27",1955.0,"R$ 0,6400","0,7064%","2,1687%","4,0986%","7,8524%","0,7229%","0,6831%","0,6544%","5,3200%","-0,4396%","0,2637%","-3,6475%","R$ 136.349.731,8400","R$ 94,7628","0,9631","0,6754%","1,8859%","2,5740%","7,2974%","14,2000%",N/A,1
2018-09-01,SPTW11,Lajes Corporativas,"73,00",1386.0,"R$ 0,5500","0,7564%","2,2575%","4,3951%","8,6423%","0,7525%","0,7325%","0,7202%","5,7622%","-2,2584%","-1,5190%","-2,5847%","R$ 133.624.783,4200","R$ 74,3186","0,9823","0,7401%","0,0479%","0,7883%","6,4540%",N/A,N/A,2
2018-09-01,XTED11,Lajes Corporativas,"17,39",1047.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-1,0989%","-1,0989%","-32,5843%","R$ 50.629.931,7500","R$ 28,2445","0,6157",,,,,"96,8000%","93,9000%",2
2018-09-01,TRXL11,Logística,"66,30",692.0,"R$ 0,3412","0,4913%","1,4279%","2,8360%","5,4359%","0,4760%","0,4727%","0,4530%","3,6827%","-0,7148%","-0,2270%","-9,6901%","R$ 188.942.973,5200","R$ 101,1762","0,6553","0,3372%","-3,0690%","-2,7422%","-1,2161%","50,7000%","33,8000%",6
2018-09-01,XPCM11,Lajes Corporativas,"90,00",2668.0,"R$ 0,7800","0,8635%","2,5719%","4,9693%","9,7170%","0,8573%","0,8282%","0,8098%","6,5570%","-0,7363%","0,1209%","-2,1059%","R$ 194.401.179,3600","R$ 80,5117","1,1178","0,9688%","0,0752%","1,0447%","8,2388%","0,0000%","0,0000%",1
2018-09-01,KNIP11,Títulos e Val. Mob.,"109,01",15154.0,"R$ 0,8500","0,7841%","2,2318%","4,0263%","8,0088%","0,7439%","0,6711%","0,6674%","5,5108%","2,2931%","3,0952%","6,0560%","R$ 1.762.332.065,1000","R$ 100,9881","1,0794","0,8417%","-0,8304%","0,0043%","3,4817%",N/A,N/A,0
2018-09-01,FAED11,Outros,"197,00",0.0,"R$ 1,5078","0,7577%","2,3082%","4,4064%","8,4581%","0,7694%","0,7344%","0,7048%","5,7213%","-1,8496%","-1,1059%","-6,3606%","R$ 103.269.484,8300","R$ 160,8138","1,2250","0,9376%","-0,0045%","0,9331%","7,6792%","0,0000%",N/A,3
2018-09-01,CNES11,Lajes Corporativas,"70,43",0.0,"R$ 0,0404","0,0573%","1,0534%","1,9179%","3,9451%","0,3511%","0,3196%","0,3288%","2,5338%","-3,5205%","-3,4652%","-28,1258%","R$ 291.316.841,7600","R$ 98,7767","0,7130","0,0409%","0,0099%","0,0508%","-2,9926%","55,0000%",N/A,1
2018-09-01,FLRP11,Shoppings,"1.275,00",10.0,"R$ 6,3938","0,5015%","1,4636%","3,2759%","6,5246%","0,4879%","0,5460%","0,5437%","4,7960%","0,3937%","0,8972%","14,3105%","R$ 77.245.301,7500","R$ 1.387,0338","0,9192","0,4610%","-0,1165%","0,3439%","3,0830%","2,4400%",N/A,1
