Data,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
2021-05-01,NEWU11,Lajes Corporativas,"R$ 36,51",101.0,"R$ 0,00","0,00%","0,00%","0,56%","16,63%","0,00%","0,09%","1,39%","0,61%","-4,04%","-4,04%","-31,62%","R$ 47.427.180,70","R$ 63,92","0,57",N/A,N/A,N/A,N/A,"63,90%",N/A,3
2021-05-01,PRSV11,Lajes Corporativas,"R$ 146,50",41.0,"R$ 1,62","0,42%","1,53%","2,91%","5,95%","0,51%","0,48%","0,50%","4,46%","5,30%","5,74%","-11,25%","R$ 46.144.422,87","R$ 236,64","0,62",N/A,N/A,N/A,N/A,"40,90%",N/A,2
2021-05-01,FAMB11B,Lajes Corporativas,"R$ 1.190,01",92.0,"R$ 9,16","0,56%","2,17%","4,78%","10,43%","0,72%","0,80%","0,87%","8,82%","-47,80%","-47,51%","-47,80%","R$ 366.285.777,03","R$ 3.495,09","0,34",N/A,N/A,N/A,N/A,"100,00%",N/A,1
2021-05-01,FMOF11,Lajes Corporativas,"R$ 70,60",1.0,"R$ 0,64",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 67.144.159,73","R$ 132,17","0,53",N/A,N/A,N/A,N/A,"50,00%",N/A,1
2021-05-01,GRLV11,Logística,"R$ 145,50",54618.0,"R$ 0,17","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","60,81%","R$ 6.407.890,29","R$ 5,97","24,38",N/A,N/A,N/A,N/A,"3,70%","3,40%",0
2021-05-01,NVIF11B,Outros,N/A,N/A,"R$ 0,30","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 58.735.923,94","R$ 174,08",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,RBDS11,Residencial,"R$ 20,95",608.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","R$ 2.847.464,42","R$ 22,51","0,93",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,FVPQ11,Shoppings,"R$ 138,00",308.0,"R$ 1,40","1,01%","1,43%","1,90%","5,13%","0,48%","0,32%","0,43%","1,38%","-3,11%","-2,13%","-1,77%","R$ 550.322.759,82","R$ 196,53","0,70",N/A,N/A,N/A,N/A,"5,80%",N/A,1
2021-05-01,SPVJ11,Outros,N/A,N/A,"R$ 0,70","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 493.158.253,88","R$ 107,39",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,WPLZ11,Shoppings,"R$ 66,50",161.0,"R$ 0,10","0,15%","0,15%","0,00%","0,00%","0,05%","0,00%","0,00%","0,15%","-3,64%","-3,50%","-3,50%","R$ 107.158.704,61","R$ 104,98","0,63",N/A,N/A,N/A,N/A,"9,40%",N/A,1
2021-05-01,HMOC11,Shoppings,"R$ 226,95",115.0,"R$ 51,82","22,83%","23,71%","24,88%","25,51%","7,90%","4,15%","2,13%","23,71%","0,00%","22,83%","23,92%","R$ 91.223.530,50","R$ 238,79","0,95","0,42%","0,12%","0,54%","0,96%","1,80%",N/A,1
2021-05-01,HMOC11,Shoppings,"R$ 226,95",115.0,"R$ 23,00","10,13%","11,02%","12,18%","12,81%","3,67%","2,03%","1,07%","11,02%","0,00%","10,13%","11,11%","R$ 91.223.530,50","R$ 238,79","0,95","0,42%","0,12%","0,54%","0,96%","1,80%",N/A,1
2021-05-01,HMOC11,Shoppings,"R$ 226,95",115.0,"R$ 23,00","10,13%","11,02%","12,18%","12,81%","3,67%","2,03%","1,07%","11,02%","0,00%","10,13%","11,11%","R$ 91.223.530,50","R$ 238,79","0,95","0,42%","0,12%","0,54%","0,96%","1,80%",N/A,1
2021-05-01,HMOC11,Shoppings,"R$ 226,95",115.0,"R$ 23,00","10,13%","11,02%","12,18%","12,81%","3,67%","2,03%","1,07%","11,02%","0,00%","10,13%","11,11%","R$ 91.223.530,50","R$ 238,79","0,95","0,42%","0,12%","0,54%","0,96%","1,80%",N/A,1
2021-05-01,HMOC11,Shoppings,"R$ 226,95",115.0,"R$ 23,80","10,49%","11,37%","12,53%","13,16%","3,79%","2,09%","1,10%","11,37%","0,00%","10,49%","11,46%","R$ 91.223.530,50","R$ 238,79","0,95","0,42%","0,12%","0,54%","0,96%","1,80%",N/A,1
2021-05-01,RBVO11,Outros,"R$ 12,21",375.0,"R$ 0,02","0,18%","0,35%","1,63%","4,54%","0,12%","0,27%","0,38%","0,35%","-12,65%","-12,50%","-20,54%","R$ 11.542.549,62","R$ 22,38","0,55","0,11%","0,72%","0,83%","0,54%",N/A,N/A,0
2021-05-01,FIIB11,Híbrido,"R$ 502,40",325.0,"R$ 3,20","0,64%","1,82%","3,38%","5,97%","0,61%","0,56%","0,50%","1,82%","-0,75%","-0,12%","-3,38%","R$ 303.120.333,38","R$ 442,51","1,14",N/A,N/A,N/A,N/A,"3,93%",N/A,1
2021-05-01,BICR11,Títulos e Val. Mob.,"R$ 90,00",8219.0,"R$ 0,32","0,34%","0,91%","1,63%","2,94%","0,30%","0,27%","0,24%","1,09%","-4,91%","-4,58%","-6,26%","R$ 49.337.389,46","R$ 98,67","0,91","0,28%","-1,13%","-0,85%","0,40%",N/A,N/A,0
2021-05-01,KISU11,Títulos e Val. Mob.,"R$ 139,20",33685.0,"R$ 0,81","0,54%","1,82%","0,00%","0,00%","0,61%","0,00%","0,00%","2,48%","27,76%","28,45%","41,07%","R$ 72.208.644,91","R$ 94,60","1,47",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,HSAF11,Títulos e Val. Mob.,"R$ 98,15",15603.0,"R$ 1,10","1,09%","3,21%","5,24%","0,00%","1,07%","0,87%","0,00%","4,06%","1,32%","2,43%","11,88%","R$ 89.390.586,19","R$ 98,98","0,99",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,LUGG11,Residencial,"R$ 95,81",301.0,"R$ 0,50","0,53%","1,50%","2,90%","5,58%","0,50%","0,48%","0,46%","2,00%","-0,84%","-0,31%","-3,10%","R$ 98.595.794,26","R$ 109,55","0,87","0,45%","-0,24%","0,20%","1,42%","2,70%",N/A,4
2021-05-01,LGCP11,Logística,"R$ 93,80",5077.0,"R$ 0,57","0,60%","1,68%","3,04%","5,98%","0,56%","0,51%","0,50%","2,19%","0,05%","0,66%","-1,92%","R$ 270.070.933,07","R$ 98,82","0,95","0,56%","0,03%","0,59%","1,60%","0,00%",N/A,5
2021-05-01,EURO11,Logística,"R$ 209,99",823.0,"R$ 1,35","0,64%","1,94%","4,38%","6,58%","0,65%","0,73%","0,55%","2,53%","2,61%","3,27%","-0,99%","R$ 108.776.379,98","R$ 283,32","0,74",N/A,N/A,N/A,N/A,"0,00%",N/A,6
2021-05-01,FPAB11,Lajes Corporativas,"R$ 271,00",108.0,"R$ 1,20","0,41%","1,30%","2,73%","6,34%","0,43%","0,45%","0,53%","1,69%","7,40%","7,85%","-0,03%","R$ 336.198.709,36","R$ 448,26","0,60",N/A,N/A,N/A,N/A,"39,76%",N/A,1
2021-05-01,RBIV11,Títulos e Val. Mob.,"R$ 85,97",2726.0,"R$ 0,70","0,80%","2,57%","4,54%","7,98%","0,86%","0,76%","0,67%","3,32%","0,65%","1,46%","8,29%","R$ 102.840.461,30","R$ 100,39","0,86",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,MFII11,Híbrido,"R$ 119,89",3733.0,"R$ 0,91","0,75%","2,33%","4,63%","9,38%","0,78%","0,77%","0,78%","3,08%","0,23%","0,98%","-6,26%","R$ 428.898.912,03","R$ 117,95","1,02","0,82%","-1,46%","-0,65%","0,19%",N/A,N/A,9
2021-05-01,STRX11,Híbrido,N/A,N/A,"R$ 52,74","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 312.941.691,31","R$ 20.349,17",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,EDFO11B,Lajes Corporativas,"R$ 248,00",990.0,"R$ 1,34","0,54%","1,64%","3,43%","6,85%","0,55%","0,57%","0,57%","2,24%","-0,25%","0,29%","1,13%","R$ 50.400.338,53","R$ 213,56","1,16",N/A,N/A,N/A,N/A,"6,96%",N/A,1
2021-05-01,FIIP11B,Logística,"R$ 203,73",250.0,"R$ 1,15","0,57%","1,81%","3,26%","10,78%","0,60%","0,54%","0,90%","2,38%","1,53%","2,10%","0,40%","R$ 179.055.986,30","R$ 193,12","1,05","0,66%","-0,02%","0,64%","2,54%","0,00%",N/A,7
2021-05-01,IFID11,Títulos e Val. Mob.,"R$ 94,62",1995.0,"R$ 0,73","0,75%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,44%","-2,23%","-1,50%","-1,31%","R$ 70.830.123,60","R$ 94,67","1,00",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,CXTL11,Logística,"R$ 329,94",26.0,"R$ 4,38","1,46%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,61%","0,00%","1,46%","1,62%","R$ 33.983.424,56","R$ 634,05","0,52","0,43%","-13,09%","-12,72%","-12,66%","68,10%","71,10%",4
2021-05-01,AIEC11,Lajes Corporativas,"R$ 88,49",2504.0,"R$ 0,57","0,63%","1,87%","3,67%","0,00%","0,62%","0,61%","0,00%","2,47%","1,11%","1,74%","-0,24%","R$ 483.596.768,76","R$ 100,23","0,88",N/A,N/A,N/A,N/A,"0,00%",N/A,2
2021-05-01,RNDP11,Títulos e Val. Mob.,"R$ 699,00",44.0,"R$ 4,80","0,64%","1,56%","3,00%","5,20%","0,52%","0,50%","0,43%","1,97%","-9,88%","-9,30%","-2,20%","R$ 100.962.386,98","R$ 939,35","0,74",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,SHPH11,Shoppings,"R$ 828,00",23.0,"R$ 1,63","0,20%","1,03%","2,27%","3,11%","0,34%","0,38%","0,26%","1,03%","-2,50%","-2,31%","-0,57%","R$ 499.660.320,46","R$ 820,53","1,01",N/A,N/A,N/A,N/A,"11,40%",N/A,1
2021-05-01,KNRE11,Residencial,"R$ 2,91",11354.0,"R$ 0,00",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 46.559.526,38","R$ 2,51","1,16",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,ABCP11,Shoppings,"R$ 71,45",6035.0,"R$ 0,05","0,06%","1,30%","2,69%","3,96%","0,43%","0,45%","0,33%","1,30%","1,82%","1,88%","1,90%","R$ 1.077.720.548,83","R$ 88,31","0,81",N/A,N/A,N/A,N/A,"9,10%",N/A,1
2021-05-01,RZAK11,Títulos e Val. Mob.,"R$ 96,50",21358.0,"R$ 0,50","0,52%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,52%","-3,41%","-2,91%","-2,91%","R$ 292.086.035,72","R$ 97,31","0,99",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,VXXV11,Outros,N/A,N/A,"R$ 10,76",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 72.104.144,88","R$ 1.386,62",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,DMAC11,Residencial,"R$ 19,50",12159.0,"R$ 29,05","36,32%","37,99%","40,96%","45,22%","12,66%","6,83%","3,77%","39,24%","-23,09%","4,85%","2,99%","R$ 16.794.383,11","R$ 107,58","0,18",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,CVBI11,Títulos e Val. Mob.,"R$ 106,80",41394.0,"R$ 0,85","0,80%","3,08%","7,38%","11,41%","1,03%","1,23%","0,95%","3,08%","-2,97%","-2,19%","1,06%","R$ 596.133.216,06","R$ 100,07","1,07",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,RVBI11,Títulos e Val. Mob.,"R$ 94,20",5675.0,"R$ 0,72","0,78%","2,27%","4,36%","7,67%","0,76%","0,73%","0,64%","2,27%","0,46%","1,24%","-1,39%","R$ 136.296.671,71","R$ 94,65","1,00",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,CPFF11,Híbrido,"R$ 82,70",20388.0,"R$ 0,75","0,90%","2,81%","5,53%","7,53%","0,94%","0,92%","0,63%","2,81%","0,02%","0,93%","0,52%","R$ 332.336.800,98","R$ 83,63","0,99",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,IBFF11,Títulos e Val. Mob.,"R$ 70,67",2278.0,"R$ 0,39","0,53%","1,57%","3,22%","6,31%","0,52%","0,54%","0,53%","1,57%","-2,67%","-2,15%","-5,96%","R$ 56.959.683,31","R$ 85,44","0,83",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,IRDM11,Títulos e Val. Mob.,"R$ 141,26",45241.0,"R$ 1,28","0,92%","2,71%","5,85%","10,52%","0,90%","0,98%","0,88%","2,71%","-1,25%","-0,34%","-2,37%","R$ 2.021.543.976,46","R$ 100,85","1,40",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,VGIR11,Títulos e Val. Mob.,"R$ 92,58",6515.0,"R$ 0,50","0,53%","1,54%","3,05%","6,25%","0,51%","0,51%","0,52%","1,54%","4,11%","4,67%","7,76%","R$ 435.738.002,39","R$ 96,69","0,96",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,SCPF11,Shoppings,"R$ 9,15",746.0,"R$ 0,00","0,04%","0,68%","1,73%","2,96%","0,23%","0,29%","0,25%","0,68%","1,33%","1,37%","-9,14%","R$ 52.973.753,33","R$ 12,61","0,73",N/A,N/A,N/A,N/A,"25,10%",N/A,1
2021-05-01,MGHT11,Hotel,"R$ 97,94",302.0,"R$ 0,60","0,62%","1,94%","3,43%","6,64%","0,65%","0,57%","0,55%","1,94%","0,47%","1,09%","-0,61%","R$ 106.036.443,32","R$ 101,17","0,97",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,CPTS11,Títulos e Val. Mob.,"R$ 101,19",115582.0,"R$ 1,01","0,98%","3,04%","6,03%","10,28%","1,01%","1,00%","0,86%","3,04%","3,33%","4,34%","3,38%","R$ 1.748.061.798,94","R$ 95,11","1,06",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,RBRY11,Títulos e Val. Mob.,"R$ 103,99",13110.0,"R$ 0,70","0,66%","2,08%","4,30%","8,03%","0,69%","0,72%","0,67%","2,08%","0,28%","0,94%","0,95%","R$ 351.034.322,70","R$ 103,33","1,01",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,RBRR11,Títulos e Val. Mob.,"R$ 102,55",22714.0,"R$ 0,70","0,70%","1,96%","3,65%","6,83%","0,65%","0,61%","0,57%","1,96%","2,96%","3,68%","6,03%","R$ 756.871.571,86","R$ 99,09","1,03",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,RBRF11,Títulos e Val. Mob.,"R$ 92,00",33796.0,"R$ 0,60","0,64%","1,89%","4,34%","7,92%","0,63%","0,72%","0,66%","1,89%","1,06%","1,71%","-4,05%","R$ 1.253.694.924,34","R$ 91,64","1,00",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,BLCP11,Outros,"R$ 102,31",35.0,"R$ 0,68","0,65%","2,01%","4,14%","0,00%","0,67%","0,69%","0,00%","2,01%","2,04%","2,71%","1,79%","R$ 195.040.017,77","R$ 101,49","1,01",N/A,N/A,N/A,N/A,N/A,N/A,2
2021-05-01,MORE11,Títulos e Val. Mob.,"R$ 90,00",3692.0,"R$ 0,57","0,59%","1,56%","4,05%","0,00%","0,52%","0,67%","0,00%","1,56%","-2,02%","-1,44%","-11,16%","R$ 229.316.670,62","R$ 98,88","0,91",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,MCCI11,Títulos e Val. Mob.,"R$ 101,53",96197.0,"R$ 0,70","0,68%","2,03%","3,79%","7,42%","0,68%","0,63%","0,62%","2,03%","-2,48%","-1,81%","1,40%","R$ 885.932.304,42","R$ 99,24","1,02",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,TRNT11,Lajes Corporativas,"R$ 147,41",12.0,"R$ 0,31","0,19%","0,71%","1,50%","3,19%","0,24%","0,25%","0,27%","0,71%","-2,35%","-2,16%","5,95%","R$ 816.249.354,88","R$ 207,40","0,71",N/A,N/A,N/A,N/A,"39,40%",N/A,1
2021-05-01,VGIP11,Outros,"R$ 106,90",16112.0,"R$ 0,85","0,81%","2,82%","6,42%","11,34%","0,94%","1,07%","0,94%","2,82%","-9,25%","-8,52%","-5,43%","R$ 332.556.512,59","R$ 95,17","1,12","0,89%","0,38%","1,28%","2,51%",N/A,N/A,0
2021-05-01,GCFF11,Títulos e Val. Mob.,"R$ 98,50",576.0,"R$ 0,92","0,94%","2,74%","5,36%","0,00%","0,91%","0,89%","0,00%","2,74%","-2,49%","-1,57%","7,03%","R$ 32.936.934,84","R$ 97,27","1,01",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,WTSP11B,Híbrido,"R$ 47,83",2.0,"R$ 0,17","0,33%","0,78%","1,54%","3,49%","0,26%","0,26%","0,29%","0,78%","-3,90%","-3,58%","-4,74%","R$ 79.151.217,54","R$ 79,74","0,60","0,21%","-0,04%","0,17%","0,37%",N/A,N/A,0
2021-05-01,OULG11,Outros,"R$ 69,88",1865.0,"R$ 0,50","0,69%","2,03%","4,18%","8,13%","0,68%","0,70%","0,68%","2,03%","1,64%","2,34%","-4,11%","R$ 232.812.018,34","R$ 93,83","0,74","0,53%","-0,45%","0,08%","1,31%","0,00%",N/A,2
2021-05-01,OUFF11,Títulos e Val. Mob.,"R$ 84,39",2645.0,"R$ 0,70","0,83%","2,21%","4,53%","8,42%","0,74%","0,75%","0,70%","2,21%","0,12%","0,95%","-1,09%","R$ 161.754.057,18","R$ 89,15","0,95","0,79%","-1,74%","-0,97%","0,08%",N/A,N/A,0
2021-05-01,ARCT11,Híbrido,"R$ 117,40",3687.0,"R$ 2,31","2,08%","6,66%","10,73%","18,59%","2,22%","1,79%","1,55%","6,66%","-20,14%","-18,48%","-14,72%","R$ 42.242.859,00","R$ 97,31","1,21",N/A,N/A,N/A,N/A,N/A,N/A,2
2021-05-01,ALZR11,Logística,"R$ 127,50",9284.0,"R$ 0,61","0,47%","1,32%","2,22%","4,87%","0,44%","0,37%","0,41%","1,32%","4,64%","5,13%","0,77%","R$ 459.176.735,74","R$ 102,51","1,24",N/A,N/A,N/A,N/A,"0,00%",N/A,13
2021-05-01,XPIN11,Outros,"R$ 109,31",8472.0,"R$ 0,62","0,56%","1,65%","3,25%","6,43%","0,55%","0,54%","0,54%","1,65%","-0,77%","-0,21%","-1,80%","R$ 729.732.294,31","R$ 110,79","0,99","0,56%","0,08%","0,64%","1,50%","9,90%",N/A,5
2021-05-01,EVBI11,Híbrido,"R$ 104,65",2.0,"R$ 0,64","0,61%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,80%","-0,12%","0,49%","6,77%","R$ 105.838.049,81","R$ 97,78","1,07",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,HBRH11,Híbrido,"R$ 96,79",1405.0,"R$ 0,63","0,65%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,32%","-2,79%","-2,16%","-1,50%","R$ 245.820.085,40","R$ 109,46","0,88",N/A,N/A,N/A,N/A,N/A,N/A,3
2021-05-01,BRLA11,Híbrido,N/A,N/A,"R$ 0,97","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 122.505.179,38","R$ 125,49",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,HRDF11,Híbrido,"R$ 1,67",262.0,"R$ 6,80",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 13.751.330,15","R$ 1,81","0,92",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,CJCT11,Lajes Corporativas,"R$ 62,20",31.0,"R$ 0,00",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 182.926.242,57","R$ 67,50","0,92",N/A,N/A,N/A,N/A,"59,00%",N/A,1
2021-05-01,HCRI11,Hospital,"R$ 434,94",138.0,"R$ 3,08",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 60.625.329,85","R$ 303,13","1,43",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2021-05-01,AFOF11,Títulos e Val. Mob.,"R$ 224,98",7.0,"R$ 8,76",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 39.057.853,78","R$ 106,39","2,11",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,VVPR11,Híbrido,"R$ 99,10",38.0,"R$ 0,62",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 231.091.836,17","R$ 100,22","0,99",N/A,N/A,N/A,N/A,"0,00%",N/A,6
2021-05-01,BPML11,Shoppings,"R$ 94,50",580.0,"R$ 0,61",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 593.265.060,03","R$ 137,81","0,69",N/A,N/A,N/A,N/A,"5,80%",N/A,7
2021-05-01,KINP11,Residencial,"R$ 13,85",162.0,"R$ 0,19",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 61.010.884,15","R$ 8,54","1,62",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,LFTT11,Residencial,"R$ 105,00",6.0,"R$ 0,75",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 365.605.185,72","R$ 56,91","1,85",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,CNES11,Lajes Corporativas,"R$ 42,73",1570.0,"R$ 0,08","0,18%","0,72%","1,82%","3,98%","0,24%","0,30%","0,33%","0,72%","-7,58%","-7,42%","-19,23%","R$ 270.777.027,80","R$ 91,81","0,47",N/A,N/A,N/A,N/A,"54,50%",N/A,1
2021-05-01,BTLG11,Logística,"R$ 115,16",67802.0,"R$ 0,63","0,56%","1,60%","3,24%","6,06%","0,53%","0,54%","0,51%","1,60%","-1,62%","-1,07%","-3,66%","R$ 1.309.829.892,03","R$ 100,88","1,14",N/A,N/A,N/A,N/A,"0,00%","0,00%",12
2021-05-01,BTAL11,Outros,"R$ 106,00",19930.0,"R$ 0,35","0,34%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,34%","0,00%","0,34%","0,34%","R$ 599.475.171,69","R$ 100,20","1,06",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-05-01,MGCR11,Títulos e Val. Mob.,"R$ 99,90",5912.0,"R$ 0,95","0,93%","2,57%","0,00%","0,00%","0,86%","0,00%","0,00%","2,57%","2,97%","3,93%","8,76%","R$ 68.736.081,82","R$ 95,48","1,05","1,00%","0,12%","1,12%","2,41%",N/A,N/A,0
