Data,Ativo,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-01-01,MBRF11,"1.089,00",89.0,"R$ 0,0000","0,0000%","1,4404%","3,7613%","8,6969%","0,4801%","0,6269%","0,7247%","7,0063%","-0,0304%","-0,0304%","29,5634%","R$ 130.026.771,6100","R$ 1.278,9854","0,8515",,,,,"0,0000%",N/A,2
2018-01-01,PABY11,"22,00",30.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-10,4046%","-10,4046%","-5,9366%","R$ 178.471.771,6300","R$ 235,3267","0,0935",,,,,N/A,N/A,1
2018-01-01,FPAB11,"342,50",27.0,"R$ 1,9500","0,5693%","1,6359%","3,3460%","6,8295%","0,5453%","0,5577%","0,5691%","6,8295%","0,4399%","1,0117%","20,7141%","R$ 273.368.175,0900","R$ 364,4909","0,9397","0,5076%","0,0237%","0,5314%","5,9274%","23,5700%",N/A,1
2018-01-01,FFCI11,"178,99",1550.0,"R$ 0,8000","0,4445%","1,7443%","3,7650%","8,4850%","0,5814%","0,6275%","0,7071%","7,7666%","-3,7489%","-3,3210%","25,2722%","R$ 384.018.285,9100","R$ 176,9670","1,0114","0,4521%","-8,0606%","-7,6449%","10.639,2111%","10,3000%",N/A,7
2018-01-01,RNGO11,"94,00",3120.0,"R$ 0,5400","0,5813%","1,7002%","3,4826%","7,3010%","0,5667%","0,5804%","0,6084%","7,3010%","-0,1183%","0,4624%","18,1599%","R$ 248.362.622,6300","R$ 92,8111","1,0128","0,5603%","-1,2019%","-0,6484%","5,4124%","15,6000%",N/A,2
2018-01-01,SCPF11,"14,75",749.0,"R$ 0,1062","0,7589%","1,8941%","3,7372%","0,0000%","0,6314%","0,6229%","0,0000%","7,9738%","8,7024%","9,5273%","38,4501%","R$ 46.683.056,2600","R$ 11,1150","1,3270","0,9552%","-0,0658%","0,8887%","9,6767%",N/A,N/A,0
2018-01-01,SHPH11,"1.045,00",92.0,"R$ 3,5000","0,3846%","1,1539%","2,3051%","4,9921%","0,3846%","0,3842%","0,4160%","4,5834%","1,1111%","1,5000%","16,6259%","R$ 354.196.629,1000","R$ 612,4229","1,7063","0,5715%","0,0683%","0,6402%","6,8642%","1,6000%",N/A,1
2018-01-01,ONEF11,"1.280,00",27.0,"R$ 6,5000","0,5579%","1,6092%","3,4141%","6,8878%","0,5364%","0,5690%","0,5740%","6,2659%","-3,3195%","-2,7801%","33,0789%","R$ 99.116.674,4300","R$ 1.087,9986","1,1765","0,5974%","3,3453%","3,9627%","10,3617%","0,0000%",N/A,1
2018-01-01,FIVN11,"6,00",2.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 156.087.008,9900","R$ 16,5827","0,3618",,,,,N/A,N/A,0
2018-01-01,RBBV11,"67,50",3997.0,"R$ 0,4993","0,7706%","1,5680%","2,4819%","5,4117%","0,5227%","0,4136%","0,4510%","5,0303%","0,4651%","1,2393%","-3,5719%","R$ 125.928.246,9700","R$ 100,4081","0,6723","0,4973%","0,3036%","0,8024%","3,5403%",N/A,N/A,1
2018-01-01,JSRE11,"100,87",11984.0,"R$ 0,6200","0,6163%","1,7645%","3,8352%","8,9978%","0,5882%","0,6392%","0,7498%","8,9978%","2,0284%","2,6572%","14,7643%","R$ 706.810.350,5800","R$ 109,5330","0,9209","0,5295%","-0,5072%","0,0196%","9,1472%","2,0000%",N/A,2
2018-01-01,KNRE11,"1,01",81625.0,"R$ 0,0119","1,2104%","3,1309%","3,1309%","5,1331%","1,0436%","0,5218%","0,4278%","5,1331%","-4,8544%","-3,7028%","-6,2590%","R$ 216.133.821,5000","R$ 1,1653","0,8667","1,6975%","0,0372%","1,7353%","-5,0318%",N/A,N/A,0
2018-01-01,KNRI11,"163,99",11548.0,"R$ 0,9200","0,5593%","1,6497%","3,4170%","7,1103%","0,5499%","0,5695%","0,5925%","7,1103%","-2,0833%","-1,5357%","18,5684%","R$ 2.224.841.357,6400","R$ 143,3143","1,1443","0,6419%","-0,0776%","0,5638%","6,2032%","6,7000%","11,1100%",16
2018-01-01,KNCR11,"102,74",30673.0,"R$ 0,6100","0,5925%","1,8701%","3,8719%","8,9030%","0,6234%","0,6453%","0,7419%","8,9030%","0,9214%","1,5193%","2,9118%","R$ 2.931.012.337,6100","R$ 104,3105","0,9849","0,6040%","-0,2179%","0,3848%","9,4870%",N/A,N/A,0
2018-01-01,MXRF11,"9,51",44502.0,"R$ 0,0500","0,5258%","1,7630%","3,8680%","9,1881%","0,5877%","0,6447%","0,7657%","9,1881%","-2,7607%","-2,2495%","14,3335%","R$ 325.797.968,3300","R$ 10,3484","0,9190","0,5798%","-0,0302%","0,5494%","-89,8496%",N/A,N/A,0
2018-01-01,MFII11,"141,00",2274.0,"R$ 1,1700","0,8370%","2,5860%","5,5350%","11,9938%","0,8620%","0,9225%","0,9995%","11,9938%","2,5906%","3,4493%","50,7563%","R$ 113.758.394,9000","R$ 105,4503","1,3371","1,1095%","0,0000%","1,1095%","17,5208%",N/A,N/A,0
2018-01-01,DRIT11B,"125,00",10.0,"R$ 0,6500","0,4815%","1,4269%","2,6722%","8,8264%","0,4756%","0,4454%","0,7355%","8,3252%","12,5000%","13,0417%","45,3476%","R$ 57.848.766,9700","R$ 124,8686","1,0011","0,5205%","-1,1472%","-0,6326%","5,8539%","18,1000%","10,4000%",6
2018-01-01,PLRI11,"90,53",112.0,"R$ 0,6100","0,6561%","1,5185%","10,7600%","15,4729%","0,5062%","1,7933%","1,2894%","15,4729%","-2,1368%","-1,4947%","1,1795%","R$ 93.144.210,5700","R$ 97,6043","0,9275","0,3996%","-6,4844%","-6,1107%","-2,7295%",N/A,N/A,0
2018-01-01,PORD11,"100,01",277.0,"R$ 0,0000","0,0000%","0,0000%","5,2752%","11,3888%","0,0000%","0,8792%","0,9491%","5,2752%","1,3725%","1,3725%","6,3426%","R$ 104.798.395,4800","R$ 104,7984","0,9543",,,,,N/A,N/A,0
2018-01-01,RBDS11,"400,50",9.0,"R$ 8,2127","2,0583%","5,7866%","7,4197%","9,4451%","1,9289%","1,2366%","0,7871%","9,4451%","1,0382%","3,1179%","5,2074%","R$ 70.273.582,9000","R$ 555,4214","0,7211","1,1412%","-1,8843%","-0,7646%","13,2734%",N/A,N/A,0
2018-01-01,RBGS11,"46,20",1114.0,"R$ 0,1440","0,3103%","0,7740%","1,7936%","5,2920%","0,2580%","0,2989%","0,4410%","5,2920%","0,8696%","1,1826%","38,7945%","R$ 99.127.845,8200","R$ 91,9553","0,5024","0,1719%","-0,1257%","0,0460%","2,1329%","14,9000%",N/A,1
2018-01-01,FIIP11B,"198,20",474.0,"R$ 1,3173","0,6756%","1,9732%","3,9194%","9,4721%","0,6577%","0,6532%","0,7893%","9,4721%","1,5625%","2,2486%","23,1120%","R$ 165.738.741,1900","R$ 178,7592","1,1088","0,7079%","0,1933%","0,9025%","14,6486%",N/A,N/A,7
2018-01-01,RBRD11,"80,19",1323.0,"R$ 0,4983","0,6198%","4,8371%","6,6347%","10,6088%","1,6124%","1,1058%","0,8841%","10,6088%","0,1869%","0,8079%","34,8308%","R$ 135.472.486,5600","R$ 73,1577","1,0961","0,6677%","0,3868%","1,0571%","11,0069%","0,0000%",N/A,0
2018-01-01,RDES11,"65,10",167.0,"R$ 0,3057","0,4495%","1,2053%","2,5435%","4,7351%","0,4018%","0,4239%","0,3946%","4,7351%","5,1005%","5,5729%","23,0771%","R$ 64.527.386,1700","R$ 86,9641","0,7486","0,2931%","-0,0643%","0,2286%","3,4058%","50,5300%",N/A,4
2018-01-01,RBCB11,"560,00",12.0,"R$ 4,5000","0,8182%","1,8951%","4,8493%","11,0329%","0,6317%","0,8082%","0,9194%","11,0329%","-8,3350%","-7,5850%","48,1596%","R$ 13.600.968,6200","R$ 256,1388","2,1863","1,1712%","-5,3023%","-4,1932%","-35,4086%",N/A,N/A,0
2018-01-01,RBVO11,"63,30",267.0,"R$ 1,5000","2,3697%","3,5335%","5,2128%","7,9578%","1,1778%","0,8688%","0,6631%","7,9578%","-6,3886%","-4,1704%","-22,8995%","R$ 36.012.191,3400","R$ 69,8149","0,9067","0,5729%","-0,9372%","-0,3696%","-17,1872%",N/A,N/A,0
2018-01-01,SAAG11,"128,00",5511.0,"R$ 0,8500","0,6693%","1,9110%","3,8474%","7,9197%","0,6370%","0,6412%","0,6600%","7,9197%","-4,8764%","-4,2397%","12,8690%","R$ 494.469.455,2500","R$ 87,8040","1,4578","0,9681%","-4,7974%","-3,8758%","5,5944%",N/A,N/A,28
2018-01-01,SDIL11,"96,97",1041.0,"R$ 0,6600","0,6880%","1,8931%","3,7937%","7,5143%","0,6310%","0,6323%","0,6262%","7,5143%","-1,0010%","-0,3199%","21,8620%","R$ 134.161.396,3700","R$ 93,2419","1,0400","0,6435%","-3,9305%","-3,3123%","2,6880%","14,2000%","13,0000%",1
2018-01-01,SPTW11,"74,51",2897.0,"R$ 0,5350","0,7194%","2,1508%","4,3786%","9,0920%","0,7169%","0,7298%","0,7577%","9,0920%","-0,8400%","-0,1267%","31,5858%","R$ 131.648.681,1600","R$ 73,2195","1,0176","0,7307%","-2,1543%","-1,4393%","9,2389%",N/A,N/A,2
2018-01-01,XTED11,"26,80",3503.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","12,5938%","12,5938%","30,4314%","R$ 75.769.046,3500","R$ 42,2687","0,6340",,,,,"97,0000%","98,3000%",2
2018-01-01,TRXL11,"78,00",1755.0,"R$ 0,3525","0,4520%","1,3132%","2,8551%","5,7633%","0,4377%","0,4758%","0,4803%","5,7633%","2,6316%","3,0955%","30,4231%","R$ 149.685.274,9600","R$ 90,7558","0,8594","0,3530%","-0,0033%","0,3497%","4,1029%","53,0000%","50,1000%",6
2018-01-01,XPCM11,"98,30",3963.0,"R$ 0,7800","0,7912%","2,3759%","4,9019%","10,3580%","0,7920%","0,8170%","0,8632%","10,3580%","0,1422%","0,9345%","20,5484%","R$ 193.559.318,4100","R$ 80,1631","1,2263","0,9730%","1,8278%","2,8186%","14,8132%","0,0000%","0,0000%",1
2018-01-01,KNIP11,"107,65",8536.0,"R$ 0,6900","0,6448%","1,9559%","3,5404%","7,5503%","0,6520%","0,5901%","0,6292%","7,5503%","-0,9167%","-0,2778%","9,8698%","R$ 1.028.968.417,3200","R$ 101,6757","1,0588","0,7573%","-1,1350%","-0,3862%","8,2928%",N/A,N/A,0
2018-01-01,FAED11,"211,00",0.0,"R$ 1,4185","0,6660%","2,0031%","4,0927%","8,3630%","0,6677%","0,6821%","0,6969%","7,5237%","-0,0047%","0,6613%","12,4572%","R$ 109.607.858,5700","R$ 170,6841","1,2362","0,8311%","0,0075%","0,8386%","10,7756%","0,0000%",N/A,3
2018-01-01,CNES11,"101,00",0.0,"R$ 0,4872","0,5075%","1,1179%","2,2558%","4,5819%","0,3726%","0,3760%","0,3818%","4,3103%","-6,7780%","-6,3049%","4,5059%","R$ 306.836.597,3900","R$ 104,0389","0,9708","0,4683%","1,5389%","2,0143%","9,0579%","39,6000%",N/A,1
2018-01-01,FLRP11,"1.101,00",0.0,"R$ 2,8751","0,2588%","1,2107%","2,8483%","7,4459%","0,4036%","0,4747%","0,6205%","6,7091%","2,3963%","2,6613%","39,9437%","R$ 63.412.213,3100","R$ 1.228,8236","0,8960","0,2340%","0,1343%","0,3686%","4,0767%","2,8400%",N/A,1
2018-01-01,FEXC11,"101,41",0.0,"R$ 0,6500","0,6502%","1,8110%","2,7258%","6,5148%","0,6037%","0,4543%","0,5429%","5,8594%","4,9003%","5,5824%","0,5902%","R$ 148.358.190,9600","R$ 101,5262","0,9989","0,6402%","-0,5310%","0,1059%","6,1213%",N/A,N/A,0
2018-01-01,EDGA11,"43,55",0.0,"R$ 0,1330","0,3020%","0,5012%","1,5560%","3,6107%","0,1671%","0,2593%","0,3009%","3,0324%","-4,6330%","-4,3450%","-16,6643%","R$ 319.526.912,4500","R$ 83,8201","0,5196","0,1587%","0,0000%","0,1587%","1,9470%","34,8000%",N/A,1
