Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-11-01,HGBS11,Shoppings,"218,90",5834.0,"R$ 1,1500","0,5389%","1,6877%","3,3779%","6,3051%","0,5626%","0,5630%","0,5254%","5,3676%","5,5231%","6,0918%","-3,9891%","R$ 1.192.941.029,0100","R$ 221,9458","0,9863","0,5181%","-4,4211%","-3,9259%","2,0130%","7,0100%",N/A,8
2018-11-01,GRLV11,Logística,"100,00",1937.0,"R$ 0,7500","0,7732%","2,2163%","4,1190%","7,6074%","0,7388%","0,6865%","0,6339%","6,3676%","5,4348%","6,2500%","-14,9317%","R$ 126.665.570,6500","R$ 117,9898","0,8475","0,6356%","-0,0112%","0,6244%","6,5501%","7,2800%",N/A,1
2018-11-01,HGJH11,Lajes Corporativas,"166,99",1538.0,"R$ 0,7500","0,4839%","1,5479%","3,0244%","5,9364%","0,5160%","0,5041%","0,4947%","4,8871%","11,5028%","12,0423%","7,2293%","R$ 192.912.563,2200","R$ 116,9167","1,4283","0,6415%","0,0960%","0,7381%","6,5114%","1,7000%",N/A,2
2018-11-01,HGLG11,Logística,"134,40",10614.0,"R$ 0,7500","0,5724%","1,7628%","3,5993%","7,3932%","0,5876%","0,5999%","0,6161%","6,0878%","3,9921%","4,5873%","5,9560%","R$ 915.161.911,7400","R$ 116,1176","1,1574","0,6459%","0,0634%","0,7097%","10,4422%","4,7000%","7,3000%",11
2018-11-01,HGRE11,Lajes Corporativas,"141,74",11993.0,"R$ 0,7400","0,5492%","1,6815%","3,5827%","6,9754%","0,5605%","0,5971%","0,5813%","5,7017%","6,4544%","7,0390%","-4,9082%","R$ 1.092.824.507,7200","R$ 148,0170","0,9576","0,4999%","0,3317%","0,8333%","4,4126%","18,0000%","17,5000%",19
2018-11-01,HGCR11,Títulos e Val. Mob.,"109,32",8214.0,"R$ 0,7700","0,6944%","2,1372%","4,4982%","8,7515%","0,7124%","0,7497%","0,7293%","7,3350%","3,6452%","4,3649%","16,9581%","R$ 270.985.577,6300","R$ 104,3663","1,0475","0,7378%","1,0029%","1,7481%","10,4273%",N/A,N/A,0
2018-11-01,DOMC11,Lajes Corporativas,"623,85",44.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","4,3499%","4,3499%","-9,9982%","R$ 245.631.878,4800","R$ 1.005,1227","0,6207","0,0000%","-0,0390%","-0,0390%","-1,3208%",N/A,N/A,1
2018-11-01,FIXX11,Títulos e Val. Mob.,"85,50",287.0,"R$ 0,4500","0,5264%","1,7682%","3,7412%","6,9568%","0,5894%","0,6235%","0,5797%","5,6551%","6,8625%","7,4250%","-3,7777%","R$ 31.973.013,0000","R$ 87,3646","0,9787","0,5151%","4,3677%","4,9053%","-0,8975%",N/A,N/A,0
2018-11-01,VRTA11,Títulos e Val. Mob.,"112,90",4547.0,"R$ 1,1500","1,0222%","2,8249%","5,0895%","8,9336%","0,9416%","0,8483%","0,7445%","7,6419%","3,5912%","4,6501%","9,6341%","R$ 228.721.418,6600","R$ 102,0258","1,1066","1,1272%","1,8474%","2,9954%","5,8697%",N/A,N/A,0
2018-11-01,BRCR11,Híbrido,"99,98",31175.0,"R$ 0,3500","0,3500%","1,0805%","2,2866%","4,5319%","0,3602%","0,3811%","0,3777%","3,1671%","4,5588%","4,9247%","-1,9364%","R$ 2.413.512.026,1600","R$ 125,5433","0,7964",,,,,"33,2000%","29,4000%",11
2018-11-01,FAMB11B,Lajes Corporativas,"2.290,01",116.0,"R$ 28,3662","1,4945%","4,8260%","8,7419%","14,3734%","1,6087%","1,4570%","1,1978%","12,4568%","5,3859%","6,9609%","-47,3521%","R$ 485.923.292,7300","R$ 4.636,6726","0,4939","0,6118%","0,1560%","0,7688%","8,2433%","0,0000%",N/A,1
2018-11-01,NVHO11,Hospital,"26,00",80.0,"R$ 0,0526","0,1814%","0,4941%","2,1657%","7,1068%","0,1647%","0,3609%","0,5922%","5,1343%","-3,3655%","-3,1903%","375,4325%","R$ 290.273.219,4700","R$ 6,9955","3,7167","0,7520%","0,0419%","0,7942%","18,4443%",N/A,N/A,0
2018-11-01,PQDP11,Shoppings,"3.000,00",32.0,"R$ 15,0234","0,5094%","1,5090%","2,9107%","5,3484%","0,5030%","0,4851%","0,4457%","4,0559%","5,5102%","6,0477%","-6,7764%","R$ 660.455.988,8100","R$ 2.769,4746","1,0832",,,,,"2,5000%",N/A,1
2018-11-01,PRSV11,Lajes Corporativas,"334,55",80.0,"R$ 1,6100","0,5030%","1,4545%","2,1550%","3,1771%","0,4848%","0,3592%","0,2648%","2,8161%","6,6869%","7,2236%","-18,8885%","R$ 79.179.263,2800","R$ 406,0475","0,8239","0,3965%","-0,0122%","0,3843%","2,6305%",N/A,N/A,2
2018-11-01,TBOF11,Lajes Corporativas,"75,00",7497.0,"R$ 0,2035","0,2713%","0,8859%","1,5873%","2,8144%","0,2953%","0,2645%","0,2345%","2,4201%","-0,2527%","0,0180%","-6,8544%","R$ 801.938.965,6300","R$ 79,7949","0,9399","0,2551%","0,0575%","0,3127%","2,6845%","28,2000%",N/A,1
2018-11-01,VLOL11,Lajes Corporativas,"88,35",1553.0,"R$ 0,3002","0,3602%","1,1489%","2,3524%","4,7338%","0,3830%","0,3921%","0,3945%","3,8902%","2,9136%","3,2842%","-3,7109%","R$ 133.518.842,2700","R$ 74,8077","1,1810","0,4013%","0,2082%","0,6103%","5,4524%","0,0000%",N/A,1
2018-11-01,AGCX11,Outros,"1.155,00",322.0,"R$ 7,0000","0,6364%","2,0728%","4,0947%","7,6648%","0,6909%","0,6824%","0,6387%","6,3913%","11,5609%","12,2708%","-7,9067%","R$ 431.664.165,9500","R$ 1.065,8374","1,0837","0,6568%","0,0051%","0,6619%","6,8854%",N/A,N/A,41
2018-11-01,BBVJ11,Lajes Corporativas,"46,45",1245.0,"R$ 0,0300","0,0652%","0,1914%","0,2839%","1,0015%","0,0638%","0,0473%","0,0835%","0,2839%","-1,1603%","-1,0958%","-23,1154%","R$ 163.208.234,5400","R$ 60,2244","0,7713","0,0498%","0,0432%","0,0931%","0,9983%","66,7900%",N/A,1
2018-11-01,BMLC11B,Lajes Corporativas,"72,94",727.0,"R$ 0,4492","0,6206%","1,3886%","2,9600%","5,9562%","0,4629%","0,4933%","0,4963%","4,5529%","3,3857%","4,0274%","-10,1736%","R$ 84.287.721,0500","R$ 84,4224","0,8640","0,5320%","0,0071%","0,5391%","4,4442%","21,0000%",N/A,2
2018-11-01,BPFF11,Títulos e Val. Mob.,"90,00",1930.0,"R$ 0,6000","0,6529%","1,9978%","4,1234%","8,0911%","0,6659%","0,6872%","0,6743%","6,6661%","6,8605%","7,5581%","-2,9035%","R$ 181.701.077,5000","R$ 90,8505","0,9906","0,6604%","3,8878%","4,5739%","-0,6669%",N/A,N/A,0
2018-11-01,CXCE11B,Outros,"2.199,99",18.0,"R$ 19,5251","0,9302%","2,7391%","5,1742%","9,5280%","0,9130%","0,8624%","0,7940%","8,0424%","4,9500%","5,9263%","-6,8015%","R$ 158.160.337,1200","R$ 2.308,3035","0,9531","0,8459%","0,0418%","0,8880%","8,5432%",N/A,N/A,1
2018-11-01,CXTL11,Logística,"500,00",40.0,"R$ 0,0000","0,0000%","0,0000%","0,4923%","1,5429%","0,0000%","0,0821%","0,1286%","1,2464%","-16,3592%","-16,3592%","-6,8898%","R$ 50.738.742,1400","R$ 946,6713","0,5282","0,0000%","-0,5284%","-0,5284%","-1,5213%",N/A,N/A,4
2018-11-01,CTXT11,Lajes Corporativas,"4,07",5750.0,"R$ 0,0274","0,6699%","2,0247%","4,0378%","7,5199%","0,6749%","0,6730%","0,6267%","6,0473%","1,2376%","1,9158%","-3,4635%","R$ 124.585.401,6000","R$ 3,4302","1,1865","0,7988%","0,0043%","0,8031%","7,7306%","5,5000%",N/A,1
2018-11-01,FLMA11,Híbrido,"2,45",27000.0,"R$ 0,0137","0,5437%","1,7006%","3,3527%","5,9361%","0,5669%","0,5588%","0,4947%","5,0943%","10,0437%","10,6419%","3,1654%","R$ 184.073.458,3600","R$ 2,6664","0,9188","0,5138%","0,0954%","0,6097%","5,2225%",N/A,N/A,1
2018-11-01,EDFO11B,Lajes Corporativas,"281,97",66.0,"R$ 1,7926","0,6357%","1,9128%","3,7048%","7,2277%","0,6376%","0,6175%","0,6023%","6,0229%","1,6180%","2,2639%","6,9472%","R$ 42.123.818,8200","R$ 178,4908","1,5797","1,0043%","-0,0010%","1,0033%","10,1140%","6,9600%",N/A,1
2018-11-01,EURO11,Logística,"173,00",162.0,"R$ 1,0000","0,5882%","1,6769%","3,3921%","6,7271%","0,5590%","0,5653%","0,5606%","5,4610%","1,1905%","1,7857%","-10,2425%","R$ 119.259.969,2300","R$ 310,6246","0,5569","0,3219%","-0,0232%","0,2987%","3,5853%","24,4600%",N/A,6
2018-11-01,FIGS11,Shoppings,"69,25",6325.0,"R$ 0,8333","1,2051%","3,6549%","7,1561%","12,4116%","1,2183%","1,1927%","1,0343%","10,6084%","1,9611%","3,1898%","-19,5340%","R$ 242.809.623,3100","R$ 93,6946","0,7391","0,8894%","-0,0944%","0,7942%","16,0269%","10,3600%",N/A,2
2018-11-01,ABCP11,Shoppings,"16,59",19524.0,"R$ 0,0850","0,5120%","1,5576%","3,2366%","6,3941%","0,5192%","0,5394%","0,5328%","5,4055%","2,4691%","2,9938%","3,2376%","R$ 783.949.331,0500","R$ 12,8476","1,2913","0,6616%","-0,1750%","0,4854%","6,8826%","1,2000%",N/A,1
2018-11-01,GWIR11,Híbrido,"175,99",6569.0,"R$ 0,9200","0,5315%","1,9246%","3,6945%","7,4458%","0,6415%","0,6157%","0,6205%","4,7990%","3,8896%","4,4418%","-24,9743%","R$ 65.612.676,1800","R$ 171,7533","1,0247",,,,,N/A,N/A,2
2018-11-01,FIIB11,Híbrido,"419,50",1299.0,"R$ 2,6800","0,6683%","2,0083%","3,9351%","7,4901%","0,6694%","0,6559%","0,6242%","5,7114%","0,2500%","0,9200%","1,0697%","R$ 267.363.423,6100","R$ 390,3116","1,0748",,,,,"4,5900%",N/A,1
2018-11-01,FMOF11,Lajes Corporativas,"87,49",208.0,"R$ 0,2500","0,3030%","0,8535%","1,7175%","3,2523%","0,2845%","0,2862%","0,2710%","2,6472%","-13,1474%","-12,8842%","-26,9589%","R$ 67.001.704,7700","R$ 131,8910","0,6634","0,1896%","0,0523%","0,2420%","2,0903%","47,8000%",N/A,1
2018-11-01,MBRF11,Outros,"1.034,98",72.0,"R$ 8,0000","0,7692%","2,3379%","4,7379%","8,3846%","0,7793%","0,7897%","0,6987%","7,6652%","2,6674%","3,4571%","2,8895%","R$ 116.171.754,3500","R$ 1.142,7030","0,9057","0,7001%","-0,0137%","0,6863%","7,3006%","0,0000%",N/A,2
2018-11-01,PABY11,Híbrido,"20,01",20.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-19,8397%","-19,8397%","-31,6239%","R$ 190.677.892,8400","R$ 251,4213","0,0796","0,0000%","1,7432%","1,7432%","5,4924%",N/A,N/A,1
2018-11-01,FPAB11,Lajes Corporativas,"322,00",103.0,"R$ 1,7000","0,4789%","3,7507%","5,3580%","8,5402%","1,2502%","0,8930%","0,7117%","7,4283%","6,9247%","7,4367%","7,6550%","R$ 260.586.567,9100","R$ 347,4488","0,9268","0,4893%","0,0239%","0,5133%","8,1753%","24,7200%",N/A,1
2018-11-01,FFCI11,Lajes Corporativas,"149,99",1300.0,"R$ 0,6300","0,4094%","1,2735%","2,6256%","4,8728%","0,4245%","0,4376%","0,4061%","4,4818%","7,6224%","8,0629%","-6,7873%","R$ 384.606.904,9200","R$ 177,2382","0,8463","0,3555%","0,0834%","0,4392%","4,0318%","5,6000%",N/A,8
2018-11-01,RNGO11,Lajes Corporativas,"83,94",2943.0,"R$ 0,4800","0,5876%","1,8510%","3,7514%","7,2103%","0,6170%","0,6252%","0,6009%","6,0699%","1,5035%","2,0999%","-7,1807%","R$ 248.367.695,6100","R$ 92,8130","0,9044","0,5172%","0,0146%","0,5318%","5,6846%","11,7000%",N/A,3
2018-11-01,SCPF11,Shoppings,"11,35",1248.0,"R$ 0,0425","0,3627%","1,3402%","2,8932%","6,5067%","0,4467%","0,4822%","0,5422%","5,2102%","1,8261%","2,1955%","-11,8970%","R$ 47.315.321,3400","R$ 11,2656","1,0075","0,3771%","0,2962%","0,6744%","7,2729%",N/A,N/A,1
2018-11-01,SHPH11,Shoppings,"940,05",60.0,"R$ 3,5500","0,3737%","1,1323%","2,2233%","4,5188%","0,3774%","0,3706%","0,3766%","3,7877%","-1,0406%","-0,6708%","-1,3409%","R$ 424.008.740,2100","R$ 696,2948","1,3501","0,5098%","0,0376%","0,5477%","-0,2578%","1,5000%",N/A,1
2018-11-01,ONEF11,Lajes Corporativas,"130,00",548.0,"R$ 0,6700","0,5347%","1,6209%","3,2180%","6,4413%","0,5403%","0,5363%","0,5368%","5,3715%","4,8707%","5,4314%","9,2611%","R$ 99.177.129,8000","R$ 108,8662","1,1941","0,6154%","-0,0288%","0,5864%","6,3539%","0,0000%",N/A,1
2018-11-01,FIVN11,Shoppings,"2,90",450.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 87.587.374,3500","R$ 9,3053","0,3117",,,,,N/A,N/A,1
2018-11-01,RBBV11,Títulos e Val. Mob.,"70,63",606.0,"R$ 0,5523","0,7931%","1,4355%","4,8237%","8,2507%","0,4785%","0,8039%","0,6876%","6,9249%","5,2441%","6,0787%","14,8832%","R$ 126.011.479,6600","R$ 100,4745","0,7030","0,5497%","0,5583%","1,1110%","4,6706%",N/A,N/A,1
2018-11-01,JSRE11,Híbrido,"98,38",9278.0,"R$ 0,5300","0,5343%","1,5182%","3,0972%","6,3705%","0,5061%","0,5162%","0,5309%","5,1659%","-3,0303%","-2,5122%","-2,2962%","R$ 874.349.183,4200","R$ 108,1876","0,9093","0,4899%","2,0542%","2,5542%","3,6168%","2,0000%",N/A,2
2018-11-01,KNRE11,Residencial,"9,20",5250.0,"R$ 0,0539","0,5938%","0,5938%","8,9472%","12,0781%","0,1979%","1,4912%","1,0065%","8,9472%","-6,3918%","-5,8359%","-6,0828%","R$ 141.695.834,9000","R$ 7,6398","1,2042","0,7057%","0,7428%","1,4537%","690,5807%",N/A,N/A,0
2018-11-01,KNRI11,Híbrido,"153,58",18083.0,"R$ 0,8200","0,5342%","1,7254%","3,4439%","6,3810%","0,5751%","0,5740%","0,5317%","5,2741%","12,8676%","13,4706%","-0,1295%","R$ 2.235.493.973,9200","R$ 144,0005","1,0665","0,5694%","-0,0627%","0,5064%","6,4729%","7,8100%","11,2200%",15
2018-11-01,KNCR11,Títulos e Val. Mob.,"105,89",22185.0,"R$ 0,6300","0,5936%","1,7494%","3,5357%","7,0135%","0,5831%","0,5893%","0,5845%","5,8035%","0,1982%","0,7930%","5,1057%","R$ 2.933.556.170,3600","R$ 104,4010","1,0143","0,6034%","0,6161%","1,2232%","6,0292%",N/A,N/A,0
2018-11-01,MXRF11,Híbrido,"10,12",88481.0,"R$ 0,0600","0,5935%","1,9961%","4,6462%","8,2713%","0,6654%","0,7744%","0,6893%","7,1320%","3,1633%","3,7755%","13,1860%","R$ 303.012.706,0700","R$ 9,6247","1,0515","0,6234%","0,1823%","0,8068%","10,0772%",N/A,N/A,0
2018-11-01,MFII11,Híbrido,"98,77",7586.0,"R$ 1,1400","1,3571%","1,3571%","3,3569%","8,6324%","0,4524%","0,5595%","0,7194%","6,9367%","-29,4118%","-28,4538%","-36,9379%","R$ 198.828.242,7000","R$ 99,2844","0,9948","1,1482%","-0,4091%","0,7344%","-1,6344%",N/A,N/A,9
2018-11-01,DRIT11B,Lajes Corporativas,"145,00",19.0,"R$ 0,7000","0,5675%","1,7362%","3,4349%","8,0295%","0,5787%","0,5725%","0,6691%","7,1069%","-1,3200%","-0,7600%","10,3213%","R$ 56.010.272,3700","R$ 120,9002","1,1993","0,5790%","0,1942%","0,7743%","4,1928%","0,0000%",N/A,6
2018-11-01,PLRI11,Títulos e Val. Mob.,"78,85",337.0,"R$ 0,5375","0,6517%","2,6627%","4,7198%","8,5187%","0,8876%","0,7866%","0,7099%","7,4520%","3,2290%","3,9018%","-2,9126%","R$ 78.603.038,7000","R$ 82,3669","0,9573","0,6526%","-0,7657%","-0,1181%","-9,0623%",N/A,N/A,0
2018-11-01,PORD11,Títulos e Val. Mob.,"100,99",93.0,"R$ 5,0000","4,9087%","4,9087%","4,9087%","8,0854%","1,6362%","0,8181%","0,6738%","4,9087%","1,4542%","6,4343%","6,8600%","R$ 107.723.713,9300","R$ 107,7237","0,9375",,,,,N/A,N/A,0
2018-11-01,RBDS11,Residencial,"299,99",78.0,"R$ 5,6696","1,8899%","6,5560%","11,4323%","21,3638%","2,1853%","1,9054%","1,7803%","17,7005%","-6,8354%","-5,0746%","-10,6490%","R$ 37.415.067,5400","R$ 295,7175","1,0144","1,9173%","-4,4176%","-2,5851%","-36,3087%",N/A,N/A,0
2018-11-01,RBGS11,Shoppings,"42,61",487.0,"R$ 0,0976","0,2287%","0,9110%","1,8414%","4,4812%","0,3037%","0,3069%","0,3734%","3,8272%","2,7677%","3,0028%","-4,2897%","R$ 107.151.566,9400","R$ 99,3985","0,4287","0,0982%","0,0575%","0,1557%","2,0285%","12,4000%",N/A,1
2018-11-01,FIIP11B,Logística,"194,00",607.0,"R$ 1,2157","0,6574%","2,0225%","4,0140%","9,0943%","0,6742%","0,6690%","0,7579%","7,7597%","1,4650%","2,1321%","2,4452%","R$ 176.443.872,7600","R$ 190,3053","1,0194","0,6388%","0,0125%","0,6513%","15,2539%",N/A,N/A,7
2018-11-01,RBRD11,Híbrido,"86,52",1150.0,"R$ 3,2578","3,7147%","4,9171%","6,7925%","10,3553%","1,6390%","1,1321%","0,8629%","9,1269%","3,1886%","7,0218%","16,4348%","R$ 137.277.573,3700","R$ 74,1325","1,1671","4,3946%","-2,9297%","1,3361%","10,6938%","0,0000%",N/A,4
2018-11-01,RDES11,Lajes Corporativas,"71,08",186.0,"R$ 0,2271","0,3137%","0,7561%","2,0122%","4,1603%","0,2520%","0,3354%","0,3467%","3,3168%","0,5556%","0,8710%","11,6633%","R$ 67.197.514,0600","R$ 90,5627","0,7849","0,2508%","0,3150%","0,5666%","2,9180%","50,5300%",N/A,4
2018-11-01,RBCB11,Outros,"215,02",60.0,"R$ 2,5000","1,1161%","4,8566%","8,7745%","11,9755%","1,6189%","1,4624%","0,9980%","10,6573%","0,4484%","1,5695%","-61,0318%","R$ 5.563.151,4400","R$ 104,7674","2,0524","2,3862%","-12,0016%","-9,9017%","-44,6151%",N/A,N/A,0
2018-11-01,RBVO11,Outros,"59,70",501.0,"R$ 0,7000","1,1783%","2,5961%","4,1377%","9,2807%","0,8654%","0,6896%","0,7734%","6,3195%","0,6949%","1,8814%","1,2346%","R$ 30.616.244,4700","R$ 59,3541","1,0058","1,1794%","-0,1218%","1,0561%","6,7409%",N/A,N/A,0
2018-11-01,SAAG11,Outros,"123,15",7102.0,"R$ 0,8700","0,7286%","2,2980%","4,4535%","8,3048%","0,7660%","0,7423%","0,6921%","6,9987%","9,2406%","10,0366%","-0,9099%","R$ 495.166.900,4600","R$ 87,9279","1,4006","0,9894%","0,0002%","0,9897%","10,3345%",N/A,N/A,28
2018-11-01,SDIL11,Logística,"95,98",3627.0,"R$ 0,6400","0,6646%","2,0518%","4,2065%","7,9727%","0,6839%","0,7011%","0,6644%","6,6655%","2,4468%","3,1277%","3,7970%","R$ 259.913.605,0200","R$ 89,2681","1,0752","0,7169%","-3,9418%","-3,2531%","2,5016%","0,0000%",N/A,1
2018-11-01,SPTW11,Lajes Corporativas,"74,85",1775.0,"R$ 0,5500","0,7347%","2,2471%","4,5017%","8,6856%","0,7490%","0,7503%","0,7238%","7,2529%","2,9003%","3,6564%","1,7966%","R$ 133.777.315,5600","R$ 74,4034","1,0060","0,7392%","0,0528%","0,7924%","8,1574%",N/A,N/A,2
2018-11-01,XTED11,Lajes Corporativas,"17,86",1263.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","1,0962%","1,0962%","-37,8277%","R$ 50.230.589,4700","R$ 28,0218","0,6374","0,0000%","-0,3575%","-0,3575%","-3,4450%","96,8000%","91,6000%",2
2018-11-01,TRXL11,Logística,"73,99",780.0,"R$ 0,3127","0,4715%","1,4449%","2,8619%","5,5099%","0,4816%","0,4770%","0,4592%","4,6364%","3,6088%","4,0973%","-12,9359%","R$ 188.849.424,3800","R$ 101,1261","0,7317","0,3092%","-0,0438%","0,2653%","-0,6576%","50,7000%","33,8000%",6
2018-11-01,XPCM11,Lajes Corporativas,"92,99",3465.0,"R$ 0,7800","0,8405%","2,5635%","5,0855%","9,8405%","0,8545%","0,8476%","0,8200%","8,2571%","2,2590%","3,1185%","2,2879%","R$ 193.674.818,0800","R$ 80,2109","1,1593","0,9724%","0,0775%","1,0507%","9,9427%","0,0000%","0,0000%",1
2018-11-01,KNIP11,Títulos e Val. Mob.,"110,00",14240.0,"R$ 0,8200","0,7565%","2,0870%","4,0842%","8,1714%","0,6957%","0,6807%","0,6810%","6,8137%","0,3611%","1,1204%","7,4322%","R$ 1.814.634.762,3100","R$ 103,9853","1,0578","0,7886%","3,3694%","4,1845%","8,0229%",N/A,N/A,0
2018-11-01,FAED11,Outros,"203,98",0.0,"R$ 1,4820","0,7294%","2,2517%","4,9785%","8,6149%","0,7506%","0,8298%","0,7179%","7,2152%","2,1211%","2,8660%","-2,9648%","R$ 103.275.567,9000","R$ 160,8233","1,2683","0,9215%","0,0105%","0,9320%","9,7058%","0,0000%",N/A,3
2018-11-01,CNES11,Lajes Corporativas,"82,70",0.0,"R$ 0,0628","0,0867%","0,8618%","1,7041%","3,7079%","0,2873%","0,2840%","0,3090%","2,6205%","2,8681%","2,9573%","-26,0003%","R$ 291.336.523,2000","R$ 98,7833","0,8372",,,,,"59,8000%",N/A,1
