Data,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
2021-03-01,MGHT11,Hotel,"R$ 101,99",6.0,"R$ 0,65","0,65%","1,83%","3,35%","0,00%","0,61%","0,56%","0,00%","0,65%","0,00%","0,65%","0,65%","R$ 103.041.153,36","R$ 99,69","1,02",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-03-01,HCRI11,Hospital,"R$ 500,00",50.0,"R$ 3,08","0,62%","2,01%","3,78%","7,63%","0,67%","0,63%","0,64%","0,62%","0,00%","0,62%","0,62%","R$ 60.593.433,41","R$ 302,97","1,65",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2021-03-01,CPTS11,Títulos e Val. Mob.,"R$ 101,50",61721.0,"R$ 1,05","1,02%","3,08%","5,50%","9,63%","1,03%","0,92%","0,80%","1,02%","0,00%","1,02%","1,02%","R$ 1.271.746.642,97","R$ 94,52","1,07",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-03-01,WTSP11B,Híbrido,"R$ 49,99",2.0,"R$ 0,12","0,23%","0,71%","1,49%","4,02%","0,24%","0,25%","0,33%","0,23%","0,00%","0,23%","0,23%","R$ 79.252.493,97","R$ 79,85","0,63","0,15%","0,00%","0,15%","0,15%",N/A,N/A,0
2021-03-01,OULG11,Outros,"R$ 73,71",903.0,"R$ 0,50","0,65%","2,12%","4,11%","8,09%","0,71%","0,69%","0,67%","0,65%","0,00%","0,65%","0,65%","R$ 233.489.894,95","R$ 94,10","0,78","0,53%","0,00%","0,53%","0,53%","0,00%",N/A,2
2021-03-01,OUFF11,Títulos e Val. Mob.,"R$ 83,50",1303.0,"R$ 0,58","0,66%","2,41%","4,02%","8,43%","0,80%","0,67%","0,70%","0,66%","0,00%","0,66%","0,66%","R$ 165.020.231,99","R$ 90,95","0,92","0,64%","0,00%","0,64%","0,64%",N/A,N/A,0
2021-03-01,OURE11,Títulos e Val. Mob.,"R$ 91,60",637.0,"R$ 0,62","0,65%","2,65%","4,72%","8,62%","0,88%","0,79%","0,72%","0,65%","0,00%","0,65%","0,65%","R$ 83.191.883,04","R$ 100,01","0,92","0,62%","0,00%","0,62%","0,62%",N/A,N/A,0
2021-03-01,BTLG11,Logística,"R$ 115,49",48912.0,"R$ 0,60","0,51%","1,62%","3,03%","6,12%","0,54%","0,51%","0,51%","0,51%","0,00%","0,51%","0,51%","R$ 1.313.394.857,08","R$ 101,15","1,14",N/A,N/A,N/A,N/A,"0,00%","0,00%",12
2021-03-01,BRLA11,Híbrido,N/A,N/A,"R$ 0,63","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 80.964.421,89","R$ 99,95",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2021-03-01,ARCT11,Híbrido,"R$ 137,57",3688.0,"R$ 5,37","3,86%","5,26%","9,59%","0,00%","1,75%","1,60%","0,00%","4,58%","0,00%","3,86%","4,61%","R$ 45.463.203,39","R$ 104,73","1,31",N/A,N/A,N/A,N/A,N/A,N/A,2
2021-03-01,XPML11,Shoppings,"R$ 103,35",47198.0,"R$ 0,35","0,31%","1,30%","2,07%","2,77%","0,43%","0,35%","0,23%","0,31%","0,00%","0,31%","0,31%","R$ 2.035.124.871,01","R$ 111,77","0,92","0,31%","0,00%","0,31%","0,31%","3,70%",N/A,13
2021-03-01,CNES11,Lajes Corporativas,"R$ 47,00",344.0,"R$ 0,17","0,32%","1,12%","2,21%","4,57%","0,37%","0,37%","0,38%","0,32%","0,00%","0,32%","0,32%","R$ 270.905.397,90","R$ 91,86","0,51",N/A,N/A,N/A,N/A,"36,30%",N/A,1
2021-03-01,FCFL11,Outros,"R$ 111,12",2310.0,"R$ 0,56","0,50%","1,43%","2,86%","5,92%","0,48%","0,48%","0,49%","0,50%","0,00%","0,50%","0,50%","R$ 352.321.372,44","R$ 101,42","1,10",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2021-03-01,ALZR11,Logística,"R$ 122,70",16939.0,"R$ 0,49","0,38%","0,99%","1,96%","5,12%","0,33%","0,33%","0,43%","0,38%","0,00%","0,38%","0,38%","R$ 459.379.143,05","R$ 102,55","1,20",N/A,N/A,N/A,N/A,"0,00%",N/A,12
2021-03-01,EDGA11,Lajes Corporativas,"R$ 27,80",6629.0,"R$ 0,14","0,44%","1,71%","3,19%","5,22%","0,57%","0,53%","0,43%","0,44%","0,00%","0,44%","0,44%","R$ 300.362.054,72","R$ 78,79","0,35",N/A,N/A,N/A,N/A,"41,70%",N/A,1
2021-03-01,FLRP11,Shoppings,"R$ 1.319,81",31.0,"R$ 6,73","0,51%","1,28%","1,87%","4,96%","0,43%","0,31%","0,41%","0,51%","0,00%","0,51%","0,51%","R$ 100.609.911,57","R$ 1.542,34","0,86",N/A,N/A,N/A,N/A,"1,24%",N/A,1
2021-03-01,RBDS11,Residencial,"R$ 20,40",60.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","R$ 2.908.038,17","R$ 22,98","0,89",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-03-01,KISU11,Títulos e Val. Mob.,"R$ 111,00",11256.0,"R$ 0,65","0,59%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,25%","2,22%","2,82%","3,50%","R$ 75.739.669,85","R$ 99,23","1,12",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-03-01,STRX11,,N/A,N/A,"R$ 53,49","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 310.977.320,78","R$ 19.367,00",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2021-03-01,MFII11,Híbrido,"R$ 121,60",11701.0,"R$ 1,01","0,77%","2,30%","4,69%","9,72%","0,77%","0,78%","0,81%","1,53%","-2,00%","-1,24%","-0,49%","R$ 388.680.997,94","R$ 119,59","1,02",N/A,N/A,N/A,N/A,N/A,N/A,9
2021-03-01,AFCR11,Híbrido,"R$ 115,00",2901.0,"R$ 1,03","0,90%","2,58%","5,05%","0,00%","0,86%","0,84%","0,00%","1,74%","-0,94%","-0,04%","0,79%","R$ 122.859.028,83","R$ 103,48","1,11","0,93%","0,00%","0,93%","0,93%",N/A,N/A,0
2021-03-01,BICR11,Títulos e Val. Mob.,"R$ 96,03",3.0,"R$ 0,28","0,28%","0,72%","1,41%","3,10%","0,24%","0,23%","0,26%","0,46%","0,00%","0,28%","0,46%","R$ 49.507.736,59","R$ 99,02","0,97","0,18%","0,00%","0,18%","0,18%",N/A,N/A,0
2021-03-01,LGCP11,Logística,"R$ 97,71",1184.0,"R$ 0,49","0,50%","1,33%","2,91%","5,70%","0,44%","0,49%","0,48%","1,00%","0,18%","0,68%","1,19%","R$ 269.979.506,47","R$ 98,79","0,99","0,51%","0,00%","0,51%","0,51%","0,00%",N/A,5
2021-03-01,PQAG11,Logística,"R$ 69,98",53.0,"R$ 0,36","0,51%","1,50%","0,00%","0,00%","0,50%","0,00%","0,00%","1,00%","0,65%","1,16%","1,67%","R$ 760.922.442,84","R$ 54,38","1,29",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2021-03-01,CXCE11B,Outros,"R$ 79,99",4379.0,"R$ 0,90","1,03%","2,81%","5,41%","10,39%","0,94%","0,90%","0,87%","1,92%","-15,17%","-14,29%","-13,53%","R$ 138.821.676,23","R$ 81,04","0,99",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2021-03-01,XPSF11,Outros,"R$ 96,40",9835.0,"R$ 0,77","0,79%","2,27%","4,58%","9,12%","0,76%","0,76%","0,76%","1,55%","1,24%","2,04%","2,81%","R$ 428.493.595,96","R$ 98,95","0,97","0,74%","0,00%","0,74%","0,74%",N/A,N/A,0
2021-03-01,FIIP11B,Logística,"R$ 196,68",219.0,"R$ 1,20","0,60%","1,71%","2,78%","10,67%","0,57%","0,46%","0,89%","1,16%","-1,51%","-0,92%","-0,36%","R$ 177.934.599,16","R$ 191,91","1,02","0,60%","0,00%","0,60%","0,60%","0,00%",N/A,7
2021-03-01,EDFO11B,Lajes Corporativas,"R$ 252,00",5.0,"R$ 1,43","0,57%","1,74%","3,53%","7,03%","0,58%","0,59%","0,59%","1,17%","-0,05%","0,53%","1,13%","R$ 50.713.409,13","R$ 214,89","1,17",N/A,N/A,N/A,N/A,"6,96%",N/A,1
2021-03-01,PATC11,Lajes Corporativas,"R$ 86,55",6450.0,"R$ 0,30","0,35%","1,07%","2,09%","3,94%","0,36%","0,35%","0,33%","0,70%","2,62%","2,97%","3,34%","R$ 352.279.522,58","R$ 101,30","0,85",N/A,N/A,N/A,N/A,"0,00%",N/A,5
2021-03-01,SDIL11,Logística,"R$ 100,51",13403.0,"R$ 0,60","0,58%","1,74%","3,47%","6,29%","0,58%","0,58%","0,52%","1,16%","-0,86%","-0,29%","0,29%","R$ 506.603.535,75","R$ 106,20","0,95",N/A,N/A,N/A,N/A,"13,30%",N/A,3
2021-03-01,HLOG11,Logística,"R$ 117,50",3284.0,"R$ 0,63","0,53%","1,69%","3,29%","6,41%","0,56%","0,55%","0,53%","1,06%","-0,56%","-0,03%","0,50%","R$ 510.327.063,55","R$ 120,08","0,98","0,52%","0,00%","0,52%","0,52%","3,00%",N/A,3
2021-03-01,HPDP11,Shoppings,"R$ 88,49",402.0,"R$ 0,30","0,34%","0,99%","2,00%","0,00%","0,33%","0,33%","0,00%","0,60%","1,61%","1,96%","2,22%","R$ 293.153.393,80","R$ 100,78","0,88",N/A,N/A,N/A,N/A,"3,40%",N/A,1
2021-03-01,HGBS11,Shoppings,"R$ 203,40",8125.0,"R$ 0,80","0,38%","1,06%","1,68%","2,83%","0,35%","0,28%","0,24%","0,75%","-2,98%","-2,61%","-2,25%","R$ 2.204.296.561,31","R$ 220,43","0,92",N/A,N/A,N/A,N/A,"7,22%",N/A,17
2021-03-01,RNGO11,Lajes Corporativas,"R$ 63,80",4221.0,"R$ 0,41","0,64%","1,98%","3,74%","7,30%","0,66%","0,62%","0,61%","1,19%","-8,38%","-7,80%","-7,29%","R$ 270.725.956,86","R$ 101,17","0,63","0,39%","0,00%","0,39%","0,39%","24,20%",N/A,3
2021-03-01,NSLU11,Hospital,"R$ 271,90",739.0,"R$ 1,80","0,66%","1,86%","3,79%","9,43%","0,62%","0,63%","0,79%","0,66%","0,00%","0,66%","0,66%","R$ 243.818.587,53","R$ 212,98","1,28",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2021-03-01,XPCM11,Lajes Corporativas,"R$ 39,01",10336.0,"R$ 0,38","0,94%","4,23%","9,45%","18,84%","1,41%","1,57%","1,57%","1,59%","-30,26%","-29,61%","-29,15%","R$ 179.563.251,25","R$ 74,37","0,52","0,51%","0,00%","0,51%","0,51%","100,00%",N/A,1
2021-03-01,FIGS11,Shoppings,"R$ 60,56",5269.0,"R$ 0,29","0,45%","1,49%","2,36%","3,81%","0,50%","0,39%","0,32%","0,88%","-4,27%","-3,83%","-3,42%","R$ 269.343.502,59","R$ 94,51","0,64",N/A,N/A,N/A,N/A,"12,30%",N/A,2
2021-03-01,CTXT11,Lajes Corporativas,"R$ 29,64",337.0,"R$ 0,05","0,15%","0,74%","3,02%","7,66%","0,25%","0,50%","0,64%","0,41%","-14,87%","-14,74%","-14,52%","R$ 125.721.310,44","R$ 48,46","0,61","0,21%","0,00%","0,21%","0,21%","58,00%",N/A,1
2021-03-01,HGRE11,Lajes Corporativas,"R$ 146,03",18999.0,"R$ 0,67","0,45%","1,52%","2,81%","5,31%","0,51%","0,47%","0,44%","0,90%","-1,34%","-0,89%","-0,45%","R$ 2.001.162.087,61","R$ 169,34","0,86","0,40%","0,00%","0,40%","0,40%","22,70%","25,59%",21
2021-03-01,HGLG11,Logística,"R$ 177,78",29866.0,"R$ 0,78","0,44%","2,32%","3,62%","6,26%","0,77%","0,60%","0,52%","0,87%","-0,36%","0,07%","0,51%","R$ 2.723.229.847,46","R$ 147,70","1,20","0,53%","0,00%","0,53%","0,53%","15,50%","6,80%",17
2021-03-01,VRTA11,Títulos e Val. Mob.,"R$ 114,00",23295.0,"R$ 0,91","0,79%","2,33%","4,27%","8,16%","0,78%","0,71%","0,68%","1,57%","-0,36%","0,42%","1,20%","R$ 1.022.156.111,20","R$ 102,22","1,12",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-03-01,HGPO11,Lajes Corporativas,"R$ 222,51",546.0,"R$ 1,01","0,44%","1,31%","2,58%","5,25%","0,44%","0,43%","0,44%","0,88%","-1,30%","-0,86%","-0,43%","R$ 401.329.503,65","R$ 243,23","0,91","0,42%","0,00%","0,42%","0,42%","0,00%","0,00%",2
2021-03-01,OUJP11,Títulos e Val. Mob.,"R$ 101,32",10763.0,"R$ 0,75","0,74%","2,46%","4,13%","7,51%","0,82%","0,69%","0,63%","1,39%","-5,67%","-4,97%","-4,35%","R$ 236.828.621,71","R$ 103,70","0,98",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-03-01,VINO11,Lajes Corporativas,"R$ 61,85",20940.0,"R$ 0,45","0,73%","2,10%","3,85%","7,84%","0,70%","0,64%","0,65%","1,43%","-2,81%","-2,10%","-1,41%","R$ 769.667.527,38","R$ 60,73","1,02",N/A,N/A,N/A,N/A,"3,90%",N/A,9
2021-03-01,VIFI11,Títulos e Val. Mob.,"R$ 89,92",9645.0,"R$ 0,60","0,65%","1,91%","3,89%","0,00%","0,64%","0,65%","0,00%","1,29%","-0,78%","-0,14%","0,50%","R$ 288.792.229,39","R$ 102,69","0,88",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-03-01,KNCR11,Títulos e Val. Mob.,"R$ 89,76",46817.0,"R$ 0,25","0,28%","1,09%","1,98%","4,13%","0,36%","0,33%","0,34%","0,59%","0,66%","0,95%","1,26%","R$ 3.839.105.749,32","R$ 98,19","0,91","0,29%","0,00%","0,29%","0,29%",N/A,N/A,0
