Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-10-01,FEXC11,Títulos e Val. Mob.,"107,96",0.0,"R$ 0,8500","0,7915%","2,6788%","5,0424%","9,3835%","0,8929%","0,8404%","0,7820%","7,3989%","0,1586%","0,9513%","11,1554%","R$ 147.919.004,8800","R$ 101,2256","1,0665","0,8397%","0,1114%","0,9521%","8,4367%",N/A,N/A,0
2018-10-01,EDGA11,Lajes Corporativas,"43,16",0.0,"R$ 0,1766","0,4773%","1,0646%","1,7546%","3,0288%","0,3549%","0,2924%","0,2524%","2,1949%","-2,6316%","-2,1668%","-22,0210%","R$ 310.790.761,2300","R$ 81,5284","0,5294",,,,,"25,8000%",N/A,1
2018-10-01,NSLU11,Hospital,"217,00",0.0,"R$ 1,5708","0,7375%","2,2582%","4,1143%","7,8337%","0,7527%","0,6857%","0,6528%","5,2786%","-2,5172%","-1,7983%","-15,1174%","R$ 236.217.997,6300","R$ 206,3400","1,0517",,,,,"0,0000%",N/A,1
2018-10-01,HTMX11,Hotel,"124,02",0.0,"R$ 0,7878","0,6756%","1,8978%","3,2360%","6,1564%","0,6326%","0,5393%","0,5130%","4,3199%","0,0601%","0,7360%","-7,0579%","R$ 150.574.884,8600","R$ 134,5668","0,9216","0,5855%","-0,0236%","0,5617%","4,2120%","24,0000%",N/A,24
2018-10-01,MAXR11,Outros,"1.892,00",0.0,"R$ 8,6865","0,4645%","2,8301%","4,0552%","8,4589%","0,9434%","0,6759%","0,7049%","4,8344%","-0,7958%","-0,3349%","-1,9912%","R$ 110.024.020,5200","R$ 1.857,1022","1,0188",,,,,"0,0000%",N/A,8
2018-10-01,JRDM11,Shoppings,"71,61",0.0,"R$ 0,4642","0,6448%","1,8614%","3,2221%","6,1584%","0,6205%","0,5370%","0,5132%","3,9925%","-2,0408%","-1,4092%","-8,0675%","R$ 189.013.347,2700","R$ 85,0240","0,8422",,,,,"2,1000%",N/A,1
2018-10-01,ALMI11,Lajes Corporativas,"1.261,26",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-2,9364%","-2,9364%","-25,1361%","R$ 214.408.689,2500","R$ 2.047,8385","0,6159",,,,,"82,0000%",N/A,1
2018-10-01,TRNT11,Lajes Corporativas,"166,00",63.0,"R$ 0,4230","0,2417%","0,7836%","1,4687%","2,7571%","0,2612%","0,2448%","0,2298%","2,0740%","6,7073%","6,9653%","0,3669%","R$ 740.188.636,6600","R$ 188,0770","0,8826","0,2249%","0,1664%","0,3917%","3,2709%","20,1000%",N/A,1
2018-10-01,FVBI11,Lajes Corporativas,"103,50",0.0,"R$ 0,3701","0,3701%","1,2700%","2,5579%","4,7699%","0,4233%","0,4263%","0,3975%","3,3114%","-0,8428%","-0,4758%","0,8387%","R$ 202.351.284,1100","R$ 94,1169","1,0997",,,,,"22,4000%",N/A,1
2018-10-01,FCFL11,Outros,"1.855,00",89.0,"R$ 10,9365","0,6012%","1,7678%","3,4543%","6,3509%","0,5893%","0,5757%","0,5292%","4,8927%","-2,9861%","-2,4028%","-14,9988%","R$ 142.446.140,8300","R$ 96,2193","19,2789","11,3662%","-93,8699%","-93,1731%","-92,6989%","0,0000%",N/A,1
2018-10-01,THRA11,Lajes Corporativas,"103,60",1100.0,"R$ 0,5004","0,5004%","1,5646%","2,7334%","5,0540%","0,5215%","0,4556%","0,4212%","3,8267%","-4,7619%","-4,2853%","-8,0601%","R$ 134.605.754,7600","R$ 91,3989","1,1335","0,5475%","-0,0840%","0,4630%","11,8472%","0,0000%",N/A,1
2018-10-01,CEOC11,Lajes Corporativas,"78,00",819.0,"R$ 0,5559","0,6780%","2,0366%","3,8541%","7,4191%","0,6789%","0,6424%","0,6183%","5,6864%","4,0741%","4,7797%","-3,5752%","R$ 151.872.637,5900","R$ 83,6443","0,9325","0,6647%","-0,0506%","0,6137%","9,5720%","0,0000%",N/A,1
2018-10-01,GGRC11,Logística,"124,20",12346.0,"R$ 0,8700","0,7158%","2,1350%","3,8830%","7,5810%","0,7117%","0,6472%","0,6317%","5,5585%","-3,4551%","-2,7641%","-3,1836%","R$ 466.705.245,4100","R$ 121,3410","1,0236","0,7170%","-1,1697%","-0,4611%","16,5403%","0,0000%","0,0000%",13
2018-10-01,OUJP11,Títulos e Val. Mob.,"96,53",913.0,"R$ 0,4122","0,4249%","1,4497%","3,2986%","7,4310%","0,4832%","0,5498%","0,6192%","5,2754%","-1,2723%","-0,8528%","-3,7303%","R$ 75.106.911,5900","R$ 104,3152","0,9254","0,3951%","0,3483%","0,7448%","8,4134%",N/A,N/A,0
2018-10-01,HCRI11,Hospital,"319,00",0.0,"R$ 2,3108","0,7338%","2,2135%","4,2168%","8,0869%","0,7378%","0,7028%","0,6739%","6,2002%","0,8325%","1,5725%","2,3437%","R$ 62.898.852,2800","R$ 314,4943","1,0143","0,7348%","-0,0054%","0,7293%","6,7109%","0,0000%",N/A,1
2018-10-01,RBRF11,Títulos e Val. Mob.,"96,99",1667.0,"R$ 0,5867","0,6111%","1,9121%","4,6782%","7,7732%","0,6374%","0,7797%","0,6478%","6,8218%","-2,2301%","-1,6327%","6,4876%","R$ 75.513.026,4900","R$ 93,2269","1,0404","0,6293%","-0,3126%","0,3147%","-0,3861%",N/A,N/A,0
2018-10-01,VISC11,Shoppings,"102,00",19456.0,"R$ 0,6100","0,6387%","1,8469%","3,5754%","0,0000%","0,6156%","0,5959%","0,0000%","5,2448%","-4,0101%","-3,3970%","-3,2424%","R$ 807.572.004,0400","R$ 98,9698","1,0306","0,6163%","-0,2684%","0,3462%","5,6223%","4,2000%",N/A,9
2018-10-01,XPML11,Shoppings,"96,20",5397.0,"R$ 0,5000","0,5376%","1,5648%","2,9129%","0,0000%","0,5216%","0,4855%","0,0000%","4,3762%","4,0268%","4,5861%","-6,9179%","R$ 289.023.301,6200","R$ 113,6016","0,8468","0,4401%","-0,0960%","0,3437%","23,5360%","3,2000%",N/A,3
2018-10-01,BCFF11,Títulos e Val. Mob.,"80,30",9059.0,"R$ 0,5300","0,6812%","2,0274%","3,8798%","7,5371%","0,6758%","0,6466%","0,6281%","5,6255%","0,3612%","1,0449%","0,3507%","R$ 481.708.176,9700","R$ 80,9681","0,9917","0,6546%","-0,5561%","0,0949%","-4,6932%",N/A,N/A,0
2018-10-01,MALL11,Shoppings,"99,65",3539.0,"R$ 0,6200","0,6263%","1,8748%","3,6895%","0,0000%","0,6249%","0,6149%","0,0000%","5,2873%","-0,1110%","0,5146%","4,3484%","R$ 177.984.827,0600","R$ 95,6839","1,0415","0,6480%","-0,1000%","0,5473%","5,2101%","0,0000%",N/A,1
2018-10-01,UBSR11,Títulos e Val. Mob.,"105,50",915.0,"R$ 0,5988","0,5813%","1,5020%","0,0000%","0,0000%","0,5007%","0,0000%","0,0000%","1,5020%","-0,9615%","-0,3858%","-2,6311%","R$ 29.977.759,4100","R$ 96,4262","1,0941","0,6210%","-1,0367%","-0,4222%","2,1658%",N/A,N/A,0
2018-10-01,BZLI11,Títulos e Val. Mob.,"12,90",36843.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,6787%","0,6787%","1,1364%","R$ 295.722.491,6200","R$ 12,3181","1,0472",,,,,N/A,N/A,0
2018-10-01,ALZR11,Outros,"90,80",1468.0,"R$ 0,6466","0,7052%","2,0846%","4,1183%","0,0000%","0,6949%","0,6864%","0,0000%","5,7221%","-0,4127%","0,2896%","-6,2293%","R$ 97.110.616,2600","R$ 97,3987","0,9323","0,6639%","-0,0060%","0,6578%","7,9983%","0,0000%",N/A,2
2018-10-01,MGFF11,Títulos e Val. Mob.,"85,00",0.0,"R$ 0,5000","0,6098%","1,4831%","0,0000%","0,0000%","0,4944%","0,0000%","0,0000%","2,4593%","-6,2864%","-5,7149%","-15,9731%","R$ 106.433.749,5500","R$ 88,2589","0,9631","0,5665%","-1,9144%","-1,3588%","-5,7247%",N/A,N/A,0
2018-10-01,IRDM11,Títulos e Val. Mob.,"102,50",3408.0,"R$ 0,6560","0,6627%","2,4829%","3,9614%","0,0000%","0,8276%","0,6602%","0,0000%","4,3217%","3,1250%","3,8084%","4,3583%","R$ 103.317.617,6800","R$ 95,6645","1,0715","0,6858%","0,3850%","1,0734%","4,8135%",N/A,N/A,0
2018-10-01,HFOF11,Títulos e Val. Mob.,"84,90",5382.0,"R$ 0,5400","0,6334%","1,8177%","0,0000%","0,0000%","0,6059%","0,0000%","0,0000%","4,2466%","-4,2135%","-3,6067%","-11,0658%","R$ 194.088.700,2200","R$ 87,8839","0,9660","0,6144%","-0,7496%","-0,1397%","-9,0876%",N/A,N/A,0
2018-10-01,WPLZ11,Shoppings,"69,60",231.0,"R$ 0,4700","0,7833%","2,3535%","2,8034%","3,4444%","0,7845%","0,4672%","0,2870%","2,8034%","0,0000%","0,7833%","-12,0231%","R$ 82.421.137,5400","R$ 83,3093","0,8354",,,,,"11,5000%",N/A,1
2018-10-01,XPLG11,Logística,"92,49",5377.0,"R$ 0,7000","0,7955%","1,5020%","0,0000%","0,0000%","0,5007%","0,0000%","0,0000%","1,8302%","-0,0114%","0,7841%","-10,3896%","R$ 351.716.101,8100","R$ 96,0671","0,9628","0,7287%","0,3182%","1,0491%","3,0073%",N/A,N/A,0
2018-10-01,OUCY11,Títulos e Val. Mob.,"88,40",114.0,"R$ 0,4500","0,4992%","1,4682%","0,0000%","0,0000%","0,4894%","0,0000%","0,0000%","2,3013%","-5,6021%","-5,1309%","-7,7563%","R$ 50.998.611,8400","R$ 95,5180","0,9255","0,4711%","-0,5311%","-0,0624%","2,1791%",N/A,N/A,0
2018-10-01,HBTT11,,"1.088,19",69.0,"R$ 8,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 123.551.133,7900","R$ 1.108,6670","0,9815","0,7216%","0,0138%","0,7355%","2,4634%",N/A,N/A,0
2018-10-01,RBRR11,Títulos e Val. Mob.,"102,50",4188.0,"R$ 0,7500","0,7576%","2,2065%","0,0000%","0,0000%","0,7355%","0,0000%","0,0000%","3,0069%","0,0000%","0,7576%","2,0122%","R$ 142.297.942,0900","R$ 96,1192","1,0664","0,7803%","0,1022%","0,8833%","3,0460%",N/A,N/A,0
2018-10-01,RDPD11,Títulos e Val. Mob.,"91,00",167.0,"R$ 0,3300","0,3587%","1,1981%","0,0000%","0,0000%","0,3994%","0,0000%","0,0000%","1,8634%","7,5898%","7,9757%","-6,2739%","R$ 104.702.284,3800","R$ 97,1226","0,9370","0,3398%","-0,0636%","0,2759%","1,7309%",N/A,N/A,0
2018-10-01,VTLT11,,"100,36",244.0,"R$ 0,6667","0,6643%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,6643%","0,0000%","0,6643%","0,6643%","R$ 213.044.972,6600","R$ 100,7305","0,9963","0,6618%","0,0165%","0,6785%","1,3457%",N/A,N/A,0
2018-10-01,HGRU11,Híbrido,"101,60",1866.0,"R$ 0,6800","0,6667%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","1,9644%","-0,6913%","-0,0292%","4,0066%","R$ 147.002.797,4700","R$ 98,0019","1,0367","0,6939%","0,3965%","1,0931%","1,7973%","0,0000%","0,0000%",1
