Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-10-01,CPTS11B,Títulos e Val. Mob.,"101,51",1185.0,"R$ 0,7800","0,7807%","2,4397%","4,7490%","9,2937%","0,8132%","0,7915%","0,7745%","6,9493%","-0,0900%","0,6900%","8,5915%","R$ 95.582.797,1900","R$ 95,5828","1,0620","0,8160%","-0,8473%","-0,0382%","4,0051%",N/A,N/A,0
2018-10-01,CBOP11,Lajes Corporativas,"70,90",641.0,"R$ 0,4700","0,6994%","2,0707%","4,0463%","7,7036%","0,6902%","0,6744%","0,6420%","5,8418%","-1,6105%","-0,9224%","-8,0914%","R$ 101.114.480,2200","R$ 71,4590","0,9922","0,6577%","-0,0006%","0,6571%","5,2316%","7,0000%",N/A,1
2018-10-01,ATSA11B,Shoppings,"1.049,99",13.0,"R$ 1,0000","0,0911%","0,2707%","0,6392%","1,3215%","0,0902%","0,1065%","0,1101%","0,9845%","0,7330%","0,8248%","-7,5961%","R$ 214.985.927,1600","R$ 1.253,4161","0,8377","0,0798%","0,0394%","0,1192%","1,1831%","22,4000%",N/A,1
2018-10-01,HGBS11,Shoppings,"206,10",6364.0,"R$ 1,1500","0,5686%","1,7268%","3,3308%","6,1737%","0,5756%","0,5551%","0,5145%","4,8287%","2,0383%","2,6186%","-9,5020%","R$ 1.245.716.580,4200","R$ 231,7647","0,8893","0,4962%","0,0070%","0,5033%","5,4546%","7,0100%",N/A,8
2018-10-01,GRLV11,Logística,"93,50",1937.0,"R$ 0,7500","0,8152%","2,0733%","3,8815%","7,4570%","0,6911%","0,6469%","0,6214%","5,5944%","-22,9803%","-22,3524%","-19,9358%","R$ 126.623.648,2500","R$ 117,9507","0,7927","0,6359%","-0,0136%","0,6222%","5,1736%","7,2800%",N/A,1
2018-10-01,HGJH11,Lajes Corporativas,"147,90",1538.0,"R$ 0,7500","0,5395%","1,5674%","2,9741%","5,9980%","0,5225%","0,4957%","0,4998%","4,4032%","-2,7902%","-2,2657%","-4,2957%","R$ 192.601.431,4600","R$ 116,7281","1,2670","0,6425%","0,0312%","0,6739%","4,9876%","0,0000%",N/A,2
2018-10-01,HGLG11,Logística,"128,60",10614.0,"R$ 0,7500","0,5952%","1,7863%","3,6443%","7,4989%","0,5954%","0,6074%","0,6249%","5,5154%","-0,0159%","0,5793%","1,3086%","R$ 913.902.191,7700","R$ 115,9577","1,1090","0,6468%","0,1879%","0,8359%","8,8787%","4,3000%","7,2000%",11
2018-10-01,HGRE11,Lajes Corporativas,"130,20",11985.0,"R$ 0,5800","0,4582%","1,7579%","3,5297%","6,9869%","0,5860%","0,5883%","0,5822%","5,1209%","1,6707%","2,1365%","-11,1895%","R$ 1.090.365.678,8400","R$ 147,6840","0,8816","0,5417%","-0,1162%","0,4249%","3,2256%","19,5000%","19,8000%",19
2018-10-01,HGCR11,Títulos e Val. Mob.,"110,04",7145.0,"R$ 0,7700","0,7197%","2,1324%","4,5086%","8,7612%","0,7108%","0,7514%","0,7301%","6,6407%","0,4790%","1,2021%","12,0665%","R$ 267.426.572,2800","R$ 102,9956","1,0684","0,7476%","0,0240%","0,7718%","7,3787%",N/A,N/A,0
2018-10-01,DOMC11,Lajes Corporativas,"492,05",63.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-8,1631%","-8,1631%","-13,3929%","R$ 243.716.649,8400","R$ 1.005,5147","0,4894",,,,,N/A,N/A,1
2018-10-01,FIXX11,Títulos e Val. Mob.,"82,00",225.0,"R$ 0,4700","0,5875%","1,9579%","3,7032%","7,2908%","0,6526%","0,6172%","0,6076%","5,1287%","-1,2346%","-0,6543%","-10,4284%","R$ 30.634.977,7800","R$ 83,7085","0,9796","0,5615%","-0,5088%","0,0498%","-5,5314%",N/A,N/A,0
2018-10-01,VRTA11,Títulos e Val. Mob.,"112,50",3339.0,"R$ 0,9800","0,9024%","2,6108%","4,7592%","8,5787%","0,8703%","0,7932%","0,7149%","6,6197%","-0,2297%","0,6706%","4,7625%","R$ 224.572.681,4200","R$ 100,1752","1,1230","0,9783%","0,3702%","1,3521%","2,7908%",N/A,N/A,0
2018-10-01,BRCR11,Híbrido,"98,00",33852.0,"R$ 0,3500","0,3660%","1,1678%","2,1980%","4,5976%","0,3893%","0,3663%","0,3831%","2,8171%","-0,3750%","-0,0104%","-6,5391%","R$ 2.407.852.974,1900","R$ 125,2489","0,7824",,,,,"33,8000%","29,7000%",11
2018-10-01,FAMB11B,Lajes Corporativas,"1.793,00",123.0,"R$ 30,5891","1,6985%","4,9138%","8,2831%","13,6652%","1,6379%","1,3805%","1,1388%","10,9623%","-13,4130%","-11,9424%","-50,7784%","R$ 485.166.257,0300","R$ 4.629,4490","0,3873","0,6608%","0,1021%","0,7635%","7,4176%","0,0000%",N/A,1
2018-10-01,NVHO11,Hospital,"32,55",222.0,"R$ 0,0520","0,0000%",,,,,,,,"0,0000%","0,0000%",,"R$ 290.151.515,5200","R$ 6,9925","4,6550",,,,,N/A,N/A,0
2018-10-01,PQDP11,Shoppings,"3.016,00",39.0,"R$ 15,0792","0,5395%","1,4853%","2,8025%","5,2284%","0,4951%","0,4671%","0,4357%","3,5465%","-1,9302%","-1,4011%","-12,0928%","R$ 660.850.720,8300","R$ 2.771,1298","1,0884",,,,,"2,5000%",N/A,1
2018-10-01,PRSV11,Lajes Corporativas,"318,00",62.0,"R$ 1,4500","0,4833%","1,2030%","1,8440%","3,0745%","0,4010%","0,3073%","0,2562%","2,3130%","-4,4618%","-4,0000%","-24,3529%","R$ 79.188.920,7600","R$ 406,0970","0,7831","0,3571%","-0,0063%","0,3508%","2,2376%",N/A,N/A,2
2018-10-01,TBOF11,Lajes Corporativas,"75,18",7495.0,"R$ 0,1938","0,2577%","0,8586%","1,5327%","2,7858%","0,2862%","0,2554%","0,2321%","2,1488%","0,2667%","0,5251%","-6,8711%","R$ 801.478.056,2500","R$ 79,7491","0,9427","0,2430%","0,0622%","0,3054%","2,3644%","28,2000%",N/A,1
2018-10-01,VLOL11,Lajes Corporativas,"82,50",1016.0,"R$ 0,3103","0,3831%","1,2007%","2,4374%","4,8494%","0,4002%","0,4062%","0,4041%","3,5300%","-2,9824%","-2,6107%","-6,7727%","R$ 133.241.477,5400","R$ 74,6523","1,1051","0,4156%","0,2043%","0,6208%","4,8127%","0,0000%",N/A,1
2018-10-01,AGCX11,Outros,"1.055,00",491.0,"R$ 7,0000","0,7099%","2,1472%","4,0430%","7,6362%","0,7157%","0,6738%","0,6364%","5,7549%","-1,2024%","-0,5010%","-17,9721%","R$ 431.642.111,9100","R$ 1.065,7830","0,9899","0,6568%","-0,0249%","0,6318%","6,1826%",N/A,N/A,41
2018-10-01,BBVJ11,Lajes Corporativas,"46,50",1246.0,"R$ 0,0300","0,0645%","0,1929%","0,2187%","0,9847%","0,0643%","0,0364%","0,0821%","0,2187%","-4,2387%","-4,1770%","-22,2636%","R$ 163.137.735,6600","R$ 60,1984","0,7724","0,0498%","0,0499%","0,0998%","0,9044%","66,7900%",N/A,1
2018-10-01,BMLC11B,Lajes Corporativas,"69,12",664.0,"R$ 0,1525","0,2179%","1,1744%","2,7006%","5,9429%","0,3915%","0,4501%","0,4952%","3,9323%","-6,0907%","-5,8861%","-13,6511%","R$ 84.281.775,6400","R$ 84,4164","0,8188","0,1807%","-0,0333%","0,1473%","3,8841%","21,0000%",N/A,2
2018-10-01,BPFF11,Títulos e Val. Mob.,"92,25",2392.0,"R$ 0,6000","0,6977%","2,0685%","4,0996%","8,1219%","0,6895%","0,6833%","0,6768%","6,0132%","-7,2276%","-6,5804%","-9,7265%","R$ 174.901.329,7300","R$ 87,4507","1,0549","0,6861%","-0,0408%","0,6450%","-5,0115%",N/A,N/A,0
2018-10-01,CXCE11B,Outros,"2.040,00",16.0,"R$ 19,5780","0,9789%","2,6152%","4,9347%","9,3115%","0,8717%","0,8225%","0,7760%","7,1122%","-7,6976%","-6,7940%","-12,0157%","R$ 158.094.283,4600","R$ 2.307,3394","0,8841","0,8485%","0,0417%","0,8906%","7,5878%",N/A,N/A,1
2018-10-01,CXTL11,Logística,"527,01",33.0,"R$ 0,0000","0,0000%","0,3102%","0,9607%","2,4306%","0,1034%","0,1601%","0,2026%","1,2464%","11,0080%","11,0080%","-1,7492%","R$ 51.008.272,5700","R$ 951,7001","0,5538",,,,,N/A,N/A,4
2018-10-01,CTXT11,Lajes Corporativas,"4,06",4527.0,"R$ 0,0274","0,6782%","2,0280%","3,9992%","7,5566%","0,6760%","0,6665%","0,6297%","5,3774%","-0,2469%","0,4296%","-5,2783%","R$ 124.580.096,3000","R$ 3,4301","1,1836","0,7988%","-0,0523%","0,7461%","6,8723%","5,5000%",N/A,1
2018-10-01,FLMA11,Híbrido,"2,39",27876.0,"R$ 0,0144","0,6288%","1,7168%","3,3454%","5,8485%","0,5723%","0,5576%","0,4874%","4,5506%","-0,8658%","-0,2424%","-6,7574%","R$ 183.898.062,8500","R$ 2,6639","0,8972","0,5406%","0,0349%","0,5757%","4,5849%",N/A,N/A,1
2018-10-01,EDFO11B,Lajes Corporativas,"278,00",68.0,"R$ 1,7247","0,6215%","1,8694%","3,6338%","7,1963%","0,6231%","0,6056%","0,5997%","5,3873%","4,7208%","5,3716%","4,5797%","R$ 42.124.252,8500","R$ 178,4926","1,5575","0,9663%","0,0040%","0,9703%","9,0202%","6,9600%",N/A,1
2018-10-01,EURO11,Logística,"169,04",160.0,"R$ 0,9500","0,5655%","1,6085%","3,3752%","6,6184%","0,5362%","0,5625%","0,5515%","4,8728%","-2,3369%","-1,7847%","-11,8172%","R$ 119.287.616,2900","R$ 310,6966","0,5441","0,3058%","-0,0107%","0,2951%","3,2769%","24,4600%",N/A,6
2018-10-01,FIGS11,Shoppings,"67,51",6453.0,"R$ 0,8333","1,2287%","3,6321%","6,8094%","12,1244%","1,2107%","1,1349%","1,0104%","9,4033%","-0,6300%","0,5910%","-22,0214%","R$ 243.039.072,9900","R$ 93,7832","0,7199","0,8886%","0,0498%","0,9388%","15,1127%","10,3600%",N/A,2
2018-10-01,ABCP11,Shoppings,"16,40",21890.0,"R$ 0,0850","0,5247%","1,5852%","3,2215%","6,3939%","0,5284%","0,5369%","0,5328%","4,8935%","-0,7353%","-0,2145%","0,2367%","R$ 785.323.700,5900","R$ 12,8701","1,2743","0,6604%","0,0258%","0,6864%","6,3663%","1,2000%",N/A,1
2018-10-01,GWIR11,Híbrido,"175,99",6569.0,"R$ 0,9200","0,5315%","1,9246%","3,6945%","7,4458%","0,6415%","0,6157%","0,6205%","4,7990%","3,8896%","4,4418%","-24,9743%","R$ 65.612.676,1800","R$ 171,7533","1,0247",,,,,N/A,N/A,2
2018-10-01,FIIB11,Híbrido,"398,50",1012.0,"R$ 2,6800","0,6700%","2,0202%","3,8692%","7,4305%","0,6734%","0,6449%","0,6192%","5,0431%","0,0000%","0,6700%","0,1483%","R$ 267.256.112,3200","R$ 390,1549","1,0214",,,,,"0,9500%",N/A,1
2018-10-01,FMOF11,Lajes Corporativas,"90,00",208.0,"R$ 0,2500","0,2632%","0,8710%","1,6482%","3,2039%","0,2903%","0,2747%","0,2670%","2,3442%","9,1954%","9,4828%","-16,1563%","R$ 66.966.662,1600","R$ 131,8221","0,6827","0,1896%","0,0216%","0,2112%","1,8438%","47,8000%",N/A,1
2018-10-01,MBRF11,Outros,"1.007,51",53.0,"R$ 8,0000","0,7790%","2,3790%","4,6302%","7,5434%","0,7930%","0,7717%","0,6286%","6,1062%","2,5964%","3,3956%","0,0377%","R$ 116.187.711,8900","R$ 1.142,8599","0,8816",,,,,"0,0000%",N/A,2
2018-10-01,PABY11,Híbrido,"24,49",4.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-19,8397%","-19,8397%","-31,6239%","R$ 187.410.894,7400","R$ 247,1135","0,0991",,,,,N/A,N/A,1
2018-10-01,FPAB11,Lajes Corporativas,"322,99",76.0,"R$ 9,1500","2,7560%","3,8007%","5,3673%","8,5854%","1,2669%","0,8945%","0,7154%","6,9495%","3,7857%","6,6460%","0,2031%","R$ 260.524.365,1300","R$ 347,3658","0,9298","2,6341%","0,1686%","2,8072%","7,6229%","21,8800%",N/A,1
2018-10-01,FFCI11,Lajes Corporativas,"148,40",1144.0,"R$ 0,6300","0,4236%","1,3222%","2,6254%","5,1091%","0,4407%","0,4376%","0,4258%","3,6318%","-6,4469%","-6,0507%","-10,6734%","R$ 384.286.259,6400","R$ 177,0904","0,8380","0,3558%","0,0100%","0,3658%","3,5769%","5,6000%",N/A,8
2018-10-01,RNGO11,Lajes Corporativas,"80,03",3173.0,"R$ 0,4800","0,5964%","1,8341%","3,7576%","7,1825%","0,6114%","0,6263%","0,5985%","5,4823%","3,2324%","3,8481%","-9,0897%","R$ 248.331.536,6300","R$ 92,7995","0,8624","0,5172%","-0,0376%","0,4794%","5,1256%","11,7000%",N/A,3
2018-10-01,SCPF11,Shoppings,"11,28",800.0,"R$ 0,0442","0,3840%","1,5605%","2,9974%","6,7049%","0,5202%","0,4996%","0,5587%","4,8474%","0,4367%","0,8223%","-13,7897%","R$ 47.175.585,7200","R$ 11,2323","1,0042","0,3931%","0,2304%","0,6245%","6,5543%",N/A,N/A,1
2018-10-01,SHPH11,Shoppings,"988,98",45.0,"R$ 3,5500","0,3698%","1,1265%","2,1846%","4,5340%","0,3755%","0,3641%","0,3778%","3,4140%","5,1468%","5,5356%","-0,6746%","R$ 423.849.183,1200","R$ 696,0328","1,4209","0,5100%","0,0098%","0,5198%","-0,8011%","2,2000%",N/A,1
2018-10-01,ONEF11,Lajes Corporativas,"122,70",646.0,"R$ 0,6700","0,5255%","1,6073%","3,1596%","6,3972%","0,5358%","0,5266%","0,5331%","4,2761%","-0,3906%","0,1328%","9,9629%","R$ 99.205.715,8100","R$ 108,8976","1,1267",,,,,"0,0000%",N/A,1
2018-10-01,FIVN11,Shoppings,"3,17",396.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 87.586.110,1100","R$ 9,3052","0,3407",,,,,N/A,N/A,1
2018-10-01,RBBV11,Títulos e Val. Mob.,"67,00",563.0,"R$ 0,4212","0,6424%","3,5494%","4,8273%","8,2550%","1,1831%","0,8046%","0,6879%","6,1318%","3,1629%","3,8256%","7,3015%","R$ 125.829.584,1800","R$ 100,3295","0,6678","0,4198%","-0,1408%","0,2784%","3,9482%",N/A,N/A,1
2018-10-01,JSRE11,Híbrido,"96,84",9682.0,"R$ 0,5000","0,4888%","1,5152%","3,0500%","6,3962%","0,5051%","0,5083%","0,5330%","4,6317%","-0,6700%","-0,1845%","0,2216%","R$ 856.749.733,9700","R$ 106,0099","0,9135","0,4717%","-0,7304%","-0,2622%","1,0362%","2,0000%",N/A,2
2018-10-01,KNRE11,Residencial,"9,25",4308.0,"R$ 0,0261","0,2659%","8,3534%","8,3534%","11,4843%","2,7845%","1,3922%","0,9570%","8,3534%","-2,0000%","-1,7394%","0,7660%","R$ 140.651.130,4200","R$ 7,5834","1,2198",,,,,N/A,N/A,0
2018-10-01,KNRI11,Híbrido,"148,00",18669.0,"R$ 0,8200","0,6029%","1,7447%","3,4007%","6,3896%","0,5816%","0,5668%","0,5325%","4,7399%","-2,4390%","-1,8508%","-11,9856%","R$ 2.236.895.812,5000","R$ 144,0908","1,0271","0,5691%","-0,0355%","0,5334%","5,9364%","7,9900%","11,3200%",15
2018-10-01,KNCR11,Títulos e Val. Mob.,"106,08",26890.0,"R$ 0,5400","0,5098%","1,7968%","3,4953%","7,0801%","0,5989%","0,5825%","0,5900%","5,2100%","-0,8146%","-0,3090%","4,2788%","R$ 2.915.593.867,7200","R$ 103,7618","1,0223","0,5204%","0,0601%","0,5808%","4,7479%",N/A,N/A,0
2018-10-01,MXRF11,Híbrido,"9,86",88481.0,"R$ 0,0700","0,7143%","2,1970%","4,6042%","8,3015%","0,7323%","0,7674%","0,6918%","6,5385%","-3,6382%","-2,9499%","9,0681%","R$ 302.461.412,4000","R$ 9,6072","1,0263","0,7286%","-0,0507%","0,6775%","9,1962%",N/A,N/A,0
2018-10-01,MFII11,Híbrido,"79,60",9441.0,"R$ 1,1800","1,0172%","2,8905%","5,5796%","11,1146%","0,9635%","0,9299%","0,9262%","5,5796%","-3,4138%","-2,4313%","-14,0804%","R$ 199.645.030,7900","R$ 99,6923","0,7985",,,,,N/A,N/A,9
2018-10-01,DRIT11B,Lajes Corporativas,"132,00",17.0,"R$ 0,7000","0,5600%","1,7337%","3,3096%","7,9620%","0,5779%","0,5516%","0,6635%","6,5394%","8,6957%","9,3043%","11,1661%","R$ 55.901.711,5300","R$ 120,6658","1,0939","0,5801%","-0,1814%","0,3977%","3,3922%","0,0000%",N/A,6
2018-10-01,PLRI11,Títulos e Val. Mob.,"78,23",347.0,"R$ 0,8244","1,0318%","2,8140%","4,8981%","8,3188%","0,9380%","0,8163%","0,6932%","6,8003%","1,0114%","2,0537%","-6,5585%","R$ 79.209.544,4000","R$ 83,0024","0,9425","0,9933%","-3,5640%","-2,6061%","-8,9547%",N/A,N/A,0
2018-10-01,PORD11,Títulos e Val. Mob.,"100,00",93.0,"R$ 5,0000","4,9087%","4,9087%","4,9087%","8,0854%","1,6362%","0,8181%","0,6738%","4,9087%","1,4542%","6,4343%","6,8600%","R$ 106.677.175,2900","R$ 106,6772","0,9374",,,,,N/A,N/A,0
2018-10-01,RBDS11,Residencial,"289,90",78.0,"R$ 7,0804","2,1989%","8,0134%","11,8951%","21,5971%","2,6711%","1,9825%","1,7998%","15,8105%","-6,9418%","-4,8956%","-5,8723%","R$ 39.144.312,9900","R$ 309,3850","0,9370","2,2885%","-14,2478%","-12,2853%","-34,6186%",N/A,N/A,0
2018-10-01,RBGS11,Shoppings,"42,80",804.0,"R$ 0,1631","0,3924%","1,0526%","1,8451%","4,3725%","0,3509%","0,3075%","0,3644%","3,5985%","0,1446%","0,5376%","-7,0799%","R$ 107.090.042,4300","R$ 99,3414","0,4308","0,1641%","-0,0237%","0,1404%","1,8698%","12,6000%",N/A,1
2018-10-01,FIIP11B,Logística,"180,95",530.0,"R$ 1,2412","0,6810%","2,0223%","3,9820%","9,0755%","0,6741%","0,6637%","0,7563%","7,1023%","0,0055%","0,6866%","0,3066%","R$ 176.421.892,0000","R$ 190,2816","0,9510","0,6523%","0,1610%","0,8144%","14,5080%",N/A,N/A,7
2018-10-01,RBRD11,Híbrido,"87,00",750.0,"R$ 0,5130","0,6036%","1,8020%","3,7641%","10,2492%","0,6007%","0,6273%","0,8541%","5,4121%","-0,8169%","-0,2182%","8,7955%","R$ 141.420.800,0800","R$ 76,3699","1,1392","0,6717%","0,3512%","1,0252%","9,2343%","0,0000%",N/A,4
2018-10-01,RDES11,Lajes Corporativas,"72,35",154.0,"R$ 0,1761","0,2446%","0,7477%","2,0151%","4,2085%","0,2492%","0,3359%","0,3507%","3,0031%","2,8571%","3,1087%","10,6991%","R$ 66.986.481,8100","R$ 90,2783","0,8014","0,1951%","-0,0357%","0,1593%","2,3382%","50,5300%",N/A,4
2018-10-01,RBCB11,Outros,"212,00",66.0,"R$ 4,4000","1,9731%","5,5666%","8,1585%","11,4363%","1,8555%","1,3597%","0,9530%","9,5412%","3,7209%","5,7674%","-61,6340%","R$ 6.321.876,8500","R$ 119,0561","1,7807","3,6957%","-11,4391%","-8,1662%","-38,5283%",N/A,N/A,0
2018-10-01,RBVO11,Outros,"57,99",255.0,"R$ 0,5000","0,8475%","1,9595%","3,4553%","8,6747%","0,6532%","0,5759%","0,7229%","5,1412%","1,9703%","2,8344%","-0,6348%","R$ 30.653.595,4000","R$ 59,4265","0,9758","0,8414%","0,2818%","1,1255%","5,6254%",N/A,N/A,0
2018-10-01,SAAG11,Outros,"115,83",6534.0,"R$ 0,8700","0,7960%","2,3041%","4,3592%","8,1811%","0,7680%","0,7265%","0,6818%","6,2701%","-2,8444%","-2,0711%","-9,9481%","R$ 495.165.776,1200","R$ 87,9277","1,3173","0,9894%","0,0120%","1,0016%","9,2533%",N/A,N/A,28
2018-10-01,SDIL11,Logística,"96,48",2356.0,"R$ 0,6400","0,6809%","2,0905%","4,1746%","7,8940%","0,6968%","0,6958%","0,6578%","6,0009%","3,7528%","4,4592%","0,6491%","R$ 136.244.349,3600","R$ 92,9312","1,0382","0,6887%","-1,9328%","-1,2574%","5,9482%","0,0000%",N/A,1
2018-10-01,SPTW11,Lajes Corporativas,"72,70",1414.0,"R$ 0,5500","0,7560%","2,2518%","4,4632%","8,6691%","0,7506%","0,7439%","0,7224%","6,5182%","0,0550%","0,8114%","-1,7942%","R$ 133.706.690,6800","R$ 74,3641","0,9776","0,7396%","0,0613%","0,8014%","7,3071%",N/A,N/A,2
2018-10-01,XTED11,Lajes Corporativas,"16,21",1315.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-1,0989%","-1,0989%","-32,5843%","R$ 50.410.829,5900","R$ 28,1223","0,5764",,,,,"96,8000%","94,0000%",2
2018-10-01,TRXL11,Logística,"66,29",764.0,"R$ 0,3086","0,4822%","1,3932%","2,8594%","5,4781%","0,4644%","0,4766%","0,4565%","4,1649%","-7,8330%","-7,3886%","-16,3627%","R$ 188.932.084,5800","R$ 101,1704","0,6552","0,3051%","-0,0058%","0,2993%","-0,9204%","50,7000%","33,8000%",6
2018-10-01,XPCM11,Lajes Corporativas,"92,88",3081.0,"R$ 0,7800","0,8595%","2,5801%","5,0369%","9,7924%","0,8600%","0,8395%","0,8160%","7,4166%","0,4650%","1,3285%","-0,8054%","R$ 194.401.179,3600","R$ 80,5117","1,1536","0,9688%","0,0752%","1,0447%","8,2388%","0,0000%","0,0000%",1
2018-10-01,KNIP11,Títulos e Val. Mob.,"107,80",16122.0,"R$ 0,5900","0,5463%","2,1703%","3,8814%","8,0130%","0,7234%","0,6469%","0,6678%","6,0571%","-0,3690%","0,1753%","6,2419%","R$ 1.755.486.183,3600","R$ 100,5958","1,0716","0,5865%","-0,3885%","0,1958%","3,6843%",N/A,N/A,0
2018-10-01,FAED11,Outros,"201,22",0.0,"R$ 1,5211","0,7645%","2,2673%","4,5149%","8,5450%","0,7558%","0,7525%","0,7121%","6,4858%","-0,0251%","0,7392%","-5,6684%","R$ 103.264.767,3200","R$ 160,8065","1,2513","0,9459%","-0,0046%","0,9413%","8,6928%","0,0000%",N/A,3
2018-10-01,CNES11,Lajes Corporativas,"72,45",0.0,"R$ 0,0628","0,0867%","0,8618%","1,7041%","3,7079%","0,2873%","0,2840%","0,3090%","2,6205%","2,8681%","2,9573%","-26,0003%","R$ 291.327.705,9000","R$ 98,7803","0,7334","0,0636%","0,0037%","0,0673%","-2,9273%","59,8000%",N/A,1
2018-10-01,FLRP11,Shoppings,"1.260,04",6.0,"R$ 5,5995","0,4444%","1,4598%","3,0869%","6,5554%","0,4866%","0,5145%","0,5463%","5,2404%","-1,1733%","-0,7342%","13,4713%","R$ 77.273.745,4200","R$ 1.387,5446","0,9081","0,4036%","0,0368%","0,4405%","3,5371%","3,1800%",N/A,1
