Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-06-23,FLRP11,Shoppings,"1.201,01",0.0,"R$ 5,1205","0,4207%","1,8122%","3,8503%","6,6986%","0,6041%","0,6417%","0,5582%","3,3324%","0,1630%","0,5844%","7,5299%","R$ 77.323.792,6100","R$ 1.388,4432","0,8650","0,3688%","-1,7064%","-1,3439%","1,8376%","1,7400%",N/A,1
2018-06-23,FEXC11,Títulos e Val. Mob.,"103,00",0.0,"R$ 0,8200","0,7736%","2,1741%","4,4937%","7,2195%","0,7247%","0,7490%","0,6016%","3,8414%","-0,7955%","-0,0281%","5,8989%","R$ 147.006.678,1800","R$ 100,6013","1,0238","0,8151%","-0,3946%","0,4173%","3,7594%",N/A,N/A,0
2018-06-23,EDGA11,Lajes Corporativas,"38,20",0.0,"R$ 0,0669","0,1633%","0,5734%","1,4548%","2,8857%","0,1911%","0,2425%","0,2405%","0,8201%","-11,5858%","-11,4414%","-14,8101%","R$ 310.357.991,0100","R$ 81,4149","0,4692",,,,,"25,8000%",N/A,1
2018-06-23,NSLU11,Hospital,"234,00",0.0,"R$ 1,5568","0,6011%","1,7507%","3,5693%","7,6509%","0,5836%","0,5949%","0,6376%","2,3424%","-4,1096%","-3,5332%","0,2383%","R$ 236.192.623,3100","R$ 206,3178","1,1342",,,,,"0,0000%",N/A,1
2018-06-23,HTMX11,Hotel,"119,88",0.0,"R$ 0,5078","0,4063%","1,1580%","2,7197%","5,8181%","0,3860%","0,4533%","0,4848%","1,9382%","-10,7015%","-10,3387%","-2,7166%","R$ 150.690.631,6000","R$ 134,6703","0,8902","0,3771%","-0,0670%","0,3098%","2,1497%","26,0000%",N/A,24
2018-06-23,MAXR11,Outros,"1.890,00",0.0,"R$ 8,7395","0,4482%","1,3104%","4,5102%","8,4335%","0,4368%","0,7517%","0,7028%","1,6960%","-2,0101%","-1,5709%","-0,9350%","R$ 110.142.311,8200","R$ 1.859,0989","1,0166",,,,,"0,0000%",N/A,8
2018-06-23,JRDM11,Shoppings,"71,86",0.0,"R$ 0,3333","0,4534%","1,2057%","3,0066%","5,8054%","0,4019%","0,5011%","0,4838%","1,6289%","-6,7259%","-6,3030%","-8,3379%","R$ 188.874.838,1300","R$ 84,9616","0,8458",,,,,"2,1200%",N/A,1
2018-06-23,ALMI11,Lajes Corporativas,"1.370,00",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-7,2053%","-7,2053%","-3,4530%","R$ 213.233.570,7100","R$ 2.036,6148","0,6727",,,,,"82,0000%",N/A,1
2018-06-23,TRNT11,Lajes Corporativas,"175,00",0.0,"R$ 0,4536","0,2733%","0,6766%","1,2908%","3,1670%","0,2255%","0,2151%","0,2639%","1,0867%","-9,2896%","-9,0417%","-5,7290%","R$ 736.187.492,1900","R$ 187,0603","0,9355","0,2425%","0,2304%","0,4735%","1,7600%","21,1000%",N/A,1
2018-06-23,FVBI11,Lajes Corporativas,"100,98",0.0,"R$ 0,4250","0,4163%","1,1361%","2,2368%","4,5221%","0,3787%","0,3728%","0,3768%","1,5316%","-5,8726%","-5,4808%","1,1441%","R$ 202.243.695,9600","R$ 94,0668","1,0735",,,,,"12,4000%",N/A,1
2018-06-23,FCFL11,Outros,"1.845,00",78.0,"R$ 10,7447","0,5946%","1,6049%","3,0228%","6,1894%","0,5350%","0,5038%","0,5158%","2,5611%","-11,8541%","-11,3300%","-17,5009%","R$ 261.845.271,7100","R$ 1.567,9358","1,1767","0,6853%","0,0347%","0,7202%","4,6339%","0,0000%",N/A,1
2018-06-23,THRA11,Lajes Corporativas,"102,09",1301.0,"R$ 0,3462","0,3170%","1,0170%","2,1413%","4,6821%","0,3390%","0,3569%","0,3902%","1,7601%","-5,8534%","-5,5550%","-1,6409%","R$ 134.793.596,4500","R$ 91,5265","1,1154","0,3782%","0,1036%","0,4823%","9,4161%","0,0000%",N/A,1
2018-06-23,CEOC11,Lajes Corporativas,"77,01",1110.0,"R$ 0,5281","0,6022%","1,8448%","3,6018%","4,9651%","0,6149%","0,6003%","0,4138%","3,0205%","-2,0223%","-1,4323%","0,4120%","R$ 152.136.872,3100","R$ 83,7898","0,9191","0,6302%","1,1097%","1,7470%","6,9571%","0,0000%",N/A,1
2018-06-23,GGRC11,Logística,"120,98",21474.0,"R$ 0,8400","0,6510%","1,8257%","3,5711%","7,3483%","0,6086%","0,5952%","0,6124%","2,9260%","-3,3193%","-2,6899%","0,1129%","R$ 434.961.815,6300","R$ 113,0879","1,0698","0,7428%","-0,2977%","0,4429%","5,7855%","0,0000%","0,0000%",11
2018-06-23,OUJP11,,"99,75",806.0,"R$ 0,6042","0,5923%","1,8600%","3,9036%","9,3089%","0,6200%","0,6506%","0,7757%","3,1988%","-3,6554%","-3,0848%","-0,8430%","R$ 73.351.191,7100","R$ 101,8767","0,9791","0,5930%","0,1732%","0,7673%","3,7954%",N/A,N/A,0
2018-06-23,HCRI11,Hospital,"290,70",0.0,"R$ 2,1879","0,6436%","1,8906%","3,9202%","8,0766%","0,6302%","0,6534%","0,6731%","3,2557%","-5,2982%","-4,6887%","7,2971%","R$ 62.912.560,6000","R$ 314,5628","0,9241","0,6955%","-0,0069%","0,6886%","3,6506%","0,0000%",N/A,1
2018-06-23,RBRF11,Títulos e Val. Mob.,"95,00",3093.0,"R$ 0,8000","0,8073%","2,3765%","4,1118%","0,0000%","0,7922%","0,6853%","0,0000%","3,7202%","-4,7115%","-3,9423%","6,5719%","R$ 77.637.836,9900","R$ 95,8501","0,9911","0,8346%","-4,0554%","-3,2547%","0,3972%",N/A,N/A,0
2018-06-23,VISC11,Shoppings,"98,78",23511.0,"R$ 0,6100","0,5857%","1,6924%","3,3804%","0,0000%","0,5641%","0,5634%","0,0000%","2,7940%","-7,9947%","-7,4558%","-2,6608%","R$ 812.156.166,0400","R$ 99,5316","0,9924","0,6129%","-0,1586%","0,4533%","4,2866%","5,0000%",N/A,7
2018-06-23,XPML11,Shoppings,"96,98",0.0,"R$ 0,4955","0,5329%","1,5501%","0,0000%","0,0000%","0,5167%","0,0000%","0,0000%","2,5182%","-7,8851%","-7,3942%","-8,6372%","R$ 244.431.732,7100","R$ 96,0747","1,0094","0,5158%","-0,2201%","0,2945%","2,9074%","4,2000%",N/A,3
2018-06-23,BCFF11,Títulos e Val. Mob.,"72,00",0.0,"R$ 0,5100","0,6376%","1,7673%","3,6026%","7,6991%","0,5891%","0,6004%","0,6416%","2,9625%","-9,1539%","-8,5747%","0,4731%","R$ 505.595.483,6900","R$ 84,9832","0,8472","0,6001%","-5,2506%","-4,6820%","-2,5011%",N/A,N/A,0
2018-06-23,MALL11,Shoppings,"97,90",0.0,"R$ 0,6200","0,6194%","1,8411%","0,0000%","0,0000%","0,6137%","0,0000%","0,0000%","2,7926%","-5,5839%","-4,9991%","2,9266%","R$ 179.241.239,0700","R$ 96,3593","1,0160","0,6434%","0,0150%","0,6585%","3,2564%","0,1000%",N/A,1
2018-06-23,UBSR11,Títulos e Val. Mob.,"100,80",587.0,"R$ 0,5988","0,5813%","1,5020%","0,0000%","0,0000%","0,5007%","0,0000%","0,0000%","1,5020%","-0,9615%","-0,3858%","-2,6311%","R$ 29.977.759,4100","R$ 96,4262","1,0454","0,6210%","-1,0367%","-0,4222%","2,1658%",N/A,N/A,0
2018-06-23,BZLI11,Títulos e Val. Mob.,"13,60",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,6787%","0,6787%","1,1364%","R$ 297.894.670,8800","R$ 12,4086","1,0960",,,,,N/A,N/A,0
2018-06-23,ALZR11,Outros,"92,85",0.0,"R$ 0,6400","0,6957%","1,8460%","0,0000%","0,0000%","0,6153%","0,0000%","0,0000%","2,9457%","-7,4074%","-6,7633%","-8,4799%","R$ 95.096.542,9800","R$ 95,3787","0,9735","0,6710%","-0,0063%","0,6647%","3,0145%","0,0000%",N/A,2
2018-06-23,MGFF11,Títulos e Val. Mob.,"89,94",0.0,"R$ 0,3095","0,3364%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,6651%","-6,0937%","-5,7778%","-7,3870%","R$ 113.428.460,5100","R$ 94,0591","0,9562","0,3290%","-2,6880%","-2,3678%","-1,2769%",N/A,N/A,0
2018-06-23,IRDM11,Títulos e Val. Mob.,"94,05",0.0,"R$ 0,3365","0,3617%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","1,0752%","-6,9800%","-6,6435%","-5,0649%","R$ 103.352.183,8700","R$ 95,6965","0,9828","0,3516%","-0,2058%","0,1451%","1,4686%",N/A,N/A,0
2018-06-23,HFOF11,Títulos e Val. Mob.,"87,40",3261.0,"R$ 0,8500","0,8854%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","1,4410%","-3,0303%","-2,1717%","-2,6119%","R$ 209.150.591,8000","R$ 94,7040","0,9229","0,8975%","-4,3879%","-3,5298%","-4,1697%",N/A,N/A,0
2018-06-23,WPLZ11,Shoppings,"65,00",70.0,"R$ 1,0204","1,5701%","1,8809%","2,3754%","2,8982%","0,6270%","0,3959%","0,2415%","2,0200%","-7,1704%","-5,7129%","-12,7069%","R$ 81.931.363,2400","R$ 82,8142","0,7849",,,,,"11,0000%",N/A,1
