Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-06-23,HGBS11,Shoppings,"202,00",6061.0,"R$ 1,2000","0,5252%","1,5203%","3,0053%","6,0991%","0,5068%","0,5009%","0,5083%","2,5149%","-6,3525%","-5,8607%","-4,7147%","R$ 1.241.674.804,1200","R$ 231,0127","0,8744","0,5195%","-0,1527%","0,3660%","-89,6963%","6,6300%",N/A,8
2018-06-23,GRLV11,Logística,"111,45",1907.0,"R$ 0,7500","0,5995%","1,6709%","3,4731%","7,4554%","0,5570%","0,5789%","0,6213%","2,8481%","-10,6357%","-10,1000%","5,9393%","R$ 126.661.415,3700","R$ 117,9859","0,9446","0,6357%","-0,0092%","0,6264%","-89,6759%","7,2800%",N/A,1
2018-06-23,HGJH11,Lajes Corporativas,"139,40",2325.0,"R$ 0,7500","0,4732%","1,3477%","2,8626%","6,2128%","0,4492%","0,4771%","0,5177%","2,3359%","-8,3709%","-7,9373%","6,8955%","R$ 192.677.732,6200","R$ 116,7744","1,1938","0,6423%","-0,0676%","0,5742%","-89,6993%","4,1000%",N/A,2
2018-06-23,HGLG11,Logística,"123,00",30118.0,"R$ 0,8700","0,6444%","1,8404%","3,7807%","7,8814%","0,6135%","0,6301%","0,6568%","3,1329%","-4,2010%","-3,5836%","5,9969%","R$ 917.547.026,1700","R$ 116,4202","1,0565","0,7473%","-0,4881%","0,2555%","-89,4147%","17,3000%","14,1000%",8
2018-06-23,HGRE11,Lajes Corporativas,"120,25",5730.0,"R$ 0,8000","0,5818%","1,6341%","3,3536%","7,0952%","0,5447%","0,5589%","0,5913%","2,7008%","-9,2948%","-8,7671%","-5,8276%","R$ 1.097.336.106,3600","R$ 148,6281","0,8091","0,5383%","-0,5464%","-0,0110%","-89,8026%","18,6000%","17,4000%",19
2018-06-23,HGCR11,Títulos e Val. Mob.,"105,70",1511.0,"R$ 0,7700","0,6890%","2,1025%","4,2281%","8,6008%","0,7008%","0,7047%","0,7167%","3,5259%","2,2883%","2,9931%","13,4766%","R$ 106.870.015,2000","R$ 102,0638","1,0356","0,7544%","-2,4157%","-1,6795%","3,7481%",N/A,N/A,0
2018-06-23,DOMC11,Lajes Corporativas,"436,00",31.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-10,4898%","-10,4898%","-5,6946%","R$ 234.883.607,4300","R$ 984,8369","0,4427",,,,,N/A,N/A,1
2018-06-23,FIXX11,Títulos e Val. Mob.,"79,54",397.0,"R$ 0,6000","0,7318%","1,6681%","3,2918%","7,4144%","0,5560%","0,5486%","0,6179%","2,6457%","-4,6517%","-3,9539%","-10,4446%","R$ 32.615.843,0000","R$ 89,1211","0,8925","0,6732%","-6,8940%","-6,2671%","-1,7422%",N/A,N/A,0
2018-06-23,VRTA11,Títulos e Val. Mob.,"105,05",3850.0,"R$ 0,7400","0,6981%","2,0388%","3,8811%","8,0824%","0,6796%","0,6469%","0,6735%","3,2505%","-0,8883%","-0,1964%","-1,1193%","R$ 224.570.528,9300","R$ 100,1742","1,0487","0,7387%","-2,6251%","-1,9057%","-0,8629%",N/A,N/A,0
2018-06-23,BRCR11,Híbrido,"87,00",29352.0,"R$ 0,3500","0,4011%","0,9490%","2,1752%","4,6106%","0,3163%","0,3625%","0,3842%","1,2816%","-14,8267%","-14,4851%","-16,0251%","R$ 2.413.966.331,7000","R$ 125,5669","0,6929",,,,,"33,0000%","30,2000%",11
2018-06-23,FAMB11B,Lajes Corporativas,"2.979,00",58.0,"R$ 36,0801","1,2111%","3,1696%","5,8494%","10,9241%","1,0565%","0,9749%","0,9103%","4,9261%","-14,8855%","-13,8546%","-23,3173%","R$ 484.342.841,7800","R$ 4.621,5920","0,6446","0,7807%","0,0370%","0,8180%","4,1408%","0,0000%",N/A,1
2018-06-23,PQDP11,Shoppings,"2.900,00",34.0,"R$ 13,0161","0,4352%","1,2292%","2,4667%","5,2672%","0,4097%","0,4111%","0,4389%","1,5804%","-11,5089%","-11,1238%","-7,7550%","R$ 636.713.735,6300","R$ 2.669,9167","1,0862",,,,,"2,1000%",N/A,1
2018-06-23,PRSV11,Lajes Corporativas,"350,00",57.0,"R$ 0,8200","0,2216%","0,5928%","1,0763%","3,1779%","0,1976%","0,1794%","0,2648%","0,8827%","-2,6316%","-2,4158%","-8,0212%","R$ 78.998.529,8000","R$ 405,1207","0,8639","0,2024%","-0,0213%","0,1811%","0,8761%",N/A,N/A,2
2018-06-23,TBOF11,Lajes Corporativas,"74,84",10932.0,"R$ 0,1766","0,2370%","0,6319%","1,2648%","2,7949%","0,2106%","0,2108%","0,2329%","1,0699%","-9,6860%","-9,4719%","-8,7267%","R$ 799.483.908,5000","R$ 79,5506","0,9408","0,2220%","0,1049%","0,3272%","1,0769%","28,2000%",N/A,1
2018-06-23,VLOL11,Lajes Corporativas,"82,00",2191.0,"R$ 0,3172","0,3448%","1,2134%","2,3038%","5,2045%","0,4045%","0,3840%","0,4337%","1,8826%","1,6575%","2,0080%","4,1612%","R$ 132.665.196,3300","R$ 74,3294","1,1032","0,4268%","0,0729%","0,5000%","2,4270%","11,2300%",N/A,1
2018-06-23,AGCX11,Outros,"1.046,99",292.0,"R$ 7,2500","0,6272%","1,7886%","3,5978%","7,3091%","0,5962%","0,5996%","0,6091%","2,9238%","-6,7742%","-6,1895%","-6,5046%","R$ 432.219.514,7100","R$ 1.067,2087","0,9811","0,6793%","0,0181%","0,6976%","3,5050%",N/A,N/A,41
2018-06-23,BBVJ11,Lajes Corporativas,"50,00",1481.0,"R$ 0,0000","0,0000%","0,0000%","0,6656%","2,4243%","0,0000%","0,1109%","0,2020%","0,0000%","-8,9464%","-8,9464%","-15,0167%","R$ 162.216.203,3000","R$ 59,8584","0,8353","0,0000%","0,1510%","0,1510%","0,1627%","49,2900%",N/A,1
2018-06-23,BMLC11B,Lajes Corporativas,"80,07",596.0,"R$ 0,5298","0,6617%","1,4382%","2,9763%","6,5517%","0,4794%","0,4960%","0,5460%","2,2546%","-4,1078%","-3,4733%","-2,8687%","R$ 84.258.578,1600","R$ 84,3932","0,9488","0,6278%","0,0071%","0,6350%","2,3024%","19,0000%",N/A,2
2018-06-23,BPFF11,Títulos e Val. Mob.,"87,01",2079.0,"R$ 0,6700","0,6518%","1,9041%","3,9337%","8,1707%","0,6347%","0,6556%","0,6809%","3,1945%","-3,4742%","-2,8451%","4,9196%","R$ 185.368.606,3300","R$ 92,6843","0,9388","0,7229%","-5,9908%","-5,3112%","-2,1810%",N/A,N/A,0
2018-06-23,CXCE11B,Outros,"2.185,00",12.0,"R$ 18,0650","0,8268%","2,2562%","4,4366%","8,9641%","0,7521%","0,7394%","0,7470%","3,6950%","-10,8163%","-10,0790%","-7,0923%","R$ 157.859.627,6900","R$ 2.303,9147","0,9484","0,7841%","0,0281%","0,8124%","4,0782%",N/A,N/A,1
2018-06-23,CXTL11,Logística,"540,00",47.0,"R$ 1,0292","0,1821%","0,6505%","1,1299%","3,5713%","0,2168%","0,1883%","0,2976%","0,9361%","0,0265%","0,2087%","-0,2692%","R$ 51.532.165,1100","R$ 961,4748","0,5616","0,1070%","-0,6530%","-0,5466%","-0,1454%",N/A,N/A,4
2018-06-23,CTXT11,Lajes Corporativas,"4,06",8708.0,"R$ 0,0274","0,6667%","1,9647%","3,4765%","7,9408%","0,6549%","0,5794%","0,6617%","2,6762%","-5,2995%","-4,6682%","-6,1966%","R$ 124.717.308,9700","R$ 3,4339","1,1823","0,7979%","-0,0477%","0,7498%","3,6405%","5,5000%",N/A,1
2018-06-23,FLMA11,Híbrido,"2,30",13430.0,"R$ 0,0124","0,5082%","1,4603%","2,6871%","5,6024%","0,4868%","0,4478%","0,4669%","2,2498%","-6,5134%","-6,0383%","-2,9031%","R$ 183.594.329,9500","R$ 2,6595","0,8648","0,4663%","0,0364%","0,5029%","2,3352%",N/A,N/A,1
2018-06-23,EDFO11B,Lajes Corporativas,"264,00",146.0,"R$ 1,6205","0,6138%","1,7122%","3,5136%","7,3632%","0,5707%","0,5856%","0,6136%","2,9319%","-6,7171%","-6,1445%","-2,9173%","R$ 42.082.942,2700","R$ 178,3176","1,4805","0,9088%","0,0629%","0,9722%","4,8967%",N/A,N/A,1
2018-06-23,EURO11,Logística,"180,00",207.0,"R$ 1,2000","0,6897%","1,7636%","3,3997%","6,1786%","0,5879%","0,5666%","0,5149%","2,7586%","-9,6104%","-8,9870%","-10,5735%","R$ 119.121.458,5500","R$ 310,2638","0,5802","0,3868%","-0,0639%","0,3227%","1,9299%","5,3600%",N/A,6
2018-06-23,FIGS11,Shoppings,"67,30",12516.0,"R$ 0,8333","1,1111%","2,8225%","5,4657%","11,6042%","0,9408%","0,9110%","0,9670%","4,5635%","-22,7362%","-21,8777%","-17,8163%","R$ 242.084.960,3200","R$ 93,4150","0,7204","0,8921%","-0,0195%","0,8724%","10,6723%",N/A,N/A,2
2018-06-23,ABCP11,Shoppings,"14,49",25915.0,"R$ 0,0850","0,5491%","1,5338%","3,2152%","6,0542%","0,5113%","0,5359%","0,5045%","2,7180%","-3,8509%","-3,3230%","-6,2739%","R$ 784.868.696,1300","R$ 12,8627","1,1265","0,6608%","-0,0709%","0,5894%","3,5382%","1,9000%",N/A,1
2018-06-23,GWIR11,Híbrido,"215,00",127.0,"R$ 1,3600","0,6366%","1,7699%","3,7573%","7,1946%","0,5900%","0,6262%","0,5995%","2,8744%","-0,1682%","0,4673%","-9,1521%","R$ 79.761.391,3700","R$ 208,7902","1,0297","0,6514%","0,0314%","0,6830%","3,1059%",N/A,N/A,2
2018-06-23,FIIB11,Híbrido,"387,00",1155.0,"R$ 2,4700","0,6054%","1,8103%","3,5532%","7,2990%","0,6034%","0,5922%","0,6082%","2,3817%","-0,4878%","0,1146%","-0,5228%","R$ 266.996.832,0400","R$ 389,7764","0,9929",,,,,"0,9500%",N/A,1
2018-06-23,FMOF11,Lajes Corporativas,"93,00",147.0,"R$ 0,2500","0,2500%","0,7314%","1,5979%","2,9563%","0,2438%","0,2663%","0,2464%","1,1797%","-6,5421%","-6,3084%","-12,7638%","R$ 66.937.377,4800","R$ 131,7644","0,7058","0,1897%","0,0142%","0,2040%","1,0152%","47,8000%",N/A,1
2018-06-23,MBRF11,Outros,"990,00",103.0,"R$ 8,0000","0,8000%","2,2513%","4,4467%","7,4129%","0,7504%","0,7411%","0,6177%","3,7272%","-9,5032%","-8,7792%","-4,8743%","R$ 116.125.444,8500","R$ 1.142,2475","0,8667","0,7004%","0,0045%","0,7049%","3,5806%","0,0000%",N/A,2
2018-06-23,PABY11,Híbrido,"24,95",27.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-21,1009%","-21,1009%","-26,4957%","R$ 181.951.577,1300","R$ 239,9151","0,1040","0,0000%","0,3407%","0,3407%","0,6646%",N/A,N/A,1
2018-06-23,FPAB11,Lajes Corporativas,"315,00",277.0,"R$ 1,8500","0,5316%","1,5432%","3,1713%","6,5446%","0,5144%","0,5285%","0,5454%","2,6019%","-8,1794%","-7,6913%","0,6055%","R$ 259.754.362,2900","R$ 346,3392","0,9095","0,5342%","-0,0147%","0,5194%","3,0423%","19,3200%",N/A,1
2018-06-23,FFCI11,Lajes Corporativas,"149,50",1676.0,"R$ 0,7300","0,4534%","1,3032%","2,3096%","5,7896%","0,4344%","0,3849%","0,4825%","2,3096%","-8,0525%","-7,6356%","-4,5778%","R$ 383.881.554,8700","R$ 176,9039","0,8451","0,3957%","-0,0265%","0,3691%","1,8648%","5,6000%",N/A,8
2018-06-23,RNGO11,Lajes Corporativas,"77,93",4418.0,"R$ 0,5400","0,6545%","1,8179%","3,5543%","7,0649%","0,6060%","0,5924%","0,5887%","2,9730%","-9,2908%","-8,6971%","-9,1101%","R$ 248.411.829,0500","R$ 92,8295","0,8395","0,5817%","-0,0267%","0,5548%","2,9460%","7,6000%",N/A,2
2018-06-23,SCPF11,Shoppings,"12,10",605.0,"R$ 0,0622","0,5058%","1,3633%","3,3604%","7,0977%","0,4544%","0,5601%","0,5915%","2,8227%","-11,2554%","-10,8065%","-9,6359%","R$ 47.059.596,8100","R$ 11,2047","1,0799","0,5553%","0,1209%","0,6769%","4,0677%",N/A,N/A,1
2018-06-23,SHPH11,Shoppings,"1.010,00",72.0,"R$ 3,5500","0,3496%","1,0226%","2,2604%","4,5656%","0,3409%","0,3767%","0,3805%","1,9139%","-4,1896%","-3,8547%","3,5165%","R$ 423.798.328,0800","R$ 695,9493","1,4513","0,5101%","0,0061%","0,5162%","-2,8135%","2,3000%",N/A,1
2018-06-23,ONEF11,Lajes Corporativas,"118,00",967.0,"R$ 0,6700","0,5154%","1,5523%","3,1807%","6,5948%","0,5174%","0,5301%","0,5496%","2,6688%","-3,7108%","-3,2146%","10,3361%","R$ 99.186.077,2000","R$ 108,8760","1,0838","0,6154%","0,0001%","0,6155%","-89,6875%","0,0000%",N/A,1
2018-06-23,FIVN11,Shoppings,"4,25",128.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 156.087.008,9900","R$ 16,5827","0,2563",,,,,N/A,N/A,1
2018-06-23,RBBV11,Títulos e Val. Mob.,"61,50",1286.0,"R$ 0,3031","0,4812%","1,2779%","3,1376%","5,6195%","0,4260%","0,5229%","0,4683%","2,5824%","-3,0769%","-2,6106%","-0,4569%","R$ 125.686.591,6000","R$ 100,2154","0,6137","0,3025%","0,1142%","0,4170%","1,5384%",N/A,N/A,1
2018-06-23,JSRE11,Híbrido,"100,37",9502.0,"R$ 0,5400","0,5192%","1,5097%","3,2043%","7,4700%","0,5032%","0,5340%","0,6225%","2,5880%","-2,5761%","-2,0703%","-0,1688%","R$ 701.412.479,4400","R$ 108,6965","0,9234","0,4968%","-1,6156%","-1,1268%","1,5886%","0,0000%",N/A,2
2018-06-23,KNRE11,Residencial,"10,08",5595.0,"R$ 0,8087","8,0875%","8,0875%","9,2979%","11,2184%","2,6958%","1,5496%","0,9349%","8,0875%","0,0000%","8,0875%","2,5498%","R$ 183.822.363,0900","R$ 9,9111","1,0170","8,1601%","-7,9869%","-0,4786%","915,2178%",N/A,N/A,0
2018-06-23,KNRI11,Híbrido,"140,89",11538.0,"R$ 0,8200","0,5193%","1,4781%","2,9088%","6,3817%","0,4927%","0,4848%","0,5318%","2,3495%","-5,4491%","-4,9581%","-0,2193%","R$ 2.168.580.839,2400","R$ 139,6903","1,0086","0,5870%","-0,0819%","0,5046%","0,3289%","9,5700%","13,5100%",15
2018-06-23,KNCR11,Títulos e Val. Mob.,"104,45",37755.0,"R$ 0,5900","0,5566%","1,6775%","3,4168%","7,3777%","0,5592%","0,5695%","0,6148%","2,8244%","1,0967%","1,6594%","1,9048%","R$ 2.921.660.865,7500","R$ 103,9777","1,0045","0,5674%","-0,5192%","0,0453%","2,4365%",N/A,N/A,0
2018-06-23,MXRF11,Híbrido,"9,52",57342.0,"R$ 0,0800","0,8247%","1,9542%","3,8364%","7,7867%","0,6514%","0,6394%","0,6489%","3,3106%","-10,8456%","-10,1103%","4,5400%","R$ 298.942.886,4900","R$ 9,4954","1,0026","0,8425%","-0,6584%","0,1786%","3,6540%",N/A,N/A,0
2018-06-23,MFII11,Híbrido,"115,33",8920.0,"R$ 1,1800","0,9825%","2,7604%","5,3993%","11,0953%","0,9201%","0,8999%","0,9246%","4,5624%","-9,3448%","-8,4541%","-11,9393%","R$ 222.468.575,8700","R$ 111,0892","1,0382","1,0622%","-0,9770%","0,0748%","7,6582%",N/A,N/A,9
2018-06-23,DRIT11B,Lajes Corporativas,"119,00",16.0,"R$ 0,7000","0,5738%","3,2382%","4,6869%","7,3590%","1,0794%","0,7811%","0,6133%","4,2457%","-17,0068%","-16,5306%","6,0448%","R$ 56.250.800,1100","R$ 121,4194","0,9801","0,5765%","-0,2684%","0,3065%","1,6629%","0,0000%",N/A,6
2018-06-23,PLRI11,Títulos e Val. Mob.,"82,50",434.0,"R$ 0,3800","0,4319%","2,1285%","3,8202%","14,6635%","0,7095%","0,6367%","1,2220%","3,1641%","1,4294%","1,8674%","-0,7555%","R$ 84.719.091,1000","R$ 88,7758","0,9293","0,4280%","-0,9391%","-0,5151%","-4,0043%",N/A,N/A,0
2018-06-23,PORD11,Títulos e Val. Mob.,"102,25",530.0,"R$ 0,0000","0,0000%","0,0000%","3,1767%","8,4519%","0,0000%","0,5295%","0,7043%","0,0000%","-0,0995%","-0,0995%","0,4000%","R$ 106.691.094,8700","R$ 106,6911","0,9584","0,0000%","0,7365%","0,7365%","3,4540%",N/A,N/A,0
2018-06-23,RBDS11,Residencial,"380,05",57.0,"R$ 2,2173","0,5439%","4,5010%","8,8704%","14,5464%","1,5003%","1,4784%","1,2122%","6,8121%","-1,7663%","-1,2320%","9,0393%","R$ 58.940.197,6100","R$ 465,8457","0,8158","0,4760%","-2,5618%","-2,0980%","-9,6806%",N/A,N/A,0
2018-06-23,RBGS11,Shoppings,"47,00",933.0,"R$ 0,1917","0,3834%","0,8805%","2,6794%","4,5323%","0,2935%","0,4466%","0,3777%","2,3691%","-15,2255%","-14,9005%","10,4532%","R$ 107.066.972,2000","R$ 99,3200","0,4732","0,1930%","0,0130%","0,2061%","1,2980%","13,1000%",N/A,1
2018-06-23,FIIP11B,Logística,"195,90",430.0,"R$ 1,2989","0,6630%","1,9253%","5,0843%","9,0000%","0,6418%","0,8474%","0,7500%","4,4087%","-5,6313%","-5,0056%","-0,0105%","R$ 164.933.699,6000","R$ 177,8909","1,1012","0,7302%","0,1555%","0,8867%","4,2980%",N/A,N/A,7
2018-06-23,RBRD11,Híbrido,"80,00",878.0,"R$ 0,5132","0,6161%","1,7774%","3,5703%","10,1979%","0,5925%","0,5950%","0,8498%","2,9505%","-3,3643%","-2,7689%","4,0471%","R$ 139.522.726,0400","R$ 75,3450","1,0618","0,6811%","0,3419%","1,0254%","4,8713%","0,0000%",N/A,4
2018-06-23,RDES11,Lajes Corporativas,"69,52",225.0,"R$ 0,1488","0,2067%","0,8376%","1,9608%","4,4168%","0,2792%","0,3268%","0,3681%","1,5113%","3,8961%","4,1108%","9,0640%","R$ 67.105.450,6700","R$ 90,4386","0,7687","0,1645%","-0,1606%","0,0037%","1,3309%","50,5300%",N/A,4
2018-06-23,RBCB11,Outros,"244,70",17.0,"R$ 2,7500","0,6841%","1,7331%","3,3850%","9,0645%","0,5777%","0,5642%","0,7554%","2,5668%","-19,5984%","-19,0484%","-35,4579%","R$ 9.417.443,0700","R$ 177,3530","1,3797","1,5506%","-8,0332%","-6,6072%","-18,3088%",N/A,N/A,0
2018-06-23,RBVO11,,"59,00",281.0,"R$ 0,3000","0,5000%","1,5604%","5,0514%","8,3237%","0,5201%","0,8419%","0,6936%","2,6818%","-0,8264%","-0,3306%","-1,3978%","R$ 30.386.285,7400","R$ 58,9082","1,0016","0,5093%","-1,4159%","-0,9139%","2,1973%",N/A,N/A,0
2018-06-23,SAAG11,Outros,"115,60",4820.0,"R$ 0,8500","0,6795%","1,9322%","3,8940%","7,7468%","0,6441%","0,6490%","0,6456%","3,2247%","-6,6418%","-6,0075%","-0,0105%","R$ 494.982.003,8900","R$ 87,8950","1,3152","0,9671%","0,0162%","0,9835%","5,0061%",N/A,N/A,28
2018-06-23,SDIL11,Logística,"82,55",2114.0,"R$ 0,6300","0,6923%","1,9298%","3,8393%","7,6526%","0,6433%","0,6399%","0,6377%","3,1513%","-7,1334%","-6,4905%","-5,2909%","R$ 133.829.145,4000","R$ 93,0110","0,8875","0,6773%","0,0036%","0,6810%","3,1938%","14,2000%",N/A,1
2018-06-23,SPTW11,Lajes Corporativas,"71,44",2286.0,"R$ 0,5500","0,7534%","2,1376%","4,2240%","8,6373%","0,7125%","0,7040%","0,7198%","3,5047%","-7,5949%","-6,8987%","-4,3713%","R$ 133.412.576,7500","R$ 74,2005","0,9628","0,7412%","0,0502%","0,7918%","3,9586%",N/A,N/A,2
2018-06-23,XTED11,Lajes Corporativas,"18,27",2052.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-5,0000%","-5,0000%","-28,8390%","R$ 51.195.609,6400","R$ 28,5601","0,6397","0,0000%","-0,2545%","-0,2545%","-1,5900%","96,8000%","97,2900%",2
2018-06-23,TRXL11,Logística,"65,76",1015.0,"R$ 0,3376","0,4689%","1,3518%","2,6480%","5,4719%","0,4506%","0,4413%","0,4560%","1,7745%","-1,3699%","-0,9074%","-8,1397%","R$ 174.332.506,9100","R$ 104,3916","0,6299",,,,,"50,8000%","34,9000%",6
2018-06-23,XPCM11,Lajes Corporativas,"90,14",5079.0,"R$ 0,7800","0,8136%","2,3974%","4,7763%","9,7940%","0,7991%","0,7961%","0,8162%","3,9852%","-2,6701%","-1,8782%","1,2710%","R$ 193.932.040,7500","R$ 80,3174","1,1223","0,9711%","0,0520%","1,0237%","4,8968%","0,0000%",N/A,1
2018-06-23,KNIP11,Títulos e Val. Mob.,"104,40",9042.0,"R$ 0,5900","0,5496%","1,7945%","3,9238%","7,3587%","0,5982%","0,6540%","0,6132%","3,2790%","-0,9412%","-0,3968%","2,7193%","R$ 1.745.002.202,3800","R$ 101,8076","1,0255","0,5795%","-2,0399%","-1,4722%","1,9011%",N/A,N/A,0
2018-06-23,FAED11,Outros,"196,80",0.0,"R$ 2,3528","1,1764%","2,0982%","4,1468%","8,2395%","0,6994%","0,6911%","0,6866%","3,4131%","-10,3139%","-9,2588%","-8,0293%","R$ 103.288.360,6500","R$ 160,8432","1,2236","1,4628%","0,0005%","1,4633%","4,6457%","0,0000%",N/A,3
2018-06-23,CNES11,Lajes Corporativas,"76,19",0.0,"R$ 0,2022","0,2647%","0,8644%","1,7737%","4,0296%","0,2881%","0,2956%","0,3358%","1,4803%","-3,6570%","-3,4020%","-22,8481%","R$ 291.400.578,5300","R$ 98,8050","0,7711","0,2047%","-4,9514%","-4,7569%","-3,7334%","45,5000%",N/A,1
