Data,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
2023-02-01,LFTT11,Residencial,"R$ 69,00",1205.0,"R$ 0,75",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 323.918.256,91","R$ 43,75","1,58",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,CTXT11,Lajes Corporativas,"R$ 11,73",209.0,"R$ 0,09","0,39%","0,78%","1,36%","5,53%","0,26%","0,23%","0,46%","1,36%","-2,58%","-2,20%","-39,31%","R$ 105.535.568,13","R$ 36,36","0,32",N/A,N/A,N/A,N/A,"97,00%",N/A,1
2023-02-01,SRVD11,Títulos e Val. Mob.,"R$ 7,50",3.0,"R$ 0,10","1,01%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,01%","0,00%","1,01%","1,01%","R$ 71.362.233,07","R$ 0,74","10,12",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,RBIR11,Residencial,"R$ 62,00",1565.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","R$ 145.722.745,74","R$ 95,33","0,65",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,CARE11,Híbrido,"R$ 2,54",6526.0,"R$ 0,00","0,23%","0,66%","1,36%","1,60%","0,22%","0,23%","0,13%","1,36%","-2,63%","-2,41%","5,65%","R$ 291.348.200,87","R$ 8,15","0,31",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,RBGS11,Shoppings,"R$ 28,45",5157.0,"R$ 0,18","0,62%","1,59%","2,73%","5,12%","0,53%","0,46%","0,43%","5,12%","-1,90%","-1,29%","-28,71%","R$ 97.865.283,71","R$ 90,78","0,31","0,18%","0,00%","0,18%","1,17%","13,00%",N/A,1
2023-02-01,IBFF11,Títulos e Val. Mob.,"R$ 66,40",1924.0,"R$ 0,30","0,44%","2,01%","4,58%","9,52%","0,67%","0,76%","0,79%","5,42%","7,50%","7,98%","19,59%","R$ 9.855.905,16","R$ 14,78","4,49",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,YUFI11B,Residencial,N/A,N/A,"R$ 0,63","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 51.015.948,93","R$ 103,55",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,CORM11,Híbrido,"R$ 99,42",20270.0,"R$ 0,77","0,90%","2,76%","5,35%","11,38%","0,92%","0,89%","0,95%","6,20%","-2,97%","-2,10%","-4,27%","R$ 90.416.237,60","R$ 88,88","1,12",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,ERCR11,Híbrido,"R$ 76.000,00",1.0,"R$ 783,96","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 160.268.446,24","R$ 67.453,05","1,13",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,QIRI11,Títulos e Val. Mob.,"R$ 78,04",39.0,"R$ 0,66","0,86%","2,85%","5,44%","9,60%","0,95%","0,91%","0,80%","7,00%","6,81%","7,72%","-8,39%","R$ 13.441.852,95","R$ 89,61","0,87",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,BLCP11,Outros,"R$ 91,00",123.0,"R$ 0,56","0,62%","1,72%","3,46%","6,64%","0,57%","0,58%","0,55%","5,31%","-0,54%","0,08%","19,93%","R$ 256.580.339,90","R$ 111,74","0,81","0,50%","-0,02%","0,49%","15,81%","6,20%",N/A,2
2023-02-01,RBCO11,Lajes Corporativas,"R$ 44,00",2717.0,"R$ 0,20","0,45%","1,50%","4,23%","8,64%","0,50%","0,70%","0,72%","7,12%","5,64%","6,12%","-15,03%","R$ 340.483.845,14","R$ 90,10","0,49",N/A,N/A,N/A,N/A,"46,00%","50,00%",4
2023-02-01,VVPR11,Híbrido,"R$ 101,50",2211.0,"R$ 0,89","0,88%","2,47%","4,88%","9,73%","0,82%","0,81%","0,81%","6,57%","2,01%","2,91%","15,95%","R$ 226.032.234,18","R$ 98,03","1,04",N/A,N/A,N/A,N/A,"0,00%",N/A,6
2023-02-01,MBRF11,Outros,"R$ 679,00",438.0,"R$ 10,00","1,47%","4,42%","9,59%","17,77%","1,47%","1,60%","1,48%","16,27%","0,00%","1,47%","15,18%","R$ 78.331.485,01","R$ 770,49","0,88",N/A,N/A,N/A,N/A,"0,00%",N/A,2
2023-02-01,BTCR11,Títulos e Val. Mob.,"R$ 88,00",6663.0,"R$ 0,90","1,00%","2,93%","6,64%","13,56%","0,98%","1,11%","1,13%","11,59%","-6,19%","-5,26%","9,82%","R$ 458.252.683,73","R$ 95,27","0,92","0,94%","0,64%","1,59%","4,62%",N/A,N/A,0
2023-02-01,EVBI11,Híbrido,"R$ 93,00",370.0,"R$ 0,75","0,80%","2,33%","4,61%","9,56%","0,78%","0,77%","0,80%","7,77%","-2,48%","-1,71%","9,32%","R$ 166.888.383,24","R$ 99,74","0,93",N/A,N/A,N/A,N/A,"0,00%",N/A,4
2023-02-01,KNRE11,Residencial,"R$ 0,64",11671.0,"R$ 0,04","6,74%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","6,74%","0,00%","6,74%","6,74%","R$ 14.139.052,97","R$ 0,76","0,84",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,APTO11,Híbrido,"R$ 8,69",10814.0,"R$ 0,10","1,14%","3,26%","6,76%","13,35%","1,09%","1,13%","1,11%","13,35%","0,23%","1,37%","-0,39%","R$ 39.948.229,28","R$ 9,96","0,87",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,CACR11,Híbrido,"R$ 105,90",5131.0,"R$ 1,47","1,42%","4,27%","8,90%","15,99%","1,42%","1,48%","1,33%","15,99%","3,27%","4,73%","13,12%","R$ 187.120.461,40","R$ 103,53","1,02",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,VCRI11,,"R$ 8,95",65598.0,"R$ 0,13","1,38%","4,02%","8,27%","0,00%","1,34%","1,38%","0,00%","11,51%","-0,66%","0,71%","7,38%","R$ 167.913.154,23","R$ 9,45","0,95",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,HGIC11,Títulos e Val. Mob.,"R$ 104,39",1257.0,"R$ 1,10","1,08%","3,25%","6,18%","11,91%","1,08%","1,03%","0,99%","11,91%","-2,98%","-1,93%","7,79%","R$ 53.081.054,91","R$ 114,72","0,91",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,CRFF11,Títulos e Val. Mob.,"R$ 64,67",337.0,"R$ 0,63","0,98%","2,65%","5,20%","10,19%","0,88%","0,87%","0,85%","10,19%","-11,35%","-10,48%","2,48%","R$ 57.964.300,87","R$ 84,00","0,77",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,QAGR11,Outros,"R$ 43,15",5428.0,"R$ 0,41","0,97%","2,78%","5,37%","10,11%","0,93%","0,90%","0,84%","8,58%","-3,10%","-2,16%","-8,68%","R$ 281.473.386,20","R$ 55,85","0,77","0,73%","-0,08%","0,65%","-1,68%",N/A,N/A,12
2023-02-01,RBLG11,Logística,"R$ 94,00",33.0,"R$ 0,88","0,93%","2,71%","5,49%","10,93%","0,90%","0,91%","0,91%","9,13%","-3,05%","-2,15%","13,94%","R$ 64.230.672,96","R$ 100,33","0,94","0,88%","-1,10%","-0,23%","2,59%","0,00%",N/A,1
2023-02-01,CXRI11,Híbrido,"R$ 63,40",64.0,"R$ 0,56","0,90%","2,49%","4,95%","9,95%","0,83%","0,82%","0,83%","9,95%","-9,31%","-8,50%","-0,47%","R$ 130.236.645,57","R$ 82,65","0,77",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,GGRC11,Logística,"R$ 104,00",13667.0,"R$ 0,95","0,83%","2,58%","4,98%","9,89%","0,86%","0,83%","0,82%","9,89%","-1,88%","-1,07%","9,03%","R$ 981.911.300,68","R$ 124,37","0,84",N/A,N/A,N/A,N/A,"0,00%","0,00%",20
2023-02-01,SNAG11,,"R$ 100,92",14675.0,"R$ 1,20","1,19%","3,55%","0,00%","0,00%","1,18%","0,00%","0,00%","4,73%","-0,98%","0,20%","4,61%","R$ 303.134.331,34","R$ 101,04","1,00",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,RBRL11,Logística,"R$ 72,39",14013.0,"R$ 0,65","0,80%","2,31%","4,43%","8,82%","0,77%","0,74%","0,73%","8,82%","-1,82%","-1,04%","-3,07%","R$ 717.254.779,29","R$ 107,26","0,67",N/A,N/A,N/A,N/A,"0,00%","0,00%",6
2023-02-01,ERPA11,,"R$ 122,00",500.0,"R$ 0,70","0,56%","1,67%","2,77%","0,00%","0,56%","0,46%","0,00%","3,45%","0,00%","0,56%","3,61%","R$ 58.212.728,35","R$ 116,21","1,05","0,60%","0,01%","0,61%","3,77%",N/A,N/A,0
2023-02-01,RCRB11,Lajes Corporativas,"R$ 118,66",3235.0,"R$ 0,73","0,61%","1,79%","3,37%","6,29%","0,60%","0,56%","0,52%","6,71%","-1,54%","-0,94%","9,82%","R$ 765.224.834,60","R$ 207,34","0,57",N/A,N/A,N/A,N/A,"28,40%",N/A,10
2023-02-01,BRCR11,Híbrido,"R$ 57,10",68315.0,"R$ 0,47","0,78%","2,35%","4,62%","8,91%","0,78%","0,77%","0,74%","7,49%","4,26%","5,07%","1,84%","R$ 2.673.022.814,44","R$ 100,35","0,57","0,50%","0,15%","0,65%","-1,63%","21,00%","25,80%",15
2023-02-01,OIAG11,,"R$ 10,33",13169.0,"R$ 0,16","1,50%","2,87%","2,87%","0,00%","0,96%","0,48%","0,00%","2,87%","3,70%","5,26%","6,69%",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,FLMA11,Híbrido,"R$ 129,00",328.0,"R$ 1,02","0,80%","2,30%","4,43%","8,38%","0,77%","0,74%","0,70%","8,38%","2,03%","2,85%","17,51%","R$ 221.247.463,81","R$ 160,25","0,81",N/A,N/A,N/A,N/A,"11,00%",N/A,2
2023-02-01,SEQR11,Outros,"R$ 61,48",1141.0,"R$ 0,68","1,10%","3,18%","6,21%","11,91%","1,06%","1,04%","0,99%","11,91%","-1,33%","-0,24%","-3,78%","R$ 150.818.356,01","R$ 93,76","0,66",N/A,N/A,N/A,N/A,"0,00%",N/A,0
2023-02-01,ONEF11,Lajes Corporativas,"R$ 172,92",359.0,"R$ 0,98","0,56%","1,65%","3,29%","6,83%","0,55%","0,55%","0,57%","7,46%","2,10%","2,68%","45,04%","R$ 183.514.122,94","R$ 201,44","0,86",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2023-02-01,HCTR11,Outros,"R$ 98,68",36691.0,"R$ 1,10","1,09%","3,28%","6,48%","14,58%","1,09%","1,08%","1,22%","14,58%","1,93%","3,04%","-6,14%","R$ 2.680.557.317,01","R$ 121,38","0,81",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,BLMR11,Títulos e Val. Mob.,"R$ 6,29",80297.0,"R$ 0,07","0,95%","2,98%","5,98%","12,06%","0,99%","1,00%","1,01%","12,06%","-6,32%","-5,43%","-3,76%","R$ 197.728.483,87","R$ 7,74","0,81",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,BIME11,,"R$ 7,75",5647.0,"R$ 0,07","0,91%","2,15%","6,12%","14,28%","0,72%","1,02%","1,19%","14,28%","-2,29%","-1,40%","-8,44%","R$ 52.808.976,89","R$ 9,03","0,86",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,FISC11,Lajes Corporativas,"R$ 165,00",200.0,"R$ 0,37","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 197.298.203,83","R$ 116,06","1,42","0,21%","0,02%","0,22%","1,04%",N/A,N/A,0
2023-02-01,NCHB11,Títulos e Val. Mob.,"R$ 87,38",3338.0,"R$ 1,05","1,16%","3,58%","7,78%","15,17%","1,19%","1,30%","1,26%","15,17%","-0,59%","0,56%","6,76%","R$ 145.806.912,83","R$ 90,18","0,97","1,11%","-1,14%","-0,04%","3,18%",N/A,N/A,0
2023-02-01,RECR11,Títulos e Val. Mob.,"R$ 86,75",32665.0,"R$ 0,92","1,04%","2,39%","4,96%","12,85%","0,80%","0,83%","1,07%","12,85%","3,42%","4,49%","-1,62%","R$ 2.520.732.971,92","R$ 95,33","0,91",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,RECT11,Híbrido,"R$ 51,66",12431.0,"R$ 0,50","0,93%","2,71%","5,15%","9,94%","0,90%","0,86%","0,83%","9,94%","-2,05%","-1,14%","-14,70%","R$ 800.339.792,56","R$ 93,68","0,55",N/A,N/A,N/A,N/A,"15,10%",N/A,8
2023-02-01,BCFF11,Títulos e Val. Mob.,"R$ 63,29",31772.0,"R$ 0,56","0,85%","2,49%","4,89%","9,82%","0,83%","0,81%","0,82%","9,82%","-1,61%","-0,78%","1,51%","R$ 1.903.260.829,67","R$ 75,57","0,84","0,74%","-3,03%","-2,31%","1,30%",N/A,N/A,0
2023-02-01,BREV11,Híbrido,"R$ 103,00",22.0,"R$ 0,75","8,69%","10,12%","11,93%","15,44%","3,37%","1,99%","1,29%","15,44%","-90,91%","-90,13%","-89,49%","R$ 117.415.745,85","R$ 121,40","0,85",N/A,N/A,N/A,N/A,"0,00%",N/A,12
2023-02-01,RELG11,Híbrido,"R$ 71,79",805.0,"R$ 0,80","1,09%","2,58%","5,62%","12,06%","0,86%","0,94%","1,00%","12,06%","1,74%","2,85%","2,77%","R$ 162.951.215,10","R$ 122,10","0,59",N/A,N/A,N/A,N/A,"10,40%","10,40%",3
2023-02-01,SCPF11,Shoppings,"R$ 5,08",393.0,"R$ 0,04","0,64%","1,17%","2,07%","3,78%","0,39%","0,35%","0,31%","3,78%","-4,81%","-4,20%","-25,02%","R$ 49.178.815,85","R$ 11,71","0,43",N/A,N/A,N/A,N/A,"29,30%",N/A,1
2023-02-01,FATN11,Híbrido,"R$ 93,90",215.0,"R$ 0,92","0,97%","2,77%","5,46%","10,37%","0,92%","0,91%","0,86%","10,37%","0,47%","1,44%","3,06%","R$ 122.722.547,54","R$ 101,40","0,93","0,79%","0,37%","1,16%","7,01%","4,30%",N/A,7
2023-02-01,DCRA11,,"R$ 9,09",14435.0,"R$ 0,12","1,32%","2,62%","2,62%","0,00%","0,87%","0,44%","0,00%","2,62%","-1,19%","0,11%","1,41%",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,JRDM11,Shoppings,"R$ 80,21",671.0,"R$ 0,65","0,84%","2,27%","4,38%","8,67%","0,76%","0,73%","0,72%","6,64%","-2,41%","-1,60%","17,06%","R$ 220.347.088,75","R$ 87,34","0,92","0,79%","-0,06%","0,72%","4,19%","2,77%",N/A,1
2023-02-01,FGAA11,,"R$ 9,95",145574.0,"R$ 0,14","1,41%","2,82%","2,82%","0,00%","0,94%","0,47%","0,00%","2,82%","-0,60%","0,80%","2,22%",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,BMLC11,Lajes Corporativas,"R$ 100,00",250.0,"R$ 1,00","1,01%","2,59%","4,63%","9,17%","0,86%","0,77%","0,76%","9,17%","-4,41%","-3,45%","19,75%","R$ 108.966.338,84","R$ 109,14","0,92","0,81%","-0,05%","0,76%","4,10%","7,00%",N/A,2
2023-02-01,DVFF11,Híbrido,"R$ 72,18",30.0,"R$ 0,80","1,12%","3,26%","6,27%","12,17%","1,09%","1,05%","1,01%","12,17%","-0,15%","0,97%","-8,57%","R$ 100.294.718,52","R$ 91,10","0,79",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,CEOC11,Lajes Corporativas,"R$ 54,25",525.0,"R$ 0,60","1,07%","2,83%","5,30%","10,23%","0,94%","0,88%","0,85%","10,23%","3,90%","5,01%","7,72%","R$ 143.085.334,17","R$ 78,80","0,69",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2023-02-01,TORD11,Outros,"R$ 5,51",212770.0,"R$ 0,04","0,56%","2,52%","6,14%","11,35%","0,84%","1,02%","0,95%","10,53%","-3,78%","-3,24%","-24,06%","R$ 491.383.523,53","R$ 14,02","0,39",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,DRIT11B,Lajes Corporativas,"R$ 96,00",2.0,"R$ 0,74","0,75%","2,16%","4,22%","6,10%","0,72%","0,70%","0,51%","4,82%","-0,83%","-0,09%","9,09%","R$ 61.319.180,53","R$ 132,36","0,73",N/A,N/A,N/A,N/A,"10,47%",N/A,6
2023-02-01,MGFF11,Títulos e Val. Mob.,"R$ 55,43",25154.0,"R$ 0,51","0,89%","2,61%","5,19%","10,72%","0,87%","0,86%","0,89%","10,72%","-2,35%","-1,48%","1,29%","R$ 655.755.708,91","R$ 72,45","0,77","0,73%","-6,10%","-5,41%","-2,96%",N/A,N/A,0
2023-02-01,BLMG11,Logística,"R$ 73,02",24593.0,"R$ 0,80","1,06%","3,09%","5,97%","11,60%","1,03%","1,00%","0,97%","11,60%","1,16%","2,23%","-10,37%","R$ 365.577.000,30","R$ 95,94","0,76",N/A,N/A,N/A,N/A,"0,00%","0,00%",4
2023-02-01,FLCR11,Títulos e Val. Mob.,"R$ 95,99",212.0,"R$ 1,16","1,21%","2,97%","5,95%","14,84%","0,99%","0,99%","1,24%","14,84%","1,06%","2,29%","11,76%","R$ 62.357.643,80","R$ 98,42","0,98",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,GTLG11,,"R$ 97,98",1.0,"R$ 0,70","0,71%","2,14%","4,26%","8,47%","0,71%","0,71%","0,71%","8,47%","0,03%","0,75%","8,26%","R$ 677.727.013,77","R$ 94,48","1,04",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,GCRA11,Híbrido,"R$ 95,84",1657.0,"R$ 1,22","1,27%","3,72%","7,32%","0,00%","1,24%","1,22%","0,00%","14,25%","0,19%","1,46%","6,60%","R$ 171.454.087,39","R$ 97,93","0,98",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,VSLH11,Outros,"R$ 7,03",712816.0,"R$ 0,07","0,78%","3,33%","6,49%","14,06%","1,11%","1,08%","1,17%","14,06%","-1,11%","-0,33%","5,21%","R$ 311.206.632,02","R$ 10,42","0,67",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,FAED11,Outros,"R$ 144,56",453.0,"R$ 1,60","1,09%","3,12%","6,25%","12,35%","1,04%","1,04%","1,03%","12,35%","0,82%","1,91%","14,97%","R$ 139.752.048,22","R$ 217,63","0,66",N/A,N/A,N/A,N/A,"0,00%",N/A,3
2023-02-01,CXCI11,,"R$ 75,25",1033.0,"R$ 0,83","1,10%","3,22%","6,29%","0,00%","1,07%","1,05%","0,00%","9,08%","-1,06%","0,03%","-5,72%","R$ 191.603.025,19","R$ 93,11","0,81",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,MAXR11,Outros,"R$ 57,50",10081.0,"R$ 0,67","0,96%","2,63%","5,09%","9,63%","0,88%","0,85%","0,80%","8,00%","-8,04%","-7,16%","-0,45%","R$ 135.277.249,14","R$ 120,18","0,48","0,54%","0,02%","0,56%","4,29%","2,80%",N/A,8
2023-02-01,DEVA11,Títulos e Val. Mob.,"R$ 88,04",51100.0,"R$ 1,05","1,17%","2,84%","5,73%","13,85%","0,95%","0,96%","1,15%","13,85%","3,15%","4,36%","-0,92%","R$ 1.428.171.158,24","R$ 101,69","0,87",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,RBRP11,Outros,"R$ 48,11",17212.0,"R$ 0,27","0,57%","1,59%","3,96%","8,24%","0,53%","0,66%","0,69%","8,24%","-8,85%","-8,33%","-26,45%","R$ 995.077.383,30","R$ 81,70","0,59",N/A,N/A,N/A,N/A,"13,00%","6,00%",17
2023-02-01,FEXC11,Títulos e Val. Mob.,"R$ 83,50",9153.0,"R$ 0,95","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","6,46%","R$ 1.001.470.167,13","R$ 90,57","0,92",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,AGRX11,,"R$ 10,25",23844.0,"R$ 0,10","0,98%","1,93%","0,00%","0,00%","0,64%","0,00%","0,00%","1,93%","-1,91%","-0,96%","-0,01%",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,CVBI11,Títulos e Val. Mob.,"R$ 87,96",30166.0,"R$ 1,10","1,22%","2,77%","5,32%","12,86%","0,92%","0,89%","1,07%","12,86%","-0,34%","0,87%","0,93%","R$ 1.033.370.010,97","R$ 93,86","0,94",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,BLCA11,Lajes Corporativas,"R$ 90,00",2.0,"R$ 0,56","0,60%","1,85%","3,54%","5,60%","0,62%","0,59%","0,47%","5,60%","3,46%","4,08%","2,02%","R$ 242.015.298,91","R$ 151,26","0,60",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2023-02-01,CPFF11,Híbrido,"R$ 60,81",6531.0,"R$ 0,60","0,92%","2,64%","5,14%","10,45%","0,88%","0,86%","0,87%","10,45%","-2,12%","-1,22%","1,76%","R$ 429.046.317,49","R$ 78,73","0,77","0,76%","-2,56%","-1,82%","6,71%",N/A,N/A,0
2023-02-01,RVBI11,Títulos e Val. Mob.,"R$ 71,50",1875.0,"R$ 0,75","1,05%","3,02%","5,89%","11,65%","1,01%","0,98%","0,97%","11,65%","-4,47%","-3,47%","-0,73%","R$ 120.990.157,49","R$ 84,02","0,85",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-02-01,RBRF11,Títulos e Val. Mob.,"R$ 66,30",33684.0,"R$ 0,63","0,93%","2,71%","5,14%","10,30%","0,90%","0,86%","0,86%","10,30%","-3,61%","-2,71%","2,99%","R$ 1.130.629.129,06","R$ 82,64","0,80","0,76%","-4,16%","-3,43%","0,80%",N/A,N/A,0
