Data,Códigodo fundo,Setor,Preço Atual,Volume (21D),Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
2019-01-01,CPTS11B,Títulos e Val. Mob.,"102,50",2275.0,"R$ 1,1500","1,1252%","2,6863%","5,1260%","9,6355%","0,8954%","0,8543%","0,8030%","9,6355%","0,2846%","1,4130%","14,0908%","R$ 152.072.030,44","R$ 96,38","1,0635","1,1932%","-1,1908%","-0,0119%","7,8711%",N/A,N/A,0
2019-01-01,CBOP11,Lajes Corporativas,"74,00",1124.0,"R$ 0,4700","0,6385%","1,9419%","4,0126%","7,7837%","0,6473%","0,6688%","0,6486%","7,7837%","1,8824%","2,5329%","2,6431%","R$ 101.117.827,63","R$ 71,46","1,0355","0,6577%","0,0066%","0,6644%","7,3253%","7,00%",N/A,1
2019-01-01,HGBS11,Shoppings,"242,75",5814.0,"R$ 1,5200","0,6387%","1,7874%","3,5142%","6,6161%","0,5958%","0,5857%","0,5513%","6,6161%","7,5220%","8,2087%","8,4147%","R$ 1.192.718.125,76","R$ 221,90","1,0939","0,6084%","-0,0187%","0,5896%","2,6144%","7,00%",N/A,8
2019-01-01,GRLV11,Logística,"98,75",1592.0,"R$ 0,6700","0,6823%","2,1255%","4,1988%","7,7199%","0,7085%","0,6998%","0,6433%","7,7199%","-1,8000%","-1,1300%","-12,7108%","R$ 126.807.627,40","R$ 118,12","0,8360","0,5672%","0,1122%","0,6800%","7,2747%","7,28%",N/A,1
2019-01-01,HGJH11,Lajes Corporativas,"186,00",2343.0,"R$ 0,8000","0,4651%","1,4185%","2,9858%","5,8217%","0,4728%","0,4976%","0,4851%","5,8217%","0,9390%","1,4085%","20,1047%","R$ 192.925.482,25","R$ 116,92","1,5908","0,6842%","0,0067%","0,6909%","7,2473%","1,70%",N/A,2
2019-01-01,HGLG11,Logística,"143,60",10614.0,"R$ 0,7500","0,5357%","1,6563%","3,4426%","7,1717%","0,5521%","0,5738%","0,5976%","7,1717%","2,3317%","2,8799%","14,4399%","R$ 917.999.603,86","R$ 116,48","1,2329","0,6439%","0,3101%","0,9560%","11,4980%","4,70%","7,30%",12
2019-01-01,HGRE11,Lajes Corporativas,"148,90",10454.0,"R$ 0,7400","0,4955%","1,5585%","3,3480%","6,7111%","0,5195%","0,5580%","0,5593%","6,7111%","3,7153%","4,2292%","6,4614%","R$ 1.093.382.333,20","R$ 148,09","1,0055","0,4997%","0,0510%","0,5510%","4,9879%","19,63%","18,96%",20
2019-01-01,HGCR11,Títulos e Val. Mob.,"115,00",7201.0,"R$ 0,9700","0,8427%","2,2301%","4,3624%","8,8707%","0,7434%","0,7271%","0,7392%","8,8707%","3,5817%","4,4546%","23,2698%","R$ 270.925.720,00","R$ 104,34","1,1021","0,7379%","-0,0221%","0,7157%","11,2176%",N/A,N/A,0
2019-01-01,FOFT11,Títulos e Val. Mob.,"90,00",840.0,"R$ 0,8400","0,9438%","2,2491%","4,1288%","7,6862%","0,7497%","0,6881%","0,6405%","7,6862%","-1,1001%","-0,1667%","5,8219%","R$ 108.068.494,72","R$ 903,55","0,0996",N/A,N/A,N/A,N/A,N/A,N/A,0
2019-01-01,DOMC11,Lajes Corporativas,"545,00",49.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","4,3499%","4,3499%","-9,9982%","R$ 245.679.354,09","R$ 1.005,32","0,5421",N/A,N/A,N/A,N/A,N/A,N/A,1
2019-01-01,FIXX11,Títulos e Val. Mob.,"83,48",345.0,"R$ 0,4800","0,5589%","1,6460%","3,6039%","6,7747%","0,5487%","0,6007%","0,5646%","6,7747%","0,3388%","0,8995%","-2,2421%","R$ 32.770.726,55","R$ 89,54","0,9323","0,5360%","2,4950%","3,0444%","2,1196%",N/A,N/A,0
2019-01-01,VRTA11,Títulos e Val. Mob.,"118,99",6060.0,"R$ 1,0100","0,8452%","2,7749%","5,3857%","9,3946%","0,9250%","0,8976%","0,7829%","9,3946%","5,2863%","6,1762%","18,5058%","R$ 228.833.842,62","R$ 102,08","1,1657","1,0091%","0,0492%","1,0587%","6,9906%",N/A,N/A,0
2019-01-01,BRCR11,Híbrido,"103,44",21394.0,"R$ 0,3500","0,3324%","1,0290%","2,1968%","4,3158%","0,3430%","0,3661%","0,3597%","3,8461%","4,2884%","4,6350%","3,9633%","R$ 2.420.819.549,44","R$ 125,92","0,8215","0,2779%","0,3028%","0,5816%","3,9272%","33,20%","28,90%",10
2019-01-01,FAMB11B,Lajes Corporativas,"2.380,00",92.0,"R$ 34,1855","1,4831%","4,4855%","9,3993%","15,4478%","1,4952%","1,5666%","1,2873%","15,4478%","-0,8606%","0,6097%","-34,1359%","R$ 486.413.672,27","R$ 4.641,35","0,5128","0,7553%","0,1009%","0,8570%","9,1710%","0,00%",N/A,1
2019-01-01,NVHO11,Hospital,"30,29",135.0,"R$ 0,0687","0,2115%","0,5923%","1,2539%","5,5453%","0,1974%","0,2090%","0,4621%","5,5453%","22,6415%","22,9009%","435,0041%","R$ 290.393.092,61","R$ 7,00","4,3282","0,7552%","0,0413%","0,7968%","38,1286%",N/A,N/A,1
2019-01-01,PQDP11,Shoppings,"3.040,00",43.0,"R$ 14,8376","0,4946%","1,5250%","3,0103%","5,5211%","0,5083%","0,5017%","0,4601%","5,0715%","0,0000%","0,4946%","-4,1987%","R$ 660.286.986,72","R$ 2.768,77","1,0980","0,5359%","-0,0256%","0,5102%","9,8482%","4,90%",N/A,1
2019-01-01,PRSV11,Lajes Corporativas,"370,00",88.0,"R$ 1,6800","0,4541%","1,4805%","2,6835%","3,7935%","0,4935%","0,4473%","0,3161%","3,7935%","11,2949%","11,8003%","-5,3107%","R$ 79.306.358,88","R$ 406,70","0,9098","0,4131%","0,1104%","0,5239%","3,6620%",N/A,N/A,2
2019-01-01,TBOF11,Lajes Corporativas,"83,94",6185.0,"R$ 0,2102","0,2694%","0,7985%","1,6197%","2,8845%","0,2662%","0,2699%","0,2404%","2,6896%","3,9861%","4,2663%","-2,8805%","R$ 802.081.016,93","R$ 79,81","1,0518","0,2633%","0,0177%","0,2811%","2,9731%","28,20%",N/A,1
2019-01-01,VLOL11,Lajes Corporativas,"95,10",2103.0,"R$ 0,2995","0,3365%","1,1969%","2,3976%","4,7269%","0,3990%","0,3996%","0,3939%","4,7269%","1,7143%","2,0565%","3,6658%","R$ 133.451.088,04","R$ 74,77","1,2719","0,5854%","-0,0507%","0,5344%","6,0159%","0,00%",N/A,1
2019-01-01,AGCX11,Outros,"1.188,99",223.0,"R$ 7,0000","0,5833%","1,8231%","3,9703%","7,5780%","0,6077%","0,6617%","0,6315%","7,5780%","3,4447%","4,0482%","1,6614%","R$ 428.283.987,37","R$ 1.057,49","1,1243","0,6619%","-0,7831%","-0,1263%","6,7504%",N/A,N/A,41
2019-01-01,BBVJ11,Lajes Corporativas,"55,80",1630.0,"R$ 0,3300","0,6112%","0,7427%","0,9356%","0,9614%","0,2476%","0,1559%","0,0801%","0,9614%","19,2359%","19,9647%","-9,1492%","R$ 159.807.532,98","R$ 58,97","0,9463","0,5596%","-2,1231%","-1,5753%","-0,5032%","66,79%",N/A,1
2019-01-01,BMLC11B,Lajes Corporativas,"75,15",464.0,"R$ 0,4438","0,5920%","1,7471%","2,9215%","5,6794%","0,5824%","0,4869%","0,4733%","5,6794%","2,4177%","3,0240%","-5,8827%","R$ 84.283.006,44","R$ 84,42","0,8902","0,4635%","-0,0056%","0,4579%","4,9225%","21,00%",N/A,2
2019-01-01,BPFF11,Títulos e Val. Mob.,"94,65",2099.0,"R$ 0,6000","0,6601%","1,9793%","4,0478%","7,9926%","0,6598%","0,6746%","0,6660%","7,9926%","0,9551%","1,6215%","-2,6819%","R$ 184.590.497,51","R$ 92,30","1,0255","0,6501%","1,5902%","2,2506%","1,5688%",N/A,N/A,0
2019-01-01,CXCE11B,Outros,"2.240,00",16.0,"R$ 18,9151","0,8373%","2,6262%","5,2414%","9,7384%","0,8754%","0,8736%","0,8115%","9,7384%","-0,8341%","-0,0037%","2,0115%","R$ 158.258.677,87","R$ 2.309,74","0,9698","0,8189%","0,0208%","0,8399%","10,4277%",N/A,N/A,1
2019-01-01,CXTL11,Logística,"500,02",40.0,"R$ 0,8602","0,1720%","0,1720%","0,4822%","1,6121%","0,0573%","0,0804%","0,1343%","1,4184%","-4,9430%","-4,7794%","-11,3399%","R$ 50.745.094,66","R$ 946,79","0,5281","0,0908%","0,0125%","0,1034%","-1,4195%",N/A,N/A,4
2019-01-01,CTXT11,Lajes Corporativas,"4,22",8073.0,"R$ 0,0274","0,6732%","2,0164%","4,0443%","7,3937%","0,6721%","0,6741%","0,6161%","7,3937%","0,0000%","0,6732%","-2,6378%","R$ 123.736.570,12","R$ 3,41","1,2387",N/A,N/A,N/A,N/A,"5,50%",N/A,1
2019-01-01,FLMA11,Híbrido,"2,94",39621.0,"R$ 0,0145","0,4833%","1,6566%","3,3734%","6,2072%","0,5522%","0,5622%","0,5173%","6,2072%","23,4568%","24,0535%","24,1866%","R$ 184.385.080,08","R$ 2,67","1,1007","0,5728%","0,1693%","0,7431%","6,0044%",N/A,N/A,1
2019-01-01,EDFO11B,Lajes Corporativas,"276,00",68.0,"R$ 1,7633","0,6211%","1,8864%","3,7558%","7,2736%","0,6288%","0,6260%","0,6061%","7,2736%","0,6774%","1,3027%","9,0148%","R$ 42.117.945,12","R$ 178,47","1,5465","0,9948%","-0,0139%","0,9807%","11,1939%","6,96%",N/A,1
2019-01-01,EURO11,Logística,"161,00",219.0,"R$ 0,6300","0,3728%","1,4783%","3,0868%","6,3511%","0,4928%","0,5145%","0,5293%","6,3511%","-2,8736%","-2,5115%","-9,9746%","R$ 119.178.008,54","R$ 310,41","0,5187","0,2899%","-0,0687%","0,2210%","3,8143%","24,46%",N/A,6
2019-01-01,FIGS11,Shoppings,"67,35",7892.0,"R$ 0,8333","1,1837%","3,5793%","7,2114%","12,9826%","1,1931%","1,2019%","1,0819%","12,9826%","0,5714%","1,7619%","-16,1230%","R$ 242.809.623,31","R$ 93,69","0,7188","0,8894%","-0,0944%","0,7942%","16,0269%","11,61%",N/A,2
2019-01-01,ABCP11,Shoppings,"18,09",22576.0,"R$ 0,0900","0,5202%","1,5712%","3,1564%","6,4647%","0,5237%","0,5261%","0,5387%","6,4647%","3,5928%","4,1317%","8,7336%","R$ 907.480.454,93","R$ 14,87","1,2164","0,6052%","0,2378%","0,8444%","25,2285%","1,20%",N/A,1
2019-01-01,FIIB11,Híbrido,"430,00",1476.0,"R$ 2,6800","0,6284%","1,9340%","3,9542%","7,5418%","0,6447%","0,6590%","0,6285%","6,9771%","1,4269%","2,0642%","8,8617%","R$ 267.320.539,18","R$ 390,25","1,1019","0,6867%","-0,0160%","0,6706%","7,8894%","4,59%",N/A,1
2019-01-01,FMOF11,Lajes Corporativas,"89,50",208.0,"R$ 1,0300","1,1771%","1,7659%","2,6369%","4,1101%","0,5886%","0,4395%","0,3425%","4,1101%","0,0114%","1,1887%","-21,4059%","R$ 67.276.951,60","R$ 132,43","0,6758","0,1888%","0,4108%","0,6004%","2,7032%","47,80%",N/A,1
2019-01-01,MBRF11,Outros,"1.111,00",92.0,"R$ 8,0000","0,7246%","2,2500%","4,6179%","9,1460%","0,7500%","0,7697%","0,7622%","9,1460%","4,3488%","5,1050%","10,8444%","R$ 119.784.289,76","R$ 1.178,24","0,9429","0,6790%","3,1097%","3,8097%","11,3884%","0,00%",N/A,2
2019-01-01,PABY11,Híbrido,"21,39",45.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-19,8397%","-19,8397%","-31,6239%","R$ 186.691.068,73","R$ 246,16","0,0869",N/A,N/A,N/A,N/A,N/A,N/A,1
2019-01-01,FPAB11,Lajes Corporativas,"363,99",85.0,"R$ 1,7000","0,5135%","1,4939%","5,2946%","8,4433%","0,4980%","0,8824%","0,7036%","8,4433%","-2,3423%","-1,8408%","1,4165%","R$ 260.461.506,22","R$ 347,28","1,0481","0,4895%","-0,0480%","0,4413%","8,6527%","24,72%",N/A,1
2019-01-01,FFCI11,Lajes Corporativas,"168,40",1670.0,"R$ 0,5000","0,2959%","1,1281%","2,4199%","4,7994%","0,3760%","0,4033%","0,3999%","0,2959%","0,0000%","0,2959%","0,2959%","R$ 373.481.562,35","R$ 172,11","0,9784","0,3660%","-2,8927%","-2,5372%","1,3923%","5,60%",N/A,8
2019-01-01,RNGO11,Lajes Corporativas,"83,30",3342.0,"R$ 0,4800","0,5667%","1,7188%","3,5529%","7,2011%","0,5729%","0,5922%","0,6001%","7,2011%","-0,3881%","0,1764%","-2,6689%","R$ 250.387.659,65","R$ 93,57","0,8903","0,5130%","0,8133%","1,3305%","7,0907%","11,70%",N/A,3
2019-01-01,SCPF11,Shoppings,"11,20",1717.0,"R$ 0,0499","0,4451%","1,2161%","2,7766%","6,0635%","0,4054%","0,4628%","0,5053%","6,0635%","-0,2667%","0,1773%","-14,8617%","R$ 48.248.561,59","R$ 11,49","0,9750","0,4348%","1,6617%","2,1037%","10,3108%",N/A,N/A,1
2019-01-01,SHPH11,Shoppings,"958,99",84.0,"R$ 3,5500","0,3698%","1,1327%","2,2592%","4,5467%","0,3776%","0,3765%","0,3789%","4,5467%","5,2610%","5,6502%","0,4537%","R$ 433.108.958,23","R$ 711,24","1,3483","0,4991%","2,1462%","2,6561%","2,3914%","1,20%",N/A,1
2019-01-01,ONEF11,Lajes Corporativas,"143,50",689.0,"R$ 0,7200","0,5000%","1,5760%","3,1857%","6,4128%","0,5253%","0,5309%","0,5344%","6,4128%","8,2707%","8,8120%","26,8684%","R$ 101.570.589,76","R$ 111,49","1,2871","0,6458%","0,0165%","0,6624%","10,3319%","0,00%",N/A,1
2019-01-01,FVPQ11,Shoppings,"190,00",914.0,"R$ 1,3300","0,6714%","1,8367%","3,1637%","5,7567%","0,6122%","0,5273%","0,4797%","5,7567%","-9,9545%","-9,3500%","10,3666%","R$ 513.784.122,81","R$ 187,67","1,0124","0,7194%","3,6744%","4,4202%","10,2301%",N/A,N/A,1
2019-01-01,FIVN11,Shoppings,"2,93",765.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",N/A,"0,0000%","0,0000%","0,0000%","R$ 87.596.013,46","R$ 9,31","0,3148",N/A,N/A,N/A,N/A,N/A,N/A,1
2019-01-01,RBBV11,Títulos e Val. Mob.,"73,00",656.0,"R$ 0,5294","0,7450%","1,5381%","5,0875%","8,2251%","0,5127%","0,8479%","0,6854%","7,6699%","2,0247%","2,7848%","18,0825%","R$ 125.969.285,83","R$ 100,44","0,7268","0,5270%","-0,0335%","0,4934%","5,1871%",N/A,N/A,1
2019-01-01,JSRE11,Híbrido,"103,94",10445.0,"R$ 0,5600","0,5545%","1,6822%","3,1974%","6,3139%","0,5607%","0,5329%","0,5262%","6,3139%","-0,0989%","0,4550%","0,6219%","R$ 892.142.008,03","R$ 110,39","0,9416","0,5073%","1,1537%","1,6669%","6,8460%","2,00%",N/A,2
2019-01-01,KNRE11,Residencial,"9,44",6246.0,"R$ 0,1348","1,4264%","2,0824%","2,6762%","11,0295%","0,6941%","0,4460%","0,9191%","11,0295%","2,7174%","4,1825%","-6,5895%","R$ 131.433.387,35","R$ 7,09","1,3321",N/A,N/A,N/A,N/A,N/A,N/A,0
2019-01-01,KNRI11,Híbrido,"148,00",15308.0,"R$ 0,7400","0,5061%","1,5275%","3,2722%","6,2674%","0,5092%","0,5454%","0,5223%","6,2674%","-3,7393%","-3,2521%","-3,9188%","R$ 2.235.726.955,59","R$ 144,02","1,0277",N/A,N/A,N/A,N/A,"8,20%","11,10%",16
2019-01-01,KNCR11,Títulos e Val. Mob.,"105,20",20737.0,"R$ 0,5100","0,4812%","1,5731%","3,3699%","6,7831%","0,5244%","0,5616%","0,5653%","6,7831%","-0,3573%","0,1222%","5,9778%","R$ 3.531.703.072,82","R$ 104,46","1,0071",N/A,N/A,N/A,N/A,N/A,N/A,0
2019-01-01,MXRF11,Híbrido,"11,38",65421.0,"R$ 0,0600","0,5859%","1,7688%","3,9658%","8,3073%","0,5896%","0,6610%","0,6923%","8,3073%","0,5894%","1,1788%","15,9927%","R$ 303.623.618,26","R$ 9,64","1,1800","0,6221%","0,2016%","0,8250%","10,9853%",N/A,N/A,0
2019-01-01,MFII11,Híbrido,"93,81",4928.0,"R$ 1,1300","1,2149%","3,7193%","3,7193%","9,2989%","1,2398%","0,6199%","0,7749%","9,2989%","-5,5736%","-4,4264%","-28,5147%","R$ 197.400.301,56","R$ 98,57","0,9517","1,1464%","-0,7182%","0,4200%","-1,2213%",N/A,N/A,9
2019-01-01,DRIT11B,Lajes Corporativas,"150,00",15.0,"R$ 0,8400","0,5600%","1,6618%","3,3955%","8,2013%","0,5539%","0,5659%","0,6834%","8,2013%","14,5038%","15,1450%","35,6286%","R$ 57.851.511,11","R$ 124,87","1,2012","0,5606%","3,2873%","3,8663%","8,2212%","4,17%",N/A,6
2019-01-01,PLRI11,Títulos e Val. Mob.,"73,52",226.0,"R$ 0,2784","0,3548%","1,4218%","4,2358%","8,2221%","0,4739%","0,7060%","0,6852%","8,2221%","-3,0748%","-2,7310%","-6,8964%","R$ 77.468.573,98","R$ 81,18","0,9057","0,4143%","-1,4433%","-1,0349%","-10,0034%",N/A,N/A,0
2019-01-01,PORD11,Títulos e Val. Mob.,"98,38",305.0,"R$ 5,0000","4,9087%","4,9087%","4,9087%","8,0854%","1,6362%","0,8181%","0,6738%","4,9087%","1,4542%","6,4343%","6,8600%","R$ 108.849.000,58","R$ 108,85","0,9038",N/A,N/A,N/A,N/A,N/A,N/A,0
2019-01-01,RBDS11,Residencial,"278,10",78.0,"R$ 0,1173","0,0372%","4,4671%","12,4806%","20,2776%","1,4890%","2,0801%","1,6898%","20,2776%","3,2787%","3,3171%","-3,7595%","R$ 33.783.496,30","R$ 267,01","1,0415","2,9013%","-9,7062%","-7,0865%","-40,8222%",N/A,N/A,0
2019-01-01,RBGS11,Shoppings,"43,89",923.0,"R$ 0,1420","0,3398%","0,7930%","1,8455%","4,3914%","0,2643%","0,3076%","0,3660%","4,3914%","-4,7836%","-4,4601%","-5,7777%","R$ 107.152.345,13","R$ 99,40","0,4416","0,0991%","0,0007%","0,0999%","2,1304%","12,40%",N/A,1
2019-01-01,FIIP11B,Logística,"192,45",636.0,"R$ 1,2504","0,5997%","1,8651%","3,8874%","8,9673%","0,6217%","0,6479%","0,7473%","8,9673%","7,3414%","7,9852%","16,9077%","R$ 176.663.139,71","R$ 190,54","1,0100","0,6197%","0,1243%","0,7448%","16,1122%",N/A,N/A,7
