Data,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
2021-10-30,GSFI11,Shoppings,"R$ 4,28",3566.0,"R$ 0,00","0,03%","0,03%","0,03%","0,03%","0,01%","0,00%","0,00%","0,03%","0,00%","0,03%","0,03%","R$ 907.019.849,19","R$ 13,24","0,32",N/A,N/A,N/A,N/A,"9,50%",N/A,10
2021-10-30,NEWU11,Lajes Corporativas,"R$ 34,00",1.0,"R$ 0,00","0,00%","0,00%","0,56%","16,63%","0,00%","0,09%","1,39%","0,61%","-4,04%","-4,04%","-31,62%","R$ 46.226.808,11","R$ 62,30","0,55",N/A,N/A,N/A,N/A,"63,20%",N/A,3
2021-10-30,PRSV11,Lajes Corporativas,"R$ 129,00",145.0,"R$ 1,62","0,42%","1,53%","2,91%","5,95%","0,51%","0,48%","0,50%","4,46%","5,30%","5,74%","-11,25%","R$ 46.794.672,13","R$ 239,97","0,54",N/A,N/A,N/A,N/A,"40,90%",N/A,2
2021-10-30,FAMB11B,Lajes Corporativas,"R$ 1.025,00",9.0,"R$ 9,16","0,56%","2,17%","4,78%","10,43%","0,72%","0,80%","0,87%","8,82%","-47,80%","-47,51%","-47,80%","R$ 362.428.766,52","R$ 3.458,29","0,30",N/A,N/A,N/A,N/A,"100,00%",N/A,1
2021-10-30,FMOF11,Lajes Corporativas,"R$ 67,50",2.0,"R$ 0,64",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 66.988.515,33","R$ 131,87","0,51",N/A,N/A,N/A,N/A,"50,00%",N/A,1
2021-10-30,NVIF11B,Outros,N/A,N/A,"R$ 0,30","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 57.316.614,07","R$ 169,88",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2021-10-30,RBDS11,Residencial,"R$ 11,15",147.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","R$ 3.303.496,28","R$ 26,11","0,43",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-10-30,WPLZ11,Shoppings,"R$ 63,00",68.0,"R$ 0,10","0,15%","0,15%","0,00%","0,00%","0,05%","0,00%","0,00%","0,15%","-3,64%","-3,50%","-3,50%","R$ 105.760.047,46","R$ 103,61","0,61","0,14%","0,05%","0,20%","0,65%","11,30%",N/A,1
2021-10-30,KNRE11,Residencial,"R$ 2,06",3270.0,"R$ 0,00",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 36.300.652,94","R$ 1,96","1,05",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-10-30,VXXV11,Outros,"R$ 844,00",8830.0,"R$ 10,76",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 28.901.721,91","R$ 555,80","1,52",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-10-30,HRDF11,Híbrido,"R$ 1,38",651.0,"R$ 6,80",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 9.398.483,52","R$ 1,24","1,11",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-10-30,CJCT11,Lajes Corporativas,"R$ 65,00",3062.0,"R$ 0,00",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 181.831.004,55","R$ 67,10","0,97",N/A,N/A,N/A,N/A,"59,00%",N/A,1
2021-10-30,HCRI11,Hospital,"R$ 384,56",89.0,"R$ 3,08",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 59.832.624,38","R$ 299,16","1,29","1,03%","-2,09%","-1,08%","4,43%","0,00%",N/A,1
2021-10-30,VVPR11,Híbrido,"R$ 94,59",219.0,"R$ 0,62",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 238.144.920,30","R$ 103,28","0,92",N/A,N/A,N/A,N/A,"0,00%",N/A,6
2021-10-30,BPML11,Shoppings,"R$ 81,64",41.0,"R$ 0,61",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 570.969.878,72","R$ 132,63","0,62",N/A,N/A,N/A,N/A,"5,70%",N/A,7
2021-10-30,KINP11,Residencial,"R$ 13,30",5.0,"R$ 0,19",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 56.060.784,99","R$ 7,84","1,70","2,14%","-7,22%","-5,23%","-9,13%",N/A,N/A,0
2021-10-30,LFTT11,Residencial,"R$ 106,69",5010.0,"R$ 0,75",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 423.916.403,52","R$ 60,35","1,77","3,77%","-0,66%","3,09%","6,85%",N/A,N/A,0
2021-10-30,RBLG11,Logística,"R$ 97,88",4.0,"R$ 0,33","0,32%","1,54%","2,93%","0,00%","0,51%","0,49%","0,00%","2,93%","0,00%","0,32%","-3,72%","R$ 69.312.980,95","R$ 108,27","0,90",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2021-10-30,DRIT11B,Lajes Corporativas,"R$ 100,12",3.0,"R$ 0,33","0,28%","0,80%","0,00%","0,00%","0,27%","0,00%","0,00%","1,28%","5,78%","6,07%","-7,42%","R$ 60.758.655,61","R$ 131,15","0,76",N/A,N/A,N/A,N/A,"15,68%",N/A,6
2021-10-30,CTXT11,Lajes Corporativas,"R$ 20,70",190.0,"R$ 0,09","0,39%","0,78%","1,36%","5,53%","0,26%","0,23%","0,46%","1,36%","-2,58%","-2,20%","-39,31%","R$ 123.239.909,63","R$ 47,50","0,44",N/A,N/A,N/A,N/A,"96,00%",N/A,1
2021-10-30,GESE11B,Outros,N/A,N/A,"R$ 12,60","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 86.138.674,67","R$ 1.656,51",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2021-10-30,RBIR11,Residencial,"R$ 75,10",217.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","R$ 146.754.595,58","R$ 96,00","0,78",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-10-30,CARE11,Híbrido,"R$ 0,50",175714.0,"R$ 0,00","0,23%","0,66%","1,36%","1,60%","0,22%","0,23%","0,13%","1,36%","-2,63%","-2,41%","5,65%","R$ 285.663.790,78","R$ 1,60","0,31",N/A,N/A,N/A,N/A,N/A,N/A,0
2021-10-30,EVBI11,Híbrido,"R$ 98,00",2.0,"R$ 0,64","0,66%","1,94%","3,79%","0,00%","0,65%","0,63%","0,00%","4,37%","-2,90%","-2,26%","1,32%","R$ 109.927.362,45","R$ 101,55","0,97",N/A,N/A,N/A,N/A,"0,00%",N/A,2
2021-10-30,FIIB11,Híbrido,"R$ 456,00",901.0,"R$ 3,30","0,70%","2,05%","4,12%","7,37%","0,68%","0,69%","0,61%","5,30%","-1,11%","-0,41%","-5,98%","R$ 303.113.916,47","R$ 442,50","1,03",N/A,N/A,N/A,N/A,"5,81%",N/A,1
2021-10-30,BICR11,Títulos e Val. Mob.,"R$ 98,88",4.0,"R$ 0,55","0,59%","1,35%","2,38%","3,88%","0,45%","0,40%","0,32%","3,12%","-3,11%","-2,54%","-4,33%","R$ 49.651.973,04","R$ 99,30","1,00","0,55%","-0,54%","0,01%","2,89%",N/A,N/A,0
2021-10-30,YUFI11B,Residencial,N/A,N/A,"R$ 0,43","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 37.570.225,41","R$ 95,08",N/A,"0,45%","0,02%","0,48%","1,87%",N/A,N/A,0
2021-10-30,IFID11,Títulos e Val. Mob.,"R$ 81,80",1275.0,"R$ 0,83","1,01%","2,92%","5,49%","0,00%","0,97%","0,91%","0,00%","6,18%","-0,02%","0,99%","-12,81%","R$ 66.519.681,46","R$ 88,91","0,92","0,93%","-0,91%","0,01%","0,28%",N/A,N/A,0
2021-10-30,XPSF11,Outros,"R$ 79,01",11801.0,"R$ 0,70","0,85%","2,42%","4,92%","9,53%","0,81%","0,82%","0,79%","7,22%","-3,21%","-2,38%","-8,32%","R$ 387.643.343,82","R$ 89,52","0,88","0,78%","-1,67%","-0,90%","-2,92%",N/A,N/A,0
2021-10-30,IFIE11,Títulos e Val. Mob.,"R$ 75,93",192.0,"R$ 0,50","0,65%","1,91%","0,00%","0,00%","0,64%","0,00%","0,00%","3,66%","-4,46%","-3,84%","-4,36%","R$ 73.982.011,03","R$ 82,16","0,92","0,61%","-2,60%","-2,01%","-5,18%",N/A,N/A,0
2021-10-30,STRX11,Híbrido,N/A,N/A,"R$ 0,59","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 296.115.988,08","R$ 183,52",N/A,"0,32%","0,24%","0,56%","-98,93%",N/A,N/A,0
2021-10-30,PORD11,Títulos e Val. Mob.,"R$ 93,40",6205.0,"R$ 0,91","0,95%","2,72%","5,58%","10,57%","0,91%","0,93%","0,88%","7,99%","0,14%","1,09%","0,19%","R$ 369.094.725,80","R$ 99,00","0,94","0,92%","-0,06%","0,85%","5,08%",N/A,N/A,0
2021-10-30,LGCP11,Logística,"R$ 81,69",423.0,"R$ 0,55","0,66%","1,85%","3,64%","6,61%","0,62%","0,61%","0,55%","5,23%","-6,57%","-5,96%","-10,63%","R$ 270.369.101,85","R$ 98,93","0,83","0,56%","0,03%","0,59%","4,62%","0,00%",N/A,5
2021-10-30,RBCO11,Lajes Corporativas,"R$ 50,80",5552.0,"R$ 0,41","0,75%","2,22%","4,11%","7,92%","0,74%","0,69%","0,66%","6,05%","5,22%","6,01%","-31,53%","R$ 379.891.174,90","R$ 100,53","0,51","0,41%","-0,68%","-0,28%","1,29%","42,00%","39,00%",4
2021-10-30,LUGG11,Residencial,"R$ 89,40",310.0,"R$ 0,48","0,52%","1,58%","3,30%","6,10%","0,53%","0,55%","0,51%","4,78%","-0,86%","-0,35%","-3,73%","R$ 112.254.414,79","R$ 124,73","0,72","0,38%","0,01%","0,40%","17,92%","3,10%",N/A,4
2021-10-30,BCRI11,Títulos e Val. Mob.,"R$ 108,45",6265.0,"R$ 1,11","1,01%","2,93%","6,73%","12,36%","0,98%","1,12%","1,03%","9,39%","0,59%","1,61%","1,87%","R$ 662.178.769,04","R$ 105,82","1,02","1,05%","0,19%","1,24%","9,60%",N/A,N/A,0
2021-10-30,BBFO11,Títulos e Val. Mob.,"R$ 72,10",638.0,"R$ 0,60","0,79%","2,26%","4,01%","0,00%","0,75%","0,67%","0,00%","5,47%","-2,89%","-2,13%","-14,70%","R$ 351.715.198,65","R$ 87,84","0,82","0,68%","-1,44%","-0,77%","-3,81%",N/A,N/A,0
2021-10-30,VCRR11,Residencial,"R$ 80,90",779.0,"R$ 0,67","0,81%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","2,32%","-6,21%","-5,46%","-4,02%","R$ 196.074.387,69","R$ 98,04","0,83","0,68%","0,04%","0,72%","2,22%",N/A,N/A,0
2021-10-30,BTWR11,Lajes Corporativas,"R$ 106,40",13539.0,"R$ 0,21","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,14%","R$ 87.637.697,03","R$ 108,29","0,98","0,19%","0,10%","0,29%","2,49%","13,00%",N/A,1
2021-10-30,PLRI11,Títulos e Val. Mob.,"R$ 45,00",21.0,"R$ 0,28","0,60%","1,60%","3,40%","6,67%","0,53%","0,57%","0,56%","4,86%","-1,46%","-0,87%","5,53%","R$ 46.696.898,49","R$ 48,93","0,92","0,58%","-1,46%","-0,89%","-2,00%",N/A,N/A,0
2021-10-30,TRXF11,Outros,"R$ 99,80",20440.0,"R$ 0,72","0,71%","2,07%","4,06%","8,07%","0,69%","0,68%","0,67%","6,00%","-0,50%","0,21%","1,12%","R$ 578.875.374,53","R$ 102,61","0,97","0,70%","-0,84%","-0,15%","1,27%","0,00%",N/A,44
2021-10-30,TEPP11,Lajes Corporativas,"R$ 71,01",5663.0,"R$ 0,48","0,65%","1,73%","3,37%","6,62%","0,58%","0,56%","0,55%","4,96%","1,98%","2,65%","-14,00%","R$ 397.945.745,92","R$ 94,26","0,75","0,51%","-0,13%","0,38%","3,38%","12,75%","11,58%",4
2021-10-30,BNFS11,Outros,"R$ 121,00",317.0,"R$ 1,01","0,84%","2,63%","5,26%","10,07%","0,88%","0,88%","0,84%","7,68%","-3,81%","-3,01%","3,20%","R$ 72.884.567,41","R$ 104,12","1,16","0,97%","0,11%","1,08%","6,39%","0,00%",N/A,18
2021-10-30,RBHY11,Títulos e Val. Mob.,"R$ 97,32",927.0,"R$ 1,10","1,08%","2,64%","3,86%","0,00%","0,88%","0,64%","0,00%","3,86%","-1,12%","-0,05%","3,17%","R$ 157.390.052,11","R$ 99,51","0,98","1,11%","-0,37%","0,73%","3,21%",N/A,N/A,0
2021-10-30,QIRI11,Títulos e Val. Mob.,"R$ 94,40",18.0,"R$ 0,49","0,52%","1,61%","3,57%","8,16%","0,54%","0,60%","0,68%","5,76%","-8,00%","-7,52%","-1,18%","R$ 13.449.397,72","R$ 89,66","1,05","0,55%","-1,91%","-1,37%","-3,43%",N/A,N/A,0
2021-10-30,BCIA11,Títulos e Val. Mob.,"R$ 84,00",6711.0,"R$ 0,64","0,74%","2,13%","4,09%","7,52%","0,71%","0,68%","0,63%","5,87%","-4,21%","-3,51%","-18,96%","R$ 388.188.731,09","R$ 104,38","0,80","0,61%","-1,65%","-1,05%","-4,21%",N/A,N/A,0
2021-10-30,KISU11,Títulos e Val. Mob.,"R$ 7,57",227615.0,"R$ 0,06","0,72%","2,03%","3,73%","0,00%","0,68%","0,62%","0,00%","5,67%","-3,91%","-3,22%","-18,67%","R$ 408.492.308,57","R$ 9,24","0,82","0,65%","-1,83%","-1,20%","-90,07%",N/A,N/A,0
2021-10-30,RRCI11,Títulos e Val. Mob.,"R$ 79,07",1032.0,"R$ 0,84","1,04%","2,90%","5,33%","0,00%","0,97%","0,89%","0,00%","6,78%","-0,49%","0,54%","-2,35%","R$ 46.947.341,58","R$ 97,45","0,81","0,86%","0,18%","1,04%","7,00%",N/A,N/A,0
2021-10-30,RFOF11,Títulos e Val. Mob.,"R$ 77,24",990.0,"R$ 0,63","0,79%","2,37%","4,62%","9,04%","0,79%","0,77%","0,75%","6,79%","1,05%","1,84%","-4,89%","R$ 93.078.665,94","R$ 86,33","0,89","0,73%","-1,63%","-0,92%","-3,63%",N/A,N/A,0
2021-10-30,HSAF11,Títulos e Val. Mob.,"R$ 91,00",7787.0,"R$ 1,00","1,11%","2,86%","6,01%","10,41%","0,95%","1,00%","0,87%","8,99%","-2,37%","-1,28%","4,54%","R$ 168.879.974,73","R$ 95,22","0,96","1,05%","-0,72%","0,33%","7,02%",N/A,N/A,0
2021-10-30,RBVO11,Outros,"R$ 15,97",137.0,"R$ 0,05","0,36%","1,12%","1,81%","4,41%","0,37%","0,30%","0,37%","1,85%","17,74%","18,17%","0,69%","R$ 11.110.248,40","R$ 21,54","0,74","0,25%","-0,61%","-0,36%","1,79%",N/A,N/A,0
2021-10-30,PATC11,Lajes Corporativas,"R$ 63,25",6552.0,"R$ 0,30","0,47%","1,42%","2,81%","5,01%","0,47%","0,47%","0,42%","3,96%","-0,24%","0,24%","-21,68%","R$ 297.461.072,36","R$ 85,54","0,74","0,35%","0,07%","0,42%","1,75%","21,90%","29,00%",6
2021-10-30,AIEC11,Lajes Corporativas,"R$ 72,50",6311.0,"R$ 0,61","0,75%","2,21%","4,18%","0,00%","0,74%","0,70%","0,00%","6,02%","-0,49%","0,26%","-8,00%","R$ 485.070.676,94","R$ 100,53","0,72","0,61%","0,03%","0,63%","3,93%","0,00%",N/A,2
2021-10-30,FPAB11,Lajes Corporativas,"R$ 204,34",31.0,"R$ 1,20","0,55%","1,53%","2,99%","5,76%","0,51%","0,50%","0,48%","4,26%","-11,18%","-10,70%","-22,54%","R$ 336.019.966,32","R$ 448,03","0,46","0,27%","0,03%","0,29%","1,78%","38,34%",N/A,1
2021-10-30,EURO11,Logística,"R$ 203,50",75.0,"R$ 1,55","0,75%","2,18%","4,15%","8,24%","0,73%","0,69%","0,69%","6,04%","-0,16%","0,60%","0,20%","R$ 108.970.208,94","R$ 283,82","0,72","0,55%","-0,04%","0,51%","3,70%","0,00%",N/A,6
2021-10-30,EDFO11B,Lajes Corporativas,"R$ 210,00",102.0,"R$ 1,36","0,54%","1,60%","3,24%","6,72%","0,53%","0,54%","0,56%","4,94%","2,03%","2,58%","4,98%","R$ 50.101.171,40","R$ 212,29","0,99","0,64%","0,00%","0,64%","3,43%","7,10%",N/A,1
2021-10-30,MFII11,Híbrido,"R$ 112,95",4757.0,"R$ 1,19","1,03%","3,09%","5,49%","10,20%","1,03%","0,91%","0,85%","7,82%","0,46%","1,50%","-6,59%","R$ 464.488.139,53","R$ 112,01","1,01","1,06%","-1,60%","-0,55%","-2,32%",N/A,N/A,9
2021-10-30,CXTL11,Logística,"R$ 370,06",140.0,"R$ 0,83","0,21%","0,61%","3,56%","0,00%","0,20%","0,59%","0,00%","3,71%","-0,72%","-0,52%","38,57%","R$ 34.049.481,78","R$ 635,29","0,58","0,13%","-0,44%","-0,31%","-10,21%","61,00%",N/A,3
2021-10-30,BBRC11,Outros,"R$ 99,70",962.0,"R$ 0,85","0,80%","2,32%","4,62%","8,89%","0,77%","0,77%","0,74%","6,93%","-4,15%","-3,38%","-10,35%","R$ 180.306.764,82","R$ 113,40","0,88","0,75%","0,14%","0,89%","6,24%","5,40%","2,10%",20
2021-10-30,BBPO11,Lajes Corporativas,"R$ 90,55",20740.0,"R$ 0,82","0,84%","2,49%","5,30%","10,57%","0,83%","0,88%","0,88%","8,13%","-15,18%","-14,46%","-7,83%","R$ 1.526.344.263,71","R$ 95,88","0,94","0,86%","0,19%","1,05%","3,33%","0,00%","0,00%",64
2021-10-30,MFAI11,Híbrido,"R$ 71,63",365.0,"R$ 0,58","0,77%","2,27%","4,72%","10,51%","0,76%","0,79%","0,88%","6,90%","-10,83%","-10,15%","-31,35%","R$ 25.345.706,75","R$ 83,60","0,86","0,69%","-4,17%","-3,50%","-8,37%",N/A,N/A,0
2021-10-30,HPDP11,Shoppings,"R$ 80,29",43.0,"R$ 0,35","0,41%","1,19%","1,74%","3,50%","0,40%","0,29%","0,29%","2,37%","1,35%","1,77%","1,68%","R$ 279.226.397,16","R$ 95,99","0,84","0,36%","0,03%","0,39%","1,66%","2,40%",N/A,1
2021-10-30,AFCR11,Híbrido,"R$ 105,37",1193.0,"R$ 1,18","1,13%","3,17%","6,45%","11,60%","1,06%","1,08%","0,97%","9,11%","-1,61%","-0,50%","-0,61%","R$ 154.887.871,20","R$ 102,29","1,03","1,15%","0,18%","1,34%","6,78%",N/A,N/A,0
2021-10-30,KNHY11,Títulos e Val. Mob.,"R$ 104,89",31351.0,"R$ 1,07","1,00%","3,31%","6,32%","12,41%","1,10%","1,05%","1,03%","9,66%","-0,42%","0,57%","4,99%","R$ 1.399.134.770,47","R$ 97,90","1,07","1,09%","-0,86%","0,22%","1,81%",N/A,N/A,0
2021-10-30,PQDP11,Shoppings,"R$ 2.002,06",66.0,"R$ 15,15","0,73%","1,88%","2,03%","4,08%","0,63%","0,34%","0,34%","2,99%","-3,72%","-3,01%","-25,15%","R$ 865.741.812,20","R$ 3.630,29","0,55",N/A,N/A,N/A,N/A,"3,60%",N/A,1
2021-10-30,NSLU11,Hospital,"R$ 220,00",448.0,"R$ 1,86","0,84%","2,43%","4,71%","8,52%","0,81%","0,78%","0,71%","6,05%","-5,93%","-5,14%","-14,31%","R$ 244.412.520,11","R$ 213,50","1,03",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2021-10-30,KNRI11,Híbrido,"R$ 137,40",25771.0,"R$ 0,77","0,52%","1,53%","2,97%","5,51%","0,51%","0,49%","0,46%","4,29%","3,40%","3,94%","-3,99%","R$ 3.800.803.257,11","R$ 157,34","0,87","0,49%","-0,30%","0,19%","1,96%","3,35%","8,16%",20
2021-10-30,HFOF11,Títulos e Val. Mob.,"R$ 81,30",25196.0,"R$ 0,60","0,70%","2,02%","3,86%","7,25%","0,67%","0,64%","0,60%","5,47%","-2,86%","-2,18%","-13,38%","R$ 2.027.157.670,49","R$ 88,23","0,92","0,68%","-4,15%","-3,50%","-3,31%",N/A,N/A,0
2021-10-30,HLOG11,Logística,"R$ 102,95",558.0,"R$ 0,63","0,61%","1,75%","3,41%","6,71%","0,58%","0,57%","0,56%","5,01%","-3,51%","-2,93%","-8,09%","R$ 485.212.436,42","R$ 114,17","0,90","0,55%","-0,23%","0,32%","-0,88%","13,00%",N/A,3
2021-10-30,HGBS11,Shoppings,"R$ 188,68",10611.0,"R$ 0,85","0,47%","1,19%","1,81%","3,54%","0,40%","0,30%","0,30%","2,76%","-3,29%","-2,84%","-13,48%","R$ 2.143.980.697,65","R$ 214,40","0,88","0,40%","0,48%","0,87%","2,44%","7,10%",N/A,17
2021-10-30,HOSI11,Híbrido,"R$ 76,00",42.0,"R$ 0,46","0,57%","1,70%","3,76%","7,58%","0,57%","0,63%","0,63%","5,78%","1,25%","1,83%","-1,30%","R$ 52.888.543,34","R$ 92,23","0,82","0,50%","-0,31%","0,18%","4,21%",N/A,N/A,2
2021-10-30,XPCI11,Outros,"R$ 96,90",27087.0,"R$ 1,00","1,03%","2,81%","5,71%","10,57%","0,94%","0,95%","0,88%","8,36%","-3,26%","-2,26%","8,66%","R$ 628.083.893,83","R$ 95,64","1,01","1,05%","-0,20%","0,84%","4,20%",N/A,N/A,0
2021-10-30,JPPA11,Títulos e Val. Mob.,"R$ 94,52",185.0,"R$ 1,00","1,05%","2,94%","6,10%","10,78%","0,98%","1,02%","0,90%","8,77%","-3,66%","-2,65%","4,21%","R$ 62.639.960,29","R$ 103,71","0,91","0,96%","0,14%","1,10%","5,28%",N/A,N/A,0
2021-10-30,HCHG11,Outros,"R$ 89,10",14.0,"R$ 0,65","0,71%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,19%","-1,99%","-1,30%","-0,83%","R$ 114.331.186,97","R$ 95,28","0,94","0,68%","-0,97%","-0,29%","0,04%",N/A,N/A,0
2021-10-30,XPPR11,Outros,"R$ 65,20",16901.0,"R$ 0,55","0,83%","2,40%","4,59%","8,84%","0,80%","0,77%","0,74%","6,57%","-3,50%","-2,70%","-11,91%","R$ 614.465.035,45","R$ 83,99","0,78","0,65%","-0,62%","0,03%","0,06%","49,00%",N/A,4
2021-10-30,RDPD11,Títulos e Val. Mob.,"R$ 66,00",2.0,"R$ 0,50","0,73%","2,20%","4,46%","7,25%","0,73%","0,74%","0,60%","5,80%","0,35%","1,08%","-14,19%","R$ 76.147.024,14","R$ 70,63","0,93","0,71%","-0,26%","0,45%","-24,73%",N/A,N/A,0
2021-10-30,SPVJ11,Outros,N/A,N/A,"R$ 0,63","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 593.591.883,14","R$ 107,70",N/A,"0,58%","-0,01%","0,57%","4,49%",N/A,N/A,0
2021-10-30,KNIP11,Títulos e Val. Mob.,"R$ 102,16",97738.0,"R$ 1,20","1,15%","3,27%","6,22%","11,99%","1,09%","1,04%","1,00%","9,25%","-3,18%","-2,07%","0,25%","R$ 5.811.561.092,29","R$ 98,28","1,04","1,22%","-0,83%","0,38%","1,18%",N/A,N/A,0
