Data,Ativo,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-02-01,GWIR11,"239,00",141.0,"R$ 2,1100","0,8828%","2,1420%","3,8805%","6,7044%","0,7140%","0,6467%","0,5587%","6,7044%","14,0376%","15,0444%","0,2051%","R$ 80.133.209,5900","R$ 209,7635","1,1394","1,0059%","0,4356%","1,4459%","8,0131%",N/A,N/A,0
2018-02-01,FIIB11,"421,00",811.0,"R$ 2,4000","0,5647%","1,7787%","3,6432%","7,5091%","0,5929%","0,6072%","0,6258%","7,5091%","7,4616%","8,0685%","31,8383%","R$ 266.791.277,4400","R$ 389,4763","1,0809","0,6162%","8,9104%","9,5815%","20,8840%","6,9800%",N/A,1
2018-02-01,FMOF11,"107,21",28.0,"R$ 0,2600","0,2242%","0,8293%","1,5173%","2,8739%","0,2764%","0,2529%","0,2395%","0,2242%","0,0000%","0,2242%","0,2242%","R$ 66.856.019,6800","R$ 131,6043","0,8146","0,3495%","-0,8945%","-0,5481%","1,2696%","47,8000%",N/A,1
2018-02-01,MBRF11,"1.085,30",105.0,"R$ 8,0000","0,7333%","1,4527%","2,8931%","7,6460%","0,4842%","0,4822%","0,6372%","0,7333%","0,0000%","0,7333%","0,7333%","R$ 130.130.981,3900","R$ 1.280,0104","0,8479","0,6250%","0,0801%","0,7056%","5,9054%","0,0000%",N/A,2
2018-02-01,PABY11,"29,99",31.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 179.711.092,7000","R$ 236,9608","0,1266","0,0000%","0,6944%","0,6944%","-2,6030%",N/A,N/A,1
2018-02-01,FPAB11,"330,00",29.0,"R$ 1,9000","0,5352%","1,6471%","3,2811%","6,7885%","0,5490%","0,5469%","0,5657%","0,5352%","0,0000%","0,5352%","0,5352%","R$ 259.040.731,6100","R$ 345,3876","0,9554","0,5646%","-5,2411%","-4,7061%","0,9424%","6,5500%",N/A,1
2018-02-01,FFCI11,"174,43",1765.0,"R$ 0,7000","0,4011%","1,2367%","3,2032%","7,8854%","0,4122%","0,5339%","0,6571%","0,4011%","0,0000%","0,4011%","0,4011%","R$ 383.600.897,9400","R$ 176,7746","0,9867","0,3960%","-0,1087%","0,2869%","10.670,0181%","10,3000%",N/A,8
2018-02-01,RNGO11,"92,80",3186.0,"R$ 0,5400","0,5775%","1,7180%","3,4546%","7,1453%","0,5727%","0,5758%","0,5954%","0,5775%","0,0000%","0,5775%","0,5775%","R$ 248.432.497,3000","R$ 92,8373","0,9996","0,5817%","0,0281%","0,6100%","6,0554%","15,6000%",N/A,2
2018-02-01,SCPF11,"14,00",943.0,"R$ 0,0787","0,5377%","1,8575%","3,5767%","8,5115%","0,6192%","0,5961%","0,7093%","8,5115%","4,5747%","5,1370%","45,5623%","R$ 47.062.450,3400","R$ 11,2053","1,2494","0,7020%","0,8127%","1,5204%","11,3443%",N/A,N/A,1
2018-02-01,SHPH11,"991,01",81.0,"R$ 5,5000","0,5500%","1,2811%","2,4330%","4,7699%","0,4270%","0,4055%","0,3975%","0,5500%","0,0000%","0,5500%","0,5500%","R$ 402.983.801,2500","R$ 696,7783","1,4223","0,5023%","13,7740%","14,3455%","22,1944%","1,6000%",N/A,1
2018-02-01,ONEF11,"1.210,00",21.0,"R$ 6,6500","0,5496%","1,6195%","3,2537%","6,7157%","0,5398%","0,5423%","0,5596%","0,5496%","0,0000%","0,5496%","0,5496%","R$ 99.138.654,8000","R$ 1.088,2399","1,1119","0,6111%","0,0222%","0,6334%","11,0607%","0,0000%",N/A,1
2018-02-01,FIVN11,"6,51",4.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 156.087.008,9900","R$ 16,5827","0,3926",,,,,N/A,N/A,0
2018-02-01,RBBV11,"64,50",2019.0,"R$ 0,5273","0,8120%","2,1378%","3,2416%","5,8495%","0,7126%","0,5403%","0,4875%","0,8120%","0,0000%","0,8120%","0,8120%","R$ 125.770.568,8800","R$ 100,2824","0,6432","0,3582%","-0,1252%","0,2326%","3,7811%",N/A,N/A,1
2018-02-01,JSRE11,"105,70",10785.0,"R$ 0,6000","0,5613%","1,7658%","3,6961%","8,5891%","0,5886%","0,6160%","0,7158%","0,5613%","0,0000%","0,5613%","0,5613%","R$ 701.173.757,4200","R$ 108,6595","0,9728","0,5706%","-0,7975%","-0,2314%","8,8946%","0,0000%",N/A,2
2018-02-01,KNRE11,"11,15",73202.0,"R$ 0,0000","0,0000%","3,1309%","3,1309%","5,1331%","1,0436%","0,5218%","0,4278%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 193.874.623,2800","R$ 1,0453","10,6667","1,1348%","-10,2988%","-9,2809%","-13,8457%",N/A,N/A,0
2018-02-01,KNRI11,"162,31",12015.0,"R$ 0,6200","0,3827%","1,4896%","3,1839%","6,8753%","0,4965%","0,5306%","0,5729%","0,3827%","0,0000%","0,3827%","0,3827%","R$ 2.220.343.289,1500","R$ 143,0246","1,1348","0,6432%","-0,2022%","0,4398%","6,6703%","11,9000%","13,5800%",16
2018-02-01,KNCR11,"105,03",31662.0,"R$ 0,6700","0,6262%","1,8362%","3,8094%","8,4864%","0,6121%","0,6349%","0,7072%","0,6262%","0,0000%","0,6262%","0,6262%","R$ 2.931.692.949,4700","R$ 104,3347","1,0067","0,5847%","0,0232%","0,6080%","10,1527%",N/A,N/A,0
2018-02-01,MXRF11,"9,48",46976.0,"R$ 0,0600","0,6257%","1,7649%","3,7582%","8,9273%","0,5883%","0,6264%","0,7439%","0,6257%","0,0000%","0,6257%","0,6257%","R$ 313.097.545,2400","R$ 9,9450","0,9532","0,5028%","-3,8983%","-3,4151%","-90,1962%",N/A,N/A,0
2018-02-01,MFII11,"127,32",3361.0,"R$ 1,1800","0,8268%","2,5224%","5,4012%","11,7008%","0,8408%","0,9002%","0,9751%","0,8268%","0,0000%","0,8268%","0,8268%","R$ 135.502.762,2100","R$ 107,1205","1,1886","1,0922%","1,5839%","2,6935%","20,6862%",N/A,N/A,9
2018-02-01,DRIT11B,"120,00",10.0,"R$ 0,6500","0,5417%","1,4643%","2,8705%","8,7134%","0,4881%","0,4784%","0,7261%","0,5417%","0,0000%","0,5417%","0,5417%","R$ 57.837.529,3400","R$ 124,8444","0,9612","0,4405%","-0,0194%","0,4210%","6,2996%","18,1000%","10,4000%",6
2018-02-01,PLRI11,"91,00",153.0,"R$ 0,5600","0,6120%","1,6787%","10,7645%","14,6816%","0,5596%","1,7941%","1,2235%","0,6120%","0,0000%","0,6120%","0,6120%","R$ 92.270.875,5600","R$ 96,6892","0,9412","0,6309%","-0,9376%","-0,3126%","-3,0337%",N/A,N/A,0
2018-02-01,PORD11,"98,46",252.0,"R$ 3,3400","3,1767%","3,1767%","3,1767%","8,4519%","1,0589%","0,5295%","0,7043%","8,4519%","1,1448%","4,3579%","11,5671%","R$ 102.223.573,7800","R$ 102,2236","0,9632","3,2673%","-2,4569%","0,7301%","6,8181%",N/A,N/A,0
2018-02-01,RBDS11,"399,98",15.0,"R$ 2,4352","0,6088%","4,2722%","8,0285%","9,9666%","1,4241%","1,3381%","0,8305%","0,6088%","0,0000%","0,6088%","0,6088%","R$ 69.119.507,5500","R$ 546,2999","0,7322","1,5033%","-1,6423%","-0,1636%","13,0880%",N/A,N/A,0
