Data,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
2020-09-01,FMOF11,Lajes Corporativas,"R$ 88,12",40.0,"R$ 0,27","0,25%","1,06%","1,06%","3,09%","0,35%","0,18%","0,26%","1,06%","22,10%","22,40%","19,19%","R$ 66.524.360,72","R$ 130,95","0,67",N/A,N/A,N/A,N/A,"43,75%",N/A,1
2020-09-01,ATSA11,Shoppings,"R$ 110,01",449.0,"R$ 0,25","0,18%","0,59%","1,30%","2,97%","0,20%","0,22%","0,25%","0,37%","0,74%","0,92%","1,10%","R$ 189.450.561,66","R$ 110,45","1,00",N/A,N/A,N/A,N/A,"18,70%",N/A,1
2020-09-01,XPHT11,Hotel,"R$ 95,00",12.0,"R$ 0,34","0,40%","1,05%","2,23%","0,00%","0,35%","0,37%","0,00%","1,05%","-18,27%","-17,94%","-16,89%","R$ 473.147.191,99","R$ 125,08","0,76",N/A,N/A,N/A,N/A,"92,70%",N/A,5
2020-09-01,PQDP11,Shoppings,"R$ 2.959,99",46.0,"R$ 14,47","0,53%","1,32%","2,64%","5,39%","0,44%","0,44%","0,45%","1,11%","-18,15%","-17,72%","-17,25%","R$ 830.399.557,77","R$ 3.482,09","0,85",N/A,N/A,N/A,N/A,"4,20%",N/A,1
2020-09-01,VSHO11,Shoppings,"R$ 89,45",185.0,"R$ 0,00","0,00%","1,18%","2,88%","6,51%","0,39%","0,48%","0,54%","1,18%","-26,13%","-26,13%","-27,82%","R$ 206.131.165,51","R$ 98,21","0,91",N/A,N/A,N/A,N/A,"5,67%",N/A,3
2020-09-01,HTMX11,Hotel,"R$ 120,00",2416.0,"R$ 0,00","0,00%","0,80%","2,20%","5,41%","0,27%","0,37%","0,45%","0,80%","-28,14%","-28,14%","-32,26%","R$ 182.023.197,07","R$ 144,81","0,83",N/A,N/A,N/A,N/A,"93,00%",N/A,23
2020-09-01,BPML11,Shoppings,"R$ 100,00",2107.0,"R$ 0,28","0,31%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,31%","0,00%","0,31%","0,31%","R$ 582.946.212,18","R$ 135,41","0,74",N/A,N/A,N/A,N/A,"5,60%",N/A,7
2020-09-01,SCPF11,Shoppings,"R$ 8,98",803.0,"R$ 0,02","0,26%","1,07%","2,78%","6,14%","0,36%","0,46%","0,51%","1,86%","-1,32%","-1,06%","-32,01%","R$ 48.264.309,39","R$ 11,49","0,78",N/A,N/A,N/A,N/A,"9,65%",N/A,1
2020-09-01,RBGS11,Shoppings,"R$ 39,03",115.0,"R$ 0,05","0,12%","0,12%","1,54%","4,60%","0,04%","0,26%","0,38%","1,54%","5,30%","5,43%","-35,50%","R$ 93.635.222,18","R$ 86,86","0,45",N/A,N/A,N/A,N/A,"13,50%",N/A,1
2020-09-01,ABCP11,Shoppings,"R$ 82,61",3780.0,"R$ 0,49","0,56%","0,56%","1,81%","4,73%","0,19%","0,30%","0,39%","1,81%","6,15%","6,74%","-16,18%","R$ 1.039.921.823,30","R$ 85,21","0,97","0,13%","0,15%","0,28%","2,75%","2,00%",N/A,1
2020-09-01,FIGS11,Shoppings,"R$ 63,16",2483.0,"R$ 0,10","0,16%","0,33%","1,45%","3,77%","0,11%","0,24%","0,31%","1,45%","7,61%","7,78%","-24,21%","R$ 278.911.650,14","R$ 97,86","0,65","0,05%","0,24%","0,29%","0,51%","10,90%",N/A,2
2020-09-01,WPLZ11,Shoppings,"R$ 77,84",147.0,"R$ 0,05","0,06%","0,37%","2,13%","5,05%","0,12%","0,35%","0,42%","2,13%","-0,67%","-0,60%","-24,23%","R$ 95.198.927,79","R$ 93,26","0,83",N/A,N/A,N/A,N/A,"11,70%",N/A,1
2020-09-01,HPDP11,Shoppings,"R$ 89,89",3.0,"R$ 0,06","0,07%","0,07%","0,00%","0,00%","0,02%","0,00%","0,00%","0,85%","5,88%","5,95%","7,87%","R$ 278.282.283,11","R$ 95,67","0,94","0,37%","0,22%","0,59%","0,20%","4,50%",N/A,1
2020-09-01,GSFI11,Shoppings,"R$ 2,72",8592.0,"R$ 0,00","0,03%","0,03%","0,03%","0,03%","0,01%","0,00%","0,00%","0,03%","0,00%","0,03%","0,03%","R$ 814.855.061,11","R$ 11,90","0,23",N/A,N/A,N/A,N/A,N/A,N/A,10
2020-09-01,CPFF11,Híbrido,"R$ 77,78",5091.0,"R$ 0,40","0,48%","1,30%","0,00%","0,00%","0,43%","0,00%","0,00%","2,87%","5,08%","5,58%","-16,23%","R$ 336.914.039,59","R$ 84,78","0,92",N/A,N/A,N/A,N/A,N/A,N/A,0
2020-09-01,FVPQ11,Shoppings,"R$ 169,25",1110.0,"R$ 0,08","0,05%","0,52%","0,93%","4,76%","0,17%","0,16%","0,40%","1,72%","-3,87%","-3,82%","-26,20%","R$ 598.487.781,78","R$ 213,73","0,79","0,04%","-0,08%","-0,05%","1,27%","2,40%",N/A,1
2020-09-01,CARE11,Híbrido,"R$ 0,81",74187.0,"R$ 0,00","0,45%","0,45%","0,45%","0,45%","0,15%","0,08%","0,04%","0,45%","0,00%","0,45%","0,45%","R$ 250.148.171,79","R$ 1,40","0,58",N/A,N/A,N/A,N/A,N/A,N/A,0
2020-09-01,RCRB11,Lajes Corporativas,"R$ 174,88",4071.0,"R$ 0,85","0,51%","1,81%","3,03%","5,21%","0,60%","0,50%","0,43%","3,30%","-6,68%","-6,20%","-38,18%","R$ 588.319.069,28","R$ 197,64","0,88","0,43%","-0,09%","0,34%","3,20%","7,00%",N/A,10
2020-09-01,DMAC11,Residencial,"R$ 379,90",802.0,"R$ 2,64","0,71%","2,24%","4,53%","8,92%","0,75%","0,75%","0,74%","5,27%","-0,53%","0,18%","-39,44%","R$ 93.708.040,18","R$ 600,28","0,63",N/A,N/A,N/A,N/A,N/A,N/A,0
2020-09-01,JRDM11,Shoppings,"R$ 78,15",549.0,"R$ 0,16","0,22%","0,22%","0,61%","3,90%","0,07%","0,10%","0,32%","0,61%","-1,51%","-1,30%","-26,43%","R$ 228.038.308,80","R$ 90,38","0,86",N/A,N/A,N/A,N/A,"2,21%",N/A,1
2020-09-01,NEWU11,Lajes Corporativas,"R$ 45,63",32.0,"R$ 0,00","0,00%","0,00%","0,56%","16,63%","0,00%","0,09%","1,39%","0,61%","-4,04%","-4,04%","-31,62%","R$ 51.360.558,02","R$ 69,22","0,66","0,16%","-0,13%","0,03%","-22,23%","42,30%",N/A,3
2020-09-01,CNES11,Lajes Corporativas,"R$ 65,80",702.0,"R$ 0,34","0,53%","1,14%","2,37%","3,68%","0,38%","0,39%","0,31%","2,57%","-7,51%","-7,02%","-22,73%","R$ 279.883.670,90","R$ 94,90","0,69",N/A,N/A,N/A,N/A,"36,30%",N/A,1
2020-09-01,EDGA11,Lajes Corporativas,"R$ 30,45",1401.0,"R$ 0,26","0,85%","1,27%","2,52%","4,86%","0,42%","0,42%","0,40%","2,88%","-4,95%","-4,14%","-39,91%","R$ 300.486.099,23","R$ 78,83","0,39",N/A,N/A,N/A,N/A,"41,70%",N/A,1
2020-09-01,FPAB11,Lajes Corporativas,"R$ 314,49",345.0,"R$ 1,50","0,48%","1,55%","3,06%","6,00%","0,52%","0,51%","0,50%","3,90%","-3,11%","-2,64%","-20,48%","R$ 310.300.499,93","R$ 413,73","0,76","0,36%","0,04%","0,40%","3,39%","24,43%",N/A,1
2020-09-01,SADI11,Títulos e Val. Mob.,"R$ 90,50",3995.0,"R$ 0,21","0,25%","0,90%","2,04%","4,02%","0,30%","0,34%","0,33%","2,73%","12,69%","12,98%","-13,49%","R$ 319.346.599,84","R$ 100,42","0,90","0,21%","0,04%","0,25%","2,35%",N/A,N/A,0
2020-09-01,SHPH11,Shoppings,"R$ 891,00",98.0,"R$ 1,85","0,20%","0,71%","0,71%","3,15%","0,24%","0,12%","0,26%","1,63%","-1,14%","-0,94%","-7,74%","R$ 478.128.756,13","R$ 785,17","1,13","0,25%","-0,03%","0,22%","0,70%","8,40%",N/A,1
2020-09-01,VLOL11,Lajes Corporativas,"R$ 105,49",1195.0,"R$ 0,49","0,48%","1,35%","2,61%","5,12%","0,45%","0,44%","0,43%","3,42%","-1,96%","-1,49%","-9,68%","R$ 161.833.899,10","R$ 90,67","1,16",N/A,N/A,N/A,N/A,"8,00%",N/A,1
2020-09-01,VINO11,Lajes Corporativas,"R$ 59,06",42629.0,"R$ 0,35","0,60%","1,93%","3,98%","0,00%","0,64%","0,66%","0,00%","5,09%","0,12%","0,72%","-8,03%","R$ 601.739.242,88","R$ 60,52","0,98",N/A,N/A,N/A,N/A,"4,90%",N/A,7
2020-09-01,HSML11,Shoppings,"R$ 92,87",16159.0,"R$ 0,26","0,28%","0,69%","1,44%","4,74%","0,23%","0,24%","0,39%","2,45%","6,29%","6,59%","-22,91%","R$ 1.575.378.129,07","R$ 99,83","0,93",N/A,N/A,N/A,N/A,"4,80%",N/A,5
2020-09-01,OUJP11,Títulos e Val. Mob.,"R$ 102,68",6163.0,"R$ 0,46","0,44%","1,48%","3,38%","7,18%","0,49%","0,56%","0,60%","4,76%","2,01%","2,46%","-3,94%","R$ 231.669.501,06","R$ 101,45","1,01","0,46%","0,28%","0,74%","3,52%",N/A,N/A,0
2020-09-01,KNRI11,Híbrido,"R$ 165,30",27601.0,"R$ 0,65","0,40%","1,19%","2,40%","4,94%","0,40%","0,40%","0,41%","3,24%","4,83%","5,24%","-6,52%","R$ 3.700.163.578,74","R$ 156,78","1,05","0,41%","-0,15%","0,26%","7,61%","5,91%","9,30%",19
2020-09-01,RBCO11,Lajes Corporativas,"R$ 84,90",2469.0,"R$ 0,40","0,48%","1,33%","3,05%","6,54%","0,44%","0,51%","0,54%","4,83%","-4,56%","-4,10%","-38,87%","R$ 387.394.018,63","R$ 102,51","0,83",N/A,N/A,N/A,N/A,"27,00%","14,00%",3
2020-09-01,FIIB11,Híbrido,"R$ 500,05",847.0,"R$ 2,37","0,51%","1,23%","2,49%","5,42%","0,41%","0,41%","0,45%","3,01%","-2,55%","-2,05%","-19,30%","R$ 291.917.871,45","R$ 426,16","1,17",N/A,N/A,N/A,N/A,"2,58%",N/A,1
2020-09-01,VVPR11,Híbrido,"R$ 100,45",122.0,"R$ 0,49","0,48%","1,65%","3,56%","0,00%","0,55%","0,59%","0,00%","4,21%","-1,07%","-0,59%","-0,68%","R$ 190.261.917,97","R$ 100,54","1,00",N/A,N/A,N/A,N/A,"0,00%",N/A,4
2020-09-01,LVBI11,Logística,"R$ 122,70",27250.0,"R$ 0,67","0,54%","1,60%","3,17%","5,86%","0,53%","0,53%","0,49%","3,69%","-7,84%","-7,34%","3,41%","R$ 816.287.009,38","R$ 108,29","1,13",N/A,N/A,N/A,N/A,"7,00%","1,00%",6
2020-09-01,NSLU11,Hospital,"R$ 280,90",535.0,"R$ 1,69","0,60%","3,49%","5,63%","9,71%","1,16%","0,94%","0,81%","6,32%","0,90%","1,51%","19,96%","R$ 218.374.587,70","R$ 190,75","1,47",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2020-09-01,KNCR11,Títulos e Val. Mob.,"R$ 88,53",61704.0,"R$ 0,27","0,30%","0,97%","2,16%","4,92%","0,32%","0,36%","0,41%","3,03%","1,44%","1,75%","-12,06%","R$ 3.820.768.291,10","R$ 97,73","0,91","0,28%","0,34%","0,62%","-4,08%",N/A,N/A,0
2020-09-01,HABT11,Títulos e Val. Mob.,"R$ 113,50",15516.0,"R$ 0,97","0,89%","2,38%","4,79%","0,00%","0,79%","0,80%","0,00%","6,60%","6,14%","7,08%","0,62%","R$ 388.662.590,27","R$ 101,52","1,12","0,96%","-0,25%","0,70%","7,08%",N/A,N/A,0
2020-09-01,VCJR11,Títulos e Val. Mob.,"R$ 100,79",9277.0,"R$ 0,61","0,61%","1,56%","2,69%","0,00%","0,52%","0,45%","0,00%","3,26%","-0,94%","-0,33%","-3,77%","R$ 588.541.654,73","R$ 101,28","1,00","0,60%","-0,81%","-0,21%","3,95%",N/A,N/A,0
2020-09-01,XPLG11,Logística,"R$ 128,90",55485.0,"R$ 0,58","0,46%","1,36%","2,86%","5,90%","0,45%","0,48%","0,49%","3,82%","0,61%","1,07%","-2,77%","R$ 2.644.291.054,32","R$ 109,77","1,17",N/A,N/A,N/A,N/A,"10,00%","4,00%",13
2020-09-01,NEWL11,Híbrido,"R$ 100,50",591.0,"R$ 0,70","0,69%","1,71%","2,34%","0,00%","0,57%","0,39%","0,00%","3,50%","3,58%","4,30%","-14,90%","R$ 97.450.106,49","R$ 113,87","0,88","0,61%","0,06%","0,68%","4,63%","0,00%",N/A,1
2020-09-01,RDPD11,Títulos e Val. Mob.,"R$ 83,00",4761.0,"R$ 0,31","0,37%","1,48%","2,79%","5,60%","0,49%","0,46%","0,47%","3,76%","2,08%","2,47%","-2,88%","R$ 105.060.274,59","R$ 97,45","0,85","0,32%","0,09%","0,41%","3,17%",N/A,N/A,0
2020-09-01,VRTA11,Títulos e Val. Mob.,"R$ 103,60",23458.0,"R$ 0,51","0,49%","1,91%","3,89%","7,31%","0,64%","0,65%","0,61%","5,13%","-6,26%","-5,80%","-16,28%","R$ 1.025.089.508,69","R$ 102,51","1,01","0,50%","-3,04%","-2,55%","1,93%",N/A,N/A,0
2020-09-01,EURO11,Logística,"R$ 217,99",220.0,"R$ 0,75","0,35%","1,13%","2,29%","4,35%","0,38%","0,38%","0,36%","3,00%","4,35%","4,71%","5,98%","R$ 117.673.752,79","R$ 306,49","0,71",N/A,N/A,N/A,N/A,"0,00%",N/A,6
2020-09-01,VIFI11,Títulos e Val. Mob.,"R$ 97,10",4210.0,"R$ 0,65","0,66%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","2,01%","-0,87%","-0,21%","0,43%","R$ 284.515.164,58","R$ 101,17","0,96",N/A,N/A,N/A,N/A,N/A,N/A,0
2020-09-01,RNGO11,Lajes Corporativas,"R$ 72,54",4046.0,"R$ 0,42","0,58%","1,84%","3,55%","6,62%","0,61%","0,59%","0,55%","4,48%","3,53%","4,13%","-28,17%","R$ 274.564.848,56","R$ 102,60","0,71",N/A,N/A,N/A,N/A,"20,30%",N/A,3
2020-09-01,VISC11,Shoppings,"R$ 114,33",28800.0,"R$ 0,15","0,14%","0,50%","1,31%","4,50%","0,17%","0,22%","0,38%","2,26%","5,67%","5,82%","-18,64%","R$ 1.734.196.650,09","R$ 121,52","0,94",N/A,N/A,N/A,N/A,"7,60%",N/A,14
2020-09-01,CTXT11,Lajes Corporativas,"R$ 48,73",755.0,"R$ 0,38","0,77%","2,25%","4,63%","8,43%","0,75%","0,77%","0,70%","5,94%","1,86%","2,64%","-10,94%","R$ 138.677.122,69","R$ 53,45","0,91","0,71%","0,14%","0,85%","5,49%","8,60%",N/A,1
2020-09-01,RBED11,Outros,"R$ 166,70",682.0,"R$ 1,00","0,59%","1,78%","3,76%","7,06%","0,59%","0,63%","0,59%","4,89%","3,48%","4,09%","-0,79%","R$ 267.374.528,73","R$ 149,60","1,11","0,67%","0,01%","0,68%","5,40%","0,00%",N/A,5
2020-09-01,VILG11,Logística,"R$ 128,48",38406.0,"R$ 0,60","0,47%","1,44%","2,88%","6,03%","0,48%","0,48%","0,50%","3,91%","4,12%","4,61%","-4,34%","R$ 1.215.057.365,31","R$ 112,91","1,14",N/A,N/A,N/A,N/A,"0,00%",N/A,10
2020-09-01,XPCI11,Outros,"R$ 89,46",19657.0,"R$ 0,60","0,69%","1,97%","4,04%","0,00%","0,66%","0,67%","0,00%","5,28%","4,90%","5,62%","-12,18%","R$ 659.010.655,49","R$ 97,13","0,92","0,62%","-1,78%","-1,18%","4,61%",N/A,N/A,0
2020-09-01,BBPO11,Lajes Corporativas,"R$ 139,29",11016.0,"R$ 1,08","0,78%","2,18%","4,31%","8,28%","0,73%","0,72%","0,69%","5,61%","0,39%","1,17%","-10,27%","R$ 1.610.912.677,39","R$ 101,19","1,38","1,07%","-0,02%","1,05%","7,51%","0,00%","0,00%",64
2020-09-01,JSRE11,Híbrido,"R$ 99,50",21490.0,"R$ 0,52","0,53%","1,48%","2,73%","5,41%","0,49%","0,45%","0,45%","3,51%","-0,21%","0,31%","-12,75%","R$ 2.336.291.843,98","R$ 112,50","0,88","0,46%","0,27%","0,73%","0,64%","3,00%",N/A,4
2020-09-01,XPSF11,Outros,"R$ 96,40",10567.0,"R$ 0,70","0,71%","2,27%","4,54%","0,00%","0,76%","0,76%","0,00%","5,25%","2,47%","3,20%","5,13%","R$ 336.269.216,26","R$ 100,38","0,96","0,70%","2,53%","3,24%","3,59%",N/A,N/A,0
2020-09-01,PRSV11,Lajes Corporativas,"R$ 385,00",34.0,"R$ 1,92","0,53%","1,11%","3,04%","6,00%","0,37%","0,51%","0,50%","4,04%","3,65%","4,20%","-16,07%","R$ 71.046.682,28","R$ 364,34","1,06","0,53%","0,01%","0,53%","-4,21%","18,89%","21,24%",2
2020-09-01,BARI11,Títulos e Val. Mob.,"R$ 106,19",2378.0,"R$ 0,85","0,79%","2,15%","4,29%","8,68%","0,72%","0,72%","0,72%","5,60%","8,59%","9,44%","4,34%","R$ 221.807.741,43","R$ 99,28","1,07",N/A,N/A,N/A,N/A,N/A,N/A,0
2020-09-01,BBRC11,Outros,"R$ 150,50",1610.0,"R$ 0,94","0,62%","2,11%","4,16%","8,19%","0,70%","0,69%","0,68%","5,40%","4,18%","4,83%","7,22%","R$ 174.645.970,86","R$ 109,84","1,37","0,86%","-0,10%","0,75%","6,35%","5,40%","2,10%",20
2020-09-01,HGRU11,Híbrido,"R$ 133,99",41207.0,"R$ 0,68","0,52%","1,58%","3,39%","6,68%","0,53%","0,56%","0,56%","4,43%","2,15%","2,68%","3,51%","R$ 1.351.133.054,10","R$ 107,80","1,24","0,63%","-0,03%","0,60%","4,67%","0,00%","0,00%",15
2020-09-01,HGBS11,Shoppings,"R$ 211,00",8825.0,"R$ 0,25","0,12%","0,40%","1,15%","4,14%","0,13%","0,19%","0,35%","2,14%","4,48%","4,61%","-25,12%","R$ 2.274.819.171,44","R$ 227,48","0,93","0,11%","1,01%","1,12%","-3,23%","7,81%",N/A,16
2020-09-01,HGRE11,Lajes Corporativas,"R$ 152,99",11449.0,"R$ 0,65","0,44%","1,29%","2,50%","5,16%","0,43%","0,42%","0,43%","3,29%","4,90%","5,36%","-23,36%","R$ 1.772.777.605,90","R$ 163,96","0,93","0,40%","0,30%","0,70%","3,30%","27,33%","28,61%",22
2020-09-01,HGPO11,Lajes Corporativas,"R$ 224,80",1091.0,"R$ 0,94","0,43%","1,31%","2,67%","5,20%","0,44%","0,45%","0,43%","3,49%","5,19%","5,64%","2,75%","R$ 336.083.801,77","R$ 203,69","1,10","0,46%","0,01%","0,47%","3,79%","0,00%","0,00%",2
2020-09-01,RBVO11,Outros,"R$ 21,50",144.0,"R$ 0,15","0,71%","1,68%","2,72%","5,70%","0,56%","0,45%","0,48%","3,63%","-4,14%","-3,46%","-31,52%","R$ 15.335.692,09","R$ 29,73","0,72","0,49%","-0,18%","0,31%","1,76%",N/A,N/A,0
2020-09-01,BICR11,Títulos e Val. Mob.,"R$ 99,96",25.0,"R$ 0,28","0,29%","0,59%","1,70%","0,00%","0,20%","0,28%","0,00%","2,72%","-3,30%","-3,02%","-14,68%","R$ 49.669.734,83","R$ 99,34","1,01","0,28%","-0,22%","0,06%","-4,68%",N/A,N/A,0
2020-09-01,PLRI11,Títulos e Val. Mob.,"R$ 39,80",1237.0,"R$ 0,19","0,44%","1,49%","3,06%","6,02%","0,50%","0,51%","0,50%","3,68%","14,02%","14,52%","-18,51%","R$ 56.169.093,17","R$ 58,86","0,68",N/A,N/A,N/A,N/A,N/A,N/A,0
2020-09-01,ARRI11,Títulos e Val. Mob.,"R$ 82,58",352.0,"R$ 0,59","0,75%","1,87%","3,61%","0,00%","0,62%","0,60%","0,00%","4,28%","3,38%","4,16%","-22,06%","R$ 36.466.724,12","R$ 92,94","0,89",N/A,N/A,N/A,N/A,N/A,N/A,0
2020-09-01,RFOF11,Títulos e Val. Mob.,"R$ 80,22",3908.0,"R$ 0,42","0,52%","1,20%","0,00%","0,00%","0,40%","0,00%","0,00%","1,78%","9,12%","9,69%","-1,04%","R$ 102.814.995,73","R$ 95,36","0,84",N/A,N/A,N/A,N/A,N/A,N/A,0
2020-09-01,BBFI11B,Lajes Corporativas,"R$ 2.430,00",162.0,"R$ 25,06","1,07%","3,12%","6,04%","11,61%","1,04%","1,01%","0,97%","8,02%","2,07%","3,16%","-13,87%","R$ 408.198.363,66","R$ 3.139,99","0,77","0,80%","0,04%","0,83%","6,34%","72,20%",N/A,2
2020-09-01,TEPP11,Lajes Corporativas,"R$ 92,21",5613.0,"R$ 0,50","0,54%","1,65%","3,32%","0,00%","0,55%","0,55%","0,00%","4,39%","3,57%","4,12%","-9,84%","R$ 348.774.772,88","R$ 96,43","0,96",N/A,N/A,N/A,N/A,"11,00%",N/A,3
2020-09-01,PATC11,Lajes Corporativas,"R$ 90,90",6104.0,"R$ 0,29","0,33%","0,92%","1,85%","3,88%","0,31%","0,31%","0,32%","2,52%","-0,92%","-0,59%","-16,37%","R$ 345.370.826,83","R$ 99,32","0,92",N/A,N/A,N/A,N/A,"0,00%",N/A,5
2020-09-01,MFII11,Híbrido,"R$ 125,93",4318.0,"R$ 0,98","0,78%","2,32%","5,03%","9,76%","0,77%","0,84%","0,81%","6,55%","2,64%","3,44%","-1,57%","R$ 290.271.878,11","R$ 115,99","1,09","0,84%","-1,19%","-0,35%","4,16%",N/A,N/A,9
2020-09-01,CXCE11B,Outros,"R$ 98,99",299.0,"R$ 0,80","0,78%","2,36%","4,98%","9,72%","0,79%","0,83%","0,81%","6,49%","2,20%","3,01%","-96,06%","R$ 147.477.555,23","R$ 86,10","1,15","0,93%","-0,15%","0,78%","-95,73%","0,00%",N/A,1
2020-09-01,PLCR11,Híbrido,"R$ 83,15",1847.0,"R$ 0,41","0,50%","1,20%","2,29%","0,00%","0,40%","0,38%","0,00%","2,84%","-1,08%","-0,58%","-13,34%","R$ 202.946.615,46","R$ 96,22","0,86","0,43%","0,13%","0,56%","1,87%",N/A,N/A,0
2020-09-01,BPFF11,Títulos e Val. Mob.,"R$ 81,49",6550.0,"R$ 0,50","0,60%","1,77%","3,53%","7,94%","0,59%","0,59%","0,66%","4,80%","1,82%","2,42%","-28,05%","R$ 243.836.796,36","R$ 91,36","0,89","0,55%","-2,33%","-1,80%","-11,65%",N/A,N/A,0
2020-09-01,SARE11,Híbrido,"R$ 100,21",3035.0,"R$ 0,25","0,25%","0,84%","1,77%","0,00%","0,28%","0,29%","0,00%","2,21%","6,22%","6,48%","-3,48%","R$ 360.388.196,02","R$ 100,11","1,00","0,25%","-0,07%","0,18%","1,79%","0,00%",N/A,2
2020-09-01,NVHO11,Hospital,"R$ 13,45",181.0,"R$ 0,06","0,44%","1,38%","2,90%","5,54%","0,46%","0,48%","0,46%","3,84%","2,58%","3,03%","6,58%","R$ 325.659.632,86","R$ 7,85","1,71","0,76%","0,09%","0,85%","14,74%",N/A,N/A,1
2020-09-01,HUSC11,Outros,"R$ 152,50",39.0,"R$ 0,73","0,47%","1,41%","1,69%","2,52%","0,47%","0,28%","0,21%","1,41%","6,21%","6,71%","15,61%","R$ 72.162.874,40","R$ 99,42","1,53","0,73%","-0,06%","0,67%","4,39%",N/A,N/A,0
2020-09-01,AFCR11,Híbrido,"R$ 105,51",6216.0,"R$ 0,80","0,76%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,32%","-2,78%","-2,04%","6,39%","R$ 67.935.794,45","R$ 101,59","1,04",N/A,N/A,N/A,N/A,N/A,N/A,0
2020-09-01,KFOF11,Títulos e Val. Mob.,"R$ 113,05",3586.0,"R$ 0,46","0,41%","1,63%","3,01%","5,55%","0,54%","0,50%","0,46%","3,86%","-0,55%","-0,14%","-8,79%","R$ 466.707.137,91","R$ 109,60","1,03","0,42%","1,83%","2,26%","-10,73%",N/A,N/A,0
