Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-08-01,HGCR11,Títulos e Val. Mob.,"106,26",2257.0,"R$ 0,7700","0,6895%","2,3610%","4,4625%","8,6519%","0,7870%","0,7438%","0,7210%","5,1978%","3,4940%","4,2076%","15,2990%","R$ 106.065.943,3500","R$ 101,2959","1,0490","1,0464%","-0,7524%","0,2862%","4,0450%",N/A,N/A,0
2018-08-01,DOMC11,Lajes Corporativas,"440,00",60.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-8,1631%","-8,1631%","-13,3929%","R$ 234.072.386,8700","R$ 973,2740","0,4521",,,,,N/A,N/A,1
2018-08-01,FIXX11,Títulos e Val. Mob.,"78,73",271.0,"R$ 0,5600","0,7161%","1,9730%","3,3549%","7,3771%","0,6577%","0,5592%","0,6148%","3,8869%","-2,2378%","-1,5377%","-13,5210%","R$ 31.265.733,4000","R$ 85,4320","0,9216","0,6555%","0,2633%","0,9205%","-4,7248%",N/A,N/A,0
2018-08-01,VRTA11,Títulos e Val. Mob.,"105,95",2993.0,"R$ 0,8600","0,8080%","2,2646%","4,1848%","8,0973%","0,7549%","0,6975%","0,6748%","4,8170%","-0,3464%","0,4588%","0,8431%","R$ 222.329.855,4600","R$ 99,1748","1,0683","0,8167%","-0,9978%","-0,1892%","-1,0505%",N/A,N/A,0
2018-08-01,BRCR11,Híbrido,"91,60",27856.0,"R$ 0,3978","0,4373%","1,2061%","2,0865%","4,6349%","0,4020%","0,3478%","0,3862%","2,0865%","-4,4232%","-4,0053%","-11,7486%","R$ 2.407.029.806,9400","R$ 125,2061","0,7316","0,3177%","-0,2873%","0,0294%","1,9055%","34,8000%","31,5000%",11
2018-08-01,FAMB11B,Lajes Corporativas,"2.240,00",61.0,"R$ 34,8282","1,5823%","3,9159%","6,7621%","12,1288%","1,3053%","1,1270%","1,0107%","7,6308%","-32,3779%","-31,3079%","-41,7987%","R$ 484.407.908,6300","R$ 4.622,2129","0,4846","0,7535%","-0,0274%","0,7259%","5,7688%","0,0000%",N/A,1
2018-08-01,PQDP11,Shoppings,"2.755,00",47.0,"R$ 14,0381","0,4857%","1,4017%","2,5469%","5,1466%","0,4672%","0,4245%","0,4289%","2,5469%","-2,3649%","-1,8906%","-10,0064%","R$ 660.219.238,5100","R$ 2.768,4818","0,9951",,,,,"2,6000%",N/A,1
2018-08-01,PRSV11,Lajes Corporativas,"306,00",39.0,"R$ 0,8000","0,2515%","0,7004%","1,2580%","2,9467%","0,2335%","0,2097%","0,2456%","1,3615%","-3,6152%","-3,3727%","-20,5515%","R$ 79.000.652,7300","R$ 405,1316","0,7553","0,1975%","0,0229%","0,2204%","1,2651%",N/A,N/A,2
2018-08-01,TBOF11,Lajes Corporativas,"76,22",15607.0,"R$ 0,1625","0,2204%","0,6741%","1,2902%","2,6319%","0,2247%","0,2150%","0,2193%","1,2902%","-1,0067%","-0,7886%","-9,4465%","R$ 800.750.214,1600","R$ 79,6766","0,9566",,,,,"28,2000%",N/A,1
2018-08-01,VLOL11,Lajes Corporativas,"84,90",1161.0,"R$ 0,3580","0,4120%","1,2035%","2,3883%","4,9380%","0,4012%","0,3981%","0,4115%","2,7413%","-0,0575%","0,3543%","-0,7663%","R$ 132.852.025,2900","R$ 74,4341","1,1406","0,4810%","0,0694%","0,5508%","3,6028%","3,9400%",N/A,1
2018-08-01,AGCX11,Outros,"1.001,00",386.0,"R$ 7,2500","0,7108%","2,0219%","3,7466%","7,4448%","0,6740%","0,6244%","0,6204%","4,3185%","-3,7736%","-3,0896%","-16,3495%","R$ 431.900.431,0500","R$ 1.066,4208","0,9387","0,6798%","-0,0738%","0,6055%","4,1318%",N/A,N/A,41
2018-08-01,BBVJ11,Lajes Corporativas,"48,95",1366.0,"R$ 0,0300","0,0667%","0,0925%","0,0925%","1,4442%","0,0308%","0,0154%","0,1204%","0,0925%","-10,5723%","-10,5127%","-24,9306%","R$ 162.383.661,1100","R$ 59,9202","0,8169","0,0217%","0,1032%","0,1249%","0,2878%","49,2900%",N/A,1
2018-08-01,BMLC11B,Lajes Corporativas,"77,55",363.0,"R$ 0,3227","0,4065%","1,5714%","2,7044%","6,4745%","0,5238%","0,4507%","0,5395%","3,1643%","2,5581%","2,9750%","-2,8278%","R$ 84.275.876,7800","R$ 84,4105","0,9187","0,4614%","0,0205%","0,4821%","2,7955%","19,0000%",N/A,2
2018-08-01,BPFF11,Títulos e Val. Mob.,"91,20",2138.0,"R$ 0,6700","0,7235%","2,1256%","4,0059%","8,1877%","0,7085%","0,6677%","0,6823%","4,6683%","3,6954%","4,4457%","-4,0927%","R$ 176.025.627,4000","R$ 88,0128","1,0362","0,7613%","-5,0402%","-4,3173%","-6,4042%",N/A,N/A,0
2018-08-01,CXCE11B,Outros,"2.199,98",14.0,"R$ 18,1400","0,8062%","2,4350%","4,5727%","9,0154%","0,8117%","0,7621%","0,7513%","5,3033%","2,2727%","3,0973%","-2,7837%","R$ 157.938.800,6300","R$ 2.305,0702","0,9544","0,7655%","0,0502%","0,8160%","4,9275%",N/A,N/A,1
2018-08-01,CXTL11,Logística,"519,98",34.0,"R$ 1,0043","0,2009%","0,4923%","1,1486%","2,5534%","0,1641%","0,1914%","0,2128%","1,2464%","-4,7619%","-4,5706%","-11,4922%","R$ 51.530.757,0500","R$ 961,4485","0,5408","0,0597%","-0,0027%","0,0570%","-0,0885%",N/A,N/A,4
2018-08-01,CTXT11,Lajes Corporativas,"4,08",4711.0,"R$ 0,0274","0,6732%","2,0131%","3,6800%","7,7155%","0,6710%","0,6133%","0,6430%","4,0226%","0,0000%","0,6732%","-5,8546%","R$ 124.712.579,5900","R$ 3,4337","1,1882","0,7980%","-0,0038%","0,7942%","4,4636%","5,5000%",N/A,1
2018-08-01,FLMA11,Híbrido,"2,30",18907.0,"R$ 0,0131","0,5598%","1,6521%","2,9773%","5,6531%","0,5507%","0,4962%","0,4711%","3,3937%","-1,6807%","-1,1303%","-5,8143%","R$ 183.545.815,6000","R$ 2,6588","0,8651","0,5228%","-0,0264%","0,4962%","2,8430%",N/A,N/A,1
2018-08-01,EDFO11B,Lajes Corporativas,"278,00",66.0,"R$ 1,6938","0,5922%","1,7920%","3,4818%","7,2328%","0,5973%","0,5803%","0,6027%","4,1101%","5,9063%","6,5335%","6,4157%","R$ 42.123.508,0900","R$ 178,4894","1,5575","0,9490%","0,0238%","0,9730%","6,9341%",N/A,N/A,1
2018-08-01,EURO11,Logística,"170,00",191.0,"R$ 0,9000","0,5199%","1,7151%","3,2841%","6,5480%","0,5717%","0,5474%","0,5457%","3,7841%","-2,7416%","-2,2360%","-10,1110%","R$ 119.233.051,0200","R$ 310,5545","0,5474","0,2898%","0,0937%","0,3838%","2,3211%","5,3600%",N/A,6
2018-08-01,FIGS11,Shoppings,"67,94",9844.0,"R$ 0,8333","1,1824%","3,5012%","6,0810%","11,7017%","1,1671%","1,0135%","0,9751%","6,9536%","2,1449%","3,3527%","-20,9123%","R$ 242.797.208,3900","R$ 93,6898","0,7252","0,8895%","-0,0422%","0,8468%","12,9809%","10,3600%",N/A,2
2018-08-01,ABCP11,Shoppings,"16,30",41921.0,"R$ 0,0850","0,5397%","1,6791%","3,1408%","6,2656%","0,5597%","0,5235%","0,5221%","3,8479%","9,3750%","9,9653%","-3,5586%","R$ 781.790.198,3500","R$ 12,8122","1,2722","0,6634%","-0,3922%","0,2686%","3,8163%","1,8000%",N/A,1
2018-08-01,GWIR11,Híbrido,"167,50",1283.0,"R$ 1,3600","0,6366%","1,7699%","3,7573%","7,1946%","0,5900%","0,6262%","0,5995%","2,8744%","-0,1682%","0,4673%","-9,1521%","R$ 79.761.391,3700","R$ 208,7902","0,8022","0,6514%","0,0314%","0,6830%","3,1059%",N/A,N/A,2
2018-08-01,FIIB11,Híbrido,"396,00",851.0,"R$ 2,6800","0,6802%","1,9268%","3,7031%","7,3463%","0,6423%","0,6172%","0,6122%","3,7031%","1,0516%","1,7389%","-2,6626%","R$ 267.309.444,4700","R$ 390,2328","1,0148","0,6868%","0,1171%","0,8047%","4,2564%","0,9500%",N/A,1
2018-08-01,FMOF11,Lajes Corporativas,"75,16",50.0,"R$ 0,2500","0,3205%","0,8640%","1,5695%","3,0868%","0,2880%","0,2616%","0,2572%","1,7937%","-15,2174%","-14,9457%","-31,5374%","R$ 66.933.716,3500","R$ 131,7572","0,5704","0,2049%","-0,0055%","0,1994%","1,2166%","47,8000%",N/A,1
2018-08-01,MBRF11,Outros,"1.009,99",81.0,"R$ 8,0000","0,7992%","2,4000%","4,5939%","7,4870%","0,8000%","0,7657%","0,6239%","5,3272%","0,2012%","1,0020%","-3,2476%","R$ 116.135.338,8000","R$ 1.142,3448","0,8841","0,7003%","0,0085%","0,7089%","4,3149%","0,0000%",N/A,2
2018-08-01,PABY11,Híbrido,"24,75",10.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-19,8397%","-19,8397%","-31,6239%","R$ 186.021.313,9900","R$ 245,2813","0,1009","0,0000%","2,2367%","2,2367%","2,9162%",N/A,N/A,1
2018-08-01,FPAB11,Lajes Corporativas,"316,00",28.0,"R$ 1,6500","0,5288%","1,6073%","3,1424%","6,4235%","0,5358%","0,5237%","0,5353%","3,6776%","-2,5030%","-1,9874%","-8,8291%","R$ 259.830.399,6400","R$ 346,4405","0,9121","0,5051%","0,0293%","0,5346%","3,5931%","19,3200%",N/A,1
2018-08-01,FFCI11,Lajes Corporativas,"155,30",934.0,"R$ 0,7300","0,4710%","1,3242%","2,3794%","5,5826%","0,4414%","0,3966%","0,4652%","2,7806%","-3,7267%","-3,2733%","-7,7013%","R$ 384.157.283,6700","R$ 177,0310","0,8772","0,4124%","0,0718%","0,4845%","2,3583%","5,6000%",N/A,8
2018-08-01,RNGO11,Lajes Corporativas,"77,05",3819.0,"R$ 0,4400","0,5707%","1,9004%","3,6413%","7,0959%","0,6335%","0,6069%","0,5913%","4,2188%","-3,6009%","-3,0508%","-13,9978%","R$ 248.297.884,3400","R$ 92,7870","0,8304","0,5820%","-0,0459%","0,5358%","3,4977%","15,4000%",N/A,2
2018-08-01,SCPF11,Shoppings,"11,60",565.0,"R$ 0,0682","0,5830%","1,5530%","2,8542%","6,8929%","0,5177%","0,4757%","0,5744%","3,8699%","-5,4927%","-4,9418%","-13,1415%","R$ 47.057.463,1800","R$ 11,2042","1,0353","0,6088%","-0,0700%","0,5384%","5,2331%",N/A,N/A,1
2018-08-01,SHPH11,Shoppings,"975,00",60.0,"R$ 3,5500","0,3679%","1,0910%","2,1054%","4,5384%","0,3637%","0,3509%","0,3782%","2,6554%","1,5576%","1,9312%","-0,9084%","R$ 421.740.722,5600","R$ 692,5704","1,4078","0,5126%","-0,4855%","0,0246%","-2,7896%","1,7000%",N/A,1
2018-08-01,ONEF11,Lajes Corporativas,"128,00",977.0,"R$ 0,6700","0,5234%","1,5972%","3,2010%","6,4546%","0,5324%","0,5335%","0,5379%","3,7506%","6,6667%","7,2250%","9,8170%","R$ 99.189.904,1400","R$ 108,8802","1,1756","0,6154%","0,0039%","0,6192%","3,7893%","0,0000%",N/A,1
2018-08-01,FIVN11,Shoppings,"3,45",209.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 156.087.008,9900","R$ 16,5827","0,2080",,,,,N/A,N/A,1
2018-08-01,RBBV11,Títulos e Val. Mob.,"64,04",531.0,"R$ 1,3480","2,1212%","3,3882%","4,6774%","7,9190%","1,1294%","0,7796%","0,6599%","5,4894%","3,3333%","5,5252%","3,3479%","R$ 125.929.985,5400","R$ 100,4095","0,6378","0,4813%","0,1937%","0,6759%","2,2247%",N/A,N/A,1
2018-08-01,JSRE11,Híbrido,"103,30",11395.0,"R$ 0,5500","0,5312%","1,5790%","3,0864%","6,7825%","0,5263%","0,5144%","0,5652%","3,6477%","1,3212%","1,8595%","0,4359%","R$ 694.793.098,7100","R$ 107,6707","0,9594","0,5015%","-0,9437%","-0,4469%","1,1346%","0,0000%",N/A,2
2018-08-01,KNRE11,Residencial,"9,75",3531.0,"R$ 0,0261","0,2659%","8,3534%","8,3534%","11,4843%","2,7845%","1,3922%","0,9570%","8,3534%","-2,0000%","-1,7394%","0,7660%","R$ 163.531.287,7500","R$ 8,8171","1,1058","0,0000%","-11,0384%","-11,0384%","803,1539%",N/A,N/A,0
2018-08-01,KNRI11,Híbrido,"142,87",11951.0,"R$ 0,8200","0,5536%","1,7185%","3,1660%","6,3499%","0,5728%","0,5277%","0,5292%","3,5487%","3,9582%","4,5337%","-5,2673%","R$ 2.240.694.076,7300","R$ 144,3355","0,9898","0,6374%","3,3254%","3,9840%","4,3259%","8,9300%","12,7900%",15
2018-08-01,KNCR11,Títulos e Val. Mob.,"105,99",36837.0,"R$ 0,6800","0,6410%","1,7863%","3,4280%","7,2374%","0,5954%","0,5713%","0,6031%","4,0541%","-0,8505%","-0,2150%","3,2396%","R$ 2.917.625.200,0500","R$ 103,8341","1,0208","0,6067%","-0,1381%","0,4678%","2,9156%",N/A,N/A,0
2018-08-01,MXRF11,Híbrido,"10,06",66473.0,"R$ 0,0800","0,7944%","2,6501%","4,5103%","8,2685%","0,8834%","0,7517%","0,6890%","5,1360%","3,8144%","4,6392%","10,5175%","R$ 301.232.267,1700","R$ 9,5681","1,0514","0,8361%","0,7658%","1,6083%","5,3211%",N/A,N/A,0
2018-08-01,MFII11,Híbrido,"119,00",8161.0,"R$ 1,1800","1,0172%","2,8905%","5,5796%","11,1146%","0,9635%","0,9299%","0,9262%","5,5796%","-3,4138%","-2,4313%","-14,0804%","R$ 231.185.436,6300","R$ 110,7488","1,0745",,,,,N/A,N/A,9
2018-08-01,DRIT11B,Lajes Corporativas,"124,00",8.0,"R$ 0,7000","0,5650%","1,6987%","4,8291%","7,6996%","0,5662%","0,8048%","0,6416%","5,3707%","-0,8800%","-0,3200%","8,9113%","R$ 56.005.289,7600","R$ 120,8894","1,0257","0,5790%","-0,4365%","0,1401%","1,8053%","0,0000%",N/A,6
2018-08-01,PLRI11,Títulos e Val. Mob.,"79,50",538.0,"R$ 0,6500","0,8030%","2,0571%","4,1773%","14,9417%","0,6857%","0,6962%","1,2451%","4,7893%","-2,1161%","-1,3301%","-7,2060%","R$ 82.390.206,9600","R$ 86,3354","0,9208","0,7529%","-2,7489%","-2,0168%","-5,9403%",N/A,N/A,0
2018-08-01,PORD11,Títulos e Val. Mob.,"96,59",151.0,"R$ 5,0000","4,9087%","4,9087%","4,9087%","8,0854%","1,6362%","0,8181%","0,6738%","4,9087%","1,4542%","6,4343%","6,8600%","R$ 103.995.419,7200","R$ 103,9954","0,9288",,,,,N/A,N/A,0
2018-08-01,RBDS11,Residencial,"352,50",78.0,"R$ 12,7871","3,3474%","4,8763%","10,5357%","18,5642%","1,6254%","1,7559%","1,5470%","11,1445%","-2,0513%","1,2275%","6,6336%","R$ 50.634.046,6700","R$ 400,1964","0,8808","3,1952%","-9,0916%","-6,1869%","-19,2309%",N/A,N/A,0
2018-08-01,RBGS11,Shoppings,"44,55",777.0,"R$ 0,1692","0,3702%","0,9304%","2,3255%","4,3330%","0,3101%","0,3876%","0,3611%","2,9161%","-5,7526%","-5,4036%","1,5294%","R$ 107.156.981,4000","R$ 99,4035","0,4482","0,0863%","0,0841%","0,1704%","1,4706%","13,7000%",N/A,1
2018-08-01,FIIP11B,Logística,"184,50",521.0,"R$ 1,2224","0,6572%","1,9915%","3,8882%","9,0374%","0,6638%","0,6480%","0,7531%","5,7372%","0,0054%","0,6626%","-3,7982%","R$ 175.078.027,3200","R$ 188,8322","0,9771","0,6612%","6,1505%","6,8524%","11,4449%",N/A,N/A,7
2018-08-01,RBRD11,Híbrido,"84,58",785.0,"R$ 0,5112","0,5996%","1,8754%","3,6082%","10,2574%","0,6251%","0,6014%","0,8548%","4,2098%","4,1539%","4,7785%","7,8279%","R$ 139.961.308,8900","R$ 75,5818","1,1191","0,7143%","0,3143%","1,0309%","5,9524%","0,0000%",N/A,4
2018-08-01,RDES11,Lajes Corporativas,"70,83",147.0,"R$ 0,2198","0,3053%","1,2561%","2,2004%","4,6627%","0,4187%","0,3667%","0,3886%","2,5607%","3,0338%","3,3483%","10,2110%","R$ 66.963.964,6700","R$ 90,2479","0,7848","0,5762%","-0,2108%","0,3641%","1,6998%","50,5300%",N/A,4
2018-08-01,RBCB11,Outros,"224,00",56.0,"R$ 4,2000","1,8261%","3,9179%","5,4094%","9,9596%","1,3060%","0,9016%","0,8300%","5,8007%","-11,5351%","-9,9196%","-61,8693%","R$ 8.648.437,3000","R$ 162,8708","1,3753","2,2472%","-8,1658%","-6,1021%","-23,2936%",N/A,N/A,0
2018-08-01,RBVO11,,"56,70",150.0,"R$ 0,3100","0,5417%","1,5417%","3,0834%","8,4993%","0,5139%","0,5139%","0,7083%","3,7234%","-4,6167%","-4,1000%","-4,9677%","R$ 30.651.085,4600","R$ 59,4216","0,9542","0,5217%","1,2602%","1,7885%","4,1555%",N/A,N/A,0
2018-08-01,SAAG11,Outros,"116,00",5491.0,"R$ 0,8700","0,7348%","2,1556%","4,0429%","7,8808%","0,7185%","0,6738%","0,6567%","4,7008%","2,0602%","2,8101%","-3,9636%","R$ 494.948.975,0700","R$ 87,8892","1,3198","0,9785%","-0,0067%","0,9718%","6,0265%",N/A,N/A,28
2018-08-01,SDIL11,Logística,"90,96",2723.0,"R$ 0,6400","0,7033%","2,1546%","3,9883%","7,7834%","0,7182%","0,6647%","0,6486%","4,6136%","9,6386%","10,4096%","-3,9009%","R$ 133.886.499,9500","R$ 93,0509","0,9775","0,6770%","0,0429%","0,7202%","3,9370%","14,2000%",N/A,1
2018-08-01,SPTW11,Lajes Corporativas,"73,00",2058.0,"R$ 0,5500","0,7393%","2,2545%","4,3290%","8,6228%","0,7515%","0,7215%","0,7186%","5,0058%","3,0332%","3,7950%","-1,0821%","R$ 133.560.815,9000","R$ 74,2830","0,9827","0,7404%","0,0501%","0,7909%","5,6214%",N/A,N/A,2
2018-08-01,XTED11,Lajes Corporativas,"17,00",946.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-1,0989%","-1,0989%","-32,5843%","R$ 50.825.643,3600","R$ 28,3537","0,5996","0,0000%","-0,3649%","-0,3649%","-2,3012%","96,8000%","94,6000%",2
2018-08-01,TRXL11,Logística,"69,49",966.0,"R$ 0,2936","0,4197%","1,4170%","2,7688%","5,4882%","0,4723%","0,4615%","0,4574%","3,1915%","3,6296%","4,0646%","-9,4846%","R$ 174.396.201,0800","R$ 104,4297","0,6654","0,3341%","0,0365%","0,3707%","1,5661%","50,7000%","33,8000%",6
2018-08-01,XPCM11,Lajes Corporativas,"90,07",3816.0,"R$ 0,7800","0,8571%","2,5220%","4,9017%","9,7197%","0,8407%","0,8169%","0,8100%","5,6935%","-0,6875%","0,1637%","-2,2241%","R$ 194.088.919,1400","R$ 80,3824","1,1205","0,9704%","0,0809%","1,0520%","6,0004%","0,0000%",N/A,1
2018-08-01,KNIP11,Títulos e Val. Mob.,"107,40",12798.0,"R$ 0,8900","0,8399%","1,9973%","3,9303%","7,7896%","0,6658%","0,6550%","0,6491%","4,7267%","-0,9071%","-0,0748%","2,8719%","R$ 1.769.404.196,1700","R$ 101,3934","1,0592","0,6411%","-0,4069%","0,2316%","2,1371%",N/A,N/A,0
2018-08-01,FAED11,Outros,"197,50",0.0,"R$ 1,5105","0,7450%","2,7269%","4,3180%","8,3952%","0,9090%","0,7197%","0,6996%","4,9636%","0,2472%","0,9941%","-5,3135%","R$ 103.274.145,3800","R$ 160,8211","1,2281","0,9392%","-0,0046%","0,9346%","6,6838%","0,0000%",N/A,3
2018-08-01,CNES11,Lajes Corporativas,"74,02",0.0,"R$ 0,2229","0,2783%","0,8423%","1,7587%","3,8874%","0,2808%","0,2931%","0,3240%","1,7587%","4,8429%","5,1347%","-18,8865%","R$ 291.287.947,6000","R$ 98,7669","0,7494",,,,,"55,0000%",N/A,1
2018-08-01,FLRP11,Shoppings,"1.237,81",7.0,"R$ 5,3971","0,4482%","1,6271%","3,7806%","6,6084%","0,5424%","0,6301%","0,5507%","3,7806%","-1,0608%","-0,6173%","6,8661%","R$ 77.276.053,6400","R$ 1.387,5860","0,8921","0,3890%","-0,0617%","0,3270%","2,1706%","1,6500%",N/A,1
