Data,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
2022-08-01,NEWU11,Lajes Corporativas,"R$ 33,06",32.0,"R$ 0,00","0,00%","0,00%","0,56%","16,63%","0,00%","0,09%","1,39%","0,61%","-4,04%","-4,04%","-31,62%","R$ 48.055.653,32","R$ 64,77","0,51",N/A,N/A,N/A,N/A,"63,20%",N/A,3
2022-08-01,PRSV11,Lajes Corporativas,"R$ 105,00",108.0,"R$ 1,62","0,42%","1,53%","2,91%","5,95%","0,51%","0,48%","0,50%","4,46%","5,30%","5,74%","-11,25%","R$ 47.332.642,14","R$ 242,73","0,43",N/A,N/A,N/A,N/A,"40,90%",N/A,2
2022-08-01,FAMB11B,Lajes Corporativas,"R$ 792,01",6.0,"R$ 9,16","0,56%","2,17%","4,78%","10,43%","0,72%","0,80%","0,87%","8,82%","-47,80%","-47,51%","-47,80%","R$ 322.048.422,38","R$ 3.072,98","0,26",N/A,N/A,N/A,N/A,"100,00%",N/A,1
2022-08-01,FMOF11,Lajes Corporativas,"R$ 60,01",1.0,"R$ 0,64",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 62.300.738,20","R$ 122,64","0,49","0,11%","-0,19%","-0,08%","-0,08%","52,08%",N/A,1
2022-08-01,HGRS11,Residencial,N/A,N/A,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 105.816.078,97","R$ 88,60",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,KNRE11,Residencial,"R$ 0,90",1777.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","R$ 21.420.917,83","R$ 1,15","0,78","0,13%","-6,08%","-5,96%","-5,96%",N/A,N/A,0
2022-08-01,RBDS11,Residencial,"R$ 4,48",602.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","R$ 3.157.024,21","R$ 24,95","0,18",N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,WTSP11B,Híbrido,"R$ 38,97",1.0,"R$ 0,32","0,76%","2,57%","4,67%","6,85%","0,86%","0,78%","0,57%","0,76%","0,00%","0,76%","0,76%","R$ 80.694.317,97","R$ 81,30","0,48",N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,OULG11,Outros,"R$ 36,00",3091.0,"R$ 0,17","0,38%","1,14%","3,40%","8,03%","0,38%","0,57%","0,67%","1,50%","3,09%","3,48%","-3,91%","R$ 181.291.977,86","R$ 73,06","0,49",N/A,N/A,N/A,N/A,"0,00%",N/A,2
2022-08-01,VXXV11,Outros,"R$ 891,00",1728.0,"R$ 10,76",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 139.232.291,30","R$ 787,61","1,13",N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,BICE11,Títulos e Val. Mob.,"R$ 1.000,00",24.0,"R$ 5,40","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 13.309.590,23","R$ 983,78","1,02",N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,HRDF11,Híbrido,"R$ 1,20",31.0,"R$ 6,80",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 9.189.070,22","R$ 1,21","0,99",N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,CJCT11,Lajes Corporativas,"R$ 82,40",18.0,"R$ 0,00",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 185.979.551,84","R$ 64,80","1,27",N/A,N/A,N/A,N/A,"59,00%",N/A,1
2022-08-01,LFTT11,Residencial,"R$ 93,19",3.0,"R$ 0,75",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R$ 387.300.227,89","R$ 53,02","1,76","6,92%","-12,09%","-6,00%","-69,33%",N/A,N/A,0
2022-08-01,HCRI11,Hospital,"R$ 232,97",82.0,"R$ 2,49","0,88%","2,36%","4,77%","9,33%","0,79%","0,80%","0,78%","1,62%","-18,08%","-17,35%","-16,74%","R$ 51.810.193,32","R$ 259,05","0,90",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2022-08-01,DRIT11B,Lajes Corporativas,"R$ 86,02",47.0,"R$ 0,33","0,28%","0,80%","0,00%","0,00%","0,27%","0,00%","0,00%","1,28%","5,78%","6,07%","-7,42%","R$ 58.092.120,57","R$ 125,39","0,69",N/A,N/A,N/A,N/A,"10,47%",N/A,6
2022-08-01,CTXT11,Lajes Corporativas,"R$ 12,42",67.0,"R$ 0,09","0,39%","0,78%","1,36%","5,53%","0,26%","0,23%","0,46%","1,36%","-2,58%","-2,20%","-39,31%","R$ 117.123.446,31","R$ 40,35","0,31",N/A,N/A,N/A,N/A,"97,00%",N/A,1
2022-08-01,GESE11B,Outros,"R$ 1.520,00",300.0,"R$ 12,60","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 86.540.717,02","R$ 1.664,24","0,91",N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,SRVD11,Títulos e Val. Mob.,"R$ 8,00",2.0,"R$ 0,10","1,01%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,01%","0,00%","1,01%","1,01%","R$ 71.805.076,34","R$ 0,75","10,73",N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,RBIR11,Residencial,"R$ 63,25",3276.0,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","R$ 147.080.116,11","R$ 96,22","0,66",N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,CARE11,Híbrido,"R$ 4,68",12981.0,"R$ 0,00","0,23%","0,66%","1,36%","1,60%","0,22%","0,23%","0,13%","1,36%","-2,63%","-2,41%","5,65%","R$ 293.450.470,78","R$ 8,20","0,57",N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,CXAG11,Outros,"R$ 76,50",1272.0,"R$ 0,75","0,96%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","2,90%","0,65%","1,62%","6,33%","R$ 214.253.899,43","R$ 102,48","0,75","0,73%","0,02%","0,75%","2,16%",N/A,N/A,0
2022-08-01,VJFD11,Híbrido,N/A,N/A,"R$ 0,86","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 646.511.635,95","R$ 132,59",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,RBGS11,Shoppings,"R$ 28,45",5157.0,"R$ 0,18","0,62%","1,59%","2,73%","5,12%","0,53%","0,46%","0,43%","5,12%","-1,90%","-1,29%","-28,71%","R$ 97.865.283,71","R$ 90,78","0,31","0,18%","0,00%","0,18%","1,17%","13,00%",N/A,1
2022-08-01,YUFI11B,Residencial,N/A,N/A,"R$ 0,60","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 40.727.149,62","R$ 103,07",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2022-08-01,BPML11,Shoppings,"R$ 62,20",58.0,"R$ 0,15","0,23%","0,95%","2,59%","0,00%","0,32%","0,43%","0,00%","1,49%","-7,36%","-7,14%","1,82%","R$ 543.939.111,73","R$ 126,35","0,49",N/A,N/A,N/A,N/A,"5,80%",N/A,7
2022-08-01,RBLG11,Logística,"R$ 86,91",2.0,"R$ 0,80","0,92%","2,76%","5,46%","10,06%","0,92%","0,91%","0,84%","4,57%","-0,11%","0,80%","4,33%","R$ 66.897.594,99","R$ 104,50","0,83","0,77%","1,72%","2,50%","3,30%","0,00%",N/A,1
2022-08-01,QAGR11,Outros,"R$ 45,60",8494.0,"R$ 0,40","0,86%","2,51%","4,83%","9,36%","0,84%","0,80%","0,78%","4,07%","-2,42%","-1,59%","-3,05%","R$ 282.155.571,10","R$ 55,98","0,81",N/A,N/A,N/A,N/A,N/A,N/A,12
2022-08-01,CRFF11,Títulos e Val. Mob.,"R$ 65,50",1518.0,"R$ 0,63","0,96%","2,73%","5,00%","8,61%","0,91%","0,83%","0,72%","5,00%","0,05%","1,00%","-0,28%","R$ 58.513.006,39","R$ 84,80","0,77","0,74%","-2,20%","-1,47%","2,85%",N/A,N/A,0
2022-08-01,CXRI11,Híbrido,"R$ 63,07",223.0,"R$ 0,64","1,01%","2,70%","5,01%","8,95%","0,90%","0,83%","0,75%","5,01%","-0,92%","0,08%","-3,64%","R$ 129.989.170,59","R$ 82,49","0,76","0,78%","-2,21%","-1,45%","1,13%",N/A,N/A,0
2022-08-01,GGRC11,Logística,"R$ 105,04",7250.0,"R$ 0,94","0,86%","2,53%","4,91%","9,16%","0,84%","0,82%","0,76%","4,91%","0,03%","0,89%","-1,48%","R$ 1.041.967.669,73","R$ 134,30","0,78","0,70%","2,90%","3,62%","5,87%","0,00%","0,00%",15
2022-08-01,FLMA11,Híbrido,"R$ 114,60",324.0,"R$ 0,85","0,77%","2,15%","3,95%","6,70%","0,72%","0,66%","0,56%","3,95%","-5,05%","-4,32%","-2,16%","R$ 216.805.060,32","R$ 157,03","0,73","0,54%","0,02%","0,56%","3,22%","11,00%",N/A,2
2022-08-01,BREV11,Híbrido,"R$ 96,50",9.0,"R$ 0,57","0,59%","1,75%","3,51%","6,70%","0,58%","0,59%","0,56%","3,51%","2,66%","3,27%","4,66%","R$ 106.313.727,10","R$ 109,92","0,88","0,52%","0,03%","0,54%","3,17%","0,00%",N/A,12
2022-08-01,SCPF11,Shoppings,"R$ 5,10",6165.0,"R$ 0,02","0,31%","0,70%","1,71%","3,15%","0,23%","0,28%","0,26%","1,71%","-17,92%","-17,66%","-38,46%","R$ 52.479.408,53","R$ 12,50","0,41","0,12%","0,05%","0,17%","0,94%","29,30%",N/A,1
2022-08-01,FATN11,Híbrido,"R$ 98,00",321.0,"R$ 0,84","0,88%","2,54%","4,90%","9,18%","0,85%","0,82%","0,77%","4,90%","-1,84%","-0,97%","-1,46%","R$ 99.158.182,73","R$ 100,72","0,97","0,79%","0,07%","0,87%","1,87%","4,30%",N/A,7
2022-08-01,BLMR11,Títulos e Val. Mob.,"R$ 7,33",94564.0,"R$ 0,08","1,10%","3,11%","6,08%","11,40%","1,04%","1,01%","0,95%","6,08%","-4,44%","-3,39%","-5,60%","R$ 205.039.992,30","R$ 8,03","0,91","0,97%","-3,12%","-2,18%","0,12%",N/A,N/A,0
2022-08-01,BIME11,,"R$ 9,35",28969.0,"R$ 0,16","1,68%","4,67%","8,17%","0,00%","1,56%","1,36%","0,00%","8,17%","-2,56%","-0,92%","6,54%","R$ 55.313.386,31","R$ 9,46","0,99","1,69%","0,00%","1,69%","5,93%",N/A,N/A,0
2022-08-01,BRCR11,Híbrido,"R$ 55,79",27656.0,"R$ 0,47","0,79%","2,22%","4,38%","8,35%","0,74%","0,73%","0,70%","3,66%","-11,47%","-10,77%","-9,26%","R$ 2.703.973.474,88","R$ 101,51","0,55","0,46%","-3,16%","-2,72%","-2,38%","21,00%","25,80%",15
2022-08-01,MAXR11,Outros,"R$ 75,00",610.0,"R$ 0,62","0,79%","2,60%","4,48%","10,22%","0,87%","0,75%","0,85%","3,70%","-4,52%","-3,76%","-0,51%","R$ 136.153.662,99","R$ 120,96","0,62",N/A,N/A,N/A,N/A,"2,80%",N/A,8
2022-08-01,JRDM11,Shoppings,"R$ 78,29",298.0,"R$ 0,49","0,64%","1,73%","4,18%","7,06%","0,58%","0,70%","0,59%","2,90%","0,82%","1,47%","6,68%","R$ 220.883.480,71","R$ 87,55","0,89","0,56%","0,15%","0,72%","2,22%","2,77%",N/A,1
2022-08-01,GCRA11,Híbrido,"R$ 102,75",1905.0,"R$ 1,50","1,46%","4,46%","0,00%","0,00%","1,49%","0,00%","0,00%","6,93%","-0,89%","0,55%","6,09%","R$ 85.612.046,83","R$ 98,48","1,04","1,52%","-0,13%","1,39%","7,88%",N/A,N/A,0
2022-08-01,NCHB11,Títulos e Val. Mob.,"R$ 94,00",28177.0,"R$ 1,47","1,51%","3,08%","7,39%","13,71%","1,03%","1,23%","1,14%","7,39%","-0,51%","0,99%","6,48%","R$ 138.440.850,85","R$ 95,28","0,99","1,47%","0,45%","1,93%","3,33%",N/A,N/A,0
2022-08-01,VSLH11,Outros,"R$ 9,27",103245.0,"R$ 0,14","1,51%","3,98%","7,57%","15,67%","1,33%","1,26%","1,31%","7,57%","0,00%","1,51%","2,73%","R$ 310.720.349,54","R$ 10,40","0,89","1,35%","0,31%","1,65%","12,79%",N/A,N/A,0
2022-08-01,TORD11,Outros,"R$ 8,65",68177.0,"R$ 0,17","1,94%","3,98%","6,33%","12,27%","1,33%","1,06%","1,02%","6,33%","-6,41%","-4,59%","-3,33%","R$ 501.611.782,22","R$ 14,31","0,60","1,19%","0,31%","1,50%","10,73%",N/A,N/A,0
2022-08-01,MGLG11,Logística,"R$ 38,98",4940.0,"R$ 0,50","1,16%","3,60%","7,08%","0,00%","1,20%","1,18%","0,00%","7,08%","-8,90%","-7,84%","-14,97%","R$ 56.424.969,43","R$ 47,38","0,82","1,06%","-1,69%","-0,65%","-39,79%","0,00%",N/A,3
2022-08-01,SEQR11,Outros,"R$ 65,28",3008.0,"R$ 0,67","1,06%","3,02%","5,69%","10,73%","1,01%","0,95%","0,89%","5,69%","0,06%","1,12%","-7,59%","R$ 154.844.349,88","R$ 96,26","0,68","0,69%","0,13%","0,83%","4,23%","0,00%",N/A,0
2022-08-01,HCTR11,Outros,"R$ 112,54",35489.0,"R$ 1,50","1,32%","4,51%","8,11%","15,70%","1,50%","1,35%","1,31%","8,11%","-0,82%","0,49%","-1,02%","R$ 2.682.067.580,68","R$ 121,45","0,93","1,24%","0,39%","1,63%","11,62%",N/A,N/A,0
2022-08-01,DEVA11,Títulos e Val. Mob.,"R$ 99,40",26064.0,"R$ 1,41","1,41%","4,44%","8,11%","16,08%","1,48%","1,35%","1,34%","8,11%","0,27%","1,68%","4,78%","R$ 1.371.296.628,45","R$ 98,61","1,01","1,43%","0,56%","2,00%","10,74%",N/A,N/A,0
2022-08-01,BLMG11,Logística,"R$ 75,77",8168.0,"R$ 0,80","1,03%","2,94%","5,63%","11,24%","0,98%","0,94%","0,94%","5,63%","-6,74%","-5,78%","-12,91%","R$ 352.641.152,53","R$ 92,54","0,82","0,86%","-2,29%","-1,45%","-4,43%","0,00%","0,00%",4
2022-08-01,BCFF11,Títulos e Val. Mob.,"R$ 66,40",36643.0,"R$ 0,60","0,94%","2,59%","4,93%","9,15%","0,86%","0,82%","0,76%","4,93%","0,47%","1,41%","-6,11%","R$ 1.941.830.242,24","R$ 77,10","0,86","0,78%","-1,49%","-0,73%","0,42%",N/A,N/A,0
2022-08-01,BTCR11,Títulos e Val. Mob.,"R$ 95,50",4369.0,"R$ 1,25","1,29%","3,91%","7,53%","12,77%","1,30%","1,25%","1,06%","7,53%","0,25%","1,54%","13,18%","R$ 460.092.226,48","R$ 95,65","1,00","1,31%","-0,97%","0,32%","2,06%",N/A,N/A,0
2022-08-01,FEXC11,Títulos e Val. Mob.,"R$ 86,70",9258.0,"R$ 1,20","1,36%","3,84%","7,21%","12,74%","1,28%","1,20%","1,06%","7,21%","-1,90%","-0,57%","6,74%","R$ 567.521.520,03","R$ 92,98","0,93","1,29%","-0,56%","0,72%","5,53%",N/A,N/A,0
2022-08-01,CEOC11,Lajes Corporativas,"R$ 59,50",683.0,"R$ 0,50","0,84%","2,43%","4,93%","9,41%","0,81%","0,82%","0,78%","4,93%","-2,94%","-2,13%","8,38%","R$ 163.633.334,88","R$ 90,12","0,66","0,55%","-0,23%","0,32%","1,25%","0,00%",N/A,1
2022-08-01,FAED11,Outros,"R$ 136,00",571.0,"R$ 1,54","1,13%","3,20%","6,10%","10,79%","1,07%","1,02%","0,90%","6,10%","-7,20%","-6,16%","0,19%","R$ 138.838.503,88","R$ 216,20","0,63","0,71%","0,01%","0,72%","2,03%","0,00%",N/A,3
2022-08-01,MGFF11,Títulos e Val. Mob.,"R$ 59,72",14840.0,"R$ 0,55","0,91%","2,90%","5,54%","10,11%","0,97%","0,92%","0,84%","5,54%","-4,87%","-4,00%","0,97%","R$ 688.916.761,45","R$ 76,12","0,78","0,72%","-2,28%","-1,58%","-0,88%",N/A,N/A,0
2022-08-01,RBRL11,Logística,"R$ 85,46",3540.0,"R$ 0,70","0,82%","2,31%","4,38%","9,15%","0,77%","0,73%","0,76%","4,38%","-4,07%","-3,28%","-3,87%","R$ 716.905.866,98","R$ 107,21","0,80","0,65%","-0,06%","0,59%","4,23%","0,00%","0,00%",6
2022-08-01,RBRP11,Outros,"R$ 50,20",41109.0,"R$ 0,45","0,78%","2,21%","4,27%","7,90%","0,74%","0,71%","0,66%","4,27%","-9,24%","-8,53%","-14,60%","R$ 998.042.143,93","R$ 81,95","0,61","0,55%","-0,25%","0,29%","1,51%","13,00%","6,00%",17
2022-08-01,BMLC11,Lajes Corporativas,"R$ 100,29",229.0,"R$ 0,94","0,97%","2,56%","4,54%","8,93%","0,85%","0,76%","0,74%","4,54%","1,58%","2,57%","11,02%","R$ 109.067.209,47","R$ 109,24","0,92","0,86%","-0,01%","0,85%","1,94%","7,00%",N/A,2
2022-08-01,DVFF11,Híbrido,"R$ 71,90",97.0,"R$ 0,77","1,09%","3,31%","5,90%","0,00%","1,10%","0,98%","0,00%","5,90%","0,49%","1,58%","-15,12%","R$ 99.928.369,58","R$ 90,77","0,79","0,85%","-1,41%","-0,57%","3,61%",N/A,N/A,0
2022-08-01,GTLG11,,"R$ 99,99",2.0,"R$ 0,70","0,70%","2,10%","4,21%","0,00%","0,70%","0,70%","0,00%","4,21%","-0,01%","0,69%","5,85%","R$ 670.658.370,66","R$ 93,50","1,07","0,75%","-0,74%","0,00%","-0,28%",N/A,N/A,0
2022-08-01,FLCR11,Títulos e Val. Mob.,"R$ 99,58",11689.0,"R$ 1,69","1,69%","5,06%","8,89%","16,93%","1,69%","1,48%","1,41%","8,89%","0,21%","1,90%","9,96%","R$ 63.362.358,50","R$ 100,00","1,00","1,69%","-3,91%","-2,29%","5,52%",N/A,N/A,0
2022-08-01,RECT11,Híbrido,"R$ 57,10",7828.0,"R$ 0,50","0,88%","2,54%","4,79%","9,11%","0,85%","0,80%","0,76%","4,79%","-3,80%","-2,95%","-14,93%","R$ 787.457.932,05","R$ 96,27","0,59","0,52%","-0,21%","0,31%","1,70%","15,10%",N/A,8
2022-08-01,RELG11,Híbrido,"R$ 77,72",1132.0,"R$ 0,98","1,27%","3,74%","6,44%","12,17%","1,25%","1,07%","1,01%","6,44%","0,26%","1,53%","2,14%","R$ 160.272.270,66","R$ 120,09","0,65","0,81%","-0,40%","0,40%","2,81%","10,40%","10,40%",3
2022-08-01,RECR11,Títulos e Val. Mob.,"R$ 95,80",53982.0,"R$ 1,15","1,15%","4,34%","7,89%","14,75%","1,45%","1,32%","1,23%","7,89%","-1,67%","-0,54%","5,52%","R$ 2.523.841.509,75","R$ 95,45","1,00","1,20%","0,21%","1,42%","8,70%",N/A,N/A,0
2022-08-01,ONEF11,Lajes Corporativas,"R$ 161,76",21.0,"R$ 0,92","0,58%","1,75%","3,53%","6,73%","0,58%","0,59%","0,56%","4,16%","1,08%","1,66%","22,17%","R$ 159.275.402,47","R$ 174,84","0,93","0,53%","0,02%","0,55%","3,16%","0,00%",N/A,1
2022-08-01,RCRB11,Lajes Corporativas,"R$ 123,45",2273.0,"R$ 0,72","0,57%","1,61%","2,91%","6,50%","0,54%","0,49%","0,54%","3,33%","-2,34%","-1,78%","0,05%","R$ 718.527.709,54","R$ 194,69","0,63","0,37%","-0,19%","0,18%","0,83%","28,40%",N/A,10
2022-08-01,MBRF11,Outros,"R$ 550,00",115.0,"R$ 10,00","1,67%","4,91%","8,97%","15,39%","1,64%","1,50%","1,28%","10,16%","9,09%","10,91%","-16,53%","R$ 113.782.344,57","R$ 1.119,20","0,49","0,89%","0,04%","0,94%","5,58%","0,00%",N/A,2
2022-08-01,ERPA11,,"R$ 127,00",541.0,"R$ 0,27","0,21%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,67%","0,41%","0,62%","0,79%","R$ 57.806.170,89","R$ 115,40","1,10","0,20%","0,24%","0,43%","0,43%",N/A,N/A,0
2022-08-01,BLCA11,Lajes Corporativas,"R$ 91,49",111.0,"R$ 0,51","0,53%","1,55%","2,59%","0,00%","0,52%","0,43%","0,00%","2,59%","-3,54%","-3,03%","-0,53%","R$ 143.099.245,21","R$ 89,44","1,02",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2022-08-01,CPFF11,Híbrido,"R$ 68,62",7674.0,"R$ 0,60","0,86%","2,59%","5,31%","10,32%","0,86%","0,89%","0,86%","5,31%","-0,50%","0,36%","2,82%","R$ 421.166.070,61","R$ 77,28","0,89","0,78%","-0,84%","-0,07%","0,84%",N/A,N/A,0
2022-08-01,CVBI11,Títulos e Val. Mob.,"R$ 96,82",15913.0,"R$ 1,30","1,30%","4,26%","7,54%","13,85%","1,42%","1,26%","1,15%","7,54%","-1,22%","0,06%","5,97%","R$ 1.097.800.581,38","R$ 99,71","0,97","1,30%","-0,34%","0,96%","7,66%",N/A,N/A,0
2022-08-01,RVBI11,Títulos e Val. Mob.,"R$ 75,50",4421.0,"R$ 0,75","1,00%","2,95%","5,76%","11,07%","0,98%","0,96%","0,92%","5,76%","-2,17%","-1,19%","-2,08%","R$ 124.044.557,73","R$ 86,14","0,88","0,87%","-1,56%","-0,70%","3,37%",N/A,N/A,0
2022-08-01,RBRR11,Títulos e Val. Mob.,"R$ 98,61",24701.0,"R$ 1,27","1,26%","3,62%","6,92%","12,38%","1,21%","1,15%","1,03%","6,92%","-0,60%","0,66%","4,26%","R$ 1.046.711.585,04","R$ 96,56","1,02","1,24%","-2,21%","-0,99%","1,34%",N/A,N/A,0
2022-08-01,RBRY11,Títulos e Val. Mob.,"R$ 103,28",7492.0,"R$ 1,41","1,39%","3,80%","7,21%","12,91%","1,27%","1,20%","1,08%","7,21%","-1,05%","0,32%","1,89%","R$ 401.515.245,72","R$ 102,43","1,01","1,22%","-0,88%","0,33%","2,29%",N/A,N/A,0
2022-08-01,IRIM11,Híbrido,"R$ 101,99",500.0,"R$ 1,58","1,53%","4,30%","8,25%","0,00%","1,43%","1,37%","0,00%","8,25%","-0,84%","0,69%","0,99%","R$ 130.503.385,72","R$ 100,39","1,02","1,14%","-0,40%","0,73%","2,13%",N/A,N/A,0
2022-08-01,IBFF11,Títulos e Val. Mob.,"R$ 66,00",440.0,"R$ 0,48","0,76%","2,42%","4,98%","10,12%","0,81%","0,83%","0,84%","4,98%","0,18%","0,94%","10,75%","R$ 48.361.846,89","R$ 72,54","0,91","0,69%","-1,95%","-1,28%","-0,61%",N/A,N/A,0
2022-08-01,IBCR11,Títulos e Val. Mob.,"R$ 90,24",1585.0,"R$ 1,25","1,35%","3,98%","8,58%","0,00%","1,33%","1,43%","0,00%","8,58%","-2,33%","-1,01%","4,23%","R$ 93.170.093,40","R$ 97,21","0,93","1,29%","-1,07%","0,20%","6,84%",N/A,N/A,0
