Data,Ativo,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-04-01,CPTS11B,"98,50",3173.0,"R$ 0,7500","0,7614%","2,2002%","4,5447%","9,3836%","0,7334%","0,7574%","0,7820%","2,2002%","-0,2936%","0,4656%","2,1127%","R$ 99.400.794,0000","R$ 99,4008","0,9909","0,7042%","0,7943%","1,5042%","2,2452%",N/A,N/A,0
2018-04-01,CBOP11,"810,00",320.0,"R$ 4,7000","0,5802%","1,7955%","3,6572%","7,6929%","0,5985%","0,6095%","0,6411%","1,7955%","4,9223%","5,5311%","6,4040%","R$ 101.163.703,7000","R$ 714,9378","1,1330","0,6574%","-0,0242%","0,6330%","1,2944%","7,0000%",N/A,1
2018-04-01,ATSA11B,"1.140,00",251.0,"R$ 1,5000","0,1316%","0,3453%","0,6823%","2,3592%","0,1151%","0,1137%","0,1966%","0,3453%","-0,8696%","-0,7391%","-4,6715%","R$ 214.586.452,2200","R$ 1.251,0871","0,9112","0,1199%","0,0961%","0,2161%","0,2963%","23,0000%",N/A,1
2018-04-01,HGBS11,"2.384,00",759.0,"R$ 12,0000","0,5034%","1,4979%","2,8429%","6,2464%","0,4993%","0,4738%","0,5205%","1,4979%","0,6332%","1,1397%","-1,5897%","R$ 1.244.505.317,5300","R$ 2.315,3932","1,0296","0,5183%","0,6316%","1,1531%","1,6807%","6,0500%",N/A,8
2018-04-01,GRLV11,"1.400,00",462.0,"R$ 7,5000","0,5357%","1,7130%","3,5755%","7,7437%","0,5710%","0,5959%","0,6453%","1,7130%","10,6702%","11,2631%","17,2133%","R$ 126.608.450,7100","R$ 1.179,3657","1,1871","0,6359%","0,0126%","0,6487%","1,2547%","7,2800%",N/A,1
2018-04-01,HGJH11,"1.701,06",104.0,"R$ 7,5000","0,4409%","1,4291%","3,0239%","6,4817%","0,4764%","0,5040%","0,5401%","1,4291%","12,0600%","12,5541%","13,6856%","R$ 193.113.026,1100","R$ 1.170,3820","1,4534","0,6408%","-0,0086%","0,6321%","1,2769%","7,7000%",N/A,2
2018-04-01,HGLG11,"1.503,77",809.0,"R$ 8,7000","0,5785%","1,8711%","3,8546%","8,0096%","0,6237%","0,6424%","0,6675%","1,8711%","8,9696%","9,6001%","16,5968%","R$ 387.251.256,9400","R$ 1.138,6394","1,3207","0,7641%","-0,2760%","0,4860%","1,2517%","24,1000%","23,3000%",8
2018-04-01,HGRE11,"1.525,00",1006.0,"R$ 8,0000","0,5246%","1,5913%","3,4572%","7,3647%","0,5304%","0,5762%","0,6137%","1,5913%","1,6667%","2,2000%","3,2965%","R$ 1.106.716.263,7500","R$ 1.498,9859","1,0174","0,5337%","0,1381%","0,6726%","1,2106%","18,3000%","18,7000%",19
2018-04-01,HGCR11,"108,65",2940.0,"R$ 0,7700","0,7087%","2,1321%","4,2526%","8,9318%","0,7107%","0,7088%","0,7443%","2,1321%","-0,3211%","0,3853%","8,8068%","R$ 108.365.867,0100","R$ 103,4924","1,0498","0,7247%","1,4082%","2,1431%","2,8937%",N/A,N/A,0
2018-04-01,DOMC11,"590,00",32.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 235.426.807,4100","R$ 1.003,9523","0,5877",,,,,N/A,N/A,1
2018-04-01,FIXX11,"87,07",347.0,"R$ 0,3900","0,4479%","1,4255%","3,5875%","7,4324%","0,4752%","0,5979%","0,6194%","1,4255%","-7,6180%","-7,2042%","-6,0457%","R$ 34.298.396,9500","R$ 93,7186","0,9291","0,4481%","0,7768%","1,2284%","1,7727%",N/A,N/A,0
2018-04-01,VRTA11,"106,35",3221.0,"R$ 0,6900","0,6488%","1,8605%","3,8194%","8,4229%","0,6202%","0,6366%","0,7019%","1,8605%","-0,5982%","0,0467%","-2,1576%","R$ 234.542.949,5700","R$ 104,6226","1,0165","0,5926%","0,1070%","0,7002%","1,3747%",N/A,N/A,0
2018-04-01,BRCR11,"107,44",72908.0,"R$ 0,3500","0,3325%","1,2262%","2,5429%","5,5070%","0,4087%","0,4238%","0,4589%","0,3325%","0,0000%","0,3325%","0,3325%","R$ 2.399.032.431,6200","R$ 124,7901","0,8610",,,,,"32,9000%","29,4000%",11
2018-04-01,FAMB11B,"3.960,00",47.0,"R$ 36,5392","0,9227%","2,6792%","5,3822%","10,2625%","0,8931%","0,8970%","0,8552%","2,6792%","-3,4146%","-2,5234%","-0,3175%","R$ 483.755.682,4700","R$ 4.615,9893","0,8579","0,7886%","0,0380%","0,8269%","1,6014%","0,0000%",N/A,1
2018-04-01,PQDP11,"3.269,99",38.0,"R$ 12,8452","0,3928%","1,1936%","2,4259%","5,4453%","0,3979%","0,4043%","0,4538%","0,7440%","-0,7289%","-0,3389%","0,0110%","R$ 636.443.949,0400","R$ 2.668,7855","1,2253","0,4813%","0,1179%","0,5998%","1,0363%","2,1000%",N/A,1
2018-04-01,PRSV11,"400,00",102.0,"R$ 0,7400","0,1864%","0,4834%","1,4559%","3,5852%","0,1611%","0,2427%","0,2988%","0,2899%","-2,1758%","-1,9934%","-1,8920%","R$ 79.022.555,7100","R$ 405,2439","0,9871","0,1826%","0,0569%","0,2396%","0,3435%",N/A,N/A,2
2018-04-01,WPLZ11B,"71,00",221.0,"R$ 0,1057","0,1392%","0,4945%","0,7089%","1,5520%","0,1648%","0,1182%","0,1293%","0,1392%","0,0000%","0,1392%","0,1392%","R$ 82.182.715,5200","R$ 83,0683","0,8547",,,,,"8,8000%",N/A,1
2018-04-01,TBOF11,"87,00",6034.0,"R$ 0,1823","0,2123%","0,6329%","1,2863%","3,2870%","0,2110%","0,2144%","0,2739%","0,4380%","4,0606%","4,2815%","4,5168%","R$ 800.340.148,8200","R$ 79,6358","1,0925","0,2289%","0,0713%","0,3004%","0,5350%","32,1000%",N/A,1
2018-04-01,VLOL11,"93,53",1461.0,"R$ 0,3959","0,4233%","1,0926%","2,4120%","5,3783%","0,3642%","0,4020%","0,4482%","1,0926%","3,9222%","4,3622%","5,0618%","R$ 132.619.921,3400","R$ 74,3040","1,2587","0,3831%","0,0561%","0,4394%","0,8691%","11,1900%",N/A,1
2018-04-01,AGCX11,"1.257,00",332.0,"R$ 7,2500","0,5768%","1,7119%","3,5932%","7,4127%","0,5706%","0,5989%","0,6177%","1,7119%","-1,7969%","-1,2305%","0,4432%","R$ 431.946.781,5000","R$ 1.066,5353","1,1786","0,6760%","-0,0036%","0,6724%","1,3595%",N/A,N/A,41
2018-04-01,BBVJ11,"60,25",2363.0,"R$ 0,0000","0,0000%","0,6656%","1,0517%","3,3984%","0,2219%","0,1753%","0,2832%","0,0000%","-0,0167%","-0,0167%","-0,0167%","R$ 161.312.903,9300","R$ 59,5251","1,0122","0,0000%","-0,3951%","-0,3951%","-0,3951%","49,2900%",N/A,1
2018-04-01,BMLC11B,"81,50",423.0,"R$ 0,2993","0,3565%","1,5381%","3,1788%","6,7059%","0,5127%","0,5298%","0,5588%","0,8164%","-0,4033%","-0,0482%","0,4115%","R$ 84.227.001,5500","R$ 84,3616","0,9661","0,3548%","0,0479%","0,4029%","0,8647%","32,7000%",N/A,2
2018-04-01,BPFF11,"107,50",2228.0,"R$ 0,6700","0,6233%","1,9136%","4,0223%","8,3550%","0,6379%","0,6704%","0,6963%","1,9136%","0,7592%","1,3872%","8,3246%","R$ 195.885.565,0200","R$ 97,9428","1,0976","0,6841%","-0,1202%","0,5630%","1,2501%",N/A,N/A,0
2018-04-01,CXCE11B,"2.416,99",9.0,"R$ 17,8531","0,7387%","2,1775%","4,3767%","8,9984%","0,7258%","0,7295%","0,7499%","2,1775%","-3,3204%","-2,6063%","1,2300%","R$ 157.654.629,7800","R$ 2.300,9228","1,0504","0,7696%","0,0429%","0,8128%","1,5941%",N/A,N/A,1
2018-04-01,CXTL11,"571,00",25.0,"R$ 1,3933","0,2440%","0,5297%","1,6068%","4,5446%","0,1766%","0,2678%","0,3787%","0,5297%","0,1754%","0,4199%","0,3548%","R$ 51.936.952,3900","R$ 969,0272","0,5893","0,1105%","0,0871%","0,1977%","0,2555%",N/A,N/A,4
2018-04-01,CTXT11,"4,11",20013.0,"R$ 0,0274","0,6667%","1,3782%","3,5574%","8,2285%","0,4594%","0,5929%","0,6857%","1,3782%","-1,6746%","-1,0191%","-7,4024%","R$ 124.827.238,0300","R$ 3,4369","1,1959","0,4486%","0,3842%","0,8345%","1,2886%","5,2000%",N/A,1
2018-04-01,FLMA11,"2,66",11875.0,"R$ 0,0100","0,3731%","1,2268%","2,6265%","5,6343%","0,4089%","0,4377%","0,4695%","0,7895%","4,2802%","4,6693%","5,1050%","R$ 183.461.840,8100","R$ 2,6576","1,0009","0,3763%","0,0517%","0,4282%","0,8328%",N/A,N/A,1
2018-04-01,EDFO11B,"310,00",47.0,"R$ 1,6545","0,5337%","1,7534%","3,5625%","7,4391%","0,5845%","0,5937%","0,6199%","1,7534%","5,0847%","5,6456%","12,6669%","R$ 42.033.209,0300","R$ 178,1068","1,7405","0,9795%","-0,0171%","0,9623%","1,9594%",N/A,N/A,1
2018-04-01,EURO11,"199,00",313.0,"R$ 1,0000","0,5025%","1,4976%","3,2432%","5,2242%","0,4992%","0,5405%","0,4353%","1,4976%","-1,4851%","-0,9901%","0,9975%","R$ 118.966.896,7900","R$ 309,8613","0,6422","0,3227%","0,0753%","0,3983%","0,7226%","11,8200%",N/A,6
2018-04-01,FIGS11,"97,70",7297.0,"R$ 0,8333","0,8530%","2,5939%","5,3149%","12,1165%","0,8646%","0,8858%","1,0097%","2,5939%","1,8026%","2,6710%","4,9803%","R$ 242.845.409,2900","R$ 93,7084","1,0426","0,8893%","6,1467%","7,0906%","8,1015%",N/A,N/A,2
2018-04-01,ABCP11,"16,40",30329.0,"R$ 0,0800","0,4878%","1,6720%","3,1724%","5,9554%","0,5573%","0,5287%","0,4963%","1,6720%","-2,2063%","-1,7293%","-1,7342%","R$ 784.896.159,8500","R$ 12,8631","1,2750","0,6219%","0,0334%","0,6556%","1,5949%","1,6000%",N/A,1
2018-04-01,GWIR11,"237,00",185.0,"R$ 1,1300","0,5136%","1,9874%","3,7513%","6,8521%","0,6625%","0,6252%","0,5710%","1,1045%","-9,0909%","-8,6240%","-8,0840%","R$ 79.718.536,8300","R$ 208,6780","1,1357","0,5415%","-0,0467%","0,4945%","1,1829%",N/A,N/A,0
2018-04-01,FIIB11,"410,00",1145.0,"R$ 2,4700","0,6024%","1,7386%","3,5613%","7,3908%","0,5795%","0,5935%","0,6159%","1,1739%","-2,3810%","-1,7929%","-1,2317%","R$ 266.477.726,7400","R$ 389,0186","1,0539","0,6349%","0,0199%","0,6550%","1,2761%","6,9800%",N/A,1
2018-04-01,FMOF11,"109,00",59.0,"R$ 0,2700","0,2477%","0,6960%","1,5557%","2,9351%","0,2320%","0,2593%","0,2446%","0,6960%","-6,0264%","-5,7936%","-5,3708%","R$ 66.918.077,9300","R$ 131,7264","0,8275","0,1974%","0,0030%","0,2003%","0,3981%","47,8000%",N/A,1
2018-04-01,MBRF11,"1.090,25",114.0,"R$ 8,0000","0,7427%","2,1954%","2,9131%","7,5578%","0,7318%","0,4855%","0,6298%","1,4760%","-1,2686%","-0,5353%","0,1941%","R$ 116.106.403,5600","R$ 1.142,0602","0,9546","0,7005%","0,0116%","0,7122%","1,4177%","0,0000%",N/A,2
2018-04-01,PABY11,"23,02",42.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 180.654.211,1500","R$ 238,2044","0,0966",,,,,N/A,N/A,1
2018-04-01,FPAB11,"363,00",41.0,"R$ 1,9000","0,5234%","1,5822%","3,2181%","6,7176%","0,5274%","0,5364%","0,5598%","1,5822%","0,0276%","0,5511%","3,8799%","R$ 259.299.811,9700","R$ 345,7331","1,0499","0,5496%","0,1124%","0,6626%","1,2164%","6,5500%",N/A,1
2018-04-01,FFCI11,"178,10",2138.0,"R$ 0,3615","0,2030%","1,0064%","2,4837%","7,2266%","0,3355%","0,4140%","0,6022%","1,0064%","2,3563%","2,5641%","3,0935%","R$ 383.793.304,4100","R$ 176,8633","1,0070","0,3958%","-0,0210%","0,3747%","0,7719%","7,5000%",N/A,8
2018-04-01,RNGO11,"94,80",4718.0,"R$ 0,5400","0,5696%","1,7247%","3,4249%","6,9925%","0,5749%","0,5708%","0,5827%","1,7247%","1,3904%","1,9679%","3,1491%","R$ 248.485.439,7600","R$ 92,8570","1,0209","0,5815%","0,0334%","0,6151%","1,2004%","7,6000%",N/A,2
2018-04-01,SCPF11,"14,25",908.0,"R$ 0,0710","0,4438%","1,9971%","3,8913%","7,7668%","0,6657%","0,6485%","0,6472%","1,4595%","14,2143%","14,7211%","15,8864%","R$ 46.858.418,1700","R$ 11,1568","1,2773","0,6360%","0,0327%","0,6689%","1,9524%",N/A,N/A,1
2018-04-01,SHPH11,"1.060,00",88.0,"R$ 3,5500","0,3413%","1,2379%","2,3918%","4,7000%","0,4126%","0,3986%","0,3917%","0,8913%","3,9990%","4,3540%","4,9279%","R$ 424.356.490,6300","R$ 733,7327","1,4447","0,4838%","-0,3192%","0,1631%","0,9115%","1,7000%",N/A,1
2018-04-01,ONEF11,"1.250,00",114.0,"R$ 6,6500","0,5669%","1,6284%","3,2376%","6,7118%","0,5428%","0,5396%","0,5593%","1,1165%","-3,0579%","-2,5083%","-1,9725%","R$ 99.162.729,6800","R$ 1.088,5042","1,1484","0,6109%","-0,0003%","0,6106%","1,2253%","0,0000%",N/A,1
2018-04-01,FIVN11,"5,00",19.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 156.087.008,9900","R$ 16,5827","0,3015",,,,,N/A,N/A,0
2018-04-01,RBBV11,"76,00",2425.0,"R$ 0,4032","0,5306%","1,8350%","3,5377%","5,6667%","0,6117%","0,5896%","0,4722%","1,8350%","3,5987%","4,1483%","19,1915%","R$ 125.788.155,6300","R$ 100,2964","0,7578","0,3602%","-0,1513%","0,2084%","0,7344%",N/A,N/A,1
2018-04-01,JSRE11,"107,29",8857.0,"R$ 0,5400","0,5033%","1,5816%","3,3462%","7,8481%","0,5272%","0,5577%","0,6540%","1,5816%","0,8649%","1,3726%","1,9606%","R$ 708.144.656,8600","R$ 109,7398","0,9777","0,5012%","0,0368%","0,5382%","1,0881%","0,0000%",N/A,2
2018-04-01,KNRE11,"9,95",2825.0,"R$ 0,0000","0,0000%","1,2100%","3,1300%","5,1300%","0,4033%","0,5217%","0,4275%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 201.316.839,0600","R$ 10,8543","0,9167","0,0000%","927,9550%","927,9550%","927,9550%",N/A,N/A,0
2018-04-01,KNRI11,"175,30",14922.0,"R$ 0,8200","0,4678%","1,3392%","2,9888%","6,6044%","0,4464%","0,4981%","0,5504%","1,3392%","4,4696%","4,9583%","9,6654%","R$ 2.188.744.997,7100","R$ 140,9892","1,2434","0,5816%","-1,5010%","-0,9282%","-0,4990%","11,9000%","13,5800%",15
2018-04-01,KNCR11,"105,66",33713.0,"R$ 0,6000","0,5679%","1,7147%","3,5848%","7,7936%","0,5716%","0,5975%","0,6495%","1,7147%","0,0284%","0,5964%","0,4506%","R$ 2.932.985.756,7900","R$ 104,3807","1,0123","0,5269%","-0,0618%","0,4648%","1,1093%",N/A,N/A,0
2018-04-01,MXRF11,"10,38",56968.0,"R$ 0,0600","0,5780%","1,9344%","3,6973%","8,4223%","0,6448%","0,6162%","0,7019%","1,9344%","8,3507%","8,9770%","10,3449%","R$ 298.539.364,9100","R$ 9,4826","1,0946","0,6327%","0,0000%","0,6327%","0,6327%",N/A,N/A,0
2018-04-01,MFII11,"133,00",9165.0,"R$ 1,1800","0,8872%","2,6891%","5,2752%","11,3335%","0,8964%","0,8792%","0,9445%","2,6891%","9,9083%","10,8834%","-4,2821%","R$ 228.898.429,9600","R$ 114,2999","1,1636","1,0324%","5,1080%","6,1931%","7,3454%",N/A,N/A,9
2018-04-01,DRIT11B,"132,00",5.0,"R$ 0,6000","0,4659%","1,4487%","2,8756%","8,6802%","0,4829%","0,4793%","0,7234%","1,0076%","7,3167%","7,8167%","8,4007%","R$ 57.761.975,2000","R$ 124,6813","1,0587","0,4812%","-0,0782%","0,4026%","0,9257%","18,1000%","30,3400%",6
2018-04-01,PLRI11,"78,46",213.0,"R$ 0,6800","0,8667%","1,9022%","3,4207%","14,4334%","0,6341%","0,5701%","1,2028%","1,9022%","-7,6941%","-6,8941%","-12,6103%","R$ 90.212.438,8600","R$ 94,5322","0,8300","0,3808%","-0,7189%","-0,3408%","0,2453%",N/A,N/A,0
2018-04-01,PORD11,"99,52",1530.0,"R$ 0,0000","0,0000%","3,1767%","3,1767%","8,4519%","1,0589%","0,5295%","0,7043%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 104.020.159,5300","R$ 104,0202","0,9567",,,,,N/A,N/A,0
2018-04-01,RBDS11,"406,00",60.0,"R$ 6,5135","1,6043%","3,9154%","9,7019%","13,0410%","1,3051%","1,6170%","1,0867%","3,9154%","2,0152%","3,6518%","5,5224%","R$ 67.132.156,0900","R$ 530,5925","0,7652","1,2768%","-2,5345%","-1,2901%","-0,8485%",N/A,N/A,0
2018-04-01,RBGS11,"56,50",1440.0,"R$ 0,1496","0,2647%","1,7533%","2,5274%","4,6571%","0,5844%","0,4212%","0,3881%","1,7533%","18,2256%","18,5386%","24,0472%","R$ 106.988.039,2000","R$ 99,2468","0,5693","0,4324%","0,0281%","0,4606%","0,7378%","13,3000%",N/A,1
2018-04-01,FIIP11B,"202,50",483.0,"R$ 1,2896","0,6369%","3,1203%","5,0935%","9,0711%","1,0401%","0,8489%","0,7559%","3,1203%","-1,2195%","-0,5904%","2,0393%","R$ 164.206.436,0200","R$ 177,1065","1,1434","0,7344%","-1,2270%","-0,5016%","1,5986%",N/A,N/A,7
2018-04-01,RBRD11,"90,00",1076.0,"R$ 0,4275","0,4750%","1,6481%","6,4851%","10,2086%","0,5494%","1,0809%","0,8507%","1,6481%","4,6512%","5,1483%","10,9659%","R$ 138.067.375,5300","R$ 74,5590","1,2071","0,6592%","0,3526%","1,0142%","1,6885%","0,0000%",N/A,4
2018-04-01,RDES11,"69,80",348.0,"R$ 0,2194","0,3143%","0,9880%","2,1934%","4,6479%","0,3293%","0,3656%","0,3873%","0,9880%","-0,2857%","0,0277%","5,1804%","R$ 67.128.407,5100","R$ 90,4696","0,7715","0,2425%","0,1993%","0,4423%","0,7109%","50,5300%",N/A,4
2018-04-01,RBCB11,"510,00",10.0,"R$ 2,8000","0,5490%","1,3827%","3,2779%","9,6768%","0,4609%","0,5463%","0,8064%","1,3827%","-9,7329%","-9,2373%","-19,0792%","R$ 11.595.248,4700","R$ 218,3663","2,3355","1,1449%","-5,6427%","-4,5625%","-3,5315%",N/A,N/A,0
2018-04-01,RBVO11,"62,00",452.0,"R$ 0,3500","0,5645%","1,6859%","5,2194%","8,2472%","0,5620%","0,8699%","0,6873%","1,6859%","-0,5135%","0,0481%","0,8818%","R$ 30.593.478,6500","R$ 59,3099","1,0454","0,5058%","0,0826%","0,5888%","1,2678%",N/A,N/A,0
2018-04-01,SAAG11,"137,45",7884.0,"R$ 0,8500","0,6184%","1,9109%","3,8219%","7,7627%","0,6370%","0,6370%","0,6469%","1,9109%","2,6129%","3,2475%","8,4313%","R$ 494.731.319,5000","R$ 87,8505","1,5646","0,9676%","0,0205%","0,9882%","1,9655%",N/A,N/A,28
2018-04-01,SDIL11,"102,51",2476.0,"R$ 0,6200","0,6048%","1,8263%","3,7193%","7,5869%","0,6088%","0,6199%","0,6322%","1,8263%","-1,4327%","-0,8365%","5,2885%","R$ 134.084.069,2300","R$ 93,1882","1,1000","0,6653%","0,0055%","0,6708%","1,3407%","14,2000%","13,0000%",1
2018-04-01,SPTW11,"79,95",3147.0,"R$ 0,5350","0,6903%","2,0865%","4,2472%","8,7570%","0,6955%","0,7079%","0,7298%","1,3671%","-1,9608%","-1,2840%","-0,6159%","R$ 133.211.154,5800","R$ 74,0885","1,0791","0,7221%","0,0750%","0,7976%","1,5260%",N/A,N/A,2
2018-04-01,XTED11,"20,80",6301.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 51.840.525,5500","R$ 28,9199","0,7192",,,,,"96,8000%","98,3000%",2
2018-04-01,TRXL11,"73,00",2386.0,"R$ 0,3349","0,4588%","1,3056%","2,6188%","5,3947%","0,4352%","0,4365%","0,4496%","1,3056%","-7,7817%","-7,3586%","-7,2986%","R$ 173.633.894,8700","R$ 105,2761","0,6934","0,3189%","0,1847%","0,5042%","0,8267%","50,7000%","40,5000%",6
2018-04-01,XPCM11,"98,50",3356.0,"R$ 0,7800","0,7919%","2,3797%","4,7556%","10,0305%","0,7932%","0,7926%","0,8359%","2,3797%","0,5102%","1,3061%","2,3986%","R$ 194.260.797,0000","R$ 80,4536","1,2243","0,9695%","0,1180%","1,0886%","2,0698%","0,0000%","0,0000%",1
2018-04-01,KNIP11,"108,50",10162.0,"R$ 0,7500","0,6912%","2,1758%","4,1317%","7,4310%","0,7253%","0,6886%","0,6193%","2,1758%","-0,4587%","0,2294%","2,6837%","R$ 1.045.896.201,4300","R$ 103,3484","1,0498","0,7257%","-0,0347%","0,6907%","1,5283%",N/A,N/A,0
2018-04-01,FAED11,"221,89",0.0,"R$ 1,4879","0,6693%","2,0486%","4,0517%","7,9987%","0,6829%","0,6753%","0,6666%","1,3149%","-1,1912%","-0,5299%","0,1123%","R$ 103.294.974,6400","R$ 160,8535","1,3795","0,9250%","0,0060%","0,9311%","1,8425%","0,0000%",N/A,3
2018-04-01,CNES11,"92,00",0.0,"R$ 0,3306","0,3633%","0,9093%","2,0272%","4,3921%","0,3031%","0,3379%","0,3660%","0,6159%","-9,4527%","-9,1238%","-8,8942%","R$ 306.563.423,4800","R$ 103,9463","0,8851","0,3181%","0,0124%","0,3305%","0,5756%","45,5000%",N/A,1
2018-04-01,FLRP11,"1.228,00",0.0,"R$ 7,0770","0,5662%","2,0381%","3,2488%","6,3127%","0,6794%","0,5415%","0,5261%","1,5202%","6,8376%","7,4425%","8,4675%","R$ 72.822.965,2700","R$ 1.411,1884","0,8702","0,5015%","0,5801%","1,0845%","1,8887%","2,0800%",N/A,1
2018-04-01,FEXC11,"108,30",0.0,"R$ 0,8500","0,8019%","2,3196%","4,1306%","6,6624%","0,7732%","0,6884%","0,5552%","1,6673%","1,9231%","2,7404%","3,6295%","R$ 148.046.003,1800","R$ 101,3126","1,0690","0,8390%","0,3684%","1,2105%","2,1129%",N/A,N/A,0
2018-04-01,EDGA11,"46,86",0.0,"R$ 0,0929","0,1936%","0,7730%","1,2742%","2,9201%","0,2577%","0,2124%","0,2433%","0,4403%","-1,0515%","-0,8600%","-0,6154%","R$ 309.853.665,1700","R$ 81,2826","0,5765","0,1143%","-0,9637%","-0,8505%","-0,7059%","33,0000%",N/A,1
2018-04-01,NSLU11,"273,90",0.0,"R$ 1,5684","0,5726%","1,7503%","3,7194%","7,6572%","0,5834%","0,6199%","0,6381%","1,1643%","3,5578%","4,1508%","4,7670%","R$ 236.150.810,7500","R$ 206,2813","1,3278","0,7603%","0,0027%","0,7630%","1,5275%","0,0000%",N/A,1
