Data,Códigodo fundo,Setor,Preço Atual,Volume (21D),Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
2019-02-11,HTMX11,Hotel,"149,85",0.0,"R$ 1,0781","0,7191%","2,2959%","4,7203%","7,0111%","0,7653%","0,7867%","0,5843%","0,7191%","0,0000%","0,7191%","0,7191%","R$ 156.650.065,59","R$ 140,00","1,0704","0,9362%","4,6731%","5,6531%","11,2495%","25,00%",N/A,24
2019-02-11,MAXR11,Outros,"2.100,00",0.0,"R$ 49,9584","2,3790%","3,4665%","4,6839%","8,6421%","1,1555%","0,7807%","0,7202%","8,6421%","16,6595%","19,4348%","14,2992%","R$ 97.002.224,82","R$ 1.637,31","1,2826","3,0513%","-12,3145%","-9,6390%","-2,0845%","0,00%",N/A,8
2019-02-11,JRDM11,Shoppings,"73,50",0.0,"R$ 1,3947","1,8975%","3,1677%","4,9494%","7,6855%","1,0559%","0,8249%","0,6405%","7,6855%","4,2553%","6,2336%","-2,6443%","R$ 189.360.770,30","R$ 85,18","0,8629","1,6373%","0,2104%","1,8512%","7,7049%","1,10%",N/A,1
2019-02-11,ALMI11,Lajes Corporativas,"1.520,00",0.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","2,2692%","2,2692%","-28,2913%","R$ 190.899.111,27","R$ 1.717,07","0,8852",N/A,N/A,N/A,N/A,"82,00%",N/A,1
2019-02-11,TRNT11,Lajes Corporativas,"193,00",434.0,"R$ 0,6407","0,3463%","1,0372%","1,8208%","3,1112%","0,3457%","0,3035%","0,2593%","3,1112%","3,9326%","4,2925%","7,2064%","R$ 783.616.559,78","R$ 199,11","0,9693","0,3218%","5,7331%","6,0733%","10,3831%","20,10%",N/A,1
2019-02-11,FVBI11,Lajes Corporativas,"127,59",0.0,"R$ 0,4230","0,3347%","0,9933%","2,0713%","4,6522%","0,3311%","0,3452%","0,3877%","4,6522%","1,5020%","1,8417%","29,1470%","R$ 201.711.349,63","R$ 93,82","1,3600","0,4508%","-0,3349%","0,1144%","24,2929%","20,90%",N/A,1
2019-02-11,FCFL11,Outros,"2.030,00",70.0,"R$ 11,6842","0,5700%","1,7421%","3,5099%","6,6348%","0,5807%","0,5850%","0,5529%","6,6348%","4,0604%","4,6535%","-2,5268%","R$ 300.068.982,75","R$ 1.796,82","1,1298","0,6503%","14,4014%","15,1453%","39,2366%","0,00%",N/A,1
2019-02-11,THRA11,Lajes Corporativas,"124,99",3843.0,"R$ 0,5909","0,4727%","1,4343%","3,0559%","5,4930%","0,4781%","0,5093%","0,4577%","0,4727%","0,0000%","0,4727%","0,4727%","R$ 150.843.636,19","R$ 102,42","1,2203","0,5666%","12,2942%","12,9304%","27,7512%","0,00%",N/A,1
2019-02-11,CEOC11,Lajes Corporativas,"83,90",2548.0,"R$ 0,5463","0,6512%","2,0425%","4,1301%","7,8441%","0,6808%","0,6883%","0,6537%","0,6512%","0,0000%","0,6512%","0,6512%","R$ 160.685.343,46","R$ 88,50","0,9480","0,6235%","5,9101%","6,5705%","18,2078%","0,00%",N/A,1
2019-02-11,GGRC11,Logística,"126,20",16584.0,"R$ 0,8800","0,6685%","2,2967%","4,5525%","8,1688%","0,7656%","0,7587%","0,6807%","0,6685%","0,0000%","0,6685%","0,6685%","R$ 454.837.457,74","R$ 118,26","1,0672","0,9133%","-0,4078%","0,5017%","16,6671%","0,00%",N/A,13
2019-02-11,OUJP11,Títulos e Val. Mob.,"106,88",1507.0,"R$ 2,4115","2,2556%","3,4705%","5,3642%","9,0466%","1,1568%","0,8940%","0,7539%","2,2556%","0,0000%","2,2556%","2,2556%","R$ 74.302.023,51","R$ 103,20","1,0357",N/A,N/A,N/A,N/A,N/A,N/A,0
2019-02-11,HCRI11,Hospital,"314,47",0.0,"R$ 2,6002","0,8588%","2,2376%","4,4511%","8,4378%","0,7459%","0,7418%","0,7032%","8,4378%","-3,5827%","-2,7546%","0,6161%","R$ 64.459.843,42","R$ 322,30","0,9757","0,8068%","2,4815%","3,3083%","11,7560%","0,00%",N/A,1
2019-02-11,RBRF11,Títulos e Val. Mob.,"103,47",5307.0,"R$ 0,5168","0,5061%","1,8201%","3,7321%","8,6419%","0,6067%","0,6220%","0,7202%","8,6419%","2,2122%","2,7296%","15,3270%","R$ 159.024.268,85","R$ 97,93","1,0566","0,5278%","2,1243%","2,6632%","4,9949%",N/A,N/A,0
2019-02-11,VISC11,Shoppings,"107,76",24704.0,"R$ 0,6042","0,5647%","1,6989%","3,5498%","6,9884%","0,5663%","0,5916%","0,5824%","0,5647%","0,0000%","0,5647%","0,5647%","R$ 824.888.787,71","R$ 101,08","1,0661","0,5977%","3,5067%","4,1254%","10,3608%","4,80%",N/A,9
2019-02-11,XPML11,Shoppings,"106,00",16227.0,"R$ 0,8841","0,8262%","2,0554%","3,6202%","6,4316%","0,6851%","0,6034%","0,5360%","6,4316%","1,9630%","2,8055%","9,3106%","R$ 510.806.897,80","R$ 102,47","1,0345","0,8628%","-1,6883%","-0,8401%","13,7380%","4,60%",N/A,7
2019-02-11,BCFF11,Títulos e Val. Mob.,"84,50",16001.0,"R$ 0,5300","0,6272%","1,9841%","3,9898%","7,6467%","0,6614%","0,6650%","0,6372%","0,6272%","0,0000%","0,6272%","0,6272%","R$ 504.787.026,15","R$ 84,85","0,9959","0,6836%","-0,0290%","0,6544%","1,8825%",N/A,N/A,0
2019-02-11,MALL11,Shoppings,"107,30",7702.0,"R$ 0,7400","0,6913%","1,9137%","3,7872%","7,3524%","0,6379%","0,6312%","0,6127%","0,6913%","0,0000%","0,6913%","0,6913%","R$ 215.149.500,75","R$ 115,66","0,9277","0,5533%","20,6589%","21,3266%","29,5703%","0,00%",N/A,1
2019-02-11,UBSR11,Títulos e Val. Mob.,"105,20",5300.0,"R$ 0,8370","0,7956%","2,3649%","7,1219%","11,8340%","0,7883%","1,1870%","0,9862%","0,7956%","0,0000%","0,7956%","0,7956%","R$ 149.278.994,27","R$ 97,73","1,0764","0,5881%","0,4898%","1,0808%","15,0080%",N/A,N/A,0
2019-02-11,BZLI11,Títulos e Val. Mob.,"14,10",45473.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,6787%","0,6787%","1,1364%","R$ 374.820.453,08","R$ 12,20","1,1558",N/A,N/A,N/A,N/A,N/A,N/A,0
2019-02-11,ALZR11,Outros,"98,29",3911.0,"R$ 0,6555","0,6622%","2,0640%","4,1486%","7,7861%","0,6880%","0,6914%","0,6488%","7,7861%","5,2979%","5,9952%","3,3298%","R$ 97.109.899,76","R$ 97,40","1,0092","0,6730%","-0,0054%","0,6676%","10,1778%","0,00%",N/A,2
2019-02-11,MGFF11,Títulos e Val. Mob.,"93,90",0.0,"R$ 0,7000","0,7455%","2,2517%","4,1712%","0,0000%","0,7506%","0,6952%","0,0000%","0,7455%","0,0000%","0,7455%","0,7455%","R$ 116.458.534,02","R$ 96,57","0,9723","0,7248%","1,9981%","2,7374%","5,4863%",N/A,N/A,0
2019-02-11,IRDM11,Títulos e Val. Mob.,"111,00",4731.0,"R$ 0,8609","0,7827%","2,6404%","5,1233%","0,0000%","0,8801%","0,8539%","0,0000%","6,9621%","8,0656%","8,9114%","19,0423%","R$ 138.412.908,24","R$ 95,58","1,1613","0,9007%","-1,2876%","-0,3985%","7,7528%",N/A,N/A,0
2019-02-11,HFOF11,Títulos e Val. Mob.,"97,57",6257.0,"R$ 0,7500","0,7696%","1,9588%","3,8119%","0,0000%","0,6529%","0,6353%","0,0000%","0,7696%","0,0000%","0,7696%","0,7696%","R$ 226.457.047,34","R$ 95,76","1,0189","0,5639%","2,7397%","3,3190%","-0,0586%",N/A,N/A,0
2019-02-11,WPLZ11,Shoppings,"73,50",232.0,"R$ 0,3749","0,4946%","1,0720%","2,7927%","5,2718%","0,3573%","0,4654%","0,4393%","5,2718%","5,2778%","5,7985%","5,1692%","R$ 78.909.249,31","R$ 79,76","0,9215","0,4700%","-4,3005%","-3,8507%","1,1297%","8,60%",N/A,1
2019-02-11,XPLG11,Logística,"101,11",12556.0,"R$ 0,6700","0,6569%","1,9802%","3,9826%","0,0000%","0,6601%","0,6638%","0,0000%","0,6569%","0,0000%","0,6569%","0,6569%","R$ 351.766.570,28","R$ 96,08","1,0523","0,6744%","0,0563%","0,7311%","5,0665%","0,00%",N/A,5
2019-02-11,OUCY11,Títulos e Val. Mob.,"90,50",716.0,"R$ 0,5894","0,6372%","2,0426%","3,5108%","0,0000%","0,6809%","0,5851%","0,0000%","4,3439%","7,5706%","8,2560%","-3,4053%","R$ 52.169.665,75","R$ 97,71","0,9262","0,6032%","1,0704%","1,6800%","6,4675%",N/A,N/A,0
2019-02-11,HBTT11,Outros,"1.110,00",10.0,"R$ 7,3700","0,6640%","1,2133%","0,0000%","0,0000%","0,4044%","0,0000%","0,0000%","0,6640%","0,0000%","0,6640%","0,6640%","R$ 129.853.938,14","R$ 1.156,05","0,9602","0,5320%","0,9516%","1,4886%","8,9225%",N/A,N/A,0
2019-02-11,RBRR11,Títulos e Val. Mob.,"108,90",14762.0,"R$ 0,7036","0,6456%","2,2116%","4,4181%","0,0000%","0,7372%","0,7364%","0,0000%","5,2186%","5,2947%","5,9745%","14,7977%","R$ 262.625.197,27","R$ 96,24","1,1316","0,7310%","0,1432%","0,8753%","5,6655%",N/A,N/A,0
2019-02-11,RDPD11,Títulos e Val. Mob.,"86,50",111.0,"R$ 0,5000","0,5682%","1,4484%","2,6806%","0,0000%","0,4828%","0,4468%","0,0000%","0,5682%","0,0000%","0,5682%","0,5682%","R$ 104.848.606,41","R$ 97,26","0,8894","0,4421%","0,0405%","0,4828%","3,1142%",N/A,N/A,0
2019-02-11,VTLT11,Logística,"101,00",480.0,"R$ 1,4067","1,4002%","2,7164%","4,6982%","0,0000%","0,9055%","0,7830%","0,0000%","5,3621%","-0,1491%","1,2490%","5,9697%","R$ 205.210.319,08","R$ 97,03","1,0410","1,4498%","-3,6949%","-2,2987%","1,7136%",N/A,N/A,0
2019-02-11,HGRU11,Híbrido,"107,00",1500.0,"R$ 0,6800","0,6361%","2,0496%","4,0583%","0,0000%","0,6832%","0,6764%","0,0000%","0,6361%","0,0000%","0,6361%","0,6361%","R$ 153.864.561,29","R$ 102,58","1,0431","0,7604%","3,7546%","4,5436%","9,5972%","0,00%","0,00%",1
2019-02-11,NVIF11B,Outros,N/A,N/A,"R$ 0,8892","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",N/A,"0,0000%","0,0000%","0,0000%","R$ 46.469.770,93","R$ 137,73",N/A,"0,6456%","6,4370%","7,1241%","-99,9586%",N/A,N/A,0
2019-02-11,HUSC11,Outros,"129,00",19.0,"R$ 0,9000","0,8372%","0,8372%","0,8372%","0,8372%","0,2791%","0,1395%","0,0698%","0,8372%","7,5000%","8,4000%","8,4000%","R$ 72.173.218,87","R$ 99,99","1,2902",N/A,N/A,N/A,N/A,N/A,N/A,0
2019-02-11,VGIR11,Títulos e Val. Mob.,"101,29",609.0,"R$ 0,8604","0,8519%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","1,5719%","1,0000%","1,8604%","2,5938%","R$ 39.131.017,80","R$ 97,43","1,0396","0,8831%","-0,4568%","0,4223%","1,0536%",N/A,N/A,0
2019-02-11,KNHY11,Títulos e Val. Mob.,"109,40",1349.0,"R$ 0,4900","0,4455%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,4455%","0,0000%","0,4455%","0,4455%","R$ 411.736.153,80","R$ 102,93","1,0628","0,3497%","0,9101%","1,2630%","1,4412%",N/A,N/A,0
2019-02-11,BTCR11,Títulos e Val. Mob.,"98,43",0.0,"R$ 0,6970","0,7081%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,7081%","0,0000%","0,7081%","0,7081%","R$ 68.289.424,64","R$ 100,43","0,9801","0,5775%","-0,1069%","0,4700%","1,6694%",N/A,N/A,0
2019-02-11,XPIN11,Outros,"119,20",1714.0,"R$ 0,7700","0,6892%","1,7938%","3,1838%","3,1838%","0,5979%","0,5306%","0,2653%","3,1838%","2,4954%","3,2018%","15,3237%","R$ 191.114.488,69","R$ 115,72","1,0301","0,6654%","0,1331%","0,7993%","2,0757%","0,00%",N/A,2
2019-02-11,LVBI11,Logística,"105,00",1128.0,"R$ 0,5230","0,4981%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,7362%","0,0000%","0,4981%","5,7743%","R$ 296.011.353,61","R$ 97,69","1,0748",N/A,N/A,N/A,N/A,N/A,N/A,0
2019-02-11,TGAR11,Outros,"123,60",8123.0,"R$ 0,7500","0,6050%","2,3418%","3,9006%","7,9864%","0,7806%","0,6501%","0,6655%","0,6050%","0,0000%","0,6050%","0,6050%","R$ 118.737.048,37","R$ 125,81","0,9825","0,8982%","1,6427%","2,5556%","19,4003%",N/A,N/A,0
2019-02-11,ATSA11,Shoppings,"113,99",0.0,"R$ 0,1000","0,0998%","0,5583%","0,7506%","1,4690%","0,1861%","0,1251%","0,1224%","0,0998%","0,0000%","0,0998%","0,0998%","R$ 184.938.889,70","R$ 107,82","1,0572","0,2875%","-13,9451%","-13,6976%","-91,2534%","22,30%",N/A,1
2019-02-11,HMOC11,Shoppings,"220,00",2144.0,"R$ 1,3500","0,6136%","1,6932%","3,0915%","6,7681%","0,5644%","0,5152%","0,5640%","0,6136%","0,0000%","0,6136%","0,6136%","R$ 68.823.716,86","R$ 180,16","1,2211","0,6106%","5,6621%","6,3072%","-7,7424%","4,60%",N/A,2
2019-02-11,VOTS11,Títulos e Val. Mob.,"96,37",142.0,"R$ 0,5100","0,5574%","1,1499%","2,1597%","0,0000%","0,3833%","0,3599%","0,0000%","0,5574%","0,0000%","0,5574%","0,5574%","R$ 80.744.605,17","R$ 97,53","0,9881","0,3589%","0,0000%","0,3589%","0,3589%",N/A,N/A,0
2019-02-11,VSHO11,Shoppings,"102,50",406.0,"R$ 0,7677","0,6979%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,6979%","0,0000%","0,6979%","0,6979%","R$ 213.295.384,01","R$ 101,63","1,0086",N/A,N/A,N/A,N/A,"6,16%",N/A,3
