Data,Ativo,Setor,Preço,Volume (21d),Dividendo,Dividend Yield,Dividend Yield 3M (acumulado),Dividend Yield 6M (acumulado),Dividend Yield 12M (acumulado),Dividend Yield 3M (média),Dividend Yield 6M (média),Dividend Yield 12M (média),Dividend Yield no Ano,Variação Preço,Rentabilidade no Período,Rentabilidade Acumulada,Patrimônio Líquido,Valor Patrimonial,P/VPA,Dividend Yield Patrimonial,Variação Patrimonial,Rentabilidade Patrimonial no Período,Rentabilidade Patrimonial Acumulada,Vacância Física,Vacância Financeira,Qtd Ativos
2018-05-23,CXTL11,Logística,"565,00",39.0,"R$ 1,2677","0,2244%","0,6563%","1,0506%","4,1097%","0,2188%","0,1751%","0,3425%","0,7540%","-1,0508%","-0,8288%","-0,4769%","R$ 51.885.337,0500","R$ 968,0642","0,5836","0,1439%","-0,0994%","0,0444%","0,3001%",N/A,N/A,4
2018-05-23,CTXT11,Lajes Corporativas,"4,02",12467.0,"R$ 0,0274","0,6313%","1,6669%","3,4821%","8,0683%","0,5556%","0,5803%","0,6724%","2,0095%","5,5961%","6,2628%","-1,6033%","R$ 124.776.801,0500","R$ 3,4355","1,1701","0,7976%","-0,0017%","0,7958%","2,8692%","5,2000%",N/A,1
2018-05-23,FLMA11,Híbrido,"2,46",12001.0,"R$ 0,0140","0,5364%","1,3253%","2,5835%","5,6084%","0,4418%","0,4306%","0,4674%","1,7416%","-2,2472%","-1,7228%","3,3366%","R$ 183.527.431,4700","R$ 2,6585","0,9253","0,5266%","-0,0439%","0,4825%","1,8232%",N/A,N/A,1
2018-05-23,EDFO11B,Lajes Corporativas,"264,00",146.0,"R$ 1,5981","0,5647%","1,6898%","3,5229%","7,3881%","0,5633%","0,5871%","0,6157%","2,3181%","-8,7065%","-8,1909%","3,4385%","R$ 42.056.481,0100","R$ 178,2054","1,4814","0,8968%","0,0296%","0,9266%","3,8866%",N/A,N/A,1
2018-05-23,EURO11,Logística,"183,00",266.0,"R$ 1,1000","0,5714%","1,5690%","3,3350%","5,5926%","0,5230%","0,5558%","0,4661%","2,0690%","-3,2663%","-2,7136%","-1,7431%","R$ 119.197.575,7900","R$ 310,4621","0,5894","0,3543%","0,1387%","0,4935%","1,6021%","11,8200%",N/A,6
2018-05-23,FIGS11,Shoppings,"75,61",10384.0,"R$ 0,8333","0,8585%","2,5798%","5,2555%","11,7365%","0,8599%","0,8759%","0,9780%","3,4524%","-0,6448%","0,2081%","5,1988%","R$ 242.132.128,0900","R$ 93,4332","0,8092","0,8919%","-0,0080%","0,8838%","9,7152%",N/A,N/A,2
2018-05-23,ABCP11,Shoppings,"15,74",19789.0,"R$ 0,0800","0,4969%","1,4617%","3,1575%","5,9776%","0,4872%","0,5262%","0,4981%","2,1689%","-1,8293%","-1,3415%","-3,0524%","R$ 785.425.925,4000","R$ 12,8718","1,2228","0,6215%","0,0637%","0,6856%","2,9315%","2,1000%",N/A,1
2018-05-23,GWIR11,Híbrido,"215,00",147.0,"R$ 1,3000","0,6075%","1,6470%","3,7983%","7,0678%","0,5490%","0,6330%","0,5890%","2,2379%","-3,8202%","-3,2360%","-9,5747%","R$ 79.736.329,7700","R$ 208,7246","1,0301","0,6228%","-0,0330%","0,5896%","2,4064%",N/A,N/A,2
2018-05-23,FIIB11,Híbrido,"395,02",1649.0,"R$ 2,4700","0,6024%","1,7763%","3,5550%","7,3568%","0,5921%","0,5925%","0,6131%","1,7763%","0,0000%","0,6024%","-0,6367%","R$ 266.729.331,9300","R$ 389,3859","1,0145",,,,,"4,7500%",N/A,1
2018-05-23,FMOF11,Lajes Corporativas,"105,39",153.0,"R$ 0,2500","0,2336%","0,7055%","1,5348%","2,9302%","0,2352%","0,2558%","0,2442%","0,9297%","-1,8349%","-1,6055%","-6,8901%","R$ 66.927.854,6500","R$ 131,7457","0,8000","0,1898%","0,0044%","0,1941%","0,8095%","47,8000%",N/A,1
2018-05-23,MBRF11,Outros,"1.031,00",93.0,"R$ 8,0000","0,7240%","2,1939%","3,6466%","7,4079%","0,7313%","0,6078%","0,6173%","2,9272%","0,4545%","1,1818%","4,2807%","R$ 116.120.208,9200","R$ 1.142,1959","0,9026","0,7004%","-0,0021%","0,6983%","2,8556%","0,0000%",N/A,2
2018-05-23,PABY11,Híbrido,"26,90",22.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-11,4275%","-11,4275%","-21,2991%","R$ 181.951.577,1300","R$ 239,9151","0,1121",,,,,N/A,N/A,1
2018-05-23,FPAB11,Lajes Corporativas,"345,00",324.0,"R$ 1,8500","0,4881%","1,5351%","3,1822%","6,6262%","0,5117%","0,5304%","0,5522%","2,0703%","4,4077%","4,9174%","8,9881%","R$ 259.792.526,3000","R$ 346,3900","0,9960","0,5341%","0,0485%","0,5829%","2,5099%","6,5500%",N/A,1
2018-05-23,FFCI11,Lajes Corporativas,"172,25",1792.0,"R$ 0,7000","0,3998%","1,0050%","2,2417%","7,0078%","0,3350%","0,3736%","0,5840%","1,4062%","-1,6844%","-1,2914%","1,7622%","R$ 383.983.434,7800","R$ 176,9509","0,9734","0,4578%","-0,0052%","0,4525%","1,4902%","7,5000%",N/A,8
2018-05-23,RNGO11,Lajes Corporativas,"81,00",5141.0,"R$ 0,5400","0,5937%","1,7409%","3,4589%","7,0127%","0,5803%","0,5765%","0,5844%","2,3184%","-4,0612%","-3,4916%","-0,4524%","R$ 248.478.294,2000","R$ 92,8544","0,8723","0,5816%","0,0127%","0,5943%","2,3780%","7,6000%",N/A,2
2018-05-23,SCPF11,Shoppings,"13,20",681.0,"R$ 0,0647","0,4669%","1,3012%","3,6135%","7,2015%","0,4337%","0,6022%","0,6001%","2,3169%","-2,3944%","-1,9386%","1,3125%","R$ 47.002.756,1300","R$ 11,1911","1,1795","0,5782%","0,0938%","0,6726%","3,3680%",N/A,N/A,1
2018-05-23,SHPH11,Shoppings,"1.024,00",70.0,"R$ 3,5500","0,3349%","1,0143%","2,2955%","4,6049%","0,3381%","0,3826%","0,3837%","1,5643%","0,9524%","1,2905%","7,6667%","R$ 424.478.394,6500","R$ 697,0661","1,4690","0,5093%","-4,9973%","-4,5134%","-3,6431%","2,4000%",N/A,1
2018-05-23,ONEF11,Lajes Corporativas,"131,00",789.0,"R$ 0,6700","0,4963%","1,6038%","3,2233%","6,6342%","0,5346%","0,5372%","0,5529%","2,1534%","9,7642%","10,3089%","14,0007%","R$ 99.185.928,5200","R$ 108,8759","1,2032","0,6154%","-89,9990%","-89,9375%","-89,7506%","0,0000%",N/A,1
2018-05-23,FIVN11,Shoppings,"4,40",125.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%",,"0,0000%","0,0000%","0,0000%","R$ 156.087.008,9900","R$ 16,5827","0,2653",,,,,N/A,N/A,0
2018-05-23,RBBV11,Títulos e Val. Mob.,"63,79",1561.0,"R$ 0,1730","0,2662%","1,2893%","3,4270%","5,4705%","0,4298%","0,5712%","0,4559%","2,1012%","-14,4737%","-14,2460%","2,2114%","R$ 125.853.283,7300","R$ 100,3483","0,6357","0,4018%","0,0518%","0,4538%","1,1915%",N/A,N/A,1
2018-05-23,JSRE11,Híbrido,"103,11",8250.0,"R$ 0,5200","0,4871%","1,5075%","3,2733%","7,6673%","0,5025%","0,5456%","0,6389%","2,0688%","-0,5033%","-0,0186%","1,9416%","R$ 712.930.539,0200","R$ 110,4814","0,9333","0,4707%","-0,7274%","-0,2602%","2,7464%","0,0000%",N/A,2
2018-05-23,KNRE11,Residencial,"10,20",5666.0,"R$ 0,0000","0,0000%","0,0000%","3,1309%","5,1331%","0,0000%","0,5218%","0,4278%","0,0000%","-5,5977%","-5,5977%","-5,5977%","R$ 194.018.576,3200","R$ 10,4608","0,9751","0,0000%","-3,6253%","-3,6253%","890,6889%",N/A,N/A,0
2018-05-23,KNRI11,Híbrido,"162,00",13896.0,"R$ 0,8200","0,4910%","1,4475%","2,9371%","6,4819%","0,4825%","0,4895%","0,5402%","1,8302%","-4,7347%","-4,2670%","4,9860%","R$ 2.173.240.102,4500","R$ 139,9904","1,1572","0,5858%","-0,7084%","-0,1268%","-0,6252%","12,5300%","15,8400%",15
2018-05-23,KNCR11,Títulos e Val. Mob.,"105,17",37943.0,"R$ 0,5800","0,5531%","1,6417%","3,4778%","7,5996%","0,5472%","0,5796%","0,6333%","2,2678%","-0,7571%","-0,2082%","0,2414%","R$ 2.940.423.069,0000","R$ 104,6454","1,0050","0,5734%","0,2536%","0,8284%","1,9469%",N/A,N/A,0
2018-05-23,MXRF11,Híbrido,"9,80",62099.0,"R$ 0,0600","0,5515%","1,8602%","3,6251%","7,9887%","0,6201%","0,6042%","0,6657%","2,4858%","4,8170%","5,3950%","16,2980%","R$ 300.924.092,9500","R$ 9,5584","1,0253","0,6277%","-0,4852%","0,1395%","3,4693%",N/A,N/A,0
2018-05-23,MFII11,Híbrido,"120,25",10997.0,"R$ 1,1800","0,8907%","2,7530%","5,2755%","11,1482%","0,9177%","0,8792%","0,9290%","3,5798%","-0,3910%","0,4962%","-3,8071%","R$ 226.635.467,9900","R$ 113,1699","1,0626","1,0427%","-0,9886%","0,0437%","7,3924%",N/A,N/A,9
2018-05-23,DRIT11B,Lajes Corporativas,"128,98",16.0,"R$ 0,6500","0,4422%","3,1303%","4,5946%","8,2965%","1,0434%","0,7658%","0,6914%","3,6720%","16,6667%","17,1825%","27,0464%","R$ 56.402.211,6200","R$ 121,7462","1,0594","0,5339%","-0,1009%","0,4324%","1,3523%","18,1000%","10,4000%",6
2018-05-23,PLRI11,Títulos e Val. Mob.,"88,40",272.0,"R$ 0,7200","0,8300%","2,1202%","3,7989%","14,5737%","0,7067%","0,6331%","1,2145%","2,7322%","10,5659%","11,4836%","-2,5748%","R$ 85.522.246,9400","R$ 89,6174","0,9864","0,8034%","-4,2888%","-3,5198%","-3,5073%",N/A,N/A,0
2018-05-23,PORD11,Títulos e Val. Mob.,"100,31",551.0,"R$ 0,0000","0,0000%","3,1767%","3,1767%","8,4519%","1,0589%","0,5295%","0,7043%","0,0000%","0,0000%","0,0000%","0,0000%","R$ 105.911.104,7900","R$ 105,9111","0,9471",,,,,N/A,N/A,0
2018-05-23,RBDS11,Residencial,"401,99",73.0,"R$ 9,7641","2,3528%","5,6594%","9,9315%","15,1085%","1,8865%","1,6553%","1,2590%","6,2682%","2,2167%","4,6217%","10,3994%","R$ 60.489.830,7100","R$ 478,0936","0,8408","2,0423%","-12,2967%","-10,5055%","-7,7450%",N/A,N/A,0
2018-05-23,RBGS11,Shoppings,"49,10",1248.0,"R$ 0,1371","0,2324%","1,3951%","2,6398%","4,5423%","0,4650%","0,4400%","0,3785%","1,9857%","4,3894%","4,6320%","29,7930%","R$ 107.053.009,2900","R$ 99,3071","0,4944","0,1380%","-0,3293%","-0,1917%","1,0897%","12,8000%",N/A,1
2018-05-23,FIIP11B,Logística,"189,51",430.0,"R$ 1,2982","0,6254%","1,8967%","5,0803%","9,0197%","0,6322%","0,8467%","0,7516%","3,7457%","2,5136%","3,1547%","5,2583%","R$ 164.423.297,7700","R$ 177,3404","1,0686","0,7272%","0,1321%","0,8602%","2,4726%",N/A,N/A,7
2018-05-23,RBRD11,Híbrido,"80,60",832.0,"R$ 0,5916","0,6863%","1,7328%","3,5629%","10,2268%","0,5776%","0,5938%","0,8522%","2,3344%","-4,2222%","-3,5649%","7,0101%","R$ 139.047.318,0900","R$ 75,0882","1,0734","0,7879%","0,3627%","1,1535%","3,8069%","0,0000%",N/A,4
2018-05-23,RDES11,Lajes Corporativas,"74,00",264.0,"R$ 0,2194","0,3166%","0,9443%","2,1481%","4,5412%","0,3148%","0,3580%","0,3784%","1,3046%","-0,7163%","-0,4020%","4,7576%","R$ 67.213.388,3900","R$ 90,5841","0,8169","0,2422%","-0,1347%","0,1071%","1,3271%","50,5300%",N/A,4
2018-05-23,RBCB11,Outros,"400,50",14.0,"R$ 2,5000","0,5000%","1,4915%","3,2009%","9,3526%","0,4972%","0,5335%","0,7794%","1,8828%","-1,9627%","-1,4725%","-20,2708%","R$ 10.943.535,5000","R$ 206,0929","1,9433","1,3586%","-5,6205%","-4,3383%","-7,7166%",N/A,N/A,0
2018-05-23,RBVO11,,"59,54",431.0,"R$ 0,3000","0,4959%","1,5418%","5,1430%","8,2394%","0,5139%","0,8572%","0,6866%","2,1818%","-2,4194%","-1,9355%","-1,0708%","R$ 30.797.478,2900","R$ 59,7054","0,9972","0,5862%","0,6668%","1,2569%","2,5406%",N/A,N/A,0
2018-05-23,SAAG11,Outros,"124,80",6669.0,"R$ 0,8500","0,6343%","1,8873%","3,8512%","7,7354%","0,6291%","0,6419%","0,6446%","2,5452%","-2,5100%","-1,8916%","6,3802%","R$ 494.901.626,6300","R$ 87,8808","1,4201","0,9672%","0,0147%","0,9821%","3,9835%",N/A,N/A,28
2018-05-23,SDIL11,Logística,"90,79",2333.0,"R$ 0,6200","0,6327%","1,8337%","3,7662%","7,6118%","0,6112%","0,6277%","0,6343%","2,4590%","-4,4093%","-3,8045%","1,2828%","R$ 133.824.322,8200","R$ 93,0076","0,9762","0,6666%","-0,2196%","0,4455%","2,4958%","14,2000%","13,0000%",1
2018-05-23,SPTW11,Lajes Corporativas,"73,00",2370.0,"R$ 0,5500","0,6962%","2,0721%","4,1585%","8,5718%","0,6907%","0,6931%","0,7143%","3,4392%","-1,1882%","-0,5003%","6,6908%","R$ 133.345.676,4900","R$ 74,1633","0,9843","0,7416%","0,0590%","0,8011%","3,1420%",N/A,N/A,2
2018-05-23,XTED11,Lajes Corporativas,"19,59",5997.0,"R$ 0,0000","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","0,0000%","-20,8222%","-20,8222%","-22,0974%","R$ 51.326.229,3500","R$ 28,6330","0,6842",,,,,"96,8000%","98,3000%",2
2018-05-23,TRXL11,Logística,"70,00",1967.0,"R$ 0,3376","0,4689%","1,3518%","2,6480%","5,4719%","0,4506%","0,4413%","0,4560%","1,7745%","-1,3699%","-0,9074%","-8,1397%","R$ 173.502.028,2500","R$ 105,1962","0,6654","0,3184%","-0,0759%","0,2422%","1,0709%","50,7000%","40,5000%",6
2018-05-23,XPCM11,Lajes Corporativas,"96,40",4579.0,"R$ 0,7800","0,7919%","2,3797%","4,7550%","9,9005%","0,7932%","0,7925%","0,8250%","3,1716%","0,0000%","0,7919%","3,2095%","R$ 193.831.210,4700","R$ 80,2757","1,2009","0,9717%","0,1016%","1,0743%","3,8339%","0,0000%","0,0000%",1
2018-05-23,KNIP11,Títulos e Val. Mob.,"107,95",10585.0,"R$ 0,6000","0,5537%","1,9330%","4,0872%","7,3772%","0,6443%","0,6812%","0,6148%","2,7294%","-0,1198%","0,4332%","3,1285%","R$ 1.057.576.700,1300","R$ 104,5026","1,0330","0,7177%","1,1168%","1,8425%","3,3989%",N/A,N/A,0
2018-05-23,FAED11,Outros,"206,06",0.0,"R$ 0,5928","0,2658%","1,5911%","3,6364%","7,4937%","0,5304%","0,6061%","0,6245%","2,2367%","0,4278%","0,6948%","1,3550%","R$ 103.287.845,9100","R$ 160,8424","1,2811","0,3685%","0,0072%","0,3758%","3,1365%","0,0000%",N/A,3
2018-05-23,CNES11,Lajes Corporativas,"79,30",0.0,"R$ 0,2719","0,3005%","0,9164%","2,0038%","4,3073%","0,3055%","0,3340%","0,3589%","0,9164%","-0,5495%","-0,2506%","-9,1225%","R$ 306.583.344,7400","R$ 103,9531","0,7628","0,2616%","0,0065%","0,2681%","0,8452%","45,5000%",N/A,1
