Data,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
2023-05-01,BPML11,Shoppings,"R$ 55,00",1420.0,"R$ 0,27","0,46%","1,37%","2,49%","5,26%","0,46%","0,42%","0,44%","0,46%","0,00%","0,46%","0,46%","R$ 537.073.355,75","R$ 124,75","0,44",N/A,N/A,N/A,N/A,"5,80%",N/A,7
2023-05-01,ATSA11,Shoppings,"R$ 67,31",3.0,"R$ 0,05","0,07%","0,20%","0,39%","1,69%","0,07%","0,06%","0,14%","0,13%","0,00%","0,07%","0,13%","R$ 142.848.791,89","R$ 81,57","0,83",N/A,N/A,N/A,N/A,"21,90%",N/A,1
2023-05-01,RELG11,Híbrido,"R$ 49,00",2065.0,"R$ 0,70","0,99%","3,07%","5,54%","12,28%","1,02%","0,92%","1,02%","1,98%","0,40%","1,39%","2,40%","R$ 162.819.580,31","R$ 122,00","0,40",N/A,N/A,N/A,N/A,"10,40%","10,40%",3
2023-05-01,MATV11,Títulos e Val. Mob.,"R$ 76,27",27.0,"R$ 0,60","0,74%","3,18%","5,84%","13,27%","1,06%","0,97%","1,11%","1,98%","0,01%","0,75%","2,00%","R$ 38.799.465,30","R$ 91,09","0,84",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-05-01,LFTT11,Residencial,"R$ 64,50",125.0,"R$ 1,32","1,94%","17,80%","0,00%","0,00%","5,93%","0,00%","0,00%","17,80%","-7,69%","-5,90%","9,64%","R$ 283.216.343,77","R$ 38,25","1,69","13,37%","0,00%","13,37%","13,37%",N/A,N/A,0
2023-05-01,RSPD11,Residencial,"R$ 10,02",103.0,"R$ 20,13","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 171.070.236,81","R$ 1.148,04","0,01","0,63%","0,00%","0,63%","0,63%",N/A,N/A,0
2023-05-01,RSPD11,Residencial,"R$ 10,02",20507.0,"R$ 20,13","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 171.070.236,81","R$ 1.148,04","0,01","0,63%","0,00%","0,63%","0,63%",N/A,N/A,0
2023-05-01,RSPD11,Residencial,"R$ 10,02",22773.0,"R$ 20,13","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 171.070.236,81","R$ 1.148,04","0,01","0,63%","0,00%","0,63%","0,63%",N/A,N/A,0
2023-05-01,RSPD11,Residencial,"R$ 10,03",42904.0,"R$ 20,13","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 171.070.236,81","R$ 1.148,04","0,01","0,63%","0,00%","0,63%","0,63%",N/A,N/A,0
2023-05-01,RSPD11,Residencial,"R$ 10,03",45627.0,"R$ 20,13","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 171.070.236,81","R$ 1.148,04","0,01","0,63%","0,00%","0,63%","0,63%",N/A,N/A,0
2023-05-01,RSPD11,Residencial,"R$ 10,03",25802.0,"R$ 20,13","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 171.070.236,81","R$ 1.148,04","0,01","0,63%","0,00%","0,63%","0,63%",N/A,N/A,0
2023-05-01,RSPD11,Residencial,"R$ 10,03",31960.0,"R$ 20,13","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 171.070.236,81","R$ 1.148,04","0,01","0,63%","0,00%","0,63%","0,63%",N/A,N/A,0
2023-05-01,RSPD11,Residencial,"R$ 10,05",31636.0,"R$ 20,13","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 171.070.236,81","R$ 1.148,04","0,01","0,63%","0,00%","0,63%","0,63%",N/A,N/A,0
2023-05-01,RSPD11,Residencial,"R$ 10,03",44516.0,"R$ 20,13","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 171.070.236,81","R$ 1.148,04","0,01","0,63%","0,00%","0,63%","0,63%",N/A,N/A,0
2023-05-01,MORC11,Títulos e Val. Mob.,"R$ 85,74",7831.0,"R$ 1,10","1,24%","3,63%","7,15%","15,36%","1,21%","1,19%","1,28%","3,63%","-3,96%","-2,76%","-5,29%","R$ 125.287.392,96","R$ 96,98","0,88","1,13%","-0,73%","0,40%","3,30%",N/A,N/A,0
2023-05-01,KINP11,Residencial,"R$ 9,82",9168.0,"R$ 3,05","31,09%","36,11%","42,61%","54,85%","12,04%","7,10%","4,57%","36,11%","-4,38%","25,35%","50,30%","R$ 26.408.606,84","R$ 3,69","2,66","82,65%","-0,14%","82,39%","90,03%",N/A,N/A,0
2023-05-01,CCRF11,Títulos e Val. Mob.,"R$ 77,30",4.0,"R$ 0,62","0,75%","2,98%","4,83%","11,57%","0,99%","0,80%","0,96%","2,98%","4,79%","5,58%","-1,55%","R$ 152.815.887,39","R$ 97,22","0,80","0,63%","2,44%","3,09%","4,58%",N/A,N/A,0
2023-05-01,BTRA11,Outros,"R$ 78,42",10246.0,"R$ 0,85","1,06%","3,31%","6,39%","11,50%","1,10%","1,07%","0,96%","3,31%","-4,74%","-3,74%","-1,47%","R$ 466.641.228,30","R$ 138,69","0,57","0,68%","0,00%","0,68%","0,68%",N/A,N/A,0
2023-05-01,SADI11,Títulos e Val. Mob.,"R$ 80,94",5476.0,"R$ 1,00","1,22%","3,58%","7,04%","14,02%","1,19%","1,17%","1,17%","4,74%","-6,85%","-5,71%","-6,85%","R$ 310.851.649,88","R$ 97,75","0,83","1,09%","-0,90%","0,19%","1,27%",N/A,N/A,0
2023-05-01,MFAI11,Híbrido,"R$ 57,57",126.0,"R$ 0,44","0,77%","2,31%","5,13%","10,50%","0,77%","0,85%","0,88%","3,31%","1,86%","2,64%","2,52%","R$ 20.491.291,24","R$ 64,28","0,90","0,48%","-2,81%","-2,35%","-4,42%",N/A,N/A,0
2023-05-01,KNCR11,Títulos e Val. Mob.,"R$ 95,55",99105.0,"R$ 1,00","1,03%","3,31%","6,84%","13,75%","1,10%","1,14%","1,15%","4,52%","0,95%","1,99%","2,38%","R$ 5.756.022.790,32","R$ 100,81","0,95","1,21%","0,05%","1,26%","3,50%",N/A,N/A,0
2023-05-01,CXAG11,Outros,"R$ 76,30",1498.0,"R$ 0,75","0,98%","2,91%","6,09%","12,00%","0,97%","1,01%","1,00%","3,88%","-0,17%","0,81%","3,08%","R$ 239.821.923,88","R$ 114,71","0,67","0,65%","0,02%","0,67%","1,33%",N/A,N/A,0
2023-05-01,CPTR11,,"R$ 96,80",10852.0,"R$ 1,45","1,52%","4,41%","7,30%","0,00%","1,47%","1,22%","0,00%","4,41%","-1,49%","0,00%","2,98%","R$ 409.611.194,11","R$ 98,99","0,98","1,46%","0,31%","1,78%","1,78%",N/A,N/A,0
2023-05-01,CPTS11,Títulos e Val. Mob.,"R$ 78,28",57234.0,"R$ 0,71","0,93%","2,92%","5,07%","12,17%","0,97%","0,84%","1,01%","2,92%","0,14%","1,08%","2,85%","R$ 2.858.127.870,96","R$ 89,93","0,87","0,41%","-1,83%","-1,42%","1,66%",N/A,N/A,0
2023-05-01,SNCI11,Títulos e Val. Mob.,"R$ 97,63",4671.0,"R$ 1,05","1,10%","3,17%","6,18%","13,54%","1,06%","1,03%","1,13%","3,17%","-0,71%","0,38%","1,54%","R$ 408.717.519,54","R$ 97,31","1,00","1,03%","-0,94%","0,08%","8,67%",N/A,N/A,0
2023-05-01,MCHF11,Títulos e Val. Mob.,"R$ 8,74",110706.0,"R$ 0,10","1,18%","3,47%","7,03%","14,15%","1,16%","1,17%","1,18%","3,47%","-3,30%","-2,16%","1,60%","R$ 302.861.569,80","R$ 9,37","0,93","1,17%","-1,49%","-0,33%","0,21%",N/A,N/A,0
2023-05-01,GCFF11,Títulos e Val. Mob.,"R$ 67,55",539.0,"R$ 0,75","1,15%","3,28%","6,31%","12,65%","1,09%","1,05%","1,05%","3,28%","-3,99%","-2,88%","-2,75%","R$ 25.877.625,78","R$ 76,43","0,88","0,98%","-3,81%","-2,87%","-2,01%",N/A,N/A,0
2023-05-01,VGIR11,Títulos e Val. Mob.,"R$ 9,47",456293.0,"R$ 0,12","1,29%","3,90%","7,65%","15,25%","1,30%","1,28%","1,27%","3,90%","-3,23%","-1,98%","0,80%","R$ 993.272.195,20","R$ 9,62","0,98","1,35%","-0,20%","1,15%","-89,14%",N/A,N/A,0
2023-05-01,MGHT11,Hotel,"R$ 58,95",1132.0,"R$ 0,80","1,36%","4,03%","7,44%","14,26%","1,34%","1,24%","1,19%","4,03%","-3,85%","-2,54%","4,09%","R$ 112.466.978,44","R$ 85,61","0,69","0,76%","-0,45%","0,30%","-6,08%",N/A,N/A,0
2023-05-01,VGIA11,Títulos e Val. Mob.,"R$ 9,55",436900.0,"R$ 0,15","1,49%","4,45%","8,71%","17,89%","1,48%","1,45%","1,49%","4,45%","-0,71%","0,76%","4,19%","R$ 822.255.214,43","R$ 9,51","1,00","1,52%","-0,20%","1,33%","1,33%",N/A,N/A,0
2023-05-01,SNFF11,Títulos e Val. Mob.,"R$ 85,18",4932.0,"R$ 0,65","0,78%","2,30%","5,39%","10,59%","0,77%","0,90%","0,88%","2,30%","-1,15%","-0,38%","-2,37%","R$ 251.391.286,35","R$ 88,83","0,96","1,46%","-4,82%","-3,43%","1,12%",N/A,N/A,0
2023-05-01,TRNT11,Lajes Corporativas,"R$ 100,80",6.0,"R$ 0,45","0,45%","1,21%","2,15%","4,13%","0,40%","0,36%","0,34%","1,21%","-6,63%","-6,21%","-19,02%","R$ 774.860.922,43","R$ 196,89","0,51",N/A,N/A,N/A,N/A,"49,90%",N/A,1
2023-05-01,VGIP11,Outros,"R$ 85,46",15131.0,"R$ 1,10","1,39%","3,44%","5,45%","12,83%","1,15%","0,91%","1,07%","3,44%","-3,33%","-1,99%","1,39%","R$ 1.068.757.358,59","R$ 90,67","0,94","0,50%","-1,78%","-1,29%","8,00%",N/A,N/A,0
2023-05-01,MCCI11,Títulos e Val. Mob.,"R$ 86,84",30736.0,"R$ 0,95","1,09%","3,34%","6,95%","13,58%","1,11%","1,16%","1,13%","3,34%","4,11%","5,24%","6,72%","R$ 1.348.562.788,74","R$ 92,40","0,94","1,19%","-2,01%","-0,85%","3,25%",N/A,N/A,0
2023-05-01,GCRI11,Títulos e Val. Mob.,"R$ 89,70",1427.0,"R$ 1,10","1,23%","3,67%","7,19%","15,37%","1,22%","1,20%","1,28%","3,67%","-0,99%","0,22%","3,76%","R$ 113.217.259,57","R$ 95,08","0,94","1,16%","0,75%","1,92%","1,92%",N/A,N/A,0
2023-05-01,HCRI11,Hospital,"R$ 234,62",318.0,"R$ 2,68","1,14%","3,36%","7,10%","11,84%","1,12%","1,18%","0,99%","3,36%","-2,46%","-1,34%","6,10%","R$ 61.592.370,00","R$ 307,96","0,76",N/A,N/A,N/A,N/A,"0,00%",N/A,1
2023-05-01,BRLA11,Híbrido,"R$ 154,90",6.0,"R$ 1,10","0,73%","2,28%","15,70%","18,65%","0,76%","2,62%","1,55%","2,28%","8,03%","8,82%","7,31%","R$ 426.827.499,46","R$ 157,77","0,98","0,69%","0,04%","0,74%","-8,63%",N/A,N/A,0
2023-05-01,OURE11,Títulos e Val. Mob.,"R$ 76,80",408.0,"R$ 1,00","1,34%","3,96%","7,74%","15,73%","1,32%","1,29%","1,31%","3,96%","0,56%","1,91%","4,91%","R$ 97.576.087,71","R$ 90,59","0,85","1,10%","0,19%","1,30%","3,38%",N/A,N/A,0
2023-05-01,RECX11,Outros,"R$ 65,51",19.0,"R$ 0,70","1,03%","3,20%","5,99%","11,90%","1,07%","1,00%","0,99%","3,20%","4,69%","5,78%","9,01%","R$ 17.059.567,76","R$ 78,14","0,84",N/A,N/A,N/A,N/A,N/A,N/A,0
2023-05-01,OUFF11,Títulos e Val. Mob.,"R$ 63,11",1744.0,"R$ 0,70","1,15%","3,40%","6,62%","13,37%","1,13%","1,10%","1,11%","3,40%","-1,40%","-0,26%","0,08%","R$ 127.816.812,93","R$ 70,45","0,90","0,99%","-3,02%","-2,05%","-1,63%",N/A,N/A,0
2023-05-01,MORE11,Títulos e Val. Mob.,"R$ 65,50",19521.0,"R$ 0,60","0,99%","3,06%","5,64%","11,65%","1,02%","0,94%","0,97%","3,06%","-1,13%","-0,15%","2,58%","R$ 193.189.471,08","R$ 83,30","0,79","0,72%","-5,04%","-4,36%","-2,74%",N/A,N/A,0
2023-05-01,WTSP11B,Híbrido,"R$ 35,00",258.0,"R$ 0,21","0,60%","1,80%","4,36%","7,87%","0,60%","0,73%","0,66%","1,80%","-5,70%","-5,14%","1,78%","R$ 72.017.767,86","R$ 72,56","0,48","0,29%","0,17%","0,46%","1,01%",N/A,N/A,0
2023-05-01,AFHI11,Títulos e Val. Mob.,"R$ 94,74",17600.0,"R$ 1,10","1,18%","3,42%","6,45%","14,10%","1,14%","1,08%","1,18%","3,42%","-1,21%","-0,04%","2,79%","R$ 286.309.475,82","R$ 94,82","1,00","1,01%","-0,94%","0,06%","5,00%",N/A,N/A,0
2023-05-01,NAVT11,Títulos e Val. Mob.,"R$ 75,63",795.0,"R$ 0,85","1,18%","3,57%","6,98%","13,79%","1,19%","1,16%","1,15%","3,57%","1,11%","2,30%","5,29%","R$ 94.740.518,92","R$ 89,84","0,84","0,95%","-3,92%","-3,02%","0,49%",N/A,N/A,0
2023-05-01,ERCR11,Híbrido,"R$ 76.000,00",1.0,"R$ 2.594,24","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 154.744.932,02","R$ 65.128,34","1,17","1,76%","0,00%","1,76%","1,76%",N/A,N/A,0
2023-05-01,MGCR11,Títulos e Val. Mob.,"R$ 79,99",2127.0,"R$ 0,90","1,16%","3,35%","6,70%","15,20%","1,12%","1,12%","1,27%","3,35%","-1,17%","-0,03%","2,87%","R$ 127.904.113,96","R$ 89,93","0,89","1,00%","-2,99%","-2,02%","4,14%",N/A,N/A,0
2023-05-01,BTLG11,Logística,"R$ 95,96",44883.0,"R$ 0,74","0,76%","2,34%","4,62%","9,06%","0,78%","0,77%","0,75%","2,34%","3,52%","4,31%","6,52%","R$ 2.089.628.167,96","R$ 99,19","0,97","0,75%","0,09%","0,84%","4,82%",N/A,"2,00%",16
2023-05-01,OULG11,Outros,"R$ 38,13",1145.0,"R$ 0,41","1,14%","3,25%","4,98%","9,34%","1,08%","0,83%","0,78%","3,25%","-5,64%","-4,56%","-5,65%","R$ 166.691.647,81","R$ 67,18","0,57","0,61%","0,09%","0,70%","1,79%","0,00%",N/A,2
2023-05-01,SNID11,Renda,"R$ 101,11",668.0,"R$ 0,94","0,94%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,98%","-1,68%","-0,76%","-0,71%",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2023-05-01,RZAT11,Híbrido,"R$ 90,82",7541.0,"R$ 1,35","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
2023-05-01,ALZR11,Logística,"R$ 111,58",14889.0,"R$ 0,82","0,72%","2,18%","4,21%","12,41%","0,73%","0,70%","1,03%","2,18%","2,05%","2,79%","4,39%","R$ 740.337.456,78","R$ 106,94","1,04","0,68%","-0,03%","0,65%","7,26%","0,00%",N/A,15
2023-05-01,XPML11,Shoppings,"R$ 101,81",34423.0,"R$ 0,80","0,80%","2,41%","4,88%","9,13%","0,80%","0,81%","0,76%","2,41%","3,28%","4,11%","5,08%","R$ 2.101.487.966,93","R$ 98,60","1,03","0,81%","-0,55%","0,26%","-4,33%","3,90%",N/A,16
2023-05-01,FCFL11,Outros,"R$ 110,00",313.0,"R$ 0,81","0,77%","2,29%","4,33%","8,56%","0,76%","0,72%","0,71%","2,29%","3,46%","4,26%","-4,34%","R$ 403.657.389,13","R$ 116,19","0,95","0,70%","0,02%","0,72%","1,42%","0,00%",N/A,1
2023-05-01,MCHY11,Títulos e Val. Mob.,"R$ 111,00",242.0,"R$ 1,40","1,26%","3,81%","9,66%","17,44%","1,27%","1,61%","1,45%","3,81%","0,82%","2,09%","4,71%","R$ 362.438.620,41","R$ 100,96","1,10","1,39%","1,28%","2,68%","2,68%",N/A,N/A,0
2023-05-01,XPIN11,Outros,"R$ 75,92",6201.0,"R$ 0,65","0,94%","2,80%","5,43%","10,22%","0,93%","0,90%","0,85%","2,80%","0,52%","1,46%","1,05%","R$ 737.669.939,24","R$ 103,16","0,74","0,63%","-0,55%","0,08%","1,57%","17,30%","12,00%",5
